document_id,chunk_number,parsed_successfully,raw_output
17,11,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Design Standards for Offshore Wind Farms Final Report"",
    ""document_number"": ""M10PC00105"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""GOM West Central 100-yr Return Wind Condition"",
      ""scope"": ""GOM West Central"",
      ""numerical_value"": 100,
      ""unit"": ""years"",
      ""source"": ""Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report"",
      ""related_domains"": ""structural design, wind loading""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""IEC Wind Model"",
      ""scope"": ""Offshore Wind Farms"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report (Figure 2.33)"",
      ""related_domains"": ""wind modeling""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""API Wind Model"",
      ""scope"": ""Offshore Wind Farms"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report (Figure 2.33)"",
      ""related_domains"": ""wind modeling""
    }

  ],
  ""regulatory_entities"": []
}
```"
17,12,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""Wind turbine design must consider IEC and API wind models."",
      ""scope"": ""Offshore wind turbines"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Inferred from Figure 2.34 and 2.35: Coherence IEC and API Wind Model"",
      ""related_domains"": ""structural design, wind loading""
    },
    {
      ""type"": ""Safety"",
      ""requirement"": ""Analysis of maximum shear force and overturning moment at the mudline is required."",
      ""scope"": ""Offshore wind turbine foundations"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Inferred from Figure 2.36: Comparison of the Maximum Shear Force and Overturning Moment at the Mudline"",
      ""related_domains"": ""structural safety, foundation design""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Assessment of mudline shear force sensitivity to nacelle yaw angle is required for the GOM West Central 100-yr Return Wind Condition."",
      ""scope"": ""Offshore wind turbines in the GOM West Central region"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Inferred from Figure 2.38: Sensitivity of Mudline Shear Force to Nacelle Yaw Angle for the GOM West Central 100-yr Return Wind Condition"",
      ""related_domains"": ""structural design, wind loading, control systems""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Assessment of mudline overturning moment sensitivity to nacelle yaw angle is required for the GOM West Central 100-yr Return Wind Condition."",
      ""scope"": ""Offshore wind turbines in the GOM West Central region"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Inferred from Figure 2.39: Sensitivity of Mudline Overturning Moment to Nacelle Yaw Angle for the GOM West Central 100-yr Return Wind Condition"",
      ""related_domains"": ""structural design, wind loading, control systems""
    },
        {
      ""type"": ""Technical"",
      ""requirement"": ""Assessment of mudline shear force and overturning moment sensitivity to blade pitch angle is required for the GOM West Central 100-yr Return Wind Condition."",
      ""scope"": ""Offshore wind turbines in the GOM West Central region"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Inferred from Figures 2.40 and 2.41: Sensitivity to Blade Pitch Angle for the GOM West Central 100-yr Return Wind Condition"",
      ""related_domains"": ""structural design, wind loading, control systems""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Consideration of static wind forces and wave slamming loads in the design of monopile support structures."",
      ""scope"": ""Offshore wind turbine monopile foundations"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Inferred from Figures 2.42-2.45: Static Wind Forces and Wave Slamming Loads on Monopile"",
      ""related_domains"": ""structural design, wave loading, foundation design""
    }

  ],
  ""regulatory_entities"": []
}
```"
17,13,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Design Standards for Offshore Wind Farms Final Report"",
    ""document_number"": ""M10PC00105"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""Consideration of 100-year and 50-year return periods for mudline shear forces and overturning moments."",
      ""scope"": ""Offshore wind turbine tripod and jacket support structures"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Design Standards for Offshore Wind Farms Final Report (M10PC00105)"",
      ""related_domains"": ""Structural, Safety""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Evaluation of utilization ratios for tripod and jacket members."",
      ""scope"": ""Offshore wind turbine tripod and jacket support structures"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Design Standards for Offshore Wind Farms Final Report (M10PC00105)"",
      ""related_domains"": ""Structural, Safety""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Analysis of wave slamming loads on tripod structures."",
      ""scope"": ""Offshore wind turbine tripod support structures"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Design Standards for Offshore Wind Farms Final Report (M10PC00105)"",
      ""related_domains"": ""Structural, Safety""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Consideration of static wind forces on jacket support structures."",
      ""scope"": ""Offshore wind turbine jacket support structures"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Design Standards for Offshore Wind Farms Final Report (M10PC00105)"",
      ""related_domains"": ""Structural, Safety""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Analysis of mudline shear forces and overturning moments under normal and abnormal conditions for 50-year and 100-year return periods."",
      ""scope"": ""Offshore wind turbine structures in ATL2 and GOM regions"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Design Standards for Offshore Wind Farms Final Report (M10PC00105)"",
      ""related_domains"": ""Structural, Safety""
    }


  ],
  ""regulatory_entities"": []
}
```"
17,14,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Design Standards for Offshore Wind Farms Final Report"",
    ""document_number"": ""M10PC00105"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""Consideration of plunging breaking wave splashing patterns."",
      ""scope"": ""Offshore wind farms"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""IEC61400-3 Annex D"",
      ""related_domains"": ""Safety, Technical""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Evaluation of breaking wave slamming loads on circular cylinders."",
      ""scope"": ""Offshore wind farms"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""IEC 61400-3, 2009"",
      ""related_domains"": ""Safety, Technical""
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""IEC"",
      ""jurisdiction"": ""International"",
      ""role"": ""Standards development for electrical, electronic and related technologies""
    }
  ]
}
```"
17,15,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Design Standards for Offshore Wind Farms Final Report"",
    ""document_number"": ""M10PC00105"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""BOEMRE (Bureau of Ocean Energy Management, Regulation and Enforcement)"",
      ""jurisdiction"": ""Federal (US)"",
      ""role"": ""Contract issuer and likely regulatory oversight""
    }
  ]
}
```"
17,16,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Design Standards for Offshore Wind Farms Final Report"",
    ""document_number"": ""M10PC00105"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""Load cases and load effects must be evaluated according to the relevant load cases specified in IEC 61400-3."",
      ""scope"": ""Bottom-founded wind turbines in US waters, specifically Mid-Atlantic, South Atlantic, and Gulf of Mexico"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""IEC 61400-3"",
      ""related_domains"": ""structural design, safety""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Consideration of load cases critical to hurricane-prone regions, even if not specified in IEC standards."",
      ""scope"": ""Bottom-founded wind turbines in hurricane-prone regions on the US OCS"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Implied from the document; not explicitly from a specific standard"",
      ""related_domains"": ""structural design, safety""
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""International Electrotechnical Commission (IEC)"",
      ""jurisdiction"": ""International"",
      ""role"": ""Standards development for electrical, electronic and related technologies, including IEC 61400-3 for wind turbine design.""
    }
  ]
}
```"
17,17,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Design Standards for Offshore Wind Farms Final Report"",
    ""document_number"": ""M10PC00105"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""Design of offshore structures located on the US OCS must consider wave, wind, current, and earthquake loads."",
      ""scope"": ""US Outer Continental Shelf (OCS)"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""API RP 2A-WSD"",
      ""related_domains"": ""structural, safety""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Design requirements for offshore wind turbines."",
      ""scope"": ""Offshore Wind Turbines"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""IEC 61400-3 (2009)"",
      ""related_domains"": ""technical, safety""
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""Bureau of Ocean Energy Management, Regulation, and Enforcement (BOEMRE)"",
      ""jurisdiction"": ""Federal (US)"",
      ""role"": ""Regulation and Enforcement of offshore structures on the US OCS""
    },
    {
      ""entity_name"": ""American Petroleum Institute (API)"",
      ""jurisdiction"": ""Industry (US)"",
      ""role"": ""Publishes recommended practices for design of offshore structures, specifically API RP 2A-WSD""
    },
    {
      ""entity_name"": ""International Electrotechnical Commission (IEC)"",
      ""jurisdiction"": ""International"",
      ""role"": ""Develops international standards, specifically IEC 61400-3 for offshore wind turbine design.""
    }
  ]
}
```"
17,18,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Design Standards for Offshore Wind Farms Final Report"",
    ""document_number"": ""M10PC00105"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""Framework of defining the site-specific Class S wind turbines"",
      ""scope"": ""Offshore wind turbines"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""IEC 61400-1 (2005) Wind turbines – Part 1: Design Requirements"",
      ""related_domains"": ""technical, safety""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Design criteria that takes into account the risk of tropical storms"",
      ""scope"": ""Offshore wind turbine support structures in US waters"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""ABS Guide for Building and Classing Offshore Wind Turbine Installations (2010)"",
      ""related_domains"": ""technical, safety""
    },
    {
      ""type"": ""Safety"",
      ""requirement"": ""Offshore wind turbine support structure in US waters designed to ABS criteria is at least as safe as those designed to IEC 61400-3 (2009) under European offshore conditions."",
      ""scope"": ""Offshore wind turbine support structures in US waters"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Comparison between ABS Guide and IEC 61400-3 (2009)"",
      ""related_domains"": ""safety""

    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""IEC"",
      ""jurisdiction"": ""International"",
      ""role"": ""Standards development for electrical, electronic and related technologies""
    },
    {
      ""entity_name"": ""ABS (American Bureau of Shipping)"",
      ""jurisdiction"": ""International (with a focus on US waters in this context)"",
      ""role"": ""Classification society providing standards and guidance for marine and offshore structures""
    }
  ]
}
```"
17,19,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""Guidelines for determining breaking wave load for design"",
      ""scope"": ""Offshore wind turbine support structures"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""IEC 61400-3 (2007) Annex D"",
      ""related_domains"": ""structural safety, design""
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""IEC (International Electrotechnical Commission)"",
      ""jurisdiction"": ""International"",
      ""role"": ""Standards development for electrical and electronic technologies""
    }
  ]
}
```"
17,20,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Design Standards for Offshore Wind Farms Final Report"",
    ""document_number"": ""M10PC00105"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""Design standards should address the gaps between existing offshore wind turbine design standards and the established practices for designing offshore oil and gas platforms on the US OCS."",
      ""scope"": ""US OCS (Outer Continental Shelf)"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report"",
      ""related_domains"": ""technical, safety""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Consider extending the coverage of IEC 61400-3 (2009) to hurricane-prone regions."",
      ""scope"": ""Hurricane-prone regions"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report"",
      ""related_domains"": ""technical, safety""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Consider adapting the design criteria in API RP 2A-WSD (2007) for the design of offshore wind turbines subjected to hurricane risks."",
      ""scope"": ""Offshore wind turbines in hurricane-prone regions"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report"",
      ""related_domains"": ""technical, safety""
    }
  ],
  ""regulatory_entities"": []
}
```"
17,21,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Design Standards for Offshore Wind Farms Final Report"",
    ""document_number"": ""M10PC00105"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""Consideration of the Kaimal wind model"",
      ""scope"": ""Offshore wind turbine design"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""IEC 61400-3 (2009)"",
      ""related_domains"": ""Technical, Safety""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Consideration of the NPD (Frøya) wind model"",
      ""scope"": ""Offshore wind turbine design"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""API RP 2A-WSD (2007)"",
      ""related_domains"": ""Technical, Safety""
    },
    {
      ""type"": ""Safety"",
      ""requirement"": ""Analysis of failure of nacelle yaw and blade pitch control systems due to control system fault or loss of electric power supply"",
      ""scope"": ""Offshore wind turbine design"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Implied by the study's scope"",
      ""related_domains"": ""Safety, Technical""
    },
        {
      ""type"": ""Technical"",
      ""requirement"": ""Design considerations for monopile, tripod, and jacket support structures"",
      ""scope"": ""Offshore wind turbine structures"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Implied by the study's scope"",
      ""related_domains"": ""Technical, Safety""
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""ABS"",
      ""jurisdiction"": ""International (Classification Society)"",
      ""role"": ""Guidance and standards development (Guide for Building and Classing Offshore Wind Turbine Installations (2010))""
    },
    {
      ""entity_name"": ""IEC"",
      ""jurisdiction"": ""International"",
      ""role"": ""Standards development (IEC 61400-3)""
    },
    {
      ""entity_name"": ""API"",
      ""jurisdiction"": ""International"",
      ""role"": ""Standards development (API RP 2A-WSD)""
    }
  ]
}
```"
