document_id,chunk_number,parsed_successfully,raw_output
27,11,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
    ""document_number"": ""Page 9 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Regulatory oversight (air quality)""
    }
  ]
}
```"
27,12,False,NO_RELEVANT_DATA_FOUND
27,13,False,NO_RELEVANT_DATA_FOUND
27,14,False,NO_RELEVANT_DATA_FOUND
27,15,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 11 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": []
}
```"
27,16,False,NO_RELEVANT_DATA_FOUND
27,17,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 12 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""Bureau of Ocean Energy Management (BOEM)"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Leasing authority""
    },
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Permitting and oversight""
    }
  ]
}
```"
27,18,False,NO_RELEVANT_DATA_FOUND
27,19,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
    ""document_number"": null,
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Permittee shall not cause, suffer, allow, or permit the emission of smoke from any OCS Source which has a shade, density, or appearance equal to or greater than No. 1 of the [Ringelmann] Chart for a period, or aggregate period of time in excess of six minutes during any one hour, provided that at no time during the said six minutes shall the shade, density, or appearance be equal to or greater than No. 2 of the [Ringelmann] Chart."",
      ""scope"": ""All OCS Sources"",
      ""numerical_value"": 6,
      ""unit"": ""minutes"",
      ""source"": ""310 CMR 7.06(1)(a)"",
      ""related_domains"": [""air quality"", ""emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Permittee shall not cause, suffer, allow, or permit the operation of any OCS Source to emit any contaminant(s), exclusive of uncombined water or smoke subject to Section IV(A)(1) above, that exceed 20% opacity for a period or aggregate period of time in excess of two minutes during any one hour provided that, at no time during the said two minutes shall the opacity exceed 40%."",
      ""scope"": ""All OCS Sources"",
      ""numerical_value"": 20,
      ""unit"": ""% opacity"",
      ""source"": ""310 CMR 7.06(1)(b)"",
      ""related_domains"": [""air quality"", ""emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""All diesel-fueled compression ignition internal combustion engines subject to Subpart IIII with a displacement of less than 30 liters per cylinder shall be fired with diesel fuel not to exceed a maximum sulfur content of 15 ppm."",
      ""scope"": ""Diesel-fueled compression ignition internal combustion engines with a displacement of less than 30 liters per cylinder subject to Subpart IIII"",
      ""numerical_value"": 15,
      ""unit"": ""ppm"",
      ""source"": ""40 C.F.R. 60.4207(b)"",
      ""related_domains"": [""air quality"", ""fuel quality""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""All diesel-fueled compression ignition internal combustion engines subject to Subpart IIII with a displacement of greater than or equal to 30 liters per cylinder shall be limited to using diesel fuel not to exceed a maximum per-gallon sulfur content of 1,000 parts per million (ppm)."",
      ""scope"": ""Diesel-fueled compression ignition internal combustion engines with a displacement of greater than or equal to 30 liters per cylinder subject to Subpart IIII"",
      ""numerical_value"": 1000,
      ""unit"": ""ppm"",
      ""source"": ""40 C.F.R. 60.4207(d)"",
      ""related_domains"": [""air quality"", ""fuel quality""]
    }
  ],
  ""regulatory_entities"": []
}
```"
27,20,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Beginning at the Operational Phase Start Date, each operating day, the Permittee shall calculate emissions of NOx and VOC from the emission sources defined in Specific Page 13 of 29."",
      ""scope"": ""NOx and VOC emissions from all emission sources defined on page 13 during the operational phase."",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Page 1 of 29"",
      ""related_domains"": [""air quality"", ""emissions monitoring"", ""environmental compliance""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Daily rolling, 365-day total. The limits apply immediately upon commencement of the Operational Phase Start Date."",
      ""scope"": ""NOx and VOC emissions from all emission sources defined on page 13 during the operational phase."",
      ""numerical_value"": 365,
      ""unit"": ""days"",
      ""source"": ""Page 1 of 29"",
      ""related_domains"": [""air quality"", ""emissions monitoring"", ""environmental compliance""]
    },
        {
      ""type"": ""Environmental"",
      ""requirement"": ""The Permittee shall not exceed a daily rolling, 365-day total of 6 for VOC emissions."",
      ""scope"": ""VOC emissions from all emission sources defined on page 13 during the operational phase."",
      ""numerical_value"": 6,
      ""unit"": null, 
      ""source"": ""Page 1 of 29"",
      ""related_domains"": [""air quality"", ""emissions monitoring"", ""environmental compliance""]
    }
  ],
  ""regulatory_entities"": []
}
```"
27,21,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 14 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Emissions of NOx and VOC shall be calculated by taking the product of the brake specific emission factor, the usage in hours (hours per day), the power available (rated power), and the load factor (the power used divided by the power available)."",
      ""scope"": ""NOx and VOC emissions from diesel fired engines of support vessels servicing or associated with the OCS sources/facility."",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
      ""related_domains"": [""air quality"", ""emissions""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""For OCS sources, if actual fuel usage data and engines hours are not recorded for that operating day, Permittee shall assume 100% load (full rated hp (kW)) for the emission calculations."",
      ""scope"": ""Emission calculations for OCS sources using diesel fired engines."",
      ""numerical_value"": 100,
      ""unit"": ""%"",
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
      ""related_domains"": [""emissions monitoring"", ""reporting""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""For transit emissions from support vessels servicing or associated with the OCS sources [or facility…], if actual fuel usage data and engines hours are not recorded for that operating day, Permittee can utilize the most representative load factors contained in the Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022)"",
      ""scope"": ""Emission calculations for support vessels servicing or associated with the OCS sources/facility."",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
      ""related_domains"": [""emissions monitoring"", ""reporting""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""For diesel fired engines operating between 0%–20% engine load, the Permittee shall utilize guaranteed emission factors from engine manufacturer’s specifications (or engine specific test data) which indicate a representative emission factor for the lower load intervals for each engine type; or the maximum guaranteed emission factor in units of g/hp-hr (or g/kW-hr) multiplied by the engine-specific load adjustment factors based on known engine mfg. data; or for C3 propulsion engines the maximum guaranteed emission factor in units of g/hp-hr (or g/kW-hr) multiplied by the most representative low load adjustment factors (LLAFs) for the specific pollutant as contained in Table 3.10 of the Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022)."",
      ""scope"": ""Diesel fired engines operating between 0%-20% engine load."",
      ""numerical_value"": 20,
      ""unit"": ""%"",
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
      ""related_domains"": [""emissions monitoring"", ""engine performance""]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Guidance provider""
    }
  ]
}
```"
27,22,False,NO_RELEVANT_DATA_FOUND
27,23,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 15 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For OCS sources, permittee shall utilize emission factors from: EPA issued Certificate of Conformity (COC) for each applicable engine containing the emission standards in 40 C.F.R. Part 60, NSPS IIII, Tier Marine Engine Standards at 40 C.F.R. Part 1042, or Nonroad Engine Standards at 40 C.F.R. Part 1039, engine manufacturer specifications, or site-specific testing derived factors."",
      ""scope"": ""Engines used in OCS sources"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 60, 40 C.F.R. Part 1042, 40 C.F.R. Part 1039"",
      ""related_domains"": [""emissions"", ""air quality""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""If the Tier level combines both NOx and either HC or THC into one emission limit, then that emission limit shall be multiplied by 0.976 for NOx and 0.024 for either HC or THC (to determine the VOC ratio of the emissions which shall be calculated as 1.053 times the HC emission factors)."",
      ""scope"": ""Engines used in OCS sources with combined NOx and HC/THC emission limits"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""The provided document"",
      ""related_domains"": [""emissions"", ""air quality""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For purposes of calculating emissions from vessels servicing or associated with an OCS source while at the source, and while enroute to or from the source when within 25 NM of the source, the permittee shall utilize emission factors from: an applicable Engine International Air Pollution Prevention (“EIAPP”) or International Air Pollution Prevention (“IAPP”) certificate, issued by EPA, containing associated engine Annex VI NOx standards, engine manufacturers specifications, or engine manufacturers testing data."",
      ""scope"": ""Vessels servicing or associated with an OCS source within 25 nautical miles of the source."",
      ""numerical_value"": 25,
      ""unit"": ""NM"",
      ""source"": ""The provided document"",
      ""related_domains"": [""emissions"", ""vessel operations"", ""air quality""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For purposes of calculating emissions from vessels servicing or associated with an OCS source while at the source, and while enroute to or from the source when within 25 NM of the source without a Certificate of Conformity, EIAPP certificate, or IAPP certificate, the Permittee shall utilize the most representative NOx and VOC emission factors for the vessel utilized as contained in the EPA Port Emissions Inventory Guidance (EPA-420-B-22-011, April 2022)."",
      ""scope"": ""Vessels servicing or associated with an OCS source within 25 nautical miles of the source without a COC, EIAPP, or IAPP certificate."",
      ""numerical_value"": 25,
      ""unit"": ""NM"",
      ""source"": ""EPA-420-B-22-011, April 2022"",
      ""related_domains"": [""emissions"", ""vessel operations"", ""air quality""]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Permitting and standard setting""
    }
  ]
}
```"
27,24,False,NO_RELEVANT_DATA_FOUND
27,25,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 16 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""EUG 1 - OCS Generator Engine(s) on the OSS(s) and/or WTG(s) shall not exceed the emission standards ( in terms of g/kW-hr) for the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, dependent on the final selected engine size and associated displacement) contained in 40 C.F.R. Part 1042, or the EPA Tier 4 Nonroad Engine Standards contained in 40 C.F.R. Part 1039 (dependent on the final selected engine size and associated displacement)."",
      ""scope"": ""OCS generator engines on Offshore Substations (OSS) and/or Wind Turbine Generators (WTG)"",
      ""numerical_value"": null,
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""emissions"", ""engine performance""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""EUG 1 - OCS Generator Engine(s) on the OSS(s) and/or WTG(s) shall be operated in accordance with the Good Combustion and Operating Practices (“GCOP”) Plan for the facility."",
      ""scope"": ""OCS generator engines on Offshore Substations (OSS) and/or Wind Turbine Generators (WTG)"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""engine operation"", ""maintenance""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""EUG 2 - Marine Engines on Vessels when Operating as OCS Source(s) shall be operated in accordance with the GCOP Plan for the facility."",
      ""scope"": ""Marine Engines on Vessels operating as OCS Sources during construction and operation phases"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": null, 
      ""related_domains"": [""engine operation"", ""maintenance"", ""vessel operations""]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Standard setting body, emissions regulation""
    }
  ]
}
```"
27,26,False,NO_RELEVANT_DATA_FOUND
27,27,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 17 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Marine Engines on the Charybdis Vessel(s) while operating as an OCS source... shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NOx, HC, and CO emission standards specified within 40 C.F.R. Part 1042."",
      ""scope"": ""Charybdis Vessel marine engines during WTG installation activities as an OCS source"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Marine Engines on the Eco Edison Vessel, while operating as an OCS source, shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NOx, HC, and CO emission standards or Marine Tier 4 (Category 2 Marine Engines) NOx, HC, and CO emission standards specified within 40 C.F.R. Part 1042."",
      ""scope"": ""Eco Edison Vessel marine engines while operating as an OCS source"",
      ""numerical_value"": 600,
      ""unit"": ""kW"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Tier 4 emission standards apply to engine(s) at or above 600 kW, and Tier 3 emission standards apply to engine(s) below 600 kW."",
      ""scope"": ""Eco Edison Vessel marine engines while operating as an OCS source"",
      ""numerical_value"": 600,
      ""unit"": ""kW"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Marine Engines on Primary Crew Transfer Vessel, while operating as an OCS source, shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NOx, HC, and CO emission standards or Marine Tier 4 (Category 2 Marine Engines) NOx, HC, and CO emission standards specified within 40 C.F.R. Part 1042."",
      ""scope"": ""Primary Crew Transfer Vessel marine engines while operating as an OCS source"",
      ""numerical_value"": 600,
      ""unit"": ""kW"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Tier 4 emission standards apply to engine(s) at or above 600 kW, and Tier 3 emission standards apply to engine(s) below 600 kW."",
      ""scope"": ""Primary Crew Transfer Vessel marine engines while operating as an OCS source"",
      ""numerical_value"": 600,
      ""unit"": ""kW"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Engines on vessels while operating as OCS sources... shall be certified by the manufacturer to meet or emit less than the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, depending on engine size) as contained within 40 C.F.R. Part 1042"",
      ""scope"": ""Engines on tugboat, towboat, push boat, crew and supply vessel, dredge, or barge operating as OCS sources (excluding \""exempt vessels\"")"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 1042"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Standard setting body, Permitting authority""
    }
  ]
}
```"
27,28,False,NO_RELEVANT_DATA_FOUND
27,29,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 18 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""All applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than EPA Tier 2 marine engine emission standards contained within 40 C.F.R. Part 1042."",
      ""scope"": ""Engines on vessels operating as OCS sources, not subject to Section IV(C)(2)-(5)"",
      ""numerical_value"": null,
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""emissions"", ""engine performance""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""All applicable engines on U.S.-flagged vessels when operating as OCS source(s), and otherwise not subject to Section IV(C)(2)-(5), shall be certified to the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, depending on engine size) as contained within 40 C.F.R. Part 1042."",
      ""scope"": ""Engines on U.S.-flagged vessels operating as OCS sources, not subject to Section IV(C)(2)-(5)"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 1042"",
      ""related_domains"": [""emissions"", ""engine performance""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""A vessel with a higher Tier engine is not available within two hours of when the vessel must be deployed."",
      ""scope"": ""Vessels operating as OCS sources"",
      ""numerical_value"": 2,
      ""unit"": ""hours"",
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
      ""related_domains"": [""vessel availability"", ""engine performance""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The total emissions associated with the use of a vessel with the higher Tier engine(s) would be greater than the total emissions associated with the use of the vessel with the next lower Tier engine(s)."",
      ""scope"": ""Vessels operating as OCS sources"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
      ""related_domains"": [""emissions"", ""engine performance""]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Standard setting body""
    }
  ]
}
```"
27,30,False,NO_RELEVANT_DATA_FOUND
27,31,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 19 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""All applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than EPA Tier 1 marine engine emission standards contained within 40 C.F.R. Part 1042."",
      ""scope"": ""All applicable engines on vessels operating as an OCS source within the ECA."",
      ""numerical_value"": null,
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [
        ""air quality"",
        ""emissions""
      ]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""All applicable engines on U.S.-flagged or foreign-flagged vessels operating as an OCS source within the ECA shall be certified to meet or emit less than the MARPOL Annex VI Tier III NOx emission standards (in terms of g/kW-hr)."",
      ""scope"": ""All applicable engines on U.S.-flagged or foreign-flagged vessels operating as an OCS source within the ECA (and otherwise not subject to Section IV (C)(2)-(6))."",
      ""numerical_value"": null,
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 1043 (§1043.1–1043.100), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [
        ""air quality"",
        ""emissions""
      ]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""At a minimum, all applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than MARPOL Annex VI Tier I NOx emission standards contained within 40 C.F.R. Part 1043."",
      ""scope"": ""All applicable engines subject to this condition."",
      ""numerical_value"": null,
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 1043 (§1043.1–1043.100), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [
        ""air quality"",
        ""emissions""
      ]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Permittee shall install sealed leak detection systems on the MV, and HV GIS on the OSS equipment with alarms."",
      ""scope"": ""MV and HV GIS on the OSS"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 52.21"",
      ""related_domains"": [
        ""electrical safety"",
        ""leak detection""
      ]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Leak detection shall be repaired within five (5) days of discover."",
      ""scope"": ""MV and HV GIS on the OSS"",
      ""numerical_value"": 5,
      ""unit"": ""days"",
      ""source"": ""40 C.F.R. Part 52.21"",
      ""related_domains"": [
        ""maintenance"",
        ""leak detection""
      ]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Emission standards setting""
    }
  ]
}
```"
27,32,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""OCS-R1-05"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Leak rate of SF 6 shall not exceed 0.5% per year from the MV and HV SWGs on the OSS."",
      ""scope"": ""MV and HV SWGs on the OSS"",
      ""numerical_value"": 0.5,
      ""unit"": ""%"",
      ""source"": ""40 C.F.R. Part 52.21"",
      ""related_domains"": [""sf6 emissions"", ""environmental protection""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Maintain emissions of sulfur hexafluoride (SF 6) emissions from GIS below 1.0% maximum annual leak rate."",
      ""scope"": ""GIS"",
      ""numerical_value"": 1.0,
      ""unit"": ""%"",
      ""source"": ""310 CMR 7.72(4)(a)"",
      ""related_domains"": [""sf6 emissions"", ""environmental protection""]
    }
  ],
  ""regulatory_entities"": []
}
```"
27,33,False,NO_RELEVANT_DATA_FOUND
