document_id,chunk_number,parsed_successfully,raw_output
27,11,True,"```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
    ""document_number"": ""Page 9 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Regulatory Authority""
    }
  ]
}
```"
27,12,False,NO_RELEVANT_DATA_FOUND
27,13,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""10 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Incorporation of state regulations into the SIP (State Implementation Plan)""
    }
  ]
}
```"
27,14,False,NO_RELEVANT_DATA_FOUND
27,15,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""11 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [],
  ""regulatory_entities"": [
    {
      ""entity_name"": null,
      ""jurisdiction"": ""International"",
      ""role"": ""Standard setting body""
    }
  ]
}
```"
27,16,False,NO_RELEVANT_DATA_FOUND
27,17,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 12 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""diesel fuel that is certified to meet the standards in 40 C.F.R. §1090.305"",
      ""scope"": ""Ultra-low sulfur diesel used in vessels"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. §1090.305"",
      ""related_domains"": [""fuel quality"", ""emissions""]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Regulatory oversight (in the context of approving delegated authority)""
    },
    {
      ""entity_name"": ""Bureau of Ocean Energy Management (BOEM)"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Leasing authority for the Outer Continental Shelf""
    }
  ]
}
```"
27,18,False,NO_RELEVANT_DATA_FOUND
27,19,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""OCS-R1-05"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Permittee shall not cause, suffer, allow, or permit the emission of smoke from any OCS Source which has a shade, density, or appearance equal to or greater than No. 1 of the [Ringelmann] Chart for a period, or aggregate period of time in excess of six minutes during any one hour, provided that at no time during the said six minutes shall the shade, density, or appearance be equal to or greater than No. 2 of the [Ringelmann] Chart."",
      ""scope"": ""Outer Continental Shelf (OCS) Source"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""310 CMR 7.06(1)(a)"",
      ""related_domains"": [""air quality"", ""emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Permittee shall not cause, suffer, allow, or permit the operation of any OCS Source to emit any contaminant(s), exclusive of uncombined water or smoke subject to Section IV(A)(1) above, that exceed 20% opacity for a period or aggregate period of time in excess of two minutes during any one hour provided that, at no time during the said two minutes shall the opacity exceed 40%."",
      ""scope"": ""OCS Source"",
      ""numerical_value"": 20,
      ""unit"": ""%"",
      ""source"": ""310 CMR 7.06(1)(b)"",
      ""related_domains"": [""air quality"", ""emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""All diesel-fueled compression ignition internal combustion engines subject to Subpart IIII with a displacement of less than 30 liters per cylinder shall be fired with diesel fuel not to exceed a maximum sulfur content of 15 ppm."",
      ""scope"": ""Diesel engines < 30 liters/cylinder"",
      ""numerical_value"": 15,
      ""unit"": ""ppm"",
      ""source"": ""40 C.F.R. 60.4207(b)"",
      ""related_domains"": [""air quality"", ""fuel quality""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""All diesel-fueled compression ignition internal combustion engines subject to Subpart IIII with a displacement of greater than or equal to 30 liters per cylinder shall be limited to using diesel fuel not to exceed a maximum per-gallon sulfur content of 1,000 parts per million (ppm)."",
      ""scope"": ""Diesel engines >= 30 liters/cylinder"",
      ""numerical_value"": 1000,
      ""unit"": ""ppm"",
      ""source"": ""40 C.F.R. 60.4207(d)"",
      ""related_domains"": [""air quality"", ""fuel quality""]
    }
  ],
  ""regulatory_entities"": []
}
```"
27,20,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Beginning at the Operational Phase Start Date, each operating day, the Permittee shall calculate emissions of NOx and VOC from the emission sources defined in Specific Page 13 of 29."",
      ""scope"": ""Operational phase"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": null,
      ""related_domains"": [""air quality"", ""emissions monitoring""]
    },
        {
      ""type"": ""Environmental"",
      ""requirement"": ""Daily rolling, 365-day total. The limits apply immediately upon commencement of the Operational Phase Start Date."",
      ""scope"": ""Operational phase"",
      ""numerical_value"": 365,
      ""unit"": ""days"",
      ""source"": null,
      ""related_domains"": [""air quality"", ""emissions monitoring""]
    }
  ],
  ""regulatory_entities"": []
}
```"
27,21,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 14 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For diesel fired engines operating between 0%–20% engine load, the Permittee shall utilize guaranteed emission factors from engine manufacturer’s specifications (or engine specific test data) which indicate a representative emission factor for the lower load intervals for each engine type."",
      ""scope"": ""Diesel fired engines operating between 0%-20% engine load"",
      ""numerical_value"": 20,
      ""unit"": ""%"",
      ""source"": ""Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
      ""related_domains"": [""air quality"", ""emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For diesel fired engines operating between 0%–20% engine load, the Permittee shall utilize the maximum guaranteed emission factor in units of g/hp-hr (or g/kW-hr) multiplied by the engine-specific load adjustment factors based on known engine mfg. data."",
      ""scope"": ""Diesel fired engines operating between 0%-20% engine load"",
      ""numerical_value"": 20,
      ""unit"": ""%"",
      ""source"": ""Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
      ""related_domains"": [""air quality"", ""emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For C3 propulsion engines operating between 0%-20% engine load, the Permittee shall utilize the maximum guaranteed emission factor in units of g/hp-hr (or g/kW-hr) multiplied by the most representative low load adjustment factors (LLAFs) for the specific pollutant as contained in Table 3.10 of the Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022)."",
      ""scope"": ""C3 propulsion engines"",
      ""numerical_value"": 20,
      ""unit"": ""%"",
      ""source"": ""Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5), Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022)"",
      ""related_domains"": [""air quality"", ""emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The LLAFs shall be applied separately for each pollutant (and applied to the equation separately for NOx and HC (if HC used as a surrogate for VOC))."",
      ""scope"": ""Emissions calculations"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
      ""related_domains"": [""air quality"", ""emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For OCS sources, if actual fuel usage data and engines hours are not recorded for that operating day, Permittee shall assume 100% load (full rated hp (kW)) for the emission calculations."",
      ""scope"": ""OCS sources"",
      ""numerical_value"": 100,
      ""unit"": ""%"",
      ""source"": ""Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
      ""related_domains"": [""air quality"", ""emissions"", ""reporting""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For transit emissions from support vessels servicing or associated with the OCS sources [or facility…], if actual fuel usage data and engines hours are not recorded for that operating day, Permittee can utilize the most representative load factors contained in the Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022)"",
      ""scope"": ""Support vessels servicing OCS sources/facilities"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5), Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022)"",
      ""related_domains"": [""air quality"", ""emissions"", ""reporting""]
    }
  ],
  ""regulatory_entities"": []
}
```"
27,22,False,NO_RELEVANT_DATA_FOUND
27,23,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 15 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For OCS sources, permittee shall utilize emission factors from: EPA issued Certificate of Conformity (COC) for each applicable engine containing the emission standards in 40 C.F.R. Part 60, NSPS IIII, Tier Marine Engine Standards at 40 C.F.R. Part 1042, or Nonroad Engine Standards at 40 C.F.R. Part 1039, engine manufacturer specifications, or site-specific testing derived factors."",
      ""scope"": ""Outer Continental Shelf (OCS) sources"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 60, NSPS IIII, 40 C.F.R. Part 1042, 40 C.F.R. Part 1039"",
      ""related_domains"": [""air emissions"", ""engine emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""If the Tier level combines both NOx and either HC or THC into one emission limit, then that emission limit shall be multiplied by 0.976 for NOx and 0.024 for either HC or THC (to determine the VOC ratio of the emissions which shall be calculated as 1.053 times the HC emission factors)."",
      ""scope"": ""Outer Continental Shelf (OCS) sources"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": null, 
      ""related_domains"": [""air emissions"", ""engine emissions"", ""VOC emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For purposes of calculating emissions from vessels servicing or associated with an OCS source while at the source, and while enroute to or from the source when within 25 NM of the source, the permittee shall utilize emission factors from: an applicable Engine International Air Pollution Prevention (“EIAPP”) or International Air Pollution Prevention (“IAPP”) certificate, issued by EPA, containing associated engine Annex VI NOx standards, engine manufacturers specifications, or engine manufacturers testing data."",
      ""scope"": ""Vessels servicing OCS sources within 25 nautical miles"",
      ""numerical_value"": 25,
      ""unit"": ""NM"",
      ""source"": ""EPA"",
      ""related_domains"": [""vessel emissions"", ""air emissions"", ""maritime operations""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For purposes of calculating emissions from vessels servicing or associated with an OCS source while at the source, and while enroute to or from the source when within 25 NM of the source without a Certificate of Conformity, EIAPP certificate, or IAPP certificate, the Permittee shall utilize the most representative NOx and VOC emission factors for the vessel utilized as contained in the EPA Port Emissions Inventory Guidance (EPA-420-B-22-011, April 2022)."",
      ""scope"": ""Vessels servicing OCS sources within 25 nautical miles"",
      ""numerical_value"": 25,
      ""unit"": ""NM"",
      ""source"": ""EPA Port Emissions Inventory Guidance (EPA-420-B-22-011, April 2022)"",
      ""related_domains"": [""vessel emissions"", ""air emissions"", ""maritime operations""]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Permitting authority, standard setting body, environmental oversight""
    }
  ]
}
```"
27,24,False,NO_RELEVANT_DATA_FOUND
27,25,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""16 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Permittee shall incorporate daily emissions calculated in Section IV(A)(5)(i) into the 365-day total (in units of tons) for NOx and VOC. These emissions shall be summed for all from the emission sources defined in Section IV(A)(5) for determining compliance with the facility-wide emissions cap."",
      ""scope"": ""Operational phase"",
      ""numerical_value"": 365,
      ""unit"": ""days"",
      ""source"": null,
      ""related_domains"": [""air quality"", ""emissions monitoring"", ""permit compliance""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""OCS Generator Engine(s) on the OSS(s) and/or WTG(s) shall not exceed the emission standards ( in terms of g/kW-hr) for the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, dependent on the final selected engine size and associated displacement) contained in 40 C.F.R. Part 1042, or the EPA Tier 4 Nonroad Engine Standards contained in 40 C.F.R. Part 1039 (dependent on the final selected engine size and associated displacement)."",
      ""scope"": ""OCS generator engines on OSS and/or WTGs (both construction and operation phases)"",
      ""numerical_value"": null,
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 1042, 40 C.F.R. Part 1039"",
      ""related_domains"": [""engine emissions"", ""air quality""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""EUG 1 - OCS Generator Engine(s) on the OSS(s) and/or WTG(s) shall be operated in accordance with the Good Combustion and Operating Practices (“GCOP”) Plan for the facility. The plan shall be incorporated into the facility standard operating procedures (“SOPs”) and shall be made available for inspection."",
      ""scope"": ""OCS generator engines on OSS and/or WTGs (both construction and operation phases)"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": null,
      ""related_domains"": [""engine operation"", ""maintenance procedures""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Marine Engines on Vessels when Operating as OCS Source(s) shall be operated in accordance with the GCOP Plan for the facility. The plan shall be incorporated into the facility SOPs and shall be made available for inspection."",
      ""scope"": ""Marine engines on vessels operating as OCS sources (construction and operation phases)"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": null,
      ""related_domains"": [""engine operation"", ""maintenance procedures""]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Standard setting body""
    }
  ]
}
```"
27,26,False,NO_RELEVANT_DATA_FOUND
27,27,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 17 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Marine Engines on the Charybdis Vessel(s) while operating as an OCS source... shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NOx, HC, and CO emission standards specified within 40 C.F.R. Part 1042."",
      ""scope"": ""Charybdis Vessel(s) operating as an OCS source during WTG installation activities"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Marine Engines on the Eco Edison Vessel, while operating as an OCS source, shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NOx, HC, and CO emission standards or Marine Tier 4 (Category 2 Marine Engines) NOx, HC, and CO emission standards specified within 40 C.F.R. Part 1042."",
      ""scope"": ""Eco Edison Vessel operating as an OCS source"",
      ""numerical_value"": 600,
      ""unit"": ""kW"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Tier 4 emission standards apply to engine(s) at or above 600 kW, and Tier 3 emission standards apply to engine(s) below 600 kW."",
      ""scope"": ""Eco Edison Vessel operating as an OCS source"",
      ""numerical_value"": 600,
      ""unit"": ""kW"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Marine Engines on Primary Crew Transfer Vessel, while operating as an OCS source, shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NOx, HC, and CO emission standards or Marine Tier 4 (Category 2 Marine Engines) NOx, HC, and CO emission standards specified within 40 C.F.R. Part 1042."",
      ""scope"": ""Primary Crew Transfer Vessel operating as an OCS source"",
      ""numerical_value"": 600,
      ""unit"": ""kW"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Tier 4 emission standards apply to engine(s) at or above 600 kW, and Tier 3 emission standards apply to engine(s) below 600 kW."",
      ""scope"": ""Primary Crew Transfer Vessel operating as an OCS source"",
      ""numerical_value"": 600,
      ""unit"": ""kW"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Engines on vessels while operating as OCS sources... shall be certified by the manufacturer to meet or emit less than the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, depending on engine size) as contained within 40 C.F.R. Part 1042"",
      ""scope"": ""Vessels operating as OCS sources (tugboat, towboat, push boat, crew and supply vessel, dredge, or barge, excluding \""exempt vessels\"")"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 1042"",
      ""related_domains"": [""air emissions"", ""engine certification""]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Standard setting body, Permitting authority""
    }
  ]
}
```"
27,28,False,NO_RELEVANT_DATA_FOUND
27,29,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 18 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Technical"",
      ""requirement"": ""All applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than EPA Tier 2 marine engine emission standards contained within 40 C.F.R. Part 1042."",
      ""scope"": ""Engines on vessels operating as OCS sources, not subject to Section IV(C)(2)-(5)"",
      ""numerical_value"": null,
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""emissions"", ""engine standards""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""All applicable engines on U.S.-flagged vessels when operating as OCS source(s), and otherwise not subject to Section IV(C)(2)-(5), shall be certified to the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, depending on engine size) as contained within 40 C.F.R. Part 1042."",
      ""scope"": ""Engines on U.S.-flagged vessels operating as OCS sources, not subject to Section IV(C)(2)-(5)"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 1042"",
      ""related_domains"": [""emissions"", ""engine standards""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""A vessel with a higher Tier engine is not available within two hours of when the vessel must be deployed."",
      ""scope"": ""Vessels operating as OCS sources"",
      ""numerical_value"": 2,
      ""unit"": ""hours"",
      ""source"": ""OCS-R1-05"",
      ""related_domains"": [""vessel availability"", ""engine standards""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The total emissions associated with the use of a vessel with the higher Tier engine(s) would be greater than the total emissions associated with the use of the vessel with the next lower Tier engine(s)."",
      ""scope"": ""Vessels operating as OCS sources"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""OCS-R1-05"",
      ""related_domains"": [""emissions"", ""engine standards""]
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA"",
      ""jurisdiction"": ""Federal - USA"",
      ""role"": ""Standard setting body""
    }
  ]
}
```"
27,30,False,NO_RELEVANT_DATA_FOUND
27,31,True,"```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": ""Page 19 of 29"",
    ""type_of_wind_farm"": ""Offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""All applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than EPA Tier 1 marine engine emission standards contained within 40 C.F.R. Part 1042."",
      ""scope"": ""Engines on vessels operating as an OCS source within the ECA"",
      ""numerical_value"": null,
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""All applicable engines on U.S.-flagged or foreign-flagged vessels while those vessels are operating as an OCS source within the ECA (and otherwise not subject to Section IV (C)(2)-(6), shall be certified to meet or emit less than the MARPOL Annex VI Tier III NOX emission standards (in terms of g/kW-hr)"",
      ""scope"": ""Engines on U.S.-flagged or foreign-flagged vessels operating as an OCS source within the ECA"",
      ""numerical_value"": null,
      ""unit"": ""g/kW-hr"",
      ""source"": ""MARPOL Annex VI Tier III"",
      ""related_domains"": [""air emissions"", ""engine emissions""]
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""At a minimum, all applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than MARPOL Annex VI Tier I NOX emission standards contained within 40 C.F.R. Part 1043."",
      ""scope"": ""Engines on vessels operating as an OCS source within the ECA"",
      ""numerical_value"": null,
      ""unit"": ""g/kW-hr"",
      ""source"": ""40 C.F.R. Part 1043 (§1043.1–1043.100), 40 C.F.R. Part 52.21, 310 CMR 7.00 Appendix A"",
      ""related_domains"": [""air emissions"", ""engine emissions""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Permittee shall install sealed leak detection systems on the MV, and HV GIS on the OSS equipment with alarms."",
      ""scope"": ""MV and HV GIS on the OSS"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. Part 52.21"",
      ""related_domains"": [""gas insulated switchgear"", ""leak detection""]
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Leak detection shall be repaired within five (5) days of discover."",
      ""scope"": ""MV and HV GIS on the OSS"",
      ""numerical_value"": 5,
      ""unit"": ""days"",
      ""source"": ""40 C.F.R. Part 52.21"",
      ""related_domains"": [""gas insulated switchgear"", ""leak repair""]
    }
  ],
  ""regulatory_entities"": []
}
```"
