row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,highlighted_pages,matching_text_snippets
1665,40,gemini-1.5-pro,Technical,Trawl surveys,20.0,minutes,Trawl tows must be limited to a maximum of a 20-minute trawl time at 3.0 kn,True,16,16,"Page 16: ""...f damaged) before each use/ deployment; (6) loa holder's fixed gear must comply with the atlantic large whale take reduction plan regulations at 50 cfr 229.32 during fisheries monitoring surveys; (7) trawl tows must be limited to a maximum of a 20-minute trawl time at 3.0 kn; (8) all gear must be emptied as close to the deck/sorting area and as quickly as possible after retrieval; (9) during trawl surveys, vessel crew must open the codend of the trawl net close to the de..."""
1703,40,gemini-1.5-pro,Environmental,Fisheries monitoring surveys within the project area,1.0,nmi,"Marine mammal monitoring must be conducted within 1 nmi from the planned survey location by the trained captain and/or a member of the scientific crew for 15 minutes prior to deploying gear, throughout gear deployment and use, and for 15 minutes after haul back.",False,,,
1765,40,gemini-1.5-pro,Technical,Reporting requirements for foundation measurements,48.0,hours,LOA Holder must submit 48-hour interim reports after each foundation is measured.,False,,,
1823,40,gemini-1.5-pro,Environmental,In-water activities and vessel operations,4.0,hours,The marine mammal monitoring team must monitor these systems no less than every 4 hours.,False,,,
1942,40,gemini-1.5-pro,Environmental,Foundation installation (impact pile driving),180.0,days,LOA Holder must submit a Passive Acoustic Monitoring Plan (PAM Plan) to NMFS Office of Protected Resources for review and approval at least 180 days prior to the planned start of foundation installation activities (impact pile driving) and abide by the Plan if approved.,False,,,
1983,40,gemini-1.5-pro,Environmental,Marine mammal protection during UXO/MEC detonation,60.0,minutes,PAM must also be conducted for at least 60 minutes and the zone must be acoustically cleared during this time.,False,,,
1995,40,gpt-4o-mini,Environmental,Monitoring systems,4.0,hours,The marine mammal monitoring team must monitor these systems no less than every 4 hours.,False,,,
2003,40,gemini-1.5-pro,Technical,Cofferdam installation and removal,12.0,hours,All installation and removal of sheet piles for cofferdams must only occur for up to 12 hours for each cofferdam (within a single 24-hour period).,False,,,
2040,40,claude-3-haiku-20240307,Environmental,Offshore wind farm site surveys,"[1, 2]",PSOs,"At least one PSO must be on active duty monitoring during HRG surveys conducted during daylight (i.e., from 30 minutes prior to civil sunrise through 30 minutes following civil sunset) and at least two PSOs must be on activity duty monitoring during HRG surveys conducted at night.",False,,,
2046,40,gemini-1.5-pro,Environmental,Offshore wind farm operation (ramp-up procedures for acoustic sources),30.0,minutes,PSOs [must] monitor the clearance zone(s) for 30 minutes prior to the initiation of ramp-up or activation (pre-start clearance).,False,,,
2072,40,claude-3-haiku-20240307,Technical,Offshore wind farm construction,4,distances,SFV measurements must be conducted at a minimum of four distances from the pile(s) being driven,False,,,
2129,40,deepseek-chat,Safety,All offshore wind turbines in UK waters,22,meters,Minimum clearance of 22 meters between lowest blade tip and highest astronomical tide,False,,,
2157,40,gpt-4o-mini,Technical,Impact pile driving phase,10.0,dB,"LOA Holder must deploy at least two functional noise abatement systems that reduce noise levels to the modeled harassment isopleths, assuming 10-dB attenuation, during all impact pile driving.",False,,,
2193,40,gpt-4o-mini,Safety,Installation and removal of cofferdams and goal posts.,2.0,,At least two PSOs must be on active duty during all activities related to the installation and removal of cofferdams and goal posts.,False,,,
2196,40,claude-3-haiku-20240307,Environmental,Foundation installation activities (impact pile driving),180,days,LOA Holder must submit a Passive Acoustic Monitoring Plan (PAM Plan) to NMFS Office of Protected Resources for review and approval at least 180 days prior to the planned start of foundation installation activities (impact pile driving) and abide by the Plan if approved.,False,,,
2253,40,gemini-1.5-pro,Environmental,Vessel operations in the vicinity of North Atlantic right whales,500.0,meters,All vessels must steer a course away from any sighted North Atlantic right whale at 10 kn or less such that the 500-m minimum separation distance requirement is not violated.,False,,,
2276,40,gemini-1.5-pro,Technical,Cofferdam and goal post installation and removal,2.0,PSOs,At least two PSOs must be on active duty during all activities related to the installation and removal of cofferdams and goal posts,False,,,
2279,40,gpt-4o-mini,Safety,"Transit corridor from port to Lease Area, operational phase",10.0,kn,"If LOA Holder's vessel(s) are traveling at speeds greater than 10 kn in a transit corridor from a port to the Lease Area, in addition to the required dedicated visual observer, LOA Holder must monitor the transit corridor in real-time with PAM prior to and during transits.",False,,,
2280,40,gemini-1.5-pro,Safety,Vessel operations during construction,10.0,kn,"If a plan is not submitted or approved by NMFS prior to vessel operations, all project vessels transiting, year round, must travel at speeds of 10-kn or less.",False,,,
2292,40,gemini-1.5-pro,Environmental,Vessel operations during construction,90.0,days,LOA Holder must submit a North Atlantic Right Whale Vessel Strike Avoidance Plan to NMFS Office of Protected Resources for review and approval at least 90 days prior to the planned start of vessel activity.,False,,,
2296,40,gpt-4o-mini,Environmental,Northeast Region (Maine to Virginia/North Carolina border) and Southeast Region (North Carolina to Florida),24.0,hours,must ensure the sighting is immediately reported to NMFS and the Right Whale Sightings Advisory System (RWSAS).,False,,,
2298,40,gemini-1.5-pro,Environmental,"Monthly reporting requirement, including project activities, vessel transits, pile installation, marine mammal detections, and mitigation actions.",15.0,Day of the month,Monthly reports are due on the 15th of the month for the previous month.,True,23,23,"Page 23: ""...ties carried out in the previous month, vessel transits (number, type of vessel, mmis number, and route), number of piles installed, all detections of marine mammals, and any mitigative action taken. monthly reports are due on the 15th of the month for the previous month. the monthly report must also identify which turbines become operational and when (a map must be provided). full pam detection data and metadata must also be submitted monthly on the 15th of every mon..."""
2307,40,gemini-1.5-pro,Technical,Sound measurements during foundation installation and UXO/MEC operations,95.0,percent,LOA Holder must report median (L50) and L5 (95 percent exceedance) statistics for each metric.,False,,,
2311,40,gemini-1.5-pro,Environmental,5-year monitoring report submission,90.0,calendar days,LOA Holder must submit its draft 5-year report to NMFS Office of Protected Resources on all visual and acoustic monitoring conducted within 90 calendar days of the completion of activities occurring under the LOA.,False,,,
2315,40,gpt-4o-mini,Technical,PAM system detection capability.,10.0,km,The PAM system must be able to detect a vocalization of North Atlantic right whales up to 10 km.,False,,,
2333,40,gemini-1.5-pro,Environmental,Foundation installation noise levels,10.0,dB,"LOA Holder must not exceed modeled distances to NMFS marine mammal Level A harassment and Level B harassment thresholds, assuming 10-dB attenuation, for foundation installation.",False,,,
2343,40,gpt-4o-mini,Technical,Installation and removal of cofferdams and goal posts,12.0,hours,All installation and removal of sheet piles for cofferdams and casing pipes for goal posts must only occur for up to 12 hours for each cofferdam and up to 1 hour daily for each goal post.,False,,,
2349,40,gemini-1.5-pro,Environmental,Vessel operations in the vicinity of delphinoid cetaceans and pinnipeds,50.0,meters,LOA Holder's vessels must maintain a minimum separation distance of 50 m from all delphinoid cetaceans and pinnipeds with an exception made for those that approach the vessel.,False,,,
2380,40,gemini-1.5-pro,Environmental,"Pile driving activities during offshore wind farm construction, following marine mammal presence",15.0,minutes,"The specific time periods are 15 minutes for small odontocetes and pinnipeds, and 30 minutes for all other marine mammal species.",False,,,
2391,40,gemini-1.5-pro,Environmental,Transit corridor from port to Lease Area,10.0,kn,"If LOA Holder's vessel(s) are traveling at speeds greater than 10 kn in a transit corridor from a port to the Lease Area, in addition to the required dedicated visual observer, LOA Holder must monitor the transit corridor in real-time with PAM prior to and during transits.",False,,,
2394,40,gemini-1.5-pro,Technical,Sound field verification measurements during offshore wind farm construction,4.0,,Measurements must be made at a minimum of four distances from the pile(s) being driven,True,9,9,"Page 9: ""...piles are driven that may produce louder sound fields than those previously measured (e.g., higher hammer energy, greater number of strikes, etc.). sfv measurements must be conducted as follows: (i) measurements must be made at a minimum of four distances from the pile(s) being driven, along a single transect, in the direction of lowest transmission loss (i.e., projected lowest transmission loss coefficient), including, but not limited to, 750 m (2,460 ft) and three additional ran..."""
2401,40,deepseek-chat,Environmental,North Sea offshore wind projects,500,meters,Turbine foundations must avoid coral reef zones by at least 500 meters.,False,,,
2444,40,gemini-1.5-pro,Technical,UXO/MEC detonation reporting,95.0,percent,"Sound levels reported must be in median, arithmetic mean, and L 5 (95 percent exceedance), and in dB.",False,,,
2472,40,gpt-4o-mini,Environmental,1 nautical mile from the planned survey location during fishery surveys.,1.0,nmi,"Marine mammal monitoring must be conducted within 1 nmi from the planned survey location by the trained captain and/or a member of the scientific crew for 15 minutes prior to deploying gear, throughout gear deployment and use, and for 15 minutes after haul back.",False,,,
2511,40,gemini-1.5-pro,Technical,Impact pile driving,30.0,minutes,Soft-start must occur at the beginning of impact driving and at any time following a cessation of impact pile driving of 30 minutes or longer.,False,,,
2560,40,gemini-1.5-pro,Environmental,"Offshore wind farm construction activities (foundation installation, UXO/MEC detonation)",30.0,minutes,"For foundation installation and UXO/MEC detonation, PSOs must visually clear (i.e., confirm no observations of marine mammals) the entire minimum visibility zone for a full 30 minutes immediately prior to commencing activities.",False,,,
2563,40,gpt-4o-mini,Safety,Operational phase,30.0,minutes,"The specific time period is 15 minutes for small odontocetes and pinnipeds, and 30 minutes for all other species.",False,,,
2587,40,gemini-1.5-pro,Environmental,North Atlantic right whale sightings,24.0,hours,"LOA Holder must submit a summary report to NMFS Greater Atlantic Regional Fisheries (GARFO), NMFS Office of Protected Resources, and NMFS Northeast Fisheries Science Center (NEFSC) within 24 hours with the above information and the vessel/platform from which the sighting was made, activity the vessel/platform was engaged in at time of sighting, project construction and/or survey activity at the time of the sighting (e.g., pile driving, cable installation, HRG survey), distance from vessel/platform to sighting at time of detection, and any mitigation actions taken in response to the sighting.",False,,,
2663,40,gemini-1.5-pro,Environmental,Final 5-year report submission,60.0,calendar days,A 5-year report must be prepared and submitted within 60 calendar days following receipt of any NMFS Office of Protected Resources comments on the draft report.,False,,,
2666,40,gemini-1.5-pro,Environmental,Impact pile driving,60.0,minutes,"For North Atlantic right whales, any visual observation or acoustic detection must trigger a delay to the commencement of pile driving. The clearance zone may only be declared clear if no North Atlantic right whale acoustic or visual detections have occurred within the clearance zone during the 60-minute monitoring period",False,,,
2671,40,gemini-1.5-pro,Technical,Goal post installation and removal,1.0,hour,All installation and removal of casing pipes for goal posts must only occur for up to 1 hour daily for each goal post (within a single 24-hour period).,False,,,
2690,40,claude-3-haiku-20240307,Environmental,Pile driving activities,180,days,LOA Holder must submit a Protected Species Monitoring and Mitigation Plan to NMFS Office of Protected Resources for review and approval at least 180 days prior to planned start of pile driving and abide by the Plan if approved.,False,,,
2698,40,gpt-4o-mini,Safety,Impact pile driving phase,30.0,minutes,Soft-start must occur at the beginning of impact driving and at any time following a cessation of impact pile driving of 30 minutes or longer.,False,,,
2755,40,gpt-4o-mini,Safety,Foundation installation and UXO/MEC detonation activities.,30.0,minutes,"For foundation installation and UXO/MEC detonation, PSOs must visually clear the entire minimum visibility zone for a full 30 minutes immediately prior to commencing activities.",False,,,
2761,40,gpt-4o-mini,Safety,Impact pile driving phase,60.0,minutes,The clearance zone may only be declared clear if no North Atlantic right whale acoustic or visual detections have occurred within the clearance zone during the 60-minute monitoring period.,False,,,
2773,40,gpt-4o-mini,Safety,Operational phase,15.0,minutes,"If a marine mammal is observed within a clearance zone during the clearance period, ramp-up or acoustic surveys may not begin until the animal(s) has been observed voluntarily exiting its respective clearance zone or until a specific time period has elapsed with no further sighting.",False,,,
2844,40,gemini-1.5-pro,Technical,Pin pile foundations,5.0,m,Pin piles must be no larger than 5 m in diameter.,True,7,7,"Page 7: ""...d safely install and maintain the integrity of the piles must be used. hammer energies must not exceed 4,000 kilojoules for monopile installation. no more than two monopiles may be installed per day. pin piles must be no larger than 5 m in diameter. during all pin pile installation, the minimum amount of hammer energy necessary to effectively and safely install and maintain the integrity of the piles must be used. hammer energies must not exceed..."""
2846,40,gemini-1.5-pro,Environmental,"Construction and Operation phases, North Atlantic Right Whale sightings",24.0,hours,LOA Holder must submit situational reports if the following circumstances occur (including all instances wherein an exemption is taken must be reported to NMFS Office of Protected Resources within 24 hours): If a North Atlantic right whale is observed at any time by PSOs or project personnel,False,,,
2952,40,gemini-1.5-pro,Technical,Chevron trap usage during wind farm construction,90.0,minutes,Each chevron trap must have a vertical buoy line and must limit soak duration to 90 minutes or less.,False,,,
2973,40,gpt-4o-mini,Environmental,Level B harassment zone during survey operations,15.0,minutes,"If an acoustic source has been shut down due to the presence of a marine mammal, the use of an acoustic source may not commence or resume until the animal(s) has been confirmed to have left the Level B harassment zone or until a full 15 minutes (for small odontocetes and seals) or 30 minutes (for all other marine mammals) have elapsed with no further sighting.",False,,,
3026,40,gemini-1.5-pro,Environmental,Construction and Operation phases (implied due to PAM system usage),24.0,hours,"If a North Atlantic right whale is acoustic detected [...] by a project-related PAM system, LOA Holder must ensure the detection is reported as soon as possible to NMFS, but no longer than 24 hours after the detection via the *24-hour North Atlantic right whale Detection Template*.",False,,,
3031,40,gpt-4o-mini,Safety,Operational phase,500.0,m,LOA Holder's vessels must maintain a minimum separation distance of 500 m from North Atlantic right whales.,False,,,
3035,40,gpt-4o-mini,Safety,"Construction phase, Level B harassment zone",15.0,minutes,"The activity must not commence or resume until the animal(s) has been confirmed to have left and is on a path away from the Level B harassment zone or after 15 minutes for small odontocetes and pinnipeds, and 30 minutes for all other species with no further sightings;",False,,,
3065,40,gpt-4o-mini,Technical,Foundation installation activities,10.0,dB,"LOA Holder must optimize the sound attenuation systems to meet noise levels modeled, assuming 10-dB attenuation, within three piles or else foundation installation activities must cease.",False,,,
3084,40,gpt-4o-mini,Technical,Operational phase during trawl surveys,20.0,minutes,Trawl tows must be limited to a maximum of a 20-minute trawl time at 3.0 kn.,False,,,
3088,40,gemini-1.5-pro,Technical,Marine mammal surveys during wind farm construction,60.0,minutes,Baited remote underwater video (BRUV) sampling must limit soak duration to 60 minutes or less.,False,,,
3118,40,claude-3-haiku-20240307,Safety,Transit corridor from port to lease area,10,knots,"If LOA Holder's vessel(s) are traveling at speeds greater than 10 kn ( *i.e.,* no speed restrictions are enacted) in a transit corridor from a port to the Lease Area, in addition to the required dedicated visual observer, LOA Holder must monitor the transit corridor in real-time with PAM prior to and during transits. If a North Atlantic right whale is detected via visual observation or PAM within or approaching the transit corridor, all crew transfer vessels must travel at 10 kn or less for 24 hours following the detection. Each subsequent detection shall trigger a 24-hour reset. A slowdown in the transit corridor expires when there has been no further visual or acoustic detection in the transit corridor in the past 24 hours.",False,,,
3134,40,gemini-1.5-pro,Environmental,Installation of sheet piles and casing pipe,30.0,minutes,"PSOs must monitor the clearance zone for the presence of marine mammals for 30 minutes before, throughout the installation of the sheet piles (and casing pipe, if installed), and for 30 minutes after all vibratory pile driving activities have ceased.",False,,,
3169,40,gemini-1.5-pro,Technical,Foundation installation and UXO/MEC detonations,2.0,,"During foundation installation and UXO/MEC detonations, at least two PSOs on the pile driving and detonation-dedicated PSO vessel must be equipped with functional Big Eye binoculars (e.g., 25 x 150; 2.7 view angle; individual ocular focus; height control); these must be pedestal mounted on the deck at the best vantage point that provides for optimal sea surface observation and PSO safety.",False,,,
3188,40,gemini-1.5-pro,Technical,UXO/MEC detonation reporting,90.0,days,Detonation reports must be submitted no later than 90 days following completion of each event's SFV measurements.,False,,,
3210,40,gemini-1.5-pro,Environmental,Offshore wind farm operation (ramp-up procedures for acoustic sources),30.0,minutes,"During this 30-minute pre-start clearance period, the entire applicable clearance zones must be visible.",False,,,
3218,40,gpt-4o-mini,Technical,Pile driving activities related to offshore wind farm construction.,10.0,dB,"SFV measurements must continue until at least three consecutive piles demonstrate noise levels are at or below those modeled, assuming 10 decibels (dB) of attenuation.",False,,,
3230,40,gemini-1.5-pro,Environmental,Offshore wind farm operation (acoustic surveys),30.0,minutes,LOA Holder must implement a 30-minute clearance period of the clearance zones immediately prior to the commencing of the survey or when there is more than a 30-minute break in survey activities or PSO monitoring.,False,,,
3264,40,gemini-1.5-pro,Environmental,Transit corridor from port to Lease Area,24.0,hours,Each subsequent detection shall trigger a 24-hour reset.,True,6,6,"Page 6: ""...atlantic right whale is detected via visual observation or pam within or approaching the transit corridor, all crew transfer vessels must travel at 10 kn or less for 24 hours following the detection. each subsequent detection shall trigger a 24-hour reset. a slowdown in the transit corridor expires when there has been no further visual or acoustic detection in the transit corridor in the past 24 hours; (9) loa holder's vessels must maintain a minimum s..."""
3297,40,gemini-1.5-pro,Technical,Fishery surveys during wind farm construction,1700.0,lbs,"All fishery survey-related lines must include the breaking strength of all lines being less than 1,700 pounds (lbs; 771 kilograms (kg)).",False,,,
3303,40,gpt-4o-mini,Technical,Pile driving activities related to offshore wind farm construction.,3.0,piles,"LOA Holder must conduct sound field verification (SFV) measurements during pile driving activities associated with the installation of, at minimum, the first three monopile foundations.",False,,,
3306,40,gpt-4o-mini,Safety,Operational phase,30.0,minutes,The LOA Holder must implement a 30-minute clearance period of the clearance zones immediately prior to the commencing of the survey.,False,,,
3364,40,gemini-1.5-pro,Environmental,Vessel operations in the vicinity of sperm whales and non-North Atlantic right whale baleen whales,100.0,meters,LOA Holder's vessels must maintain a minimum separation distance of 100 m from sperm whales and non-North Atlantic right whale baleen whales.,False,,,
3371,40,gemini-1.5-pro,Technical,Sound measurements during foundation installation and UXO/MEC operations,10.0,dB,LOA Holder must report comparison of modeled results assuming 10-dB attenuation against the measured marine mammal Level A harassment and Level B harassment acoustic isopleths.,False,,,
3381,40,gpt-4o-mini,Safety,Operational phase,50.0,meters,LOA Holder's vessels must maintain a minimum separation distance of 50 m from all delphinoid cetaceans and pinnipeds.,False,,,
3391,40,gemini-1.5-pro,Environmental,Acoustic source operation,30.0,minutes,"LOA Holder is required to ramp-up acoustic sources prior to commencing full power, unless the equipment operates on a binary on/off switch, and ensure visual clearance zones are fully visible and clear of marine mammals, as determined by the Lead PSO, for at least 30 minutes immediately prior to the initiation of survey activities using acoustic sources specified in the LOA.",False,,,
3404,40,gpt-4o-mini,Environmental,Sampling area during gear deployment,1.0,nmi,"If marine mammals are sighted within 1 nmi of the planned location and 15 minutes before gear deployment, then LOA Holder and/or its cooperating institutions, contracted vessels, or commercially hired captains must move the vessel away from the marine mammal to a different section of the sampling area.",False,,,
3405,40,gpt-4o-mini,Safety,Installation of sheet piles and casing pipe during construction phase.,30.0,minutes,"PSOs must monitor the clearance zone for the presence of marine mammals for 30 minutes before, throughout the installation of the sheet piles (and casing pipe, if installed), and for 30 minutes after all vibratory pile driving activities have ceased.",False,,,
3411,40,deepseek-chat,Environmental,U.S. federal waters,1,km,All offshore wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,False,,,
3415,40,gemini-1.5-pro,Environmental,Offshore wind farm operation (ramp-up procedures for acoustic sources),60.0,minutes,"Prior to a ramp-up procedure starting or activating acoustic sources, the acoustic source operator must notify a designated PSO of the planned start of ramp-up. The notification time should not be less than 60 minutes prior to the planned ramp-up or activation.",False,,,
3477,40,gpt-4o-mini,Safety,Operational phase,500.0,meters,"If a North Atlantic right whale is sighted within 500 m of an underway vessel, that vessel must reduce speed and shift the engine to neutral.",False,,,
3498,40,gemini-1.5-pro,Environmental,Pile driving activities during offshore wind farm construction,30.0,minutes,"If pile driving has been shut down due to the presence of a North Atlantic right whale, pile driving may not restart until the North Atlantic right whale has neither been visually or acoustically detected for 30 minutes",False,,,
3507,40,gemini-1.5-pro,Technical,Protected species observer (PSO) and passive acoustic monitoring (PAM) operator qualifications,30.0,semester hours,"All PSOs and PAM operators must have successfully attained a bachelor's degree from an accredited college or university with a major in one of the natural sciences, a minimum of 30 semester hours or equivalent in the biological sciences, and at least one undergraduate course in math or statistics.",False,,,
3525,40,gemini-1.5-pro,Environmental,"Offshore wind farm construction activities (HRG survey, foundation installation, cable landfall activities, UXO/MEC detonations)",2.0,days,All PSOs and PAM operators must complete a Permits and Environmental Compliance Plan training and a 2-day refresher session prior to the start of in-water project activities.,False,,,
3547,40,gemini-1.5-pro,Safety,Offshore wind farm construction activities,360.0,degrees,"All PSOs must be located at the best vantage point(s) on any platform, as determined by the Lead PSO, in order to obtain 360-degree visual coverage of the entire clearance and shutdown zones around the activity area, and as much of the Level B harassment zone as possible.",False,,,
3551,40,gemini-1.5-pro,Technical,Offshore wind farm construction (pile driving with bubble curtains),100.0,percent,"The lowest bubble ring must be in contact with the seafloor for the full circumference of the ring, and the weights attached to the bottom ring must ensure 100-percent seafloor contact",False,,,
3566,40,gemini-1.5-pro,Safety,Vessel operations within a specified geographical region during wind farm activities.,10.0,kn,"LOA Holder must comply with the following vessel strike avoidance measures, unless an emergency situation presents a threat to the health, safety, or life of a person or when a vessel, actively engaged in emergency rescue or response duties, including vessel-in-distress or environmental crisis response, requires speeds in excess of 10 kn to fulfill those responsibilities, while in the specified geographical region",False,,,
3571,40,gemini-1.5-pro,Environmental,UXO/MEC detonation,180.0,days,LOA Holder must submit a SFV Plan for UXO/MEC detonation to NMFS Office of Protected Resources for review and approval at least 180 days prior to planned start of UXO/MEC detonation activities and abide by the Plan if approved.,False,,,
3588,40,gemini-1.5-pro,Safety,UXO/MEC detonation during offshore wind farm development,5.0,km,At least three PSOs on each of two dedicated PSO vessels must be used for all detonations with clearance zones less than 5 km (3.1 mi),False,,,
3604,40,gemini-1.5-pro,Environmental,Data submission related to marine mammal monitoring using Passive Acoustic Monitoring (PAM),15.0,Day of the month,Full PAM detection data and metadata must also be submitted monthly on the 15th of every month for the previous month,False,,,
3620,40,gpt-4o-mini,Safety,UXO/MEC detonation activities,180.0,days,LOA Holder must obtain both NMFS Office of Protected Resources and NMFS Greater Atlantic Regional Fisheries Office Protected Resources Division's concurrence with this Plan prior to the start of any UXO/MEC detonations.,False,,,
3622,40,gemini-1.5-pro,Environmental,Transit corridor from port to Lease Area,10.0,kn,"If a North Atlantic right whale is detected via visual observation or PAM within or approaching the transit corridor, all crew transfer vessels must travel at 10 kn or less for 24 hours following the detection.",False,,,
3643,40,gemini-1.5-pro,Environmental,Clearance and shutdown zones around foundations,3.0,foundations,LOA Holder must also increase clearance and shutdown zone sizes to those identified by NMFS until SFV measurements on at least three additional foundations demonstrate acoustic distances to harassment thresholds meet or are [within limits].,False,,,
