row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,match_type,pages_found,highlighted_pages,matching_text_snippets,similarity_score
3655,10,gemini-1.5-pro,Jurisdictional,Lease execution and financial assurance,10.0,business days,"Within 10 business days after you receive the lease copies, you must: (1) Execute the lease; (2) File financial assurance as required under §§ 585.515-.537 as applicable; and (3) Pay the balance of the bonus bid as specified in the lease sale notice.",fuzzy,219,219,"Page 219: ""...if boem accepts my bid? if we accept your bid, we will send you a notice with three copies of the lease form. (a) within 10 business days after you receive the lease copies, you must: (1) execute the ...""",0.6369426751592356
3661,10,gemini-1.5-pro,Jurisdictional,Lease or grant cancellation,30.0,days,"The Secretary may cancel any lease or grant issued under this part when the lessee or grantee has failed to comply with any applicable provision of the OCS Lands Act or these regulations; any order of the Director; or any term, condition or stipulation contained in the lease or grant, and that the failure to comply continued 30 days (or other period BOEM specifies) after you receive notice from BOEM.",fuzzy,244,244,"Page 244: ""...to the lessee or grant holder. (b) the secretary may cancel any lease or grant issued under this part when: (1) the secretary determines after notice and opportunity for a hearing that, with respect t...""",0.8232890704800817
3685,10,gemini-1.5-pro,Jurisdictional,Commercial lease,12.0,months,"You may submit your SAP or GAP prior to lease or grant issuance, but must submit your SAP or GAP no later than 12 months from the date of lease or grant issuance.",fuzzy,320,320,"Page 320: ""on your lease or grant. you must submit your gap no later than 12 months from the date of the lease or grant issuance. § 585.641 what must i demonstrate in my gap? 320""",0.668693009118541
3829,10,gpt-4o-mini,Financial,Subsequent rent payments,1.0,year,"You must pay ONRR, under the regulations at 30 CFR part 1218, rent at the beginning of each subsequent 1-year period on the entire lease area for the duration of your operations term in accordance with the regulations at 30 CFR 1218.51.",fuzzy,258,258,"Page 258: ""...you must pay onrr, under the regulations at 30 cfr part 1218, rent at the beginning of each subsequent 1-year period on the entire lease area for the duration of your operations term in accordance wit...""",0.9915966386554622
3874,10,gpt-4o-mini,Technical,Site Assessment Plans (SAPs),240.0,hours,"Within time specified after issuance of a competitive lease or grant, or within time specified after determination of no competitive interest, submit copies of SAP, including required information to assist BOEM/BSEE to comply with NEPA/CZMA such as hazard info, air quality, SMS, and all required information, certifications, requests, applications, plans, etc., in format specified.",fuzzy,68,68,"Page 68: ""...the burdens for which are covered elsewhere in part 285/585. **606; 614; 810 ** 600(a); 601(a), (b); 605 thru 614; 238 within time specified after issuance of a competitive lease or grant, or within t...""",0.7189672293942403
3882,10,gpt-4o-mini,Jurisdictional,Lease execution,1.0,request,Request lease be dated and effective 1st day of month in which signed.,fuzzy,63,63,"Page 63: ""request lease be dated and effective 1st day of month in which signed. 1 1 request 1 1 0 63""",0.8695652173913043
3907,10,gpt-4o-mini,Jurisdictional,All oral requests or notifications related to project management.,3.0,business days,"Follow-up, in writing, any oral request or notification you made, within 3 business days.",fuzzy,346,346,"Page 346: ""follow-up, in writing, any oral request or notification you made, within 3 business days; 346""",0.967032967032967
3911,10,gemini-1.5-pro,Jurisdictional,Lease or grant compliance,10.0,business days,"You may avoid forfeiture if, within 10 business days: (1) You agree to and demonstrate in writing to BOEM that you will bring your lease or grant into compliance within the timeframe we prescribe, and you do so; or (2) Your surety agrees to and demonstrates that it will bring your lease or grant into compliance within the timeframe we prescribe, even if the cost of compliance exceeds the face amount of the bond.",fuzzy,287,287,"Page 287: ""...(b) we will advise you and your surety that you may avoid forfeiture if, within 10 business days: (1) you agree to and demonstrate in writing to boem that you will bring your lease or grant into compl...""",0.8618899273104881
3927,10,gemini-1.5-pro,Financial,"Limited lease, ROW grant, or RUE grant for offshore wind projects",300000.0,USD,"Before BOEM will issue your limited lease, ROW grant, or RUE grant, you or a proposed assignee must guarantee compliance with all terms and conditions of the lease or grant by providing either: (1) A $300,000 minimum, lease- or grant-specific bond; or (2) Another approved financial assurance instrument of such minimum level as specified in §§ 585.526 through 585.529.",fuzzy,270,270,"Page 270: ""...row grants, and rue grants § 585.520 what financial assurance must i provide when i obtain my limited lease, row grant, or rue grant? (a) before boem will issue your limited lease, row grant, or rue g...""",0.7538304392236976
4006,10,gpt-4o-mini,Jurisdictional,"After issuance of a competitive lease or grant, or after determination of no competitive interest.",240.0,hours,"Submit copies of GAP, including required information to assist BOEM/BSEE to comply with NEPA/CZMA such as hazard info, air quality, SMS, and all required information, surveys and reports, certifications, project easements, requests, etc., in format specified.",fuzzy,68,68,"Page 68: ""...including required information to assist boem/bsee to comply with nepa/czma such as hazard info, air quality, sms, and all required information, surveys and/or their results, reports, certifications, ...""",0.8186528497409327
4011,10,gpt-4o-mini,Technical,Fabrication and installation activities,100.0,hours,"CVA conducts independent assessments/inspections on the fabrication and installation activities, informs lessee or grant holder if procedures are changed or design specifications are modified; and submits copies of all reports/certifications to lessee or grant holder and BSEE -- interim reports if required, in format specified.",fuzzy,72,,"Page 72: ""...to lessee or grant holder and bsee -­ interim reports if required, in format specified. 100 1 interim report 100 0 100 100 1 final report 100 0 100 637; 705(a); 707(b); 708; 709; 710; 712 cva conducts...""",0.6977730646871686
4093,10,gemini-1.5-pro,Jurisdictional,OCS lease or grant,30.0,days,You have not remained in violation of the terms and conditions of any lease or grant issued under the OCS Lands Act for a period extending longer than 30 days (or such other period allowed for compliance),fuzzy,185,185,"Page 185: ""...you: (i) remained in violation of the terms and conditions of any lease or grant issued under the ocs lands act for a period extending longer than 30 days (or such other period allowed for compliance)...""",0.6403940886699507
4245,10,gpt-4o-mini,Jurisdictional,All phases of project development,3.0,business days,"Follow up, in writing, any oral request or notification you made, within 3 business days.",fuzzy,346,346,"Page 346: ""follow-up, in writing, any oral request or notification you made, within 3 business days; 346""",0.9560439560439561
4318,10,gemini-1.5-pro,Technical,Decommissioning of offshore facilities,2.0,years,"Within 2 years following termination of a lease or grant, you must: (1) Remove or decommission all facilities, projects, cables, pipelines, and obstructions; (2) Clear the seafloor of all obstructions created by activities on your lease, including your project easement, or grant.",fuzzy,156,156,"Page 156: ""...within 2 years following termination of a lease or grant, you must: (1) remove or decommission all facilities, projects, cables, pipelines, and obstructions; (2) clear the seafloor of all obstructions...""",0.6356413166855845
4351,10,gemini-1.5-pro,Jurisdictional,Commencement of commercial operations,7.0,days,Notify BSEE in writing at least 7 days before commencing commercial operations.,fuzzy,72,72,"Page 72: ""notify bsee within 10 business days after commencing commercial operations. 1 1 notice 1 0 1 72""",0.7011494252873564
4394,10,gemini-2.5-flash,Jurisdictional,Subsequent 1-year periods of a commercial lease,1.0,year,"You must pay ONRR, under the regulations at 30 CFR part 1218 of this title, rent at the beginning of each subsequent 1-year period.",fuzzy,256,256,"Page 256: ""you must pay onrr, under the regulations at 30 cfr part 1218 of this title, rent at the beginning of each subsequent 1-year period in accordance with the regulations at 256""",0.858085808580858
4396,10,gemini-1.5-pro,Jurisdictional,GAP submission,12.0,months,You must submit your GAP no later than 12 months from the date of the lease or grant issuance.,fuzzy,320,320,"Page 320: ""you must submit your gap no later than 12 months from the date of the lease or grant issuance. § 585.641 what must i demonstrate in my gap? 320""",0.7932489451476793
4426,10,gemini-1.5-pro,Jurisdictional,Offshore wind farm lease holders,3.0,business days,You must notify BOEM within 3-business days after you learn of any action filed alleging that you are insolvent or bankrupt.,fuzzy,60,60,"Page 60: ""notify boem within 3 business days after learning of any action filed alleging respondent is insolvent or bankrupt. 1 1 notice 1 1 0 60""",0.7722007722007722
4548,10,gemini-1.5-pro,Technical,Decommissioning,60.0,days,"Within 60 days after removing a facility, cable, or pipeline, submit a written report.",fuzzy,163,163,"Page 163: ""after i remove a facility, cable, or pipeline, what information must i submit? 163""",0.6071428571428571
4602,10,gemini-1.5-pro,Jurisdictional,Lease or grant acquisition,30.0,days,You may not hold a lease or grant under this part or acquire an interest in a lease or grant under this part if: (3) BOEM determines or has previously determined after notice and opportunity for a hearing that you: (i) Remained in violation of the terms and conditions of any lease or grant issued under the OCS Lands Act for a period extending longer than 30 days (or such other period allowed for compliance) after BOEM or BSEE directed you to comply; and (ii) You took no action to correct the noncompliance within that time period.,fuzzy,185,185,"Page 185: ""...any ocs lease or grant; or (3) boem determines or has previously determined after notice and opportunity for a hearing that you: (i) remained in violation of the terms and conditions of any lease or g...""",0.8233082706766918
