row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,highlighted_pages,matching_text_snippets
315,26,gpt-4o-mini,Technical,Boulder relocation planning,2,meters,"A comprehensive list and shapefile of locations of boulders that would be relocated (latitude, longitude), boulder dimensions (m), buffer radius (m), areas of active (within last 5 years) fishing (latitude, longitude), areas where boulders greater than 2 m in diameter are anticipated to occur (latitude, longitude), and identification of approximate areas to which boulders would be relocated (latitude, longitude).",False,,,
326,26,gpt-4o-mini,Spatial,Export cable corridor,164,ft,"US Wind proposes to include 164 ft (50 m) between each of the four export cables to avoid cultural resources, potential unexploded ordnance, or munitions of explosive concern (OXU/MEC), and sensitive habitats.",False,,,
331,26,gpt-4o-mini,Technical,Export and inter-array cables,90,percent,The Lessee must comply with cable burial conditions described in the COP by demonstrating proper burial depth of the installed submarine cables along at least 90 percent of the total export cable length on the OCS and 90 percent of the inter-array cable length.,False,,,
339,26,gpt-4o-mini,Technical,Foundation locations in offshore wind farms,6,months,The Lessee must carry out an initial foundation scour inspection within 6 months of completing the installation of each foundation location; thereafter at intervals not greater than 5 years; and within 180 days after a storm event.,False,,,
350,26,gpt-4o-mini,Technical,Offshore Substation (OSS) foundations,1,deep boring,"The geotechnical investigations at each OSS must include, at a minimum, one deep boring located within the footprint of each OSS.",False,,,
356,26,gpt-4o-mini,Spatial,Export cable corridor,1968,ft,"The project easement would include the spatial area outside of the Lease Area on the OCS approximately 1,968 ft (600 m) in width along an approximate 57 km (35 m) towards shore.",False,,,
364,26,claude-3-haiku-20240307,Environmental,Offshore wind farm project,11,WTG positions,"Removal of up to 11 WTG positions, removal/realignment of associated inter-array cables, realignment of the offshore export cables, and relocation of the Met Tower to avoid identified habitat areas of concern (AOCs)",False,,,
394,26,gpt-4o-mini,Technical,Monopile installation,4400,kJ,"Hammer energies must not exceed 4,400 kilojoules (kJ) for monopile installation.",True,111,111,"Page 111: ""...be no larger than 11 m in diameter. for all monopiles, the lessee must use the minimum amount of hammer energy necessary to effectively and safely install and maintain the integrity of the piles. hammer energies must not exceed 4,400 kilojoules (kj) for monopile installation. pin piles must be no larger than 3 m in diameter. hammer energies must not exceed 1,500 kj for 3-m pin pile installation. met towers pin piles must be no larger than 1.8 m in diameter, and hammer..."""
428,26,gemini-1.5-pro,Technical,Foundation scour inspection,5,years,The Lessee must carry out foundation scour inspections at intervals not greater than 5 years.,False,,,
433,26,gemini-1.5-pro,Technical,Boulder relocation,2,m,"The plan must include a comprehensive list and shapefile of locations of boulders that would be relocated (latitude, longitude), boulder dimensions (m), buffer radius (m), areas of active (within last 5 years) fishing (latitude, longitude), areas where boulders greater than 2 m in diameter are anticipated to occur (latitude, longitude), and identification of approximate areas to which boulders would be relocated (latitude, longitude).",False,,,
439,26,gpt-4o-mini,Technical,3-m pin pile installation,1500,kJ,"Hammer energies must not exceed 1,500 kJ for 3-m pin pile installation.",False,,,
459,26,gemini-1.5-pro,Technical,"Lease Area, Pile Installation, Operation",1,year,"The Lessee must conduct continuous recording at least 1 year before the start of pile installation, through pile installation, initial operation, and for at least 3 but no more than 10 full calendar years of operations to monitor for potential impacts.",False,,,
470,26,gpt-4o-mini,Technical,Cable corridor and cable state,90,days,"The Lessee must submit the data used to make the determination, a seabed stability analysis and/or cable integrity analysis, a plan for remedial actions, and a schedule for the proposed work within 90 days of making the determination.",False,,,
504,26,claude-3-haiku-20240307,Technical,Lease Area OCS-A 0490,121,WTGs,"The Project (full build-out) is comprised of up to 121 wind turbine generators (WTGs), up to 4 offshore substations (OSSs), up to 4 offshore export cables, and 1 meteorological tower (met tower), distributed across the Lease Area.",False,,,
525,26,gpt-4o-mini,Technical,Cable corridor and cable state,90,days,"The Lessee must submit to BSEE a seabed stability analysis and/or cable integrity analysis, a remedial action plan, and a schedule for completing remedial actions within 90 days of being notified.",False,,,
605,26,gpt-4o-mini,Spatial,Micro-siting around ASLFs that cannot be avoided by 164-foot buffers.,246,feet,The Lessee must shift the WTG foundation at UD-03 up to 5 percent of the inter-turbine spacing distance.,False,,,
639,26,gpt-4o-mini,Technical,Met tower pin pile installation,1500,kJ,"Hammer energies must not exceed 1,500 kJ for Met tower pin pile installation.",True,111,111,"Page 111: ""...lation. pin piles must be no larger than 3 m in diameter. hammer energies must not exceed 1,500 kj for 3-m pin pile installation. met towers pin piles must be no larger than 1.8 m in diameter, and hammer energies must not exceed 1,500 kj for met tower pin pile installation. 28 the lessee may elect option 2 initially or during any subsequent calendar year of monitoring, subject to agreement with boem and bsee. page 65 of 93"""
642,26,gemini-1.5-pro,Jurisdictional,Lease OCS-A 0490,2,$/acre,"The minimum bid for the North Lease Area was $2 per acre, or $65,474. The minimum bid for the South Lease Area was $2 per acre, or $93,940.",False,,,
653,26,gemini-1.5-pro,Technical,OSS Foundations,1,boring,"The geotechnical investigations at each OSS must include, at a minimum, one deep boring located within the footprint of each OSS.",False,,,
668,26,gpt-4o-mini,Technical,Cable routes and wind turbine areas,0.5,meters,A summary and detailed description of locations along the cable routes and wind turbine areas where surface and subsurface boulders greater than 0.5 m in diameter have been found.,False,,,
694,26,gemini-1.5-pro,Technical,Cable corridor and cable condition,90,days,"If the Lessee determines that remedial actions are warranted, the Lessee must submit the following to BSEE within 90 days of making the determination: the data used to make the determination, a seabed stability analysis and/or cable integrity analysis, a plan for remedial actions, and a schedule for the proposed work.",False,,,
725,26,gemini-1.5-pro,Technical,Offshore wind farm construction (Monopile and Jacket foundation installation),48,hours,"The Lessee must provide, as soon as they are available but no later than 48 hours after the installation of each of the first three monopiles and full jacket foundations (inclusive of all pin/skirt piles for a specific jacket foundation), the initial results of the SFV measurements in an interim report.",False,,,
743,26,gemini-1.5-pro,Technical,Cable corridor and cable condition,90,days,"If BSEE determines that remedial actions are warranted, the Lessee must submit to BSEE within 90 days of being notified: a seabed stability analysis and/or cable integrity analysis, a remedial action plan, and a schedule for completing remedial actions.",False,,,
748,26,gpt-4o-mini,Jurisdictional,Submission of Scour and Cable Protection Plan(s).,120,days,"The Lessee must submit the Scour and Cable Protection Plan(s) to BOEM and BSEE for a 60-day review, at least 120 days prior to placement of scour and cable protection.",False,,,
765,26,gemini-1.5-pro,Technical,Cables,0.001,KP,As-Built locations for cables must include latitude and longitude at 0.001 KP intervals (expressed in decimal degrees relative to the western hemisphere (negative longitude) and Easting and Northing).,False,,,
786,26,gemini-1.5-pro,Technical,Acoustic monitoring equipment,10,kHz,The sampling rate of the recorders must be a minimum of 10 kHz.,False,,,
789,26,gpt-4o-mini,Technical,Foundation scour monitoring for offshore wind farms,90,days,The Lessee must provide BOEM and BSEE with a foundation scour monitoring report within 90 days of completing each foundation scour inspection.,False,,,
797,26,gemini-1.5-pro,Jurisdictional,Scour and Cable Protection Plan,60,days,"The Lessee must submit the Scour and Cable Protection Plan(s) to BOEM and BSEE for a 60-day review (in coordination with NMFS GARFO-HESD), at least 120 days prior to placement of scour and cable protection.",False,,,
805,26,gemini-1.5-pro,Technical,Cable routes and wind turbine areas,0.5,m,The plan must include a summary and detailed description of locations along the cable routes and wind turbine areas where surface and subsurface boulders greater than 0.5 m in diameter have been found.,False,,,
822,26,gpt-4o-mini,Technical,Micrositing Plan(s) for cable segments,0.5,meters,"The Micrositing Plan(s) must include a figure for each microsited cable segment, including benthic habitat delineations showing sensitive benthic habitat (NOAA Complexity Categories) and locations of boulders greater than or equal to 0.5 m in diameter.",False,,,
832,26,gemini-1.5-pro,Spatial,WTG foundation at UD-03,5,percent,The Lessee must shift the WTG foundation at UD-03 up to 5 percent of the inter-turbine spacing distance (±246 feet [75 meters] in the east-west direction and approximately 312 feet [95 meters] in the north-south direction).,False,,,
834,26,gpt-4o-mini,Technical,Cable routes post-construction,0.5,meters,The Lessee must complete post-construction geophysical surveys required as part of the Post-Installation Cable Monitoring capable of detecting bathymetry changes of 0.5 meters or less.,False,,,
843,26,gpt-4o-mini,Technical,Construction phase,60,days,"Not less than 60 days prior to commencing offshore construction activities, the Lessee must provide the USCG with a plan that describes the schedule and process for seabed preparation, export and inter-array cable installation, and WTGs and OSSs installation.",False,,,
847,26,gemini-1.5-pro,Technical,Foundation scour inspection,180,days,"The Lessee must carry out a foundation scour inspection within 180 days after a storm event (as defined in the Post-Storm Event Monitoring Plan, described in Section 2.21).",False,,,
854,26,gemini-1.5-pro,Technical,Construction phase of offshore wind farm,2,weeks,"Every 2 weeks during months in which installation activities are ongoing, the Lessee must provide BSEE, BOEM, and the USCG with a construction status update and any changes to the schedule or process described in the plan required by Section 3.2.1 (Installation Schedule).",False,,,
881,26,gpt-4o-mini,Technical,Cable routes post-construction,3,feet,The Lessee must capture bathymetry changes greater than 3 feet during the first and second post-installation surveys along the cable routes.,False,,,
916,26,claude-3-haiku-20240307,Spatial,Offshore Lease Area,10.1,miles,The substations would be developed in the Lease Area located 10.1 miles (16.2 kilometers) off the coast of Maryland.,False,,,
927,26,claude-3-haiku-20240307,Technical,Lease Area OCS-A 0490,2200,MW,"The Project includes (1) Mar Win, a wind farm of approximately 300 MW for which US Wind was awarded offshore renewable energy credits (ORECs) in 2017 by the State of Maryland; (2) Momentum Wind, consisting of approximately 808 MW for which the State of Maryland awarded additional ORECs in 2021; and (3) future development of the remainder of the Lease Area to fulfill ongoing, government-sponsored demands for offshore wind energy.",False,,,
933,26,gemini-1.5-pro,Technical,Micrositing plan for cable segments,0.5,m,"The Micrositing Plan(s) must include a figure for each microsited cable segment, including benthic habitat delineations showing sensitive benthic habitat (NOAA Complexity Categories) and locations of boulders greater than or equal to 0.5 m in diameter.",False,,,
957,26,claude-3-haiku-20240307,Technical,Offshore wind farm layout,32,WTG positions,Exclusion of 32 WTG positions and one OSS,False,,,
963,26,gpt-4o-mini,Environmental,"Cables, OSSs, and/or WTGs that cannot be microsited to avoid impacts to sensitive benthic habitat or boulders greater than or equal to 0.5 m in diameter.",0.5,meters,The micrositing plan must identify technically and/or economically practicable or feasible impact minimization measures.,False,,,
982,26,gemini-1.5-pro,Environmental,The Project,21,,21 of the 29 conservation recommendations (provided by NMFS) must be applied to the Project,False,,,
1003,26,gemini-1.5-pro,Safety,Cape Charles to Delaware Bay Shipping Safety Fairway,20,percent,The use of cable protection measures through the proposed Cape Charles to Delaware Bay Shipping Safety Fairway should be limited in extent and vertical profile to maintain vessel navigability. Cable protection measures through the proposed fairway should not result in more than a 20 percent reduction in the measured water depth above the protection measure.,False,,,
1015,26,claude-3-haiku-20240307,Jurisdictional,Entire lease area,60,days,"Not less than 60 days prior to commencing offshore construction activities, the Lessee must provide the USCG with a plan that describes the schedule and process for seabed preparation, export and inter-array cable installation, and WTGs and OSSs installation, including all planned mitigations to be implemented to minimize any adverse impacts to navigation while installation is ongoing.",False,,,
1023,26,gemini-1.5-pro,Technical,Monopile installation,4400,kJ,"For all monopiles, the Lessee must use the minimum amount of hammer energy necessary to effectively and safely install and maintain the integrity of the piles. Hammer energies must not exceed 4,400 kilojoules (kJ) for monopile installation.",False,,,
1029,26,gemini-1.5-pro,Environmental,Essential Fish Habitat (EFH) consultation,30,days,BOEM is required to provide NMFS with a detailed response to each EFH conservation recommendation within 30 days of receipt.,False,,,
1052,26,claude-3-haiku-20240307,Spatial,Offshore Maryland,32737,acres,"The Maryland Wind Energy Area (WEA) consisting of the North Lease Area (32,737 acres) and the South Lease Area (46,970 acres)",False,,,
1091,26,gemini-2.5-flash,Technical,"Wind farm foundations and scour protection, during installation and operational phases.",10.0,percent,"The Lessee must submit a plan for additional monitoring and/or mitigation to BSEE for review and concurrence if scour protection losses develop within 10 percent of the maximum loss allowance, edge scour develops within 10 percent of the maximum allowance, or spud depressions from installation affect scour protection stability.",False,,,
1094,26,gemini-1.5-pro,Safety,Project Area,1,nmi,"The Project will maintain a minimum spacing distance of 1 nmi wide oriented north-south, by 0.76 nmi wide oriented east-west.",False,,,
1117,26,gpt-4o-mini,Safety,Installation and commissioning of critical safety systems for WTGs and OSS.,5,percent,The Lessee must ensure the proper installation and commissioning of the critical safety systems.,False,,,
1140,26,claude-3-haiku-20240307,Spatial,Offshore wind farm within the Lease Area,126,structures,"The Project (full build-out) is comprised of up to 121 wind turbine generators (WTGs), up to 4 offshore substations (OSSs), up to 4 offshore export cables, and a 100m tall meteorological tower (Met Tower), with a total of up to 126 structures in a 0.77 by 1.02 nautical-mile (nmi) (east-west by north-south) gridded array pattern distributed across the Lease Area.",False,,,
1148,26,gemini-1.5-pro,Technical,WTGs and OSSs,1000,years,"Include a table with and show the relationships between: (1) vertical datum planes including Highest Astronomical Tide (HAT), Mean Lower Low Water (MLLW), Mean Sea Level, and others as applicable, (2) 1,000-year wave crest elevation, and (3) elevation to the underside of the deck.",False,,,
1175,26,gemini-1.5-pro,Jurisdictional,OCS (Outer Continental Shelf),15,day of the month,"The Lessee must submit the monthly reports to BOEM, BSEE, NMFS-OPR, and NMFS-GARFO-PRD no later than the 15th of the month for the previous month.",False,,,
1182,26,gpt-4o-mini,Spatial,Placement of proposed Project structures and seafloor-disturbing activities near ASLFs.,164,feet,Establishing protective buffers for 11 ASLFs by a distance of no less than 164 feet (50 meters) from the known extent of the resource for placement of proposed Project structures and when conducting seafloor-disturbing activities.,False,,,
1188,26,gpt-4o-mini,Technical,"Lease Area, during monitoring phase.",10,km,"The monitoring instrument(s) must be configured to ensure that the specific locations (with confidence intervals) of vocalizing NARW anywhere within the lease area can be identified, assuming a 10 km detection range for their calls.",False,,,
1197,26,gemini-1.5-pro,Environmental,WTG and OSS placement,14,miles,WTGs and OSSs positions [must be] within 14 miles (22.5 kilometers) of the shoreline,False,,,
1235,26,gemini-1.5-pro,Technical,Scour protection around offshore wind farm structures,10,percent,The Lessee must submit a plan for additional monitoring and/or mitigation to BSEE for review and concurrence if scour protection losses develop within 10 percent of the maximum loss allowance.,False,,,
1287,26,gemini-1.5-pro,Technical,Cable laying and post-construction survey,3,feet,The Lessee must capture bathymetry changes greater than 3 feet during the first and second post-installation surveys along the cable routes.,False,,,
1288,26,gpt-4o-mini,Technical,"Interarray and export cables, monitoring phase.",30,days,The Lessee must notify BSEE within 30 days if monitoring systems detect changes that exceed thresholds of the cable design associated with the chosen monitoring technique.,False,,,
1302,26,gpt-4o-mini,Environmental,"Lease Area, during construction and operation phases.",3,years,"The Lessee must conduct continuous recording at least 1 year before the start of pile installation, through pile installation, initial operation, and for at least 3 but no more than 10 full calendar years of operations.",False,,,
1304,26,gemini-1.5-pro,Environmental,Vessel operation,500,meters,All vessels must have a visual observer on board who is responsible for monitoring the vessel strike avoidance zone (500 m) for marine mammals and sea turtles.,False,,,
1307,26,deepseek-chat,Safety,Turbine installations,22,meters,Minimum clearance of 22 meters between lowest blade tip and mean high water,False,,,
1319,26,gpt-4o-mini,Spatial,14 miles from shore,14,miles,no surface occupancy would occur within 14 miles (22.5-kilometers) from shore,False,,,
1332,26,gpt-4o-mini,Environmental,"Offshore wind farm project area, specifically habitat areas of concern (AOCs)",11,WTGs,"Removal of up to 11 WTG positions, removal/realignment of associated inter-array cables, realignment of the offshore export cables, and relocation of the Met Tower would avoid the identified AOCs.",False,,,
1334,26,gemini-1.5-pro,Spatial,"Turbine layout, grid pattern",2,,The Lessee must not change the approved layout to eliminate the two distinct lines of orientation in the grid pattern.,False,,,
1352,26,gemini-1.5-pro,Environmental,Vessel operators during project-related activities,4,hour,"Year-round, all vessel operators must monitor the Project’s Situational Awareness System, WhaleAlert, USCG VHF Channel 16, and the Right Whale Sighting Advisory System (RWSAS) for the presence of NARWs once every 4-hour shift during Project-related activities.",False,,,
1362,26,claude-3-haiku-20240307,Technical,Offshore wind facility within Lease Area,8.7,nmi,"The COP proposes construction and operation of a three-phase wind facility 8.7 nmi off the coast of Maryland that will connect via offshore substations by way of one export cable route to a single existing Substation near Millsboro, Delaware.",False,,,
1382,26,gpt-4o-mini,Technical,Scour protection stability during the operational phase.,10,percent,The Lessee must submit a plan for additional monitoring and/or mitigation to BSEE for review and concurrence if scour protection losses develop within 10 percent of the maximum loss allowance.,False,,,
1398,26,gpt-4o-mini,Financial,"Lease OCS-A 0490, operational phase",239121,USD,"The annual rent for Lease OCS-A 0490 is $239,121.",False,,,
1399,26,gemini-1.5-pro,Technical,"Operational Phase, Monitoring & Reporting",30,business days,"Within 30 business days of submitting the annual monitoring report, the Lessee must meet with BOEM, BSEE, and USFWS to discuss the monitoring results",False,,,
1406,26,claude-3-haiku-20240307,Spatial,Offshore wind farm cable routing,0.5,meters,"The Micrositing Plan(s) must include a figure for each microsited cable segment, including benthic habitat delineations showing sensitive benthic habitat (NOAA Complexity Categories) and locations of boulders greater than or equal to 0.5 m in diameter.",False,,,
1450,26,gpt-4o-mini,Safety,Any OCS facility handling oil during operation.,100,gallons,The OSRP must include a safety data sheet for every type of oil present on any OCS facility in quantities equal to or greater than 100 gallons.,False,,,
1456,26,gemini-1.5-pro,Environmental,Vessel transits within 500m of the project area,500,m,Vessel transits to and from the Project area that require PSOs will maintain a speed commensurate with weather conditions and effectively detecting sea turtles prior to reaching the 500 m avoidance measure.,False,,,
1462,26,claude-3-haiku-20240307,Spatial,"Impact Pile-Driving for WTG, OSS, and Met Tower Foundation Installation","[2900, 10000]",meters,"NARW (visual and PAM monitoring) - At any distance (Minimum visibility zone (2,900 m) plus any additional distance observable by the visual PSOs on all PSO platforms); At any distance within the 10,000 m monitoring zone monitored by PAM",False,,,
1479,26,gemini-1.5-pro,Technical,"Lease Area, NARW monitoring",10,km,"The monitoring instrument(s) must be configured to ensure that the specific locations (with confidence intervals) of vocalizing NARW anywhere within the lease area can be identified, assuming a 10 km detection range for their calls.",False,,,
1481,26,gemini-1.5-pro,Safety,Offshore wind farm operation,30,days,Notify NORAD 30-60 days ahead of project completion and when the project is complete and operational for Radar Adverse Impact Management (RAM) scheduling,False,,,
1483,26,gpt-4o-mini,Technical,"Interarray and export cables, post-storm event monitoring.",180,days,Additional inspections must be conducted within 180 days of a storm event.,False,,,
1487,26,gemini-1.5-pro,Environmental,"Operational Phase, Avian Protection",5,years,The Compensatory Mitigation Plan would require that the compensatory mitigation be implemented by the fifth year of WTG operation.,False,,,
1490,26,gemini-1.5-pro,Technical,Alternative Monitoring Plan submission,60,days,The Lessee must submit the AMP 60 days before survey operations are set to begin.,False,,,
1492,26,gemini-1.5-pro,Technical,Submarine cable crossings within 500m of existing infrastructure,60,business days,"The Lessee must provide final cable crossing agreements for each active, in-service submarine cable or other types of in-use infrastructure to BOEM at least 60 business days before seabed preparation activities which occur within 500 m of such infrastructure, including boulder clearance.",False,,,
1493,26,gemini-1.5-pro,Environmental,"Operational Phase, Avian Protection",5,years,"The Lessee must review the effectiveness of the plan with BOEM, BSEE and USFWS at regular (5 year) intervals thereafter or as new information becomes available",False,,,
1498,26,gemini-1.5-pro,Safety,Material vendors,45,days,The Lessee must provide written notice to the DON at least 45 days in advance of the intended use of any material vendor not previously screened pursuant to this section.,False,,,
1521,26,gemini-1.5-pro,Environmental,Potential archaeological resources,72,hours,"If a possible impact to a potential archaeological resource occurs, the Lessee must provide a written report within 72 hours to BOEM and BSEE.",False,,,
1532,26,gpt-4o-mini,Spatial,Micro-siting around ASLFs that cannot be avoided by 164-foot buffers.,246,feet,The Lessee must shift all turbines in the UA row to the north-northeast up to 5 percent of the inter-turbine distance.,False,,,
1539,26,gemini-1.5-pro,Safety,"Critical safety systems, WTGs, OSS",5,percent,"The third-party evaluation must include (1) an examination of the commissioning records of the critical safety systems and equipment for every WTG and OSS and (2) witnessing the commissioning of the critical safety systems and equipment of 5 percent of the WTGs, including at least one WTG in the first array string, and each OSS.",False,,,
1544,26,gemini-1.5-pro,Spatial,18 identified marine archaeological resources (Targets 01-18),50,meters,"The Lessee must comply with protective buffers recommended by the Qualified Marine Archaeologist (QMA) such that all 18 identified marine archaeological resources (i.e., Targets 01–18) are provided buffers measuring a distance of no less than 164 feet (50 meters) from the outer edge of magnetic anomalies or acoustic contacts for each of the resources.",False,,,
1551,26,claude-3-haiku-20240307,Jurisdictional,Offshore wind farm projects,2,Years,"After two years following the expiration of a Project Period, unclaimed funds for that expired Project Period may be rolled forward or recouped.",False,,,
1568,26,gemini-1.5-pro,Environmental,Foundation installation (pile driving),9,PSOs,"At minimum, nine visual PSOs must be actively observing for marine mammals and sea turtles before, during, and after pile driving.",False,,,
1597,26,claude-3-haiku-20240307,Safety,Entire lease area,1,per year,The Lessee must include a shutdown procedure in its Emergency Response Procedure and test the shutdown capability (functioning) of at least one WTG within the lease area at least annually.,False,,,
1618,26,gemini-1.5-pro,Environmental,Greater Atlantic Region (ME-VA),8667556622,,If in the Greater Atlantic Region (ME-VA): contact the NMFS Greater Atlantic Stranding Hotline (866-755-6622) regarding strandings.,False,,,
1629,26,gpt-4o-mini,Technical,Lease area and export cable corridors,60,days,The Lessee must provide a post-installation Micrositing Report to BOEM and BSEE (in coordination with NMFS GARFO-HESD).,False,,,
1642,26,gpt-4o-mini,Spatial,Positions of WTGs and OSSs relative to the shoreline.,22.5,kilometers,Selection of Alternative D would exclude all WTGs and OSSs positions within 14 miles (22.5 kilometers) of the shoreline.,False,,,
1656,26,gemini-1.5-pro,Technical,"Submarine power cables, data cables, and acoustic monitoring devices",240,days,"At least 240 days prior to deployment, the Lessee must provide all information necessary for evaluation of the potential submarine power cables, data cables, and acoustic monitoring devices to be used in the Project to osd.dod-siting-clearinghouse@mail.mil for a 180-day review.",False,,,
1736,26,claude-3-haiku-20240307,Spatial,Offshore wind farm project activities,1500,m,"The Lessee must ensure that, if the clearance and/or shutdown zones are expanded due to the verification of sound fields from Project activities, PSO coverage is sufficient to reliably monitor the expanded clearance and/or shutdown zones.",False,,,
1742,26,gpt-4o-mini,Spatial,"Lease Area, Wind Turbine Generators",1,nmi,included a 1 nmi (1.9 km) setback from the outer boundary of the south-eastbound traffic lane of the current Traffic Separation Scheme,False,,,
1746,26,gemini-1.5-pro,Spatial,3 specified ASLFs,5,percent,"Micro-siting around three ASLFs (P-01, P-02, and P-04-A) that cannot be avoided by 164-foot (50-meter) buffers. The Lessee must shift all turbines in the UA row to the north-northeast up to 5 percent of the inter-turbine distance (±246 feet [75 meters] in the east-west direction and approximately 312 feet [95 meters] in the north-south direction).",False,,,
1748,26,gemini-1.5-pro,Technical,Interarray and export cables,90,days,The Lessee must provide BSEE and BOEM with a cable monitoring report within 90 days following each inspection.,False,,,
1772,26,claude-3-haiku-20240307,Technical,Offshore components within Lease Area,127,miles,"There will be associated support and access structures (for aforementioned wind turbines and offshore substations) and up to 127 miles (202.2 km) of inter-array cables, all of which will be located on the OCS within the Lease Area.",False,,,
1773,26,claude-3-haiku-20240307,Technical,Offshore wind energy facility components,"[14, 18]",Megawatts (MW),"The selected alternative will allow for the construction, operation, maintenance, and eventual decommissioning of an offshore wind energy facility (the Project) consisting of up to 114 WTGs, ranging from 14 to 18 MW each, up to 4 OSSs, 1 met tower, inter-array cables linking the individual WTGs to the OSSs, and substation interconnector cables.",False,,,
