row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,match_type,pages_found,highlighted_pages,matching_text_snippets,similarity_score
1085,40,gemini-1.5-pro,Technical,Offshore wind farm construction (PAM system performance),10.0,km,The PAM system must be able to detect a vocalization of North Atlantic right whales up to 10 km (6.2 mi).,none,,,,0.0
1124,40,claude-3-haiku-20240307,Environmental,Offshore wind farm site surveys,"[4, 6, 2, 3]",PSOs,Between four and six PSOs must be present on every 24-hour survey vessel and two to three PSOs must be present on every 12-hour survey vessel.,none,,,,0.0
1156,40,gemini-1.5-pro,Environmental,Offshore wind farm foundation installation,180.0,days,LOA Holder must submit a SFV Plan to NMFS Office of Protected Resources for review and approval at least 180 days prior to planned start of foundation installation activities and abide by the Plan if approved.,none,,,,0.0
1420,40,gemini-1.5-pro,Technical,Pin pile installation,3.0,pin piles/day,No more than three pin piles may be installed per day.,none,,,,0.0
1441,40,claude-3-haiku-20240307,Environmental,Offshore wind farm site surveys,30,minutes,"PSOs on HRG vessels must begin monitoring 30 minutes prior to activating acoustic sources, during the use of these acoustic sources, and for 30 minutes after use of these acoustic sources has ceased.",none,,,,0.0
1507,40,gpt-4o-mini,Technical,Foundation installation phase,48.0,hours,LOA Holder must submit 48-hour interim reports after each foundation is measured.,none,,,,0.0
1569,40,gemini-1.5-pro,Environmental,Marine mammal protection during UXO/MEC detonation,30.0,minutes,Confirmed to be outside of the clearance zone for at least 30 minutes prior to detonation.,exact,13,13,"Page 13: ""...mec detonations as described in paragraph (c)(15) of this section and deploy a pressure transducer; (11) clearance zones must be fully visible for at least 60 minutes and all marine mammal(s) must be confirmed to be outside of the clearance zone for at least 30 minutes prior to detonation. pam must also be conducted for at least 60 minutes and the zone must be acoustically cleared during this time. if a marine mammal is observed entering or within the clearance zone prior to denotation...""",1.0
1665,40,gemini-1.5-pro,Technical,Trawl surveys,20.0,minutes,Trawl tows must be limited to a maximum of a 20-minute trawl time at 3.0 kn,exact,16,16,"Page 16: ""...f damaged) before each use/ deployment; (6) loa holder's fixed gear must comply with the atlantic large whale take reduction plan regulations at 50 cfr 229.32 during fisheries monitoring surveys; (7) trawl tows must be limited to a maximum of a 20-minute trawl time at 3.0 kn; (8) all gear must be emptied as close to the deck/sorting area and as quickly as possible after retrieval; (9) during trawl surveys, vessel crew must open the codend of the trawl net close to the de...""",1.0
1823,40,gemini-1.5-pro,Environmental,In-water activities and vessel operations,4.0,hours,The marine mammal monitoring team must monitor these systems no less than every 4 hours.,none,,,,0.0
1983,40,gemini-1.5-pro,Environmental,Marine mammal protection during UXO/MEC detonation,60.0,minutes,PAM must also be conducted for at least 60 minutes and the zone must be acoustically cleared during this time.,none,,,,0.0
2003,40,gemini-1.5-pro,Technical,Cofferdam installation and removal,12.0,hours,All installation and removal of sheet piles for cofferdams must only occur for up to 12 hours for each cofferdam (within a single 24-hour period).,none,,,,0.0
2046,40,gemini-1.5-pro,Environmental,Offshore wind farm operation (ramp-up procedures for acoustic sources),30.0,minutes,PSOs [must] monitor the clearance zone(s) for 30 minutes prior to the initiation of ramp-up or activation (pre-start clearance).,none,,,,0.0
2072,40,claude-3-haiku-20240307,Technical,Offshore wind farm construction,4,distances,SFV measurements must be conducted at a minimum of four distances from the pile(s) being driven,none,,,,0.0
2129,40,deepseek-chat,Safety,All offshore wind turbines in UK waters,22,meters,Minimum clearance of 22 meters between lowest blade tip and highest astronomical tide,none,,,,0.0
2157,40,gpt-4o-mini,Technical,Impact pile driving phase,10.0,dB,"LOA Holder must deploy at least two functional noise abatement systems that reduce noise levels to the modeled harassment isopleths, assuming 10-dB attenuation, during all impact pile driving.",none,,,,0.0
2193,40,gpt-4o-mini,Safety,Installation and removal of cofferdams and goal posts.,2.0,,At least two PSOs must be on active duty during all activities related to the installation and removal of cofferdams and goal posts.,none,,,,0.0
2253,40,gemini-1.5-pro,Environmental,Vessel operations in the vicinity of North Atlantic right whales,500.0,meters,All vessels must steer a course away from any sighted North Atlantic right whale at 10 kn or less such that the 500-m minimum separation distance requirement is not violated.,none,,,,0.0
2276,40,gemini-1.5-pro,Technical,Cofferdam and goal post installation and removal,2.0,PSOs,At least two PSOs must be on active duty during all activities related to the installation and removal of cofferdams and goal posts,none,,,,0.0
2280,40,gemini-1.5-pro,Safety,Vessel operations during construction,10.0,kn,"If a plan is not submitted or approved by NMFS prior to vessel operations, all project vessels transiting, year round, must travel at speeds of 10-kn or less.",none,,,,0.0
2292,40,gemini-1.5-pro,Environmental,Vessel operations during construction,90.0,days,LOA Holder must submit a North Atlantic Right Whale Vessel Strike Avoidance Plan to NMFS Office of Protected Resources for review and approval at least 90 days prior to the planned start of vessel activity.,none,,,,0.0
2296,40,gpt-4o-mini,Environmental,Northeast Region (Maine to Virginia/North Carolina border) and Southeast Region (North Carolina to Florida),24.0,hours,must ensure the sighting is immediately reported to NMFS and the Right Whale Sightings Advisory System (RWSAS).,none,,,,0.0
2298,40,gemini-1.5-pro,Environmental,"Monthly reporting requirement, including project activities, vessel transits, pile installation, marine mammal detections, and mitigation actions.",15.0,Day of the month,Monthly reports are due on the 15th of the month for the previous month.,exact,23,23,"Page 23: ""...ties carried out in the previous month, vessel transits (number, type of vessel, mmis number, and route), number of piles installed, all detections of marine mammals, and any mitigative action taken. monthly reports are due on the 15th of the month for the previous month. the monthly report must also identify which turbines become operational and when (a map must be provided). full pam detection data and metadata must also be submitted monthly on the 15th of every mon...""",1.0
2307,40,gemini-1.5-pro,Technical,Sound measurements during foundation installation and UXO/MEC operations,95.0,percent,LOA Holder must report median (L50) and L5 (95 percent exceedance) statistics for each metric.,none,,,,0.0
2311,40,gemini-1.5-pro,Environmental,5-year monitoring report submission,90.0,calendar days,LOA Holder must submit its draft 5-year report to NMFS Office of Protected Resources on all visual and acoustic monitoring conducted within 90 calendar days of the completion of activities occurring under the LOA.,none,,,,0.0
2315,40,gpt-4o-mini,Technical,PAM system detection capability.,10.0,km,The PAM system must be able to detect a vocalization of North Atlantic right whales up to 10 km.,none,,,,0.0
2333,40,gemini-1.5-pro,Environmental,Foundation installation noise levels,10.0,dB,"LOA Holder must not exceed modeled distances to NMFS marine mammal Level A harassment and Level B harassment thresholds, assuming 10-dB attenuation, for foundation installation.",none,,,,0.0
2343,40,gpt-4o-mini,Technical,Installation and removal of cofferdams and goal posts,12.0,hours,All installation and removal of sheet piles for cofferdams and casing pipes for goal posts must only occur for up to 12 hours for each cofferdam and up to 1 hour daily for each goal post.,none,,,,0.0
2349,40,gemini-1.5-pro,Environmental,Vessel operations in the vicinity of delphinoid cetaceans and pinnipeds,50.0,meters,LOA Holder's vessels must maintain a minimum separation distance of 50 m from all delphinoid cetaceans and pinnipeds with an exception made for those that approach the vessel.,none,,,,0.0
2380,40,gemini-1.5-pro,Environmental,"Pile driving activities during offshore wind farm construction, following marine mammal presence",15.0,minutes,"The specific time periods are 15 minutes for small odontocetes and pinnipeds, and 30 minutes for all other marine mammal species.",none,,,,0.0
2394,40,gemini-1.5-pro,Technical,Sound field verification measurements during offshore wind farm construction,4.0,,Measurements must be made at a minimum of four distances from the pile(s) being driven,exact,9,9,"Page 9: ""...piles are driven that may produce louder sound fields than those previously measured (e.g., higher hammer energy, greater number of strikes, etc.). sfv measurements must be conducted as follows: (i) measurements must be made at a minimum of four distances from the pile(s) being driven, along a single transect, in the direction of lowest transmission loss (i.e., projected lowest transmission loss coefficient), including, but not limited to, 750 m (2,460 ft) and three additional ran...""",1.0
2401,40,deepseek-chat,Environmental,North Sea offshore wind projects,500,meters,Turbine foundations must avoid coral reef zones by at least 500 meters.,none,,,,0.0
2444,40,gemini-1.5-pro,Technical,UXO/MEC detonation reporting,95.0,percent,"Sound levels reported must be in median, arithmetic mean, and L 5 (95 percent exceedance), and in dB.",none,,,,0.0
2511,40,gemini-1.5-pro,Technical,Impact pile driving,30.0,minutes,Soft-start must occur at the beginning of impact driving and at any time following a cessation of impact pile driving of 30 minutes or longer.,none,,,,0.0
2560,40,gemini-1.5-pro,Environmental,"Offshore wind farm construction activities (foundation installation, UXO/MEC detonation)",30.0,minutes,"For foundation installation and UXO/MEC detonation, PSOs must visually clear (i.e., confirm no observations of marine mammals) the entire minimum visibility zone for a full 30 minutes immediately prior to commencing activities.",none,,,,0.0
2563,40,gpt-4o-mini,Safety,Operational phase,30.0,minutes,"The specific time period is 15 minutes for small odontocetes and pinnipeds, and 30 minutes for all other species.",none,,,,0.0
2663,40,gemini-1.5-pro,Environmental,Final 5-year report submission,60.0,calendar days,A 5-year report must be prepared and submitted within 60 calendar days following receipt of any NMFS Office of Protected Resources comments on the draft report.,none,,,,0.0
2671,40,gemini-1.5-pro,Technical,Goal post installation and removal,1.0,hour,All installation and removal of casing pipes for goal posts must only occur for up to 1 hour daily for each goal post (within a single 24-hour period).,none,,,,0.0
2690,40,claude-3-haiku-20240307,Environmental,Pile driving activities,180,days,LOA Holder must submit a Protected Species Monitoring and Mitigation Plan to NMFS Office of Protected Resources for review and approval at least 180 days prior to planned start of pile driving and abide by the Plan if approved.,none,,,,0.0
2755,40,gpt-4o-mini,Safety,Foundation installation and UXO/MEC detonation activities.,30.0,minutes,"For foundation installation and UXO/MEC detonation, PSOs must visually clear the entire minimum visibility zone for a full 30 minutes immediately prior to commencing activities.",none,,,,0.0
2761,40,gpt-4o-mini,Safety,Impact pile driving phase,60.0,minutes,The clearance zone may only be declared clear if no North Atlantic right whale acoustic or visual detections have occurred within the clearance zone during the 60-minute monitoring period.,none,,,,0.0
2844,40,gemini-1.5-pro,Technical,Pin pile foundations,5.0,m,Pin piles must be no larger than 5 m in diameter.,exact,7,7,"Page 7: ""...d safely install and maintain the integrity of the piles must be used. hammer energies must not exceed 4,000 kilojoules for monopile installation. no more than two monopiles may be installed per day. pin piles must be no larger than 5 m in diameter. during all pin pile installation, the minimum amount of hammer energy necessary to effectively and safely install and maintain the integrity of the piles must be used. hammer energies must not exceed...""",1.0
2952,40,gemini-1.5-pro,Technical,Chevron trap usage during wind farm construction,90.0,minutes,Each chevron trap must have a vertical buoy line and must limit soak duration to 90 minutes or less.,none,,,,0.0
3026,40,gemini-1.5-pro,Environmental,Construction and Operation phases (implied due to PAM system usage),24.0,hours,"If a North Atlantic right whale is acoustic detected [...] by a project-related PAM system, LOA Holder must ensure the detection is reported as soon as possible to NMFS, but no longer than 24 hours after the detection via the *24-hour North Atlantic right whale Detection Template*.",none,,,,0.0
3031,40,gpt-4o-mini,Safety,Operational phase,500.0,m,LOA Holder's vessels must maintain a minimum separation distance of 500 m from North Atlantic right whales.,none,,,,0.0
3065,40,gpt-4o-mini,Technical,Foundation installation activities,10.0,dB,"LOA Holder must optimize the sound attenuation systems to meet noise levels modeled, assuming 10-dB attenuation, within three piles or else foundation installation activities must cease.",none,,,,0.0
3084,40,gpt-4o-mini,Technical,Operational phase during trawl surveys,20.0,minutes,Trawl tows must be limited to a maximum of a 20-minute trawl time at 3.0 kn.,none,,,,0.0
3088,40,gemini-1.5-pro,Technical,Marine mammal surveys during wind farm construction,60.0,minutes,Baited remote underwater video (BRUV) sampling must limit soak duration to 60 minutes or less.,none,,,,0.0
3188,40,gemini-1.5-pro,Technical,UXO/MEC detonation reporting,90.0,days,Detonation reports must be submitted no later than 90 days following completion of each event's SFV measurements.,none,,,,0.0
3210,40,gemini-1.5-pro,Environmental,Offshore wind farm operation (ramp-up procedures for acoustic sources),30.0,minutes,"During this 30-minute pre-start clearance period, the entire applicable clearance zones must be visible.",none,,,,0.0
3218,40,gpt-4o-mini,Technical,Pile driving activities related to offshore wind farm construction.,10.0,dB,"SFV measurements must continue until at least three consecutive piles demonstrate noise levels are at or below those modeled, assuming 10 decibels (dB) of attenuation.",none,,,,0.0
3230,40,gemini-1.5-pro,Environmental,Offshore wind farm operation (acoustic surveys),30.0,minutes,LOA Holder must implement a 30-minute clearance period of the clearance zones immediately prior to the commencing of the survey or when there is more than a 30-minute break in survey activities or PSO monitoring.,none,,,,0.0
3264,40,gemini-1.5-pro,Environmental,Transit corridor from port to Lease Area,24.0,hours,Each subsequent detection shall trigger a 24-hour reset.,exact,6,6,"Page 6: ""...atlantic right whale is detected via visual observation or pam within or approaching the transit corridor, all crew transfer vessels must travel at 10 kn or less for 24 hours following the detection. each subsequent detection shall trigger a 24-hour reset. a slowdown in the transit corridor expires when there has been no further visual or acoustic detection in the transit corridor in the past 24 hours; (9) loa holder's vessels must maintain a minimum s...""",1.0
3297,40,gemini-1.5-pro,Technical,Fishery surveys during wind farm construction,1700.0,lbs,"All fishery survey-related lines must include the breaking strength of all lines being less than 1,700 pounds (lbs; 771 kilograms (kg)).",none,,,,0.0
3303,40,gpt-4o-mini,Technical,Pile driving activities related to offshore wind farm construction.,3.0,piles,"LOA Holder must conduct sound field verification (SFV) measurements during pile driving activities associated with the installation of, at minimum, the first three monopile foundations.",none,,,,0.0
3306,40,gpt-4o-mini,Safety,Operational phase,30.0,minutes,The LOA Holder must implement a 30-minute clearance period of the clearance zones immediately prior to the commencing of the survey.,none,,,,0.0
3364,40,gemini-1.5-pro,Environmental,Vessel operations in the vicinity of sperm whales and non-North Atlantic right whale baleen whales,100.0,meters,LOA Holder's vessels must maintain a minimum separation distance of 100 m from sperm whales and non-North Atlantic right whale baleen whales.,none,,,,0.0
3371,40,gemini-1.5-pro,Technical,Sound measurements during foundation installation and UXO/MEC operations,10.0,dB,LOA Holder must report comparison of modeled results assuming 10-dB attenuation against the measured marine mammal Level A harassment and Level B harassment acoustic isopleths.,none,,,,0.0
3381,40,gpt-4o-mini,Safety,Operational phase,50.0,meters,LOA Holder's vessels must maintain a minimum separation distance of 50 m from all delphinoid cetaceans and pinnipeds.,none,,,,0.0
3411,40,deepseek-chat,Environmental,U.S. federal waters,1,km,All offshore wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,none,,,,0.0
3477,40,gpt-4o-mini,Safety,Operational phase,500.0,meters,"If a North Atlantic right whale is sighted within 500 m of an underway vessel, that vessel must reduce speed and shift the engine to neutral.",none,,,,0.0
3498,40,gemini-1.5-pro,Environmental,Pile driving activities during offshore wind farm construction,30.0,minutes,"If pile driving has been shut down due to the presence of a North Atlantic right whale, pile driving may not restart until the North Atlantic right whale has neither been visually or acoustically detected for 30 minutes",none,,,,0.0
3525,40,gemini-1.5-pro,Environmental,"Offshore wind farm construction activities (HRG survey, foundation installation, cable landfall activities, UXO/MEC detonations)",2.0,days,All PSOs and PAM operators must complete a Permits and Environmental Compliance Plan training and a 2-day refresher session prior to the start of in-water project activities.,none,,,,0.0
3551,40,gemini-1.5-pro,Technical,Offshore wind farm construction (pile driving with bubble curtains),100.0,percent,"The lowest bubble ring must be in contact with the seafloor for the full circumference of the ring, and the weights attached to the bottom ring must ensure 100-percent seafloor contact",none,,,,0.0
3571,40,gemini-1.5-pro,Environmental,UXO/MEC detonation,180.0,days,LOA Holder must submit a SFV Plan for UXO/MEC detonation to NMFS Office of Protected Resources for review and approval at least 180 days prior to planned start of UXO/MEC detonation activities and abide by the Plan if approved.,none,,,,0.0
3588,40,gemini-1.5-pro,Safety,UXO/MEC detonation during offshore wind farm development,5.0,km,At least three PSOs on each of two dedicated PSO vessels must be used for all detonations with clearance zones less than 5 km (3.1 mi),none,,,,0.0
3604,40,gemini-1.5-pro,Environmental,Data submission related to marine mammal monitoring using Passive Acoustic Monitoring (PAM),15.0,Day of the month,Full PAM detection data and metadata must also be submitted monthly on the 15th of every month for the previous month,none,,,,0.0
3620,40,gpt-4o-mini,Safety,UXO/MEC detonation activities,180.0,days,LOA Holder must obtain both NMFS Office of Protected Resources and NMFS Greater Atlantic Regional Fisheries Office Protected Resources Division's concurrence with this Plan prior to the start of any UXO/MEC detonations.,none,,,,0.0
3622,40,gemini-1.5-pro,Environmental,Transit corridor from port to Lease Area,10.0,kn,"If a North Atlantic right whale is detected via visual observation or PAM within or approaching the transit corridor, all crew transfer vessels must travel at 10 kn or less for 24 hours following the detection.",none,,,,0.0
3643,40,gemini-1.5-pro,Environmental,Clearance and shutdown zones around foundations,3.0,foundations,LOA Holder must also increase clearance and shutdown zone sizes to those identified by NMFS until SFV measurements on at least three additional foundations demonstrate acoustic distances to harassment thresholds meet or are [within limits].,none,,,,0.0
3667,40,gemini-1.5-pro,Technical,Hydrophone calibration for sound level measurements,2.0,years,"Hydrophone calibration must conform to International Electrotechnical Commission (IEC) 60565, or an equivalent standard procedure, from a factory or accredited source.",none,,,,0.0
3707,40,gemini-1.5-pro,Technical,Sound measurements during foundation installation and UXO/MEC operations,95.0,percent,"LOA Holder must report estimated marine mammal Level A harassment and Level B harassment acoustic isopleths, calculated using the maximum-overdepth L5 (95 percent exceedance level, maximum of both hydrophones) of the associated sound metric",none,,,,0.0
3760,40,gpt-4o-mini,Safety,Fishery monitoring surveys during construction activities.,15.0,minutes,Gear may be deployed after 15 minutes of no marine mammal sightings within 1 nautical mile of the sampling station.,none,,,,0.0
3790,40,gpt-4o-mini,Safety,In-water activities,60.0,days,A description of the training program must be provided to NMFS at least 60 days prior to the initial training before in-water activities begin.,none,,,,0.0
3810,40,gpt-4o-mini,Technical,Monitoring during construction phase,90.0,days,"Full detection data, metadata, and location of recorders from all real time hydrophones used for monitoring during construction must be submitted within 90 calendar days following completion of activities requiring PAM for mitigation.",none,,,,0.0
3846,40,gemini-1.5-pro,Environmental,Reporting requirement following marine mammal monitoring,30.0,days,LOA Holder must provide a final report within 30 days following resolution of NMFS' comments on the draft report.,none,,,,0.0
3856,40,gemini-1.5-pro,Safety,UXO/MEC detonation during offshore wind farm development,5.0,km,"If the clearance zone is larger than 5 km, at least one dedicated PSO vessel (with at least three on-duty PSOs) and an aerial platform (with at least two on-duty PSOs) must be used",none,,,,0.0
3872,40,gemini-1.5-pro,Environmental,Marine mammal protection during UXO/MEC detonation,10.0,dB,"LOA Holder must not exceed modeled distances to NMFS marine mammal Level A harassment and Level B harassment thresholds, assuming 10-dB attenuation, for UXO/MEC detonations.",none,,,,0.0
3889,40,gemini-1.5-pro,Technical,Marine mammal exclusion zones,60.0,minutes,Clearance zones must be fully visible for at least 60 minutes and all marine mammal(s) must be [excluded],none,,,,0.0
3893,40,gpt-4o-mini,Safety,Installation of sheet piles and casing pipe during construction phase.,30.0,minutes,"Sheet pile or casing pipe installation must only commence when visual clearance zones are fully visible and clear of marine mammals, as determined by the Lead PSO, for at least 30 minutes immediately prior to initiation of vibratory pile driving.",none,,,,0.0
3904,40,gemini-1.5-pro,Jurisdictional,Letter of Authorization (LOA) for incidental take of marine mammals,2028.0,year,"An LOA, unless suspended or revoked, may be effective for a period of time not to exceed October 12, 2028.",none,,,,0.0
3905,40,gemini-1.5-pro,Environmental,Cofferdam and casing pipe installation,2.0,,"LOA Holder must utilize PSO(s), as described in § 217.265(d). At least two on-duty PSOs must monitor for marine mammals at least 30 minutes before, during, and 30 minutes after vibratory pile driving associated with cofferdam and casing pipe installation.",none,,,,0.0
3909,40,gpt-4o-mini,Safety,Operational phase,60.0,minutes,"Prior to a ramp-up procedure starting or activating acoustic sources, the acoustic source operator must notify a designated PSO of the planned start of ramp-up as agreed upon with the Lead PSO.",none,,,,0.0
3957,40,gemini-1.5-pro,Safety,UXO/MEC detonation during offshore wind farm development,1.0,detonation,No more than one detonation may occur within a 24-hour period,exact,12,12,"Page 12: ""...e effective period of this rulemaking and loa; (3) loa holder must not detonate uxo/mecs from november 1 through april 31, annually; (4) uxo/mec detonations must only occur during daylight hours; (5) no more than one detonation may occur within a 24-hour period; (6) loa holder must establish and implement clearance zones for uxo/mec detonation using both visual and acoustic monitoring, as described in paragraphs (c)(7), (8), and (12) through (14) of this se...""",1.0
4012,40,deepseek-chat,Technical,Fixed-bottom turbines in North Sea,50,year return period,Turbine foundations must withstand 1-in-50-year extreme wave conditions,none,,,,0.0
4134,40,gemini-1.5-pro,Safety,Vessel transit in North Atlantic right whale areas,10.0,kn,All LOA Holder's vessels must transit at 10 kn or less within any active North Atlantic right whale [area],none,,,,0.0
4137,40,gpt-4o-mini,Safety,"10 kilometers around transiting vessels, operational phase",10.0,kn,"If a North Atlantic right whale is reported via any of the monitoring systems within 10 kilometers of a transiting vessel(s), that vessel must operate at 10 knots or less for 24 hours following the reported detection.",none,,,,0.0
4150,40,deepseek-chat,Spatial,German EEZ wind energy areas,1,kilometers,Minimum 1km spacing between wind turbines in array configuration,none,,,,0.0
4193,40,gemini-1.5-pro,Technical,Offshore wind farm construction (marine mammal observation),7.0,x magnification,PSOs must use standard handheld (7x) binoculars,none,,,,0.0
4213,40,gpt-4o-mini,Environmental,Pile driving activities related to offshore wind farm construction.,30.0,minutes,"If pile driving has been shut down due to the presence of a North Atlantic right whale, pile driving may not restart until the North Atlantic right whale has neither been visually or acoustically detected for 30 minutes.",none,,,,0.0
4214,40,gpt-4o-mini,Safety,HRG surveys conducted during daylight and night.,1.0,PSO,At least one PSO must be on active duty monitoring during HRG surveys conducted during daylight and at least two PSOs must be on active duty monitoring during HRG surveys conducted at night.,none,,,,0.0
4327,40,gpt-4o-mini,Technical,PAM system deployment during construction phase.,1.0,km,The PAM system components must not be placed closer than 1 km to the pile being driven.,none,,,,0.0
4400,40,gemini-1.5-pro,Environmental,Acoustic source operation during construction,30.0,minutes,"If an acoustic source is shut down for a period longer than 30 minutes, all clearance and ramp-up procedures must be initiated.",none,,,,0.0
4411,40,gpt-4o-mini,Technical,Pile driving phase,20.0,Hz,The frequency range of SFV measurement systems must cover the range of at least 20 hertz (Hz) to 20 kilohertz (kHz).,none,,,,0.0
4441,40,gpt-4o-mini,Safety,Monitoring during WTG and OSS foundation installation and UXO/MEC detonations,4.0,hours,"PSOs and PAM operators must not exceed 4 consecutive watch hours on duty at any time, must have a 2-hour (minimum) break between watches, and must not exceed a combined watch schedule of more than 12 hours in a 24-hour period.",none,,,,0.0
4457,40,gemini-1.5-pro,Technical,Offshore wind farm construction (pile driving with bubble curtains),72.0,hours,LOA Holder must provide NMFS Office of Protected Resources with a bubble curtain performance test and maintenance report to review within 72 hours after each pile using a bubble curtain is installed.,none,,,,0.0
4463,40,gemini-1.5-pro,Reporting,Fishery surveys,24.0,hours,LOA Holder must report any lost gear associated with the fishery surveys to the NMFS GARFO Protected Resources Division as soon as possible or within 24 hours of the documented time of missing or lost gear.,none,,,,0.0
4467,40,gpt-4o-mini,Technical,Monopile installation,11.0,meters,Monopiles must be no larger than 11 m in diameter.,none,,,,0.0
4477,40,gpt-4o-mini,Safety,Vibratory pile driving associated with cofferdam and casing pipe installation,2.0,PSOs,"At least two on-duty PSOs must monitor for marine mammals at least 30 minutes before, during, and 30 minutes after vibratory pile driving associated with cofferdam and casing pipe installation.",none,,,,0.0
4550,40,gemini-1.5-pro,Environmental,Pile driving activities,180.0,days,LOA Holder must submit a Pile Driving Mitigation Plan to NMFS Office of Protected Resources for review and approval at least 180 days prior to planned start of pile driving and abide by the Plan if approved.,none,,,,0.0
4581,40,gemini-1.5-pro,Safety,Vessel operations during construction,10.0,kn,"If a separation distance is triggered, any vessel underway must avoid abrupt changes in course direction and transit at 10 kn or less until the animal is outside the relevant separation distance.",none,,,,0.0
4582,40,gemini-1.5-pro,Technical,Dedicated PSO vessels during specified time periods around pile driving,3.0,,Each dedicated PSO vessel must have at least three PSOs on duty during these time periods.,none,,,,0.0
4584,40,gemini-1.5-pro,Safety,UXO/MEC detonation during offshore wind farm development,10.0,UXO/MECs,"LOA Holder may detonate a maximum of 10 UXO/MECs, of varying sizes but no larger than 1,000 pounds (lbs; 454 kilograms (kg)) charge weight (i.e., E12), over the effective period of this rulemaking and LOA",none,,,,0.0
4590,40,gemini-1.5-pro,Environmental,UXO/MEC detonation - PAM,180.0,days,LOA Holder must submit a Passive Acoustic Monitoring Plan (PAM Plan) to NMFS Office of Protected Resources for review and approval at least 180 days prior to the planned start of UXO/MEC detonations and abide by the Plan if approved.,none,,,,0.0
4671,40,gemini-1.5-pro,Technical,Offshore wind farm construction (marine mammal observation),25.0,x magnification,"PSOs must use high magnification (25x) binoculars, standard handheld (7x) binoculars",exact,20,20,"Page 20: ""...collection software system (i.e., mysticetus or similar system) who must be responsible for requesting that the designated crewmember implement the necessary mitigation procedures (i.e., delay); (6) psos must use high magnification (25x) binoculars, standard handheld (7x) binoculars, and the naked eye to search continuously for marine mammals. during foundation installation and uxo/ mec detonations, at least two psos on the pile driving and detonation-dedicated pso vessel must b...""",1.0
4756,40,gemini-1.5-pro,Technical,"Construction phase, Passive Acoustic Monitoring (PAM) data",90.0,days,The full acoustic recordings from real-time systems must also be sent to the National Centers for Environmental Information (NCEI) for archiving within 90 days following completion of activities requiring PAM for mitigation.,none,,,,0.0
4786,40,gpt-4o-mini,Safety,UXO/MEC detonation operations,5.0,km,"If the clearance zone is larger than 5 km, at least one dedicated PSO vessel (with at least three on-duty PSOs) and an aerial platform (with at least two on-duty PSOs) must be used.",none,,,,0.0
4874,40,gemini-1.5-pro,Technical,"Impact pile driving, Noise abatement systems, Bubble curtains",0.5,m^3/(minute*m),Any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m^3/(minute*m). The bubble curtain(s) must surround 100 percent of the piling perimeter throughout the full depth of the water column.,none,,,,0.0
4884,40,gpt-4o-mini,Safety,"Construction phase, UXO/MEC detonations",60.0,minutes,Clearance zones must be fully visible for at least 60 minutes and all marine mammal(s) must be.,none,,,,0.0
4891,40,gpt-4o-mini,Safety,"500 meters around underway vessels, operational phase",500.0,m,"LOA Holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less when any large whale (other than a North Atlantic right whale) is observed within 500 meters of an underway vessel.",none,,,,0.0
