Hurricane ID,Hurricane Name,datetime,distance_km,Arrival Time,wind_speed,wind_direction,max_wind,category,pressure,wind_speed_change_rate,wind_direction_change_rate,duration_above_cut_out,quadrant
SYN202505,Synthetic_20250512,2025-05-16 06:56:35.364541,328.02250823999077,2025-05-15 12:56:35.364541,3.0931660319318555,13.209903611753703,13.889988,Tropical Depression,988,0.008611881577350235,-0.8862849799199921,0.0,NE
SYN202505,Synthetic_20250512,2025-05-16 12:56:35.364541,288.0566360456462,2025-05-15 12:56:35.364541,3.5734703145768347,6.9839639622519485,13.375544,Tropical Depression,988,0.04118160939683562,-1.0376566082502923,0.0,NE
SYN202505,Synthetic_20250512,2025-05-16 18:56:35.364541,288.58682818541587,2025-05-15 12:56:35.364541,3.4272471178739665,347.34017694029603,12.8611,Tropical Depression,988,-0.012537274367435057,56.72603549634068,0.0,SE
SYN202505,Synthetic_20250512,2025-05-17 00:56:35.364541,356.1165546906897,2025-05-15 12:56:35.364541,2.5494352330613537,333.4867219288046,12.8611,Tropical Depression,988,-0.07526417621175663,-2.308909168581901,0.0,SE
SYN202505,Synthetic_20250512,2025-05-17 06:56:35.364541,432.264750945822,2025-05-15 12:56:35.364541,1.9318378098409605,326.78073561654,12.8611,Tropical Depression,988,-0.05295321479853199,-1.117664385377433,0.0,SE
SYN202505,Synthetic_20250512,2025-05-17 12:56:35.364541,536.2314756927248,2025-05-15 12:56:35.364541,1.4134695242400845,319.01422563959215,12.8611,Tropical Depression,988,-0.044445242386276174,-1.294418329491312,0.0,SE
SYN202505,Synthetic_20250512,2025-05-17 18:56:35.364541,619.8637635072931,2025-05-15 12:56:35.364541,1.1436329277725807,314.2761035449126,12.8611,Tropical Depression,988,-0.02313596967218809,-0.789687015779928,0.0,SE
SYN202505,Synthetic_20250512,2025-05-18 00:56:35.364541,660.2486223940614,2025-05-15 12:56:35.364541,1.0424818674135305,309.4917647058422,12.8611,Tropical Depression,988,-0.008672759349225203,-0.7973898065117359,0.0,SE
SYN202505,Synthetic_20250512,2025-05-18 06:56:35.364541,705.1837931396414,2025-05-15 12:56:35.364541,0.9462969162899831,308.157698541926,12.8611,Tropical Depression,988,-0.008246961832633704,-0.22234436065269844,0.0,SE
SYN202505,Synthetic_20250512,2025-05-18 12:56:35.364541,719.5902013109361,2025-05-15 12:56:35.364541,0.9185399389060992,306.454662485308,12.8611,Tropical Depression,988,-0.0023799017455457985,-0.28383934276966255,0.0,SE
SYN202505,Synthetic_20250512,2025-05-18 18:56:35.364541,850.5747003126017,2025-05-15 12:56:35.364541,0.7176653426449192,301.7389396775825,12.8611,Tropical Depression,988,-0.01722312179983108,-0.7859538012875854,0.0,SE
SYN202505,Synthetic_20250512,2025-05-19 00:56:35.364541,855.8510911808834,2025-05-15 12:56:35.364541,0.7111324619048431,303.41814809066875,12.8611,Tropical Depression,988,-0.0005601335499079493,0.27986806884770965,0.0,SE
SYN202505,Synthetic_20250512,2025-05-19 06:56:35.364541,830.27189359183,2025-05-15 12:56:35.364541,0.7437581549958635,302.9559711245886,12.8611,Tropical Depression,989,0.002797348676086147,-0.07702949434669411,0.0,SE
SYN202505,Synthetic_20250512,2025-05-19 12:56:35.364541,830.0768673364225,2025-05-15 12:56:35.364541,0.7440164137001845,301.3553995426788,12.8611,Tropical Depression,989,2.214327348094747e-05,-0.266761930318296,0.0,SE
SYN202505,Synthetic_20250512,2025-05-19 18:56:35.364541,855.5437677269424,2025-05-15 12:56:35.364541,0.711510255535915,298.9285750705074,12.8611,Tropical Depression,989,-0.0027870996717765757,-0.4044707453619007,0.0,SE
SYN202505,Synthetic_20250512,2025-05-20 00:56:35.364541,816.0210779215329,2025-05-15 12:56:35.364541,0.7630294858708959,297.6286031036926,12.8611,Tropical Depression,989,0.004417293155074824,-0.21666199446913006,0.0,SE
SYN202505,Synthetic_20250512,2025-05-20 06:56:35.364541,824.0630399080138,2025-05-15 12:56:35.364541,0.7520538158748752,295.31011836691766,12.8611,Tropical Depression,989,-0.0009410612625721481,-0.3864141227958271,0.0,SE
SYN202505,Synthetic_20250512,2025-05-20 12:56:35.364541,764.0142759353736,2025-05-15 12:56:35.364541,0.8409250449452013,299.52590799234883,12.8611,Tropical Depression,989,0.007619878427975804,0.7026316042385286,0.0,SE
SYN202505,Synthetic_20250512,2025-05-20 18:56:35.364541,781.76427467979,2025-05-15 12:56:35.364541,0.812909099917001,295.9341305215522,12.8611,Tropical Depression,989,-0.0024021058040145757,-0.5986295784661024,0.0,SE
SYN202505,Synthetic_20250512,2025-05-21 00:56:35.364541,752.523933290238,2025-05-15 12:56:35.364541,0.8599275418948088,293.15824175480316,12.8611,Tropical Depression,989,0.004031392560805227,-0.46264812779151043,0.0,SE
