doc_id,chunk,input_text,llm_output
27,11,"##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05
### **SECTION III. Definitions **
##### The following definitions shall be used for the purposes of this permit only. Terms not otherwise defined in this permit have the meaning assigned to them in the referenced Clean Air Act provisions and EPA regulations (including the Massachusetts regulations incorporated by reference into 40 C.F.R. Part 55). Air Pollutant shall have the same meaning as that term has within 40 C.F.R. Part 55. Barge, as this term relates specifically to Section IV(C)(5), means a vessel having a flat-bottomed rectangular hull with sloping ends and built with or without a propulsion engine.  Category 1 Marine Engine means the definition as contained in 40 C.F.R. § 1042.901.  Category 2 Marine Engine means the definition as contained in 40 C.F.R. § 1042.901. Category 3 Marine Engine means the definition as contained in 40 C.F.R. § 1042.901. Commence means, that an owner or operator has undertaken a continuous program of construction or modification or that an owner or operator has entered a contractual obligation to undertake and complete, within a reasonable time, a continuous program of construction or modification. Construction Phase begins on the Construction Phase Start Date and ends the day when the last WTG to be constructed begins producing commercial power. Construction Start Date is the first day any equipment or activity, that meets the definition of an OCS source, operates, occurs, or exists in the WDA.  Continuous Emission Reduction Credit (“CERC”) is equivalent to 1 ton per year of a pollutant, such as NO X or VOC. Under 310 CMR 7.00, Appendix B, a CERC is equivalent to a rate-based emission reduction credit (“ERC”). Crew and supply vessel, as this term relates specifically to Section IV(C)(5), means a self-propelled vessel used for carrying personnel and/or supplies to and from off-shore and in-harbor locations (including, but not limited to, off-shore work platforms, construction sites, and other vessels). Domestic Flagged Vessel means a vessel operated under the authority of the United States. Dredge, as this term relates specifically to Section IV(C)(5 ), means a vessel designed to remove earth from the bottom of waterways, by means of including, but not limited to, a scoop, a series of buckets, or a suction pipe. Dredges include, but are not limited to, hopper dredges, clamshell dredges, or pipeline dredges. Page 9 of 29","```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Continuous Emission Reduction Credit (CERC) is equivalent to 1 ton per year of a pollutant, such as NO X or VOC."",
      ""scope"": ""Emission control for pollutants"",
      ""numerical_value"": ""1"",
      ""unit"": ""ton per year"",
      ""source"": ""310 CMR 7.00, Appendix B"",
      ""related_domains"": ""Air quality, environmental protection""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Category 1, 2, and 3 Marine Engines must comply with definitions as contained in 40 C.F.R. § 1042.901."",
      ""scope"": ""Marine engines used in construction and operation"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. § 1042.901"",
      ""related_domains"": ""Marine engine standards, technical specifications""
    },
    {
      ""type"": ""Jurisdictional"",
      ""requirement"": ""Domestic Flagged Vessel means a vessel operated under the authority of the United States."",
      ""scope"": ""Vessel operation in U.S. waters"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Permit No. OCS-R1-05"",
      ""related_domains"": ""Maritime law, vessel operation""
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""EPA (Environmental Protection Agency)"",
      ""jurisdiction"": ""Federal"",
      ""role"": ""Administer and enforce Clean Air Act provisions and regulations""
    },
    {
      ""entity_name"": ""Massachusetts regulatory authorities"",
      ""jurisdiction"": ""State"",
      ""role"": ""Incorporate regulations into 40 C.F.R. Part 55""
    }
  ]
}
```"
27,12,-----,"Since you haven't provided any specific documentation or text to analyze, I cannot extract regulatory or technical information. Please provide the relevant offshore wind farm planning, construction, or operation documents, and I will extract the requested structured data in the specified JSON format.  

For now, the output is:  

```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""Type of wind farm"": null
  },
  ""regulatory_constraints"": null,
  ""regulatory_entities"": null
}
```  

Please share the document(s) you'd like analyzed, and I’ll process them accordingly."
27,13,"##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Emission Control Area (“ECA”) means an area designated pursuant to Annex VI as an Emission Control Area that is in force.  Emission Control Area (“ECA”) Marine Fuel means diesel, distillate, or residual fuel used, intended for use, or made available for use in category 3 marine vessels while the vessels are operating within an ECA, or an ECA associated area.  Emission Unit means any part of an OCS source vessel or OCS source, including but not limited to, engines, that emit or would have the potential to emit any air pollutant. Engine shall include diesel-fired compression ignition internal combustion engines, marine engines, and diesel-fired generating sets. Excursion vessel, as this term relates specifically to Section IV(C)(5), means a self-propelled vessel that transports passengers for purposes including, but not limited to, dinner cruises; harbor, lake, or river tours; scuba diving expeditions; and whale watching tours. ""Excursion Vessel"" does not include crew and supply vessels, ferries, and recreational vessels. Exempt Vessel, as this term relates specifically to Section IV(C)(5), means any vessel identified in 17 C.C.R. Section 93118. 5.(c), dated July 20, 2011 (and approved by EPA into the California SIP at 83 Fed. Reg. 23232, May 18, 2018). Ferry, as this term relates specifically to Section IV(C)(5), A harbor craft having provisions only for deck passengers or vehicles, operating on a short run, on a frequent schedule between two points over the most direct water route, and offering a public service of a type normally attributed to a bridge or tunnel. Foreign-Flagged Vessel means a vessel of foreign registry, or a vessel operated under the authority of a country other than the United States. Marine Engine means a nonroad engine produced for any purpose that is installed or intended to be installed on a marine vessel. This includes a portable auxiliary marine engine only if it is fueling, cooling, or exhaust system is an integral part of the vessel. A fueling system is considered integral to the vessel only if one or more essential elements are permanently affixed to the vessel. a. Propulsion marine engine means a marine engine that moves a vessel through the water or directs the vessel's movement. b. Auxiliary marine engine means a marine engine not used for propulsion. No. 1 of the [Ringelmann] Chart has the same meaning as 20 % opacity. No. 2 of the [Ringelmann] Chart has the same meaning as 40% opacity. Page 10 of 29","```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Emission Control Area (\""ECA\"") means an area designated pursuant to Annex VI as an Emission Control Area that is in force."",
      ""scope"": ""Offshore wind farm operations within designated ECAs"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Annex VI"",
      ""related_domains"": ""Air pollution control, marine operations""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Emission Control Area (\""ECA\"") Marine Fuel means diesel, distillate, or residual fuel used, intended for use, or made available for use in category 3 marine vessels while the vessels are operating within an ECA, or an ECA associated area."",
      ""scope"": ""Marine vessels operating within ECAs"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
      ""related_domains"": ""Fuel standards, emissions control""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Emission Unit means any part of an OCS source vessel or OCS source, including but not limited to, engines, that emit or would have the potential to emit any air pollutant."",
      ""scope"": ""Offshore wind farm vessels and sources"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
      ""related_domains"": ""Emissions control, technical specifications""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Engine shall include diesel-fired compression ignition internal combustion engines, marine engines, and diesel-fired generating sets."",
      ""scope"": ""Offshore wind farm vessels and sources"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit"
27,14,-----,"Since no specific document or technical content was provided for analysis, I cannot extract regulatory or technical information. Here is the structured null response as requested:

```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""Type of wind farm"": null
  },
  ""regulatory_constraints"": null,
  ""regulatory_entities"": null
}
```

If you provide a document or excerpt containing regulatory or technical details related to offshore wind farms, I can extract the required structured data. Let me know how you'd like to proceed!"
27,15,"##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 North American Emission Control Area (“ECA”) means the area designated in Regulation 14.3.2 and Appendix VII of MARPOL Annex VI. OCS Facility means the entire wind development area once the first OCS source is established in the WDA. OCS Source has the same meaning as set forth in 40 C.F.R. § 55.2.  OCS Source Vessel is any vessel that:  a. Emits or has the potential to emit any air pollutant. b. Is regulated or authorized under the Outer Continental Shelf Lands Act (“OCSLA”) (43 U.S.C. §1331 et seq. ); and c. Is located on the OCS or in or on waters above the OCS. d. Additionally, an OCS Source Vessel must be permanently or temporarily attached to the seabed and erected thereon and used for the purpose of exploring, developing, or producing resources therefrom, within the meaning of section 4(a)(1) of OCSLA (43 U.S.C. § 1331 et seq. ) or physically attached to an OCS facility, in which case only the stationary source aspects of the vessels will be regulated. Offshore Substations (“OSSs”) serve as the common interconnection point for the WTGs. The WTG will interconnect with an Electrical Service Platform (“ESP”) via a 66 kV submarine cable system. The ESP will have circuit breakers and transformers (66 kV to 220 kV) to increase the voltage level and transmit electricity through the offshore cable system to the final connection point to the onshore bulk power grid. Operational Phase is the period of operations which begins on the operational phase start date. Operational Phase Start Date begins when the first WTG begins producing commercial power. The Permittee includes Revolution Wind, LLC; its successor(s) in operating the permitted project; its contractors; and any agents or parties acting on its behalf that conduct activities regulated by this permit, including but not limited to vessel, barge, and equipment operators. Primary Crew Transport Vessel, as this term relates specifically to Section IV(C)(4),   means the one crew transport vessel that will be needed on an almost daily basis during both the construction and operational phases. Towboat or push boat, as this term relates specifically to Section IV(C)(5), means any self- propelled vessel engaged in or intending to engage in the service of pulling, pushing, or hauling alongside barges or other vessels, or any combination of pulling, pushing, or hauling alongside barges or other vessels. Push boats and towboats are interchangeable terms. Page 11 of 29","```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Jurisdictional"",
      ""requirement"": ""North American Emission Control Area (ECA) designated in Regulation 14.3.2 and Appendix VII of MARPOL Annex VI"",
      ""scope"": ""Offshore wind development area within the ECA"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""MARPOL Annex VI"",
      ""related_domains"": ""Environmental, Emissions""
    },
    {
      ""type"": ""Jurisdictional"",
      ""requirement"": ""OCS Source Vessel must be regulated or authorized under the Outer Continental Shelf Lands Act (OCSLA)"",
      ""scope"": ""Vessels operating in or on waters above the OCS"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""43 U.S.C. §1331 et seq."",
      ""related_domains"": ""Legal, Safety""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Offshore Substations (OSSs) serve as the common interconnection point for the WTGs"",
      ""scope"": ""Offshore wind farm electrical infrastructure"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Permit No. OCS-R1-05"",
      ""related_domains"": ""Electrical, Infrastructure""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""WTG interconnects with an Electrical Service Platform (ESP) via a 66 kV submarine cable system"",
      ""scope"": ""Offshore wind farm power transmission"",
      ""numerical_value"": ""66"",
      ""unit"": ""kV"",
      ""source"": ""Permit No. OCS-R1-05"",
      ""related_domains"": ""Electrical, Transmission""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""ESP will have transformers (66 kV to 220 kV) to increase voltage level"",
      ""scope"": ""Offshore wind farm power transmission"",
      ""numer"
27,16,-----,"Since no specific document or text was provided for analysis, I cannot extract regulatory or technical information. Here is the structured null response as requested:

```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""Type of wind farm"": null
  },
  ""regulatory_constraints"": null,
  ""regulatory_entities"": null
}
```

If you provide a document or excerpt containing regulatory or technical details related to offshore wind farms, I can extract and structure the relevant information according to the specified format. Let me know how you'd like to proceed!"
27,17,"##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Tugboat, as this term relates specifically to Section IV(C)(5), Any self-propelled vessel engaged in, or intending to engage in, the service of pulling, pushing, maneuvering, berthing, or hauling alongside other vessels, or any combination of pulling, pushing, maneuvering, berthing or hauling alongside such vessels in harbors, over the open seas, or through rivers and canals. Tugboats generally can be divided into three groups: harbor or short-haul tugboats, ocean-going or long-haul tugboats, and barge tugboats. ""Tugboat"" is interchangeable with ""towboat"" and ""push boat"" when the vessel is used in conjunction with barges.  Responsible Official means a president, secretary, treasurer, or vice-president of the Permittee in charge of a principal business function, or any other person who performs similar policy or decision-making functions for the Permittee, or a duly authorized representative of such person if the representative is responsible for the overall operation of one or more manufacturing, production, or operating facilities applying for or subject to a permit and either: a. The facilities employ more than 250 persons or have gross annual sales or expenditures exceeding $25 million (in second quarter 1980 dollars); or b. The delegation of authority to such representatives is approved in advance by the EPA. Smoke means the visible aerosol, which may contain fly ash, resulting from combustion    of materials but does not mean condensed water vapor. Ultra-low sulfur diesel (“ULSD”) means diesel fuel that is certified to meet the standards in 40 C.F.R. §1090.305. Vessel means: a. self-propelled vessels; and  b. barges or other non-self-propelled vessels that must be towed by another vessel. It includes vessels with or without systems that attach, either permanently or temporarily, to the seabed.  Wind Development Area (“WDA”) is the Bureau of Ocean Energy Management (“BOEM”) Lease Area OCS-A 0486, located on the OCS. The Project lease area is about 13 nautical miles (“NM”) wide and 19 NM long, located in federal waters off the Massachusetts coast. At its nearest points, the WDA is approximately 7.5 NM southwest of Nomans Land Island, Massachusetts. The WDA is 98 square nm. Note that the term WDA is used before an individual OCS source is established. Once the first OCS source is established in the WDA, the entire WDA is considered the OCS Facility. Wind Turbine Generator (“WTG”) means equipment used to generate electricity from wind. Page 12 of 29","```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Jurisdictional"",
      ""requirement"": ""The Wind Development Area (WDA) is the Bureau of Ocean Energy Management (BOEM) Lease Area OCS-A 0486, located on the Outer Continental Shelf (OCS)."",
      ""scope"": ""Federal waters off the Massachusetts coast"",
      ""numerical_value"": ""13 nautical miles wide, 19 nautical miles long, 98 square nautical miles"",
      ""unit"": ""nautical miles, square nautical miles"",
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
      ""related_domains"": ""Jurisdictional, Spatial""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Ultra-low sulfur diesel (ULSD) must meet the standards in 40 C.F.R. §1090.305."",
      ""scope"": ""All vessels and equipment used in the project"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""40 C.F.R. §1090.305"",
      ""related_domains"": ""Environmental, Fuel standards""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""Wind Turbine Generator (WTG) means equipment used to generate electricity from wind."",
      ""scope"": ""Offshore wind farm equipment"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
      ""related_domains"": ""Technical, Energy production""
    },
    {
      ""type"": ""Safety"",
      ""requirement"": ""Responsible Official must be a person in charge of a principal business function or a duly authorized representative, with specific criteria for delegation of authority."",
      ""scope"": ""Permittee operations"",
      ""numerical_value"": ""250 persons, $25 million"",
      ""unit"": ""persons, dollars"",
      ""source"": ""Revolution Wind"
27,18,-----,"Since no specific document or text was provided for analysis, I cannot extract regulatory or technical information. Here is the structured null response as instructed:

```json
{
  ""document_metadata"": {
    ""title"": null,
    ""document_number"": null,
    ""Type of wind farm"": null
  },
  ""regulatory_constraints"": null,
  ""regulatory_entities"": null
}
```

If you provide a document or excerpt, I can analyze it and extract the relevant regulatory and technical information in the requested structured format."
27,19,"##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05
### **SECTION IV. Emission Limits  **
##### A. Facility Wide Emission Limitations  1. The Permittee shall not cause, suffer, allow, or permit the emission of smoke from any OCS Source which has a shade, density, or appearance equal to or greater than No. 1 of the [Ringelmann] Chart for a period, or aggregate period of time in excess of six minutes during any one hour, provided that at no time during the said six minutes shall the shade, density, or appearance be equal to or greater than No. 2 of the [Ringelmann] Chart. [310 CMR 7.06(1)(a)] 2. The Permittee shall not cause, suffer, allow, or permit the operation of any OCS Source to emit any contaminant(s), exclusive of uncombined water or smoke subject to Section IV(A)(1) above, that exceed 20% opacity for a period or aggregate period of time in excess of two minutes during any one hour provided that, at no time during the said two minutes shall the opacity exceed 40%. [310 CMR 7.06(1)(b)] 3. All diesel-fueled compression ignition internal combustion engines subject to Subpart IIII with a displacement of less than 30 liters per cylinder shall be fired with diesel fuel not to exceed a maximum sulfur content of 15 ppm.  [40 C.F.R. 60.4207(b)] 4. All diesel-fueled compression ignition internal combustion engines subject to Subpart IIII with a displacement of greater than or equal to 30 liters per cylinder shall be limited to using diesel fuel not to exceed a maximum per-gallon sulfur content of 1,000 parts per million (ppm).  [ 40 C.F.R. 60.4207(d)] 5. Emissions from the RW project will be limited by, and contribute to, the facility-wide emission limits on NO X and VOC identified in Section IV(A)(5). For purposes of compliance with the Facility-wide emission limits in Section IV(A)(5), actual emissions of NO X and VOC shall include emissions during operation from the following: engines located on the OSS and/or WTG(s), engines on vessels that meet the definition of an OCS source, and engines on vessels servicing or associated with the OCS Facility when those vessels are at the OCS Facility, or en route to or from the OCS Facility and are within 25 NM of the OCS Facility’s centroid. [40 C.F.R. Part 55 (§55.1–55.15, Appendix A to Part 55), 40 C.F.R. Part 124 (§124.1–124.21, – - Subp art A; §124.41 124.42, Subpart C)] Facility Wide Emission Limits (t ons) [1 ]","```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Permittee shall not cause, suffer, allow, or permit the emission of smoke from any OCS Source which has a shade, density, or appearance equal to or greater than No. 1 of the Ringelmann Chart for a period, or aggregate period of time in excess of six minutes during any one hour, provided that at no time during the said six minutes shall the shade, density, or appearance be equal to or greater than No. 2 of the Ringelmann Chart."",
      ""scope"": ""Facility-wide emissions"",
      ""numerical_value"": ""No. 1 (Ringelmann Chart), No. 2 (Ringelmann Chart), six minutes, one hour"",
      ""unit"": ""minutes, hours"",
      ""source"": ""310 CMR 7.06(1)(a)"",
      ""related_domains"": ""Air quality, emissions control""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""The Permittee shall not cause, suffer, allow, or permit the operation of any OCS Source to emit any contaminant(s), exclusive of uncombined water or smoke subject to Section IV(A)(1) above, that exceed 20% opacity for a period or aggregate period of time in excess of two minutes during any one hour provided that, at no time during the said two minutes shall the opacity exceed 40%."",
      ""scope"": ""Facility-wide emissions"",
      ""numerical_value"": ""20%, 40%, two minutes, one hour"",
      ""unit"": ""percentage, minutes, hours"",
      ""source"": ""310 CMR 7.06(1)(b)"",
      ""related_domains"": ""Air quality, emissions control""
    },
    {
      ""type"": ""Technical"",
      ""requirement"": ""All diesel-fueled compression ignition internal combustion engines subject to Subpart IIII with a displacement of less than 30 liters per cylinder shall be fired with diesel fuel not to exceed a maximum sulfur content of 15 ppm."",
      ""scope"": """
27,20,"|NO 211 X|Col2|
|---|---|
|VOC|6|

1
**Daily rolling, 365-day total.** Note that the limits apply immediately upon commencement of the
Operational Phase Start Date.
##### i) Beginning at the Operational Phase Start Date, each operating day, the Permittee shall calculate emissions of NO X and VOC from the emission sources defined in Specific Page 13 of 29

-----","```json
{
  ""document_metadata"": {
    ""title"": ""NO 211 X | Col2 | VOC | 6"",
    ""document_number"": null,
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Daily rolling, 365-day total emissions limit for NOx and VOC applies immediately upon commencement of the Operational Phase Start Date."",
      ""scope"": ""Offshore wind farm operations"",
      ""numerical_value"": ""6"",
      ""unit"": ""Not specified (likely tons or kg/day)"",
      ""source"": ""Specific Page 13 of 29"",
      ""related_domains"": ""Air quality, emissions control""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Permittee shall calculate emissions of NOx and VOC from defined emission sources daily starting at the Operational Phase Start Date."",
      ""scope"": ""Offshore wind farm operations"",
      ""numerical_value"": null,
      ""unit"": null,
      ""source"": ""Specific Page 13 of 29"",
      ""related_domains"": ""Monitoring, compliance""
    }
  ],
  ""regulatory_entities"": [
    {
      ""entity_name"": ""Permittee"",
      ""jurisdiction"": ""Not specified (likely federal or state)"",
      ""role"": ""Compliance with emissions limits""
    }
  ]
}
```"
27,21,"##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5) using the equation below. Note that for diesel fired engines operating between 0%–20% engine load, the Permittee shall utilize guaranteed emission factors from engine manufacturer’s specifications (or engine specific test data) which indicate a representative emission factor for the lower load intervals for each engine type; or the maximum guaranteed emission factor in units of g/hp-hr (or g/kW-hr) multiplied by the engine-specific load adjustment factors based on known engine mfg. data; or for C3 propulsion engines the maximum guaranteed emission factor in units of g/hp-hr (or g/kW-hr) multiplied by the most representative low load adjustment factors (LLAFs) for the specific pollutant as contained in Table 3.10 of the Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022). The LLAFs shall be applied separately for each pollutant (and applied to the equation separately for NOx and HC (if HC used as a surrogate for VOC)). a. Emissions of NO X and VOC shall be calculated by taking the product of the brake specific emission factor, the usage in hours (hours per day), the power available (rated power), and the load factor (the power used divided by the power available).  For OCS sources, if actual fuel usage data and engines hours are not recorded for that operating day, Permittee shall assume 100% load (full rated hp (kW)) for the emission calculations. For transit emissions from support vessels servicing or associated with the OCS sources [or facility…], if actual fuel usage data and engines hours are not recorded for that operating day, Permittee can utilize the most representative load factors contained in the Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022) ” 𝐸 ��� = 𝐵𝑆𝐸𝐹 ��� × 𝑈 × 𝑃 � × [𝑃] [�] 𝑃 � 𝐸 ��� = 𝐵𝑆𝐸𝐹 ��� × 𝑈 × 𝑃 � × [𝑃] [�] 𝑃 � Where: E NOx = Emissions of NOx per operating day (grams(g)/day) E VOC = Emissions of VOC per operating day (grams(g)/day) BSEF NOx (or VOC) = NOx (or VOC Brake Specific Emission Factor (g/kW-hr or g/hp-hr), specific to each engine type and shall be based on one (1) of t he *following: * U = Engine usage in hours (hours per day) P A = Power Available (maximum rated brake power (hp or kW) Page 14 of 29","```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": ""offshore""
  },
  ""regulatory_constraints"": [
    {
      ""type"": ""Environmental"",
      ""requirement"": ""Emissions of NOx and VOC shall be calculated by taking the product of the brake specific emission factor, the usage in hours (hours per day), the power available (rated power), and the load factor (the power used divided by the power available)."",
      ""scope"": ""offshore wind farm operations"",
      ""numerical_value"": """",
      ""unit"": """",
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
      ""related_domains"": ""air emissions, environmental protection""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For OCS sources, if actual fuel usage data and engines hours are not recorded for that operating day, Permittee shall assume 100% load (full rated hp (kW)) for the emission calculations."",
      ""scope"": ""offshore wind farm operations"",
      ""numerical_value"": ""100"",
      ""unit"": ""%"",
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
      ""related_domains"": ""air emissions, environmental protection""
    },
    {
      ""type"": ""Environmental"",
      ""requirement"": ""For transit emissions from support vessels servicing or associated with the OCS sources, if actual fuel usage data and engines hours are not recorded for that operating day, Permittee can utilize the most representative load factors contained in the Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022)."",
      ""scope"": ""support vessels for offshore wind farm operations"",
      ""numerical_value"": """",
      ""unit"": """",
      ""source"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)"",
      ""related_domains"": ""air emissions, environmental"
27,22,"-----

##### Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05

𝓂

## P U = Power Used (hp or kW) =

����","Based on the provided document snippet, there is insufficient information to extract any regulatory or technical details related to offshore wind farm planning, construction, or operation. The snippet only includes a partial title (""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"") and an unrelated formula fragment (""P U = Power Used (hp or kW)"").  

Since no regulatory constraints, entities, or technical standards are identifiable, the output is:  

```json
{
  ""document_metadata"": {
    ""title"": ""Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05"",
    ""document_number"": ""OCS-R1-05"",
    ""Type of wind farm"": null
  },
  ""regulatory_constraints"": null,
  ""regulatory_entities"": null
}
```  

**Note**: If additional sections of the document are provided (e.g., permit conditions, environmental thresholds, or technical specifications), a more detailed extraction can be performed. For now, the response is `null` for regulatory content."
