model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method,threshold_level,relevance_category,priority_color
deepseek-chat,EWF-2023-001,Offshore,244,10,Environmental,All turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive 2022,environmental; spatial,0.1801943129430415,0.0055818782960515,0.3731591224660945,0.0443548387096774,0.5714285714285714,67,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,EWF-2023-001,Offshore,338,49,Environmental,All wind turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive 2022,environmental; spatial,0.1799095214998343,0.0074295735353079,0.3648201156286775,0.0443548387096774,0.5862068965517241,67,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,OWF-REG-2023-001,Offshore,26,11,Environmental,All offshore wind turbines must maintain a minimum distance of 1 km from marine protected areas.,European Union waters,1,km,EU Marine Spatial Planning Directive 2023,environmental; spatial,0.1796476351437584,0.0060671296438056,0.3734859920977427,0.0401606425702811,0.5714285714285714,63,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial); number of turbines per row (partial),True,1 km,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,DOC-2023-001,Offshore,355,48,Environmental,Wind turbines must maintain a minimum distance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2023,environmental; spatial,0.1784346089413514,0.0083269690750061,0.3658411579614883,0.0489795918367346,0.5555555555555556,65,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific,0.15,High Relevance,🟠
gemini-1.5-pro,5-32,Offshore,221,48,Environmental,Cable protection may be required for up to 10% of the route,BL England offshore export cable construction area,10.0,%,,cable protection; habitat preservation,0.175321310487281,0.0073639727878217,0.3335463113838768,0.0282258064516129,0.6666666666666666,37,outer continental shelf a (partial); torpedo testing area (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); missile testing area (partial),True,10.0 %,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,EWF-2023-001,Offshore,138,49,Environmental,All wind turbines must maintain a minimum clearance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2023,environmental; spatial,0.1748961752652481,0.0074295735353079,0.3648201156286775,0.0445344129554655,0.5357142857142857,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,OWF-REG-2023-001,Offshore,555,22,Environmental,All turbine foundations must avoid designated marine protected areas by a minimum buffer of 500 meters.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2022,environmental; spatial,0.1741083072318946,0.006748337637935,0.3580040567271844,0.0441767068273092,0.5517241379310345,69,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); foundation; turbine status (partial); design,True,500 meters,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,OWED-2023-001,Offshore,304,10,Environmental,Wind turbines must maintain a minimum distance of 500 meters from marine protected areas.,European Union waters,500,meters,EU Marine Spatial Planning Directive 2021,environmental; spatial,0.1725698154787479,0.0060671296438056,0.3734859920977427,0.0404858299595141,0.5,63,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial); number of turbines per row (partial),True,500 meters,comprehensive_scientific,0.15,High Relevance,🟠
gemini-1.5-pro,Page 3 of 93,Offshore,39,26,Technical,"The Lessee must submit a 48-hour notification to BSEE through TIMSWeb prior to the start of each of the following construction activities occurring on the OCS: met tower installation, seabed preparation activities such as boulder relocation and pre-lay grapnel runs, export cable installation, inter-array cable installation, WTG and OSS foundation installation, WTG tower and nacelle installation, OSS topside installation, and cable and scour protection installation.","Construction phase, Offshore wind farm components (Met tower, seabed, cables, foundations, WTG, OSS)",48,hours,,construction management; reporting requirements,0.1716676806226884,0.0140694673279372,0.3254848061931951,0.0577617328519855,0.5684210526315789,79,sea depth (partial); tower cost (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); foundation; farm power output (partial),True,48 hours,comprehensive_scientific,0.15,High Relevance,🟠
gpt-4o-mini,2.15,Offshore,60,26,Technical,"The use of cable protection measures must not exceed 10 percent of the total export and inter-array cable length, excluding cable crossings and approaches to foundations.",Export and inter-array cables,10,percent,Section 2.15.1,cable installation; marine engineering,0.1697008587788995,0.005638873600564,0.3233314173077747,0.03515625,0.6341463414634146,31,outer continental shelf a (partial); cut in wind speed (partial); foundation; cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); installation; distance to substation (partial),True,10 percent,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,NS-OW-2023-001,Offshore,327,48,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea Exclusive Economic Zone,1,km,Marine Spatial Planning Directive 2022,Environmental protection; Siting,0.1694656266965057,0.0074305230594517,0.3173436496402663,0.0564516129032258,0.6,74,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial),True,1 km,comprehensive_scientific,0.15,High Relevance,🟠
claude-3-haiku-20240307,,Offshore,221,48,Environmental,"Cable protection may be required for up to 10% of the route (up to 4 acres [1.62 hectares]) for the BL England offshore export cable construction area, and up to 10% of the route (up to 17 acres [6.88 hectares]) for the Oyster Creek offshore and inshore export cable construction areas.",Offshore export cable construction areas for BL England and Oyster Creek,10,Percent,Inspire 2021,Environmental,0.1689309988626854,0.0053453635351666,0.3518217194437092,0.0268199233716475,0.5588235294117647,33,outer continental shelf a (partial); cut in wind speed (partial); torpedo testing area (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); distance to substation (partial); gulf of mexico fishery management council (partial); missile testing area (partial),True,10 Percent,comprehensive_scientific,0.15,High Relevance,🟠
gemini-1.5-pro,,Offshore,65,26,Technical,The Lessee must carry out an initial foundation scour inspection within 6 months of completing the installation of each foundation location.,Foundation scour inspection,6,months,,scour protection; foundation integrity; inspection timing,0.1675042274303894,0.0031538885864855,0.398357293749425,0.024,0.4193548387096774,26,outer continental shelf a (partial); cut in wind speed (partial); foundation; min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); installation; gulf of mexico fishery management council (partial),True,6 months,comprehensive_scientific,0.15,High Relevance,🟠
gemini-1.5-pro,5-32,Offshore,221,48,Environmental,Cable protection may be required for up to 10% of the route,Oyster Creek offshore and inshore export cable construction area,10.0,%,,cable protection; habitat preservation,0.1673654204580748,0.0071650549052425,0.3245364565250543,0.028,0.6153846153846154,37,outer continental shelf a (partial); cut in wind speed (partial); torpedo testing area (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,10.0 %,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,OWED-2023-001,Offshore,35,10,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from marine protected areas.,European Union waters,500,meters,EU Marine Spatial Planning Directive 2021,environmental; spatial,0.1671947133618035,0.0051571673732908,0.3723997858083733,0.0362903225806451,0.4615384615384615,58,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial); number of turbines per row (partial),True,500 meters,comprehensive_scientific,0.15,High Relevance,🟠
gpt-4o-mini,41,Offshore,110,22,Technical,A lessee must submit a COP at least six months before the end of the site assessment term of a lease.,Site assessment phase,6,months,,permitting; site assessment,0.1670497637145848,0.0078718768032737,0.3222755407944642,0.032520325203252,0.6071428571428571,29,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment (partial); end date (partial); lease date (partial); number of turbines per row (partial); site name (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial),True,6 months,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,NS-OWF-2023-001,Offshore,415,10,Environmental,All turbines must maintain a minimum clearance of 500 meters from identified marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive (EU 2021/123),environmental; spatial,0.165886589299208,0.005235082795429,0.3499751872701215,0.044,0.5,67,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial),True,500 meters,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,OWED-2023-001,Offshore,207,10,Environmental,All offshore wind turbines must maintain a minimum clearance of 500 meters from marine protected areas.,European Union waters,500,meters,EU Marine Spatial Planning Directive 2023,environmental; spatial,0.1649111065753417,0.0050438435853121,0.3642166590421515,0.036,0.4642857142857143,58,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial); number of turbines per row (partial),True,500 meters,comprehensive_scientific,0.15,High Relevance,🟠
gpt-4o-mini,5-58,Offshore,211,49,Environmental,Cable protection may be required for up to 15 percent of the route (up to 139 acres [56.3 hectares]),Cable protection for offshore export cable routes,139,acres,,environmental impact assessment; marine habitat protection,0.1644137818422323,0.0064610283020832,0.3194484212286615,0.0358565737051792,0.5882352941176471,31,outer continental shelf a (partial); cut in wind speed (partial); impact assessment; cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,139 acres,comprehensive_scientific,0.15,High Relevance,🟠
claude-3-haiku-20240307,10-43,Offshore,364,48,Spatial,Cable protection shall be calculated using a 2.99 m total width,Cable protection areas,2.99,m,Ocean Wind 1 Offshore Wind Farm Essential Fish Habitat Assessment,Technical,0.1642551346072266,0.0106447347609111,0.2814123048170079,0.0445344129554655,0.6666666666666666,64,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); farm power output (partial); impact assessment (partial); torpedo testing area (partial); cable; number of turbines per row (partial); power line id (partial),True,2.99 m,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,NSW-REG-2023-004,Offshore,229,20,Environmental,Wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Marine spatial planning,0.1641246436596933,0.0089267243774901,0.2890597384001109,0.0566801619433198,0.625,67,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific,0.15,High Relevance,🟠
gemini-1.5-pro,"6-18, 6-19, 6-20",Offshore,277,48,Technical,Ocean Wind 1’s turbine array row spacing would be reduced from 1 nm between rows to no less than 0.99 nm between rows,Ocean Wind 1 turbine array row spacing,0.99,nm,,wind farm layout; turbine spacing,0.1636845350603075,0.0115872236875709,0.3213100132708971,0.0238095238095238,0.5789473684210527,40,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing; farm power output (partial); turbine status (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,0.99 nm,comprehensive_scientific,0.15,High Relevance,🟠
gemini-1.5-pro,3-446,Offshore,811,20,Technical,The inshore export cable [must be] buried to a depth of 6 feet (1.8 meters) below the lowest channel maintenance depth of the Indian River Bay federal navigation channel.,Inshore export cable,1.8,meters,,cable installation; navigation safety; dredging operations,0.1635062121328886,0.0066726889276771,0.3542610434413533,0.0352941176470588,0.475,35,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); installation,True,1.8 meters,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,NSW-REG-2023-001,Offshore,286,20,Environmental,All offshore wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Wind Regulatory Authority (NSWRA),Environmental protection; Marine spatial planning,0.1617203054117567,0.0087707102752446,0.2840077849987574,0.0562248995983935,0.6176470588235294,68,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); torpedo testing area (partial),True,1 km,comprehensive_scientific,0.15,High Relevance,🟠
gpt-4o-mini,,Offshore,196,26,Technical,"US Wind requested an easement width greater than 200 ft to safely accommodate installation of up to four export cables, as well as spacing of the cables at least three times the water depth to allow for maintenance, repair, and replacement of the export cables as needed.",Export cable installation,200,ft,30 C.F.R. § 585.622(b),cable installation; maintenance,0.1610377465601221,0.0077660318152384,0.2750308795201593,0.0410447761194029,0.6721311475409836,69,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine spacing (partial); end date (partial); min depth (partial); cable; current time (partial),True,200 ft,comprehensive_scientific,0.15,High Relevance,🟠
gemini-1.5-pro,,Offshore,59,26,Technical,"The Lessee must comply with cable burial conditions described in the COP by demonstrating proper burial depth of the installed submarine cables along at least 90 percent of the total export cable length on the OCS and 90 percent of the inter-array cable length, excluding cable crossings and approaches to foundations.",Export and inter-array cables on the OCS,90,percent,COP,cable burial,0.1586367012733288,0.0051703692931445,0.3194014916515499,0.0303030303030303,0.546875,33,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); foundation; min depth (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial),True,90 percent,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,DOC-2023-001,Offshore,20,49,Environmental,All turbines must maintain a minimum clearance of 500 meters from marine protected areas.,North Sea offshore wind projects,500,meters,Marine Spatial Planning Directive 2022,environmental; safety,0.1581837240325416,0.0054588165206357,0.3299369384473458,0.0443548387096774,0.4814814814814814,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific,0.15,High Relevance,🟠
gpt-4o-mini,36,Offshore,102,22,Technical,"The foundation structure, and a scour control system, if required based on potential seabed scour anticipated at the site, would occupy less than two acres.",Foundation structure,2,acres,,foundation design; environmental impact assessment,0.158106696802037,0.0050410510503248,0.3349693446370991,0.0355731225296442,0.4848484848484848,23,sea depth (partial); cooling system (partial); outer continental shelf a (partial); foundation; impact assessment; design; turbine position y (partial); site name (partial); wind speed at 10m (partial); landing site (partial),True,2 acres,comprehensive_scientific,0.15,High Relevance,🟠
gpt-4o-mini,3.6.7,Offshore,823,20,Spatial,areas within 1 mi (1.6 kilometer) of the export cable route and Lease Area that could affect future siting or operation of cables and pipelines,Cables and pipelines near export cable route and Lease Area,1,miles,,cables; pipelines; infrastructure planning,0.1572330301336626,0.0083006190990397,0.280580125585895,0.0316205533596837,0.6341463414634146,42,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); torpedo testing area (partial); cable; lease date (partial); number of turbines per row (partial); power line id (partial); cable type (partial); power line (partial),True,1 miles,comprehensive_scientific,0.15,High Relevance,🟠
gpt-4o-mini,3-72,Offshore,243,20,Technical,During installation of each monopile foundation US Wind plans to confine bottom disturbance to an area within a radius of 984 feet (300 meters) from the installation location.,Foundation installation,984,feet,,environmental impact assessment; marine construction,0.1565641613037951,0.009115126974111,0.3049297180451276,0.0433070866141732,0.5277777777777778,54,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); foundation; impact assessment; torpedo testing area (partial); number of turbines per row (partial); wind zone (partial); wind speed at 10m (partial); installation,True,984 feet,comprehensive_scientific,0.15,High Relevance,🟠
gpt-4o-mini,,Offshore,194,48,Environmental,Cable protection may be required for up to 10% of the route.,Cable installation activities,17,acres,Ocean Wind 2022,environmental impact assessment; marine habitat protection,0.1559915364778276,0.0083688732675645,0.2550463528999626,0.040650406504065,0.68,49,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; cable; number of turbines per row (partial); turbine position y (partial); wind zone (partial); cable type (partial); wind speed at 10m (partial),True,17 acres,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,NSOW-2023-0042,Offshore,205,11,Spatial,Minimum spacing between turbines shall be 5 times the rotor diameter in predominant wind direction,North Sea wind farm arrays,5,rotor diameters,North Sea Wind Power Hub Agreement,technical; energy production,0.1556834025816605,0.0137461872616704,0.2182316017417359,0.056910569105691,0.7333333333333333,75,sea depth (partial); wind direction; outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); power; turbine status (partial); min depth (partial),True,5 rotor diameters,comprehensive_scientific,0.15,High Relevance,🟠
gemini-1.5-pro,,Offshore,488,22,Safety,"If multiple piles are being driven, the field verification method may be used to modify the exclusion zone. Any new exclusion zone radius must be based on the most conservative measurement (i.e., the largest safety zone configuration) of the 160 dB zone. This zone must be used for all subsequent pile driving and be periodically re-evaluated based on the regular sound monitoring.",Pile driving during construction,160.0,dB,,acoustic impact; marine life protection,0.1550384010761146,0.0041787609167471,0.3365644595341466,0.032258064516129,0.4594594594594595,34,outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment (partial); life cycle (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial); danger zone (partial),True,160.0 dB,comprehensive_scientific,0.15,High Relevance,🟠
gpt-4o-mini,3.6.7,Offshore,823,20,Spatial,areas within 0.3 mi (0.5 kilometer) of the export cable route and Lease Area that could affect marine minerals extraction,Marine minerals extraction near export cable route and Lease Area,0.3,miles,,marine minerals; environmental impact assessment,0.1547763367256667,0.0091647303267788,0.2752804293516051,0.04,0.6052631578947368,46,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; min depth (partial); torpedo testing area (partial); cable; min kilovolt (partial); lease date (partial); number of turbines per row (partial),True,0.3 miles,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,30 CFR Part 585,Offshore,608,23,Spatial,Wind turbines must maintain a minimum spacing of 1 nautical mile between installations,U.S. Outer Continental Shelf,1,nautical mile,30 CFR § 585.213,navigation safety; turbine efficiency,0.1526706708440343,0.0089720379680494,0.28242100033753,0.044,0.5555555555555556,50,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); outer continental shelf name (partial); min kilovolt (partial); number of turbines per row (partial),True,1 nautical mile,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,NSW-2023-001,Offshore,288,23,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea marine protected zones,1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Spatial planning,0.1524928550956803,0.0079647312217684,0.2334354893916641,0.0526315789473684,0.6875,74,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial),True,1 km,comprehensive_scientific,0.15,High Relevance,🟠
deepseek-chat,OWED-2023-001,Offshore,190,48,Environmental,Wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive (EU 2022),wildlife protection; project siting,0.1515965258227597,0.007865746069385,0.2712785357611301,0.052,0.5666666666666667,59,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); life cycle (partial); min kilovolt (partial),True,1 km,comprehensive_scientific,0.15,High Relevance,🟠
