model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method,threshold_level,relevance_category,priority_color
gpt-4o-mini,,Offshore,114,26,Technical,"A comprehensive list and shapefile of locations of boulders that would be relocated (latitude, longitude), boulder dimensions (m), buffer radius (m), areas of active (within last 5 years) fishing (latitude, longitude), areas where boulders greater than 2 m in diameter are anticipated to occur (latitude, longitude), and identification of approximate areas to which boulders would be relocated (latitude, longitude).",Boulder relocation planning,2,meters,,site management; fishing activity; geospatial analysis,0.144849773837206,0.0052037106744885,0.2722414781281015,0.0446096654275092,0.5217391304347826,64,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); torpedo testing area (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); rotor diameter (partial); site name (partial),True,2 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,"2.13, 2.14",Offshore,59,26,Technical,The Lessee must comply with cable burial conditions described in the COP by demonstrating proper burial depth of the installed submarine cables along at least 90 percent of the total export cable length on the OCS and 90 percent of the inter-array cable length.,Export and inter-array cables,90,percent,Approved COP,cable burial; monitoring,0.1438567640279458,0.0050264516258301,0.2797673363088859,0.0306513409961685,0.5178571428571429,33,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); distance to substation (partial),True,90 percent,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,"2.19.2, 2.20, 2.20.1, 2.20.2, 2.20.3",Offshore,65,26,Technical,The Lessee must carry out an initial foundation scour inspection within 6 months of completing the installation of each foundation location; thereafter at intervals not greater than 5 years; and within 180 days after a storm event.,Foundation locations in offshore wind farms,6,months,,structural integrity; environmental monitoring,0.1435092005229004,0.0056802923474923,0.3043324674183582,0.0413533834586466,0.4166666666666667,51,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); foundation; farm power output (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial); installation,True,6 months,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,5.11,Offshore,143,26,Technical,"Hammer energies must not exceed 4,400 kilojoules (kJ) for monopile installation.",Monopile installation,4400,kJ,,installation standards,0.140782092689465,0.0032088883437481,0.3838646966268986,0.0040485829959514,0.2352941176470588,11,outer continental shelf a (partial); cut in wind speed (partial); wind speed at 10m (partial); installation; wind speed at 50m (partial); specific humidity at 2m (partial); temperature at 2m (partial); turbine installation (partial); relative humidity at 2m (partial); installation method (partial),True,4400 kJ,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,65,26,Technical,The Lessee must carry out foundation scour inspections at intervals not greater than 5 years.,Foundation scour inspection,5,years,,scour protection; foundation integrity; inspection timing,0.1392867473414764,0.0018446920220022,0.3444962351089184,0.016,0.32,17,outer continental shelf a (partial); cut in wind speed (partial); foundation; min depth (partial); min kilovolt (partial); turbine position y (partial); wind speed at 10m (partial); year established (partial); wind speed at 50m (partial); specific humidity at 2m (partial),True,5 years,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,5.3.4,Offshore,114,26,Technical,"The plan must include a comprehensive list and shapefile of locations of boulders that would be relocated (latitude, longitude), boulder dimensions (m), buffer radius (m), areas of active (within last 5 years) fishing (latitude, longitude), areas where boulders greater than 2 m in diameter are anticipated to occur (latitude, longitude), and identification of approximate areas to which boulders would be relocated (latitude, longitude).",Boulder relocation,2,m,,reporting; GIS; fishing industry impact,0.1388176202751077,0.0036995915710421,0.2715755531103669,0.0328467153284671,0.4929577464788732,55,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment (partial); torpedo testing area (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); rotor diameter (partial); wind speed at 10m (partial),True,2 m,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,5.11,Offshore,143,26,Technical,"Hammer energies must not exceed 1,500 kJ for 3-m pin pile installation.",3-m pin pile installation,1500,kJ,,installation standards,0.1385925126695301,0.0029203094175206,0.3493433141097816,0.0040160642570281,0.3181818181818182,11,outer continental shelf a (partial); cut in wind speed (partial); wind speed at 10m (partial); installation; wind speed at 50m (partial); specific humidity at 2m (partial); temperature at 2m (partial); turbine installation (partial); relative humidity at 2m (partial); installation method (partial),True,1500 kJ,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,5.10.4,Offshore,138,26,Technical,"The Lessee must conduct continuous recording at least 1 year before the start of pile installation, through pile installation, initial operation, and for at least 3 but no more than 10 full calendar years of operations to monitor for potential impacts.","Lease Area, Pile Installation, Operation",1,year,Section 5.10.4,acoustic monitoring; impact assessment,0.137648102094753,0.0065099557927709,0.2443143021979816,0.0451127819548872,0.5272727272727272,49,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; end date (partial); torpedo testing area (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial),True,1 year,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,"2.17.2, 2.17.3, 2.18",Offshore,63,26,Technical,"The Lessee must submit the data used to make the determination, a seabed stability analysis and/or cable integrity analysis, a plan for remedial actions, and a schedule for the proposed work within 90 days of making the determination.",Cable corridor and cable state,90,days,BSEE regulations,cable integrity; seabed stability; remedial actions,0.1372652678177316,0.0034038452166312,0.2868018606379963,0.0229007633587786,0.4528301886792453,46,sea depth (partial); outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); min depth (partial); cable; min kilovolt (partial); number of turbines per row (partial); power line id (partial),True,90 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,"2.17.2, 2.17.3, 2.18",Offshore,63,26,Technical,"The Lessee must submit to BSEE a seabed stability analysis and/or cable integrity analysis, a remedial action plan, and a schedule for completing remedial actions within 90 days of being notified.",Cable corridor and cable state,90,days,BSEE regulations,cable integrity; seabed stability; remedial actions,0.1350964759857359,0.0034722642624041,0.292566726071609,0.0231660231660231,0.4130434782608695,39,sea depth (partial); outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); cable; number of turbines per row (partial); power line id (partial); turbine position y (partial); cable type (partial),True,90 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,Page 84 of 93,Offshore,172,26,Spatial,The Lessee must shift the WTG foundation at UD-03 up to 5 percent of the inter-turbine spacing distance.,Micro-siting around ASLFs that cannot be avoided by 164-foot buffers.,246,feet,"Project Section 106 MOA, Stipulation I",turbine foundation placement; marine resource protection,0.1324314941522981,0.0102077735995248,0.217569879306169,0.0494296577946768,0.5319148936170213,58,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing; foundation; turbine status (partial); number of turbines per row (partial); power line id (partial),True,246 feet,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,5.11,Offshore,143,26,Technical,"Hammer energies must not exceed 1,500 kJ for Met tower pin pile installation.",Met tower pin pile installation,1500,kJ,,installation standards,0.1311600527428203,0.0033311634899832,0.2910186440397656,0.0080645161290322,0.4090909090909091,18,tower cost (partial); outer continental shelf a (partial); cut in wind speed (partial); wind speed at 10m (partial); installation; distance to substation (partial); distance to population center (partial); wind speed at 50m (partial); specific humidity at 2m (partial); temperature at 2m (partial),True,1500 kJ,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,,Offshore,114,26,Technical,A summary and detailed description of locations along the cable routes and wind turbine areas where surface and subsurface boulders greater than 0.5 m in diameter have been found.,Cable routes and wind turbine areas,0.5,meters,,geological survey; site assessment,0.1304241052783092,0.0120309695400717,0.1759510620335223,0.0470588235294117,0.6341463414634146,69,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); impact assessment (partial); torpedo testing area (partial); cable; number of turbines per row (partial),True,0.5 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,63,26,Technical,"If the Lessee determines that remedial actions are warranted, the Lessee must submit the following to BSEE within 90 days of making the determination: the data used to make the determination, a seabed stability analysis and/or cable integrity analysis, a plan for remedial actions, and a schedule for the proposed work.",Cable corridor and cable condition,90,days,BSEE,cable integrity; seabed stability; maintenance,0.1297416357219162,0.0030516631373064,0.2676445284223169,0.0223880597014925,0.4375,42,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); min depth (partial); cable; min kilovolt (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,90 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,Page 71 of 93,Offshore,154,26,Technical,"The Lessee must provide, as soon as they are available but no later than 48 hours after the installation of each of the first three monopiles and full jacket foundations (inclusive of all pin/skirt piles for a specific jacket foundation), the initial results of the SFV measurements in an interim report.",Offshore wind farm construction (Monopile and Jacket foundation installation),48,hours,,reporting; construction monitoring; foundation installation,0.1285632690836582,0.0055540946877575,0.2451707845390084,0.0326086956521739,0.4626865671641791,50,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); foundation; farm power output (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind zone (partial),True,48 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,63,26,Technical,"If BSEE determines that remedial actions are warranted, the Lessee must submit to BSEE within 90 days of being notified: a seabed stability analysis and/or cable integrity analysis, a remedial action plan, and a schedule for completing remedial actions.",Cable corridor and cable condition,90,days,BSEE,cable integrity; seabed stability; maintenance,0.1277502497217747,0.0031725568270881,0.2782474466131549,0.0227272727272727,0.3846153846153846,41,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); min depth (partial); cable; min kilovolt (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,90 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,5.3.7,Offshore,117,26,Jurisdictional,"The Lessee must submit the Scour and Cable Protection Plan(s) to BOEM and BSEE for a 60-day review, at least 120 days prior to placement of scour and cable protection.",Submission of Scour and Cable Protection Plan(s).,120,days,BOEM and BSEE regulations,regulatory compliance; project planning,0.1276263784086484,0.0041198172336132,0.2155646989328183,0.0346153846153846,0.543859649122807,37,outer continental shelf a (partial); regulation; cut in wind speed (partial); caribbean fishery management council (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); distance to substation (partial),True,120 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,"2.19.2, 2.20, 2.20.1, 2.20.2, 2.20.3",Offshore,65,26,Technical,The Lessee must provide BOEM and BSEE with a foundation scour monitoring report within 90 days of completing each foundation scour inspection.,Foundation scour monitoring for offshore wind farms,90,days,,reporting; environmental monitoring,0.1267528122402887,0.0038827882049583,0.275702321099233,0.0232558139534883,0.3783783783783784,52,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); foundation; farm power output (partial); caribbean fishery management council (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,90 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,117,26,Jurisdictional,"The Lessee must submit the Scour and Cable Protection Plan(s) to BOEM and BSEE for a 60-day review (in coordination with NMFS GARFO-HESD), at least 120 days prior to placement of scour and cable protection.",Scour and Cable Protection Plan,60,days,,permitting; environmental review,0.1265068059357741,0.0034254500532087,0.2399805073165492,0.0304182509505703,0.4705882352941176,30,outer continental shelf a (partial); cut in wind speed (partial); caribbean fishery management council (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,60 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,5.3.4,Offshore,114,26,Technical,The plan must include a summary and detailed description of locations along the cable routes and wind turbine areas where surface and subsurface boulders greater than 0.5 m in diameter have been found.,Cable routes and wind turbine areas,0.5,m,,site investigation; geology,0.1262519910570102,0.0113699319023869,0.1727108338315778,0.0426356589147286,0.6136363636363636,68,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); torpedo testing area (partial); cable; number of turbines per row (partial); turbine position y (partial),True,0.5 m,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,5.3.3.1,Offshore,110,26,Technical,"The Micrositing Plan(s) must include a figure for each microsited cable segment, including benthic habitat delineations showing sensitive benthic habitat (NOAA Complexity Categories) and locations of boulders greater than or equal to 0.5 m in diameter.",Micrositing Plan(s) for cable segments,0.5,meters,Section 5.3.3.1,benthic habitat assessment; cable routing; environmental impact assessment,0.1259881494949952,0.0049372157419198,0.2104334769941338,0.037174721189591,0.5344827586206896,43,outer continental shelf a (partial); cut in wind speed (partial); impact assessment; cable; number of turbines per row (partial); power line id (partial); turbine position y (partial); cable type (partial); power line (partial); rotor diameter (partial),True,0.5 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,Page 84 of 93,Offshore,172,26,Spatial,The Lessee must shift the WTG foundation at UD-03 up to 5 percent of the inter-turbine spacing distance (±246 feet [75 meters] in the east-west direction and approximately 312 feet [95 meters] in the north-south direction).,WTG foundation at UD-03,5,percent,"Project Section 106 MOA, Stipulation I",environmental impact assessment; avian protection; project layout,0.1257451959789605,0.0099211677407512,0.161771706370691,0.0646387832699619,0.6031746031746031,55,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing; foundation; turbine status (partial); impact assessment; number of turbines per row (partial); turbine position y (partial),True,5 percent,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,5.4,Offshore,118,26,Technical,The Lessee must complete post-construction geophysical surveys required as part of the Post-Installation Cable Monitoring capable of detecting bathymetry changes of 0.5 meters or less.,Cable routes post-construction,0.5,meters,,bathymetric survey; cable monitoring,0.1256709776195908,0.0037596381530316,0.259410346404455,0.0155038759689922,0.4324324324324324,29,metric; outer continental shelf a (partial); cut in wind speed (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); installation; distance to substation (partial),True,0.5 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,Page 30 of 93,Offshore,83,26,Technical,"Not less than 60 days prior to commencing offshore construction activities, the Lessee must provide the USCG with a plan that describes the schedule and process for seabed preparation, export and inter-array cable installation, and WTGs and OSSs installation.",Construction phase,60,days,USCG regulations,installation planning; construction management,0.1254188001405005,0.0041009769906076,0.2453909742194906,0.0263157894736842,0.4489795918367347,53,sea depth (partial); outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); cable; number of turbines per row (partial); power line id (partial); turbine position y (partial),True,60 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,65,26,Technical,"The Lessee must carry out a foundation scour inspection within 180 days after a storm event (as defined in the Post-Storm Event Monitoring Plan, described in Section 2.21).",Foundation scour inspection,180,days,,scour protection; foundation integrity; post-storm inspection,0.1252839450937539,0.0036869713132563,0.2561851528529124,0.0274509803921568,0.4146341463414634,24,outer continental shelf a (partial); cut in wind speed (partial); foundation; turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); operational event (partial); distance to population center (partial); wind speed at 50m (partial); power monitoring (partial),True,180 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,Page **27** of **93**,Offshore,79,26,Technical,"Every 2 weeks during months in which installation activities are ongoing, the Lessee must provide BSEE, BOEM, and the USCG with a construction status update and any changes to the schedule or process described in the plan required by Section 3.2.1 (Installation Schedule).",Construction phase of offshore wind farm,2,weeks,Section 3.2.1 (Installation Schedule),reporting; project management,0.1251284181098302,0.0062259052400996,0.2253093571500402,0.0367647058823529,0.4769230769230769,64,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); farm power output (partial); turbine status (partial); end date (partial); status; caribbean fishery management council (partial); lease date (partial),True,2 weeks,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,5.4,Offshore,118,26,Technical,The Lessee must capture bathymetry changes greater than 3 feet during the first and second post-installation surveys along the cable routes.,Cable routes post-construction,3,feet,,bathymetric survey; cable monitoring,0.1244529338175767,0.0039893306298837,0.294184623498314,0.01171875,0.3225806451612903,25,metric; outer continental shelf a (partial); cut in wind speed (partial); cable; turbine position y (partial); cable type (partial); wind speed at 10m (partial); installation; distance to substation (partial); distance to population center (partial),True,3 feet,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,5.3.3,Offshore,110,26,Technical,"The Micrositing Plan(s) must include a figure for each microsited cable segment, including benthic habitat delineations showing sensitive benthic habitat (NOAA Complexity Categories) and locations of boulders greater than or equal to 0.5 m in diameter.",Micrositing plan for cable segments,0.5,m,,cable laying; documentation; benthic habitat mapping,0.1230266815173555,0.003724290316142,0.2184815200920094,0.0299625468164794,0.5,40,outer continental shelf a (partial); cut in wind speed (partial); cable; number of turbines per row (partial); power line id (partial); turbine position y (partial); cable type (partial); power line (partial); rotor diameter (partial); site name (partial),True,0.5 m,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,213,26,Environmental,21 of the 29 conservation recommendations (provided by NMFS) must be applied to the Project,The Project,21,,"NMFS conservation recommendations (May 2, 2024), BOEM response (July 12, 2024)",environmental impact assessment; marine life protection; Essential Fish Habitat (EFH),0.1216498103427781,0.0041290412170041,0.2214571578144951,0.046875,0.4418604651162791,48,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; end date (partial); caribbean fishery management council (partial); life cycle (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,21,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,Page 17 of 93,Offshore,60,26,Safety,The use of cable protection measures through the proposed Cape Charles to Delaware Bay Shipping Safety Fairway should be limited in extent and vertical profile to maintain vessel navigability. Cable protection measures through the proposed fairway should not result in more than a 20 percent reduction in the measured water depth above the protection measure.,Cape Charles to Delaware Bay Shipping Safety Fairway,20,percent,Section 2.15.2,navigational safety; cable protection,0.1211647482424498,0.0034293303501892,0.2520052209608256,0.0334572490706319,0.375,31,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); distance to substation (partial),True,20 percent,comprehensive_scientific,0.1,Medium-High Relevance,🟡
claude-3-haiku-20240307,,Offshore,83,26,Jurisdictional,"Not less than 60 days prior to commencing offshore construction activities, the Lessee must provide the USCG with a plan that describes the schedule and process for seabed preparation, export and inter-array cable installation, and WTGs and OSSs installation, including all planned mitigations to be implemented to minimize any adverse impacts to navigation while installation is ongoing.",Entire lease area,60,days,3.2.1,Jurisdictional,0.1209031588779963,0.0052868263258451,0.2329483180039071,0.0248226950354609,0.4393939393939394,66,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment (partial); min depth (partial); torpedo testing area (partial); cable; min kilovolt (partial); lease date (partial),True,60 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
