model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method,threshold_level,relevance_category,priority_color
gpt-4o-mini,OCS-R1-05,Offshore,32,27,Technical,Leak rate of SF6 shall not exceed 0.5% per year from the MV and HV SWGs on the OSS.,Offshore Substation Structures (OSS),0.5,%,40 C.F.R. Part 52.21,emissions control; air quality management,0.136152702397876,0.0034658121950945,0.2715609204337793,0.0229007633587786,0.4871794871794871,24,outer continental shelf a (partial); caribbean fishery management council (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); year established (partial); wind speed at 50m (partial),True,0.5 %,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,page 23 of 28,Offshore,50,40,Environmental,"must provide the initial results of the SFV measurements to NMFS Office of Protected Resources in an interim report after each foundation installation event and each UXO/MEC detonation event as soon as they are available and prior to a subsequent detonation or foundation installation, but no later than 48 hours after each completed foundation installation event and 48 hours after a detonation.",Offshore wind farm construction (foundation installation and UXO/MEC detonation),48.0,hours,50 CFR 217.265(g)(8),marine mammal protection; environmental monitoring; acoustic impact assessment,0.1341648719191182,0.0082740799589771,0.2450388089085844,0.053763440860215,0.4659090909090909,65,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); foundation; farm power output (partial); impact assessment; number of turbines per row (partial); power line id (partial); turbine position y (partial),True,48.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-chat,NSOW-REG-2023-0042,Offshore,16,27,Spatial,Minimum distance between turbines shall be 5 times the rotor diameter,Wind farm layout,5,rotor diameters,IEC 61400-3,technical; safety,0.1334254233050583,0.0094633575045296,0.2299068803630481,0.0283400809716599,0.55,62,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); turbine status (partial); min depth (partial); current time (partial); down time (partial),True,5 rotor diameters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4.1,OCS-R1-05,Offshore,40,27,Technical,"Records documenting the make, model, maximum rated horsepower, engine displacement (L/cylinder), and manufacturing date of: engine(s) located on the OSS and WTG(s), all engines on vessels that meet the definition of an OCS source, and all engines on vessels servicing or associated with the OCS facility when those vessels are at the OCS facility, or en route to or from the OCS facility and are within 25 NM of the OCS facility’s centroid. This includes domestic and/or foreign-flagged vessels. The records should be maintained during pre-construction, construction, and operation activities.","Engines on OSS, WTG(s), and all vessels as OCS sources within 25 NM of the OCS facility centroid during pre-construction, construction, and operation",25.0,NM,"Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Section 6",emissions compliance; equipment documentation; operational monitoring,0.133008172461799,0.0072831297501886,0.2163105539191956,0.0493421052631578,0.5533333333333333,83,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); power; turbine status (partial); end date (partial),True,25.0 NM,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-reasoner,,Offshore,25,18,Technical,Minimum clearance between the lowest point of the rotor blade and the highest astronomical tide must be 22 meters,Atlantic Outer Continental Shelf (OCS),22,meters,BOEM,"Technical, Safety",0.1322849155485607,0.0055793691873001,0.2562631842507183,0.0314960629921259,0.46875,52,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); min depth (partial); outer continental shelf name (partial); min kilovolt (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,22 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-chat,NOWED-2023-001,Offshore,31,44,Spatial,No construction within 15 nautical miles of designated marine mammal migration corridors,Atlantic offshore lease areas,15,nautical miles,Marine Mammal Protection Act,wildlife protection; siting,0.1309726543448487,0.0037904644257986,0.2293735637144678,0.0323886639676113,0.5416666666666666,52,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); design; life cycle (partial); torpedo testing area (partial); lease date (partial); number of turbines per row (partial); power line id (partial); wind speed at 10m (partial),True,15 nautical miles,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,page 7 of 28,Offshore,13,40,Technical,"Hammer energies must not exceed 4,000 kilojoules for monopile installation.",Monopile installation,4000.0,kilojoules,50 CFR 217.264(c)(5),noise pollution; installation procedure,0.1303333952931353,0.0027662130932082,0.3309094727146072,0.0039370078740157,0.2916666666666667,12,outer continental shelf a (partial); cut in wind speed (partial); wind speed at 10m (partial); installation; wind speed at 50m (partial); specific humidity at 2m (partial); temperature at 2m (partial); turbine installation (partial); oc sw (partial); relative humidity at 2m (partial),True,4000.0 kilojoules,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,50 CFR 217.265(g)(8),Offshore,50,40,Technical,"must provide the initial results of the SFV measurements to NMFS Office of Protected Resources in an interim report after each foundation installation event and each UXO/MEC detonation event as soon as they are available and prior to a subsequent detonation or foundation installation, but no later than 48 hours after each completed foundation installation event and 48 hours after a detonation.",Foundation installation and UXO/MEC detonation events,48.0,hours,50 CFR 217.265(g)(8),marine mammal protection; construction reporting; acoustic monitoring,0.130261487285331,0.0058359947870448,0.2494395042509165,0.0392857142857142,0.4523809523809524,48,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); foundation; number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); installation; distance to substation (partial),True,48.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-chat,NSW-2023-45,Offshore,30,44,Environmental,All turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Spatial planning,0.1298481900920831,0.0076213346062994,0.1763240574172435,0.0528455284552845,0.6333333333333333,66,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,1 km,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,,Offshore,16,44,Spatial,The percentage of area that is desirable or required to be covered by the hydrophone spacing needs to be considered.,Operating area,100.0,%,,acoustic monitoring; marine biology; environmental impact assessment,0.1297828308300765,0.0064487876284005,0.2112177812367126,0.0358565737051792,0.5666666666666667,46,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine spacing (partial); impact assessment; torpedo testing area (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial),True,100.0 %,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,50 CFR 217.265(g)(13)(ii),Offshore,55,40,Environmental,"If a North Atlantic right whale is observed at any time by PSOs or project personnel, LOA Holder must submit a summary report to NMFS within 24 hours.",All project activities involving PSOs or project personnel,24.0,hours,50 CFR 217.265(g)(13)(ii),marine mammal protection; reporting requirements,0.1285923108853268,0.002950682196811,0.2594615907967061,0.0335820895522388,0.4285714285714285,26,outer continental shelf a (partial); cut in wind speed (partial); current time (partial); down time (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); time; distance to substation (partial); distance to population center (partial),True,24.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,3,Offshore,18,34,Jurisdictional,The Lessee must notify the Lessor within 24 hours of discovery.,Project area,24.0,hours,Outer Continental Shelf Lands Act (30 CFR § 585.802(b)),cultural resource management; archaeological preservation,0.1285149644686943,0.0068442853184817,0.2603290913268295,0.0314960629921259,0.4137931034482758,36,outer continental shelf a (partial); cut in wind speed (partial); caribbean fishery management council (partial); torpedo testing area (partial); outer continental shelf name (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial); missile testing area (partial),True,24.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,,Offshore,16,44,Spatial,aim to have 100% coverage of the acoustic radius of a calling North Atlantic right whale individual within the lease block areas and 50% coverage outside of the areas.,Lease block areas and surrounding areas,50.0,%,,marine biology; environmental impact assessment,0.1272479188356547,0.0047186984086578,0.201890754408896,0.0434782608695652,0.5609756097560976,56,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; torpedo testing area (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial),True,50.0 %,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-reasoner,BOEM-2023-001,Offshore,11,18,Spatial,Wind turbine generators shall maintain a minimum clearance of 1.0 nautical mile from established shipping lanes.,U.S. Outer Continental Shelf,1.0,nautical mile,BOEM 30 CFR § 585.657(a)(3),"Navigation Safety, Marine Traffic",0.1268463991023956,0.0077538549628246,0.2350460217259805,0.0424710424710424,0.4473684210526316,61,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); caribbean fishery management council (partial); min depth (partial); outer continental shelf name (partial); min kilovolt (partial),True,1.0 nautical mile,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-reasoner,OCS Guideline 2023-01,Offshore,3,18,Technical,Wind turbine foundations shall be designed to withstand a 100-year return period extreme environmental loading event.,All offshore wind turbine structures on the Outer Continental Shelf,100,year return period,BSEE Structural Design Standards (30 CFR § 585.701),"technical, safety",0.1261429863885254,0.0110710699424021,0.2133085022985228,0.0386100386100386,0.5,59,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; turbine status (partial); load; design; outer continental shelf name (partial),True,100 year return period,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,(c)(15),Offshore,21,40,Technical,The SFV Plan must describe how LOA Holder would ensure that the first three monopile foundation installation sites selected for SFV measurements are representative of the rest of the monopile installation sites.,Monopile foundation installation sites,3.0,sites,NMFS Office of Protected Resources,marine mammal monitoring; sound attenuation,0.1254402016280481,0.0031076141075411,0.2285105784201395,0.0229007633587786,0.5106382978723404,31,outer continental shelf a (partial); cut in wind speed (partial); foundation; number of turbines per row (partial); site name (partial); wind speed at 10m (partial); installation; distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,3.0 sites,comprehensive_scientific,0.1,Medium-High Relevance,🟡
claude-3-haiku-20240307,,Offshore,44,40,Environmental,"PSOs must monitor the clearance zone for the presence of marine mammals for 30 minutes before, throughout the installation of the sheet piles (and casing pipe, if installed), and for 30 minutes after all vibratory pile driving activities have ceased.",Offshore wind farm construction,30,minutes,Offshore Wind Farm Regulations,Environmental; Safety,0.1252014095958398,0.0066617801727401,0.2496272147643143,0.0225563909774436,0.4313725490196078,51,wind direction (partial); outer continental shelf a (partial); regulation; cut in wind speed (partial); zone; farm power output (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial),True,30 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,page 7 of 28,Offshore,13,40,Technical,"Hammer energies must not exceed 2,500 kJ for pin pile installation.",Pin pile installation,2500.0,kJ,50 CFR 217.264(c)(5),noise pollution; installation procedure,0.1229776494602859,0.0025194286873474,0.3013877783020868,0.0039215686274509,0.3076923076923077,12,outer continental shelf a (partial); cut in wind speed (partial); wind speed at 10m (partial); installation; wind speed at 50m (partial); specific humidity at 2m (partial); temperature at 2m (partial); turbine installation (partial); oc sw (partial); relative humidity at 2m (partial),True,2500.0 kJ,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,25 of 29,Offshore,42,27,Technical,The Permittee shall provide written notification to the EPA at least 7 days prior to the first WTG entering first power.,First power generation of the first WTG,7.0,days,,commissioning; power generation,0.121549315226252,0.011775867471704,0.2346380835895996,0.0239043824701195,0.4166666666666667,63,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); power; turbine status (partial); number of turbines per row (partial),True,7.0 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,1.6 - 1.8,Offshore,6,34,Environmental,The Lessee must ensure all vessels maintain a separation distance of 50 meters (164 ft) or greater from any sighted sea turtle.,Marine environment around the wind farm site.,50.0,meters,,marine wildlife protection; environmental impact assessment,0.1211097955922752,0.0078777008614485,0.1766379832875264,0.0470588235294117,0.5555555555555556,49,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); impact assessment; life cycle (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,50.0 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,OCS-R1-05,Offshore,44,27,Jurisdictional,The ability to construct an OCS source under this permit shall become invalid if construction is not commenced within 18 months after the effective date of this Permit.,Outer Continental Shelf construction,18,months,40 C.F.R. § 55.6(b)(4),construction timelines; permitting,0.1206981812961787,0.0036565869970635,0.2385311543102106,0.0224719101123595,0.4318181818181818,46,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); end date (partial); current time (partial); down time (partial); outer continental shelf name (partial); lease date (partial); number of turbines per row (partial); power line id (partial),True,18 months,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,50 CFR 217.264(c)(6),Offshore,14,40,Technical,Any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m[3]/(minute*m).,Impact pile driving phase,0.5,m[3]/(minute*m),50 CFR 217.264(c)(9)(ii),noise control; environmental impact assessment,0.1203463517376865,0.0023437740648275,0.2316047035074967,0.0188679245283018,0.4615384615384615,23,outer continental shelf a (partial); cut in wind speed (partial); impact assessment; min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,0.5 m[3]/(minute*m),comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-reasoner,OWF-REG-2023-004,Offshore,19,18,Spatial,Maintain minimum distance of 1.5 km between any turbine foundation and existing submarine cables,All offshore wind farm developments in designated maritime zones,1500,meters,"Offshore Infrastructure Protection Act, Section 8(2)(c)",Technical; Safety,0.1201541642305929,0.0070678419656482,0.1584002587912794,0.0347490347490347,0.6285714285714286,66,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; zone; farm power output (partial); turbine status (partial); design,True,1500 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,3,Offshore,18,34,Jurisdictional,The Lessee must notify the Lessor in writing via report to BOEM within 72 hours of its discovery.,Project area,72.0,hours,Outer Continental Shelf Lands Act (30 CFR § 585.802(b)),cultural resource management; archaeological preservation,0.1188343947605035,0.006553282837572,0.2285008212547752,0.0383141762452107,0.4,42,outer continental shelf a (partial); cut in wind speed (partial); caribbean fishery management council (partial); torpedo testing area (partial); outer continental shelf name (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,72.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,,Offshore,22,40,Technical,LOA Holder must submit a Passive Acoustic Monitoring Plan (PAM Plan) to NMFS Office of Protected Resources for review and approval at least 180 days prior to the planned start of foundation installation activities (impact pile driving) and abide by the Plan if approved.,Foundation installation activities (impact pile driving),180.0,days,NMFS Office of Protected Resources,environmental impact assessment; marine mammal protection,0.1186983184049273,0.0042845179692521,0.1798246133696555,0.0490566037735849,0.532258064516129,45,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); foundation; impact assessment; number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); installation,True,180.0 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,8,34,Spatial,"The 7 km (22,966 ft) exclusion zone must be monitored from two locations.",Pile driving activities,7.0,km,,marine mammal protection; sea turtle protection; pile driving operations,0.1186389278012973,0.002603160983878,0.2279710473379898,0.0238095238095238,0.4444444444444444,24,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; number of turbines per row (partial); wind zone (partial); wind speed at 10m (partial); danger zone (partial); distance to substation (partial); distance to population center (partial),True,7.0 km,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,21,40,Environmental,LOA Holder must submit a SFV Plan to NMFS Office of Protected Resources for review and approval at least 180 days prior to planned start of foundation installation activities and abide by the Plan if approved.,Offshore wind farm foundation installation,180.0,days,NMFS Office of Protected Resources,environmental impact assessment; marine mammal protection,0.1180333698897867,0.0063371653379842,0.160555869403428,0.053639846743295,0.5660377358490566,57,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); foundation; farm power output (partial); impact assessment; number of turbines per row (partial); power line id (partial); turbine position y (partial),True,180.0 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4.1,"OCS-R1-05, Section V, Section VI, Page 21 of 29",Offshore,34,27,Environmental,The Permittee shall obtain a minimum of 6.43 tons per year of VOC CERCs prior to the beginning of the Operational Phase Start Date for CERCs shall be obtained in accordance with Section V(A)(1).,"Operational phase, Outer Continental Shelf wind farm project",6.43,tons per year (VOC CERCs),"40 C.F.R. § 55.5(d), 310 CMR 7.00 Appendix A, 310 CMR 7.0 Appendix B",air emissions; environmental compliance; operational permitting,0.1154811603540649,0.0068520302117308,0.170290726025903,0.0547445255474452,0.5070422535211268,55,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); end date (partial); min depth (partial); outer continental shelf name (partial); min kilovolt (partial); lease date (partial); number of turbines per row (partial),True,6.43 tons per year (VOC CERCs),comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,OCS-R1-05,Offshore,48,27,Jurisdictional,Notification shall be sent by letter with a copy forwarded within five (5) days to the EPA.,Ownership and Operation,5.0,days,"Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05, Section XII.A",permitting; notification; ownership transfer,0.1148603544522891,0.0028299917570705,0.2348893158368527,0.0189393939393939,0.3947368421052631,22,outer continental shelf a (partial); cut in wind speed (partial); outer continental shelf name (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); distance to population center (partial); wind speed at 50m (partial); impact area uri (partial),True,5.0 days,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,8,34,Environmental,"At least two PSOs on simultaneous watch must be based at or near the sound source and will be responsible for monitoring out to 1,000 m (3,281 ft) from the sound source.",Pile driving activities,1000.0,m,,marine mammal protection; sea turtle protection; pile driving operations; protected species observation,0.1143192858491189,0.0020808878157671,0.1865604457677694,0.037593984962406,0.5,24,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); wind speed at 10m (partial); distance to substation (partial); distance to population center (partial); naval operations area (partial); wind speed at 50m (partial); power monitoring (partial),True,1000.0 m,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-chat,N/A (Example Document),Offshore,18,44,Environmental,Noise levels during construction must not exceed 160 dB re 1 µPa at 750 meters from the source.,Marine environments in U.S. waters,160,dB re 1 µPa,Environmental Protection Agency (EPA),Environmental; Marine Life Protection,0.1140346940981272,0.0022947666096813,0.2200776144320772,0.0233463035019455,0.4242424242424242,19,outer continental shelf a (partial); cut in wind speed (partial); life cycle (partial); turbine position y (partial); wind speed at 10m (partial); water bodies (partial); mgmt agency (partial); wind speed at 50m (partial); gen efficiency (partial); impact area uri (partial),True,160 dB re 1 µPa,comprehensive_scientific,0.1,Medium-High Relevance,🟡
