YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 01 02 15 00 138  5.6  7.0  0.68  7.14  3.94 999 1023.1   8.5   7.6   4.9 99.0 99.00
2006 01 02 16 00 124  5.8  7.0  0.68 10.00  4.15 999 1021.8   8.6   7.6   5.5 99.0 99.00
2006 01 02 17 00 130  5.5  6.4  0.68  8.33  3.99 999 1020.7   8.7   7.7   6.0 99.0 99.00
2006 01 02 18 00 120  5.3  6.3  0.73  6.67  4.22 999 1019.8   8.7   7.6   6.3 99.0 99.00
2006 01 02 19 00 113  5.8  6.8  0.86  7.14  4.23 999 1018.7   8.9   7.6   6.6 99.0 99.00
2006 01 02 20 00 100  6.9  7.9  0.90  4.00  4.32 999 1017.5   8.8   7.6   7.0 99.0 99.00
2006 01 02 21 00  96  7.2  8.5  0.98  4.35  4.01 999 1017.3   9.1   7.7   7.1 99.0 99.00
2006 01 02 22 00  87  7.7  9.2  1.22  4.55  4.07 999 1016.6   9.0   7.7   7.2 99.0 99.00
2006 01 02 23 00  86  8.0  9.1  1.19  4.35  4.06 999 1015.6   9.0   7.8   7.3 99.0 99.00
2006 01 03 00 00  95 10.6 12.0  1.30  4.76  3.98 999 1013.3   9.2   7.8   8.0 99.0 99.00
2006 01 03 01 00 107  9.6 11.3  1.40  5.26  4.08 999 1012.2   9.6   7.8   8.8 99.0 99.00
2006 01 03 02 00  98  8.5  9.8  1.61  5.88  4.48 999 1010.1   9.7   7.8   9.1 99.0 99.00
2006 01 03 03 00 115  9.1 10.7  1.67  5.88  4.66 999 1007.9  10.2   7.7   9.6 99.0 99.00
2006 01 03 04 00 163  6.3  8.3  1.52  6.25  4.62 999 1007.1  10.9   7.8  10.3 99.0 99.00
2006 01 03 05 00 186  4.2  5.2  1.65  6.25  4.96 999 1006.0  10.5   7.8   9.9 99.0 99.00
2006 01 03 06 00 216  7.2 10.7  1.64  6.67  5.16 999 1005.4  10.8   7.8  10.2 99.0 99.00
2006 01 03 07 00 223  4.0  5.1  1.66  6.67  5.43 999 1004.9   9.6   7.8   9.0 99.0 99.00
2006 01 03 08 00 295  1.9  2.6  1.69  6.67  5.55 999 1004.1   9.2   7.8   8.6 99.0 99.00
2006 01 03 09 00 295  2.1  3.3  1.84  6.67  5.75 999 1003.9   9.1   7.8   8.5 99.0 99.00
2006 01 03 10 00 246  2.6  3.6  2.02  7.14  6.01 999 1004.0   8.4   7.8   7.8 99.0 99.00
2006 01 03 11 00 282  0.7  2.0  2.20  7.14  6.11 999 1003.6   8.3   7.8   7.7 99.0 99.00
2006 01 03 12 00 260  2.9  4.1  2.48  7.69  6.41 999 1003.8   8.1   7.8   7.5 99.0 99.00
2006 01 03 13 00 301  5.7  7.0  2.44  8.33  6.64 999 1004.3   8.1   7.7   7.4 99.0 99.00
2006 01 03 14 00 327  9.3 11.3  2.40  8.33  6.55 999 1003.9   7.9   7.7   7.3 99.0 99.00
2006 01 03 15 00 337  9.5 11.4  2.72  9.09  6.55 999 1003.8   7.7   7.7   7.1 99.0 99.00
2006 01 03 16 00 346  7.4  8.8  2.59  8.33  6.41 999 1003.8   7.9   7.7   7.4 99.0 99.00
2006 01 03 17 00 357  9.6 11.7  2.87  9.09  6.51 999 1003.1   8.1   7.8   7.5 99.0 99.00
2006 01 03 18 00  13 12.8 16.1  2.85  8.33  5.85 999 1002.9   8.3   7.8   7.6 99.0 99.00
2006 01 03 19 00  16 14.3 17.4  3.38  9.09  6.04 999 1003.8   8.2   7.7   7.5 99.0 99.00
2006 01 03 20 00  11 14.6 18.0  4.12 10.00  6.42 999 1005.0   6.8   7.8   6.0 99.0 99.00
2006 01 03 21 00   6 13.9 17.3  4.39 10.00  6.63 999 1006.6   7.0   7.9   6.4 99.0 99.00
2006 01 03 22 00   4 14.4 17.9  4.19 10.00  6.58 999 1008.2   6.6   7.8   5.9 99.0 99.00
2006 01 03 23 00   4 14.9 19.0  4.60 10.00  6.66 999 1009.3   6.3   7.9   5.6 99.0 99.00
2006 01 04 00 00   2 13.9 16.4  4.51 10.81  6.69 999 1010.8   6.2   8.0   5.5 99.0 99.00
2006 01 04 01 00   8 13.8 17.4  4.22 10.00  6.68 999 1011.6   6.3   8.2   5.4 99.0 99.00
2006 01 04 02 00   5 14.6 18.0  4.00 10.00  6.72 999 1012.3   6.1   8.3   4.7 99.0 99.00
2006 01 04 03 00   6 12.9 15.9  4.41 10.81  7.01 999 1013.1   6.0   8.3   4.5 99.0 99.00
2006 01 04 04 00   4 13.5 16.4  4.41 11.43  6.97 999 1013.5   5.7   8.2   4.0 99.0 99.00
2006 01 04 05 00   9 13.0 15.4  4.48 10.81  7.08 999 1013.6   5.4   8.2   3.9 99.0 99.00
2006 01 04 06 00  15 12.5 15.1  4.13 10.81  6.93 999 1013.5   5.4   8.5   3.6 99.0 99.00
2006 01 04 07 00   9 10.8 13.3  4.00 11.43  6.89 999 1014.5   5.6   8.6   3.7 99.0 99.00
2006 01 04 08 00   2 10.1 12.7  4.15 10.81  7.09 999 1015.1   5.4   8.6   3.7 99.0 99.00
2006 01 04 09 00 352  9.8 11.9  4.15 10.81  7.40 999 1015.5   5.2   8.6   3.5 99.0 99.00
2006 01 04 10 00 350  9.5 11.6  3.47 10.81  6.73 999 1015.7   4.5   8.5   2.9 99.0 99.00
2006 01 04 11 00   2  9.3 11.1  3.41 10.00  6.81 999 1016.1   4.2   8.5   2.5 99.0 99.00
2006 01 04 12 00   1  8.8 10.4  3.35 11.43  6.83 999 1016.6   4.2   8.5   2.4 99.0 99.00
2006 01 04 13 00 355  8.0  9.5  3.12 10.81  6.82 999 1017.2   4.1   8.4   2.0 99.0 99.00
2006 01 04 14 00   2  7.9  9.6  3.47 11.43  7.18 999 1017.4   3.9   8.5   1.8 99.0 99.00
2006 01 04 15 00 352  6.6  8.5  3.18 12.12  6.94 999 1017.6   3.8   8.5   1.9 99.0 99.00
2006 01 04 16 00   5  6.1  7.7  2.94 11.43  6.97 999 1017.1   4.0   8.5   2.1 99.0 99.00
2006 01 04 17 00   9  5.2  6.4  2.93 12.12  7.08 999 1015.9   4.3   8.5   2.4 99.0 99.00
2006 01 04 18 00  18  4.9  6.0  2.64 11.43  6.95 999 1014.9   4.3   8.5   2.4 99.0 99.00
2006 01 04 19 00  20  2.0  4.0  2.76 10.00  7.51 999 1014.3   4.4   8.4   2.0 99.0 99.00
2006 01 04 20 00  37  2.4  3.7  2.48 11.43  7.31 999 1013.3   4.3   8.3   2.1 99.0 99.00
2006 01 04 21 00   5  1.3  2.7  2.80 10.00  7.66 999 1013.6   4.5   8.3   2.6 99.0 99.00
2006 01 04 22 00 340  1.1  2.8  2.62 12.12  7.70 999 1013.8   4.4   8.1   2.5 99.0 99.00
2006 01 04 23 00 239  1.0  2.4  2.41 11.43  7.26 999 1013.3   4.5   8.1   2.7 99.0 99.00
2006 01 05 00 00 212  2.2  3.8  2.57 10.81  7.51 999 1012.9   4.7   8.0   2.9 99.0 99.00
2006 01 05 01 00 204  2.8  5.4  2.51 12.90  7.79 999 1012.5   5.2   8.0   3.5 99.0 99.00
2006 01 05 02 00 217  4.6  7.0  2.63 10.81  7.93 999 1011.9   5.4   8.1   3.8 99.0 99.00
2006 01 05 03 00 201  5.5  7.6  2.39 12.90  7.80 999 1011.3   5.3   8.2   3.9 99.0 99.00
2006 01 05 04 00 205  7.1  8.4  2.44 13.79  7.68 999 1010.4   5.8   8.3   4.5 99.0 99.00
2006 01 05 05 00 195  7.5  8.9  2.34 12.90  7.21 999 1009.2   6.1   8.3   5.1 99.0 99.00
2006 01 05 06 00 210  8.8 10.4  2.17 10.00  6.29 999 1008.6   6.8   8.3   5.9 99.0 99.00
2006 01 05 07 00 208  8.7 10.6  2.18 12.90  6.54 999 1007.9   7.3   8.2   6.3 99.0 99.00
2006 01 05 08 00 213 10.2 12.3  2.14 11.43  6.38 999 1007.2   7.3   8.2   6.6 99.0 99.00
2006 01 05 09 00 221  8.8 10.2  2.13 12.90  5.86 999 1006.8   7.2   8.1   6.5 99.0 99.00
2006 01 05 10 00 226  7.5  9.7  2.01 13.79  6.01 999 1006.7   7.1   8.1   6.4 99.0 99.00
2006 01 05 11 00 227  6.9  8.2  1.97 12.12  6.15 999 1006.4   7.1   8.1   6.4 99.0 99.00
2006 01 05 12 00 270  5.3  6.8  2.03 12.12  6.55 999 1007.3   6.9   8.1   6.2 99.0 99.00
2006 01 05 13 00 260  3.1  4.0  1.81 12.12  6.86 999 1007.6   6.7   8.1   6.0 99.0 99.00
2006 01 05 14 00 256  2.3  3.5  2.12 12.90  7.71 999 1008.2   7.0   8.1   6.1 99.0 99.00
2006 01 05 15 00 235  2.0  3.4  1.70 11.43  6.99 999 1008.2   7.0   8.2   5.6 99.0 99.00
2006 01 05 16 00 230  2.3  3.5  2.08 13.79  8.28 999 1007.7   7.2   8.2   5.6 99.0 99.00
2006 01 05 17 00 219  3.7  4.4  1.85 12.90  7.96 999 1006.7   7.2   8.3   5.8 99.0 99.00
2006 01 05 18 00 212  3.7  4.4  1.79 12.90  8.20 999 1005.8   7.3   8.4   5.8 99.0 99.00
2006 01 05 19 00 200  3.4  4.4  1.75 12.12  8.22 999 1005.2   7.5   8.4   6.1 99.0 99.00
2006 01 05 20 00 194  3.2  3.8  1.64 12.90  8.51 999 1005.3   7.7   8.4   6.4 99.0 99.00
2006 01 05 21 00 205  3.2  3.8  1.47 12.90  8.08 999 1005.7   7.6   8.4   6.5 99.0 99.00
2006 01 05 22 00 219  3.5  4.2  1.56 12.90  8.65 999 1006.1   7.6   8.4   6.7 99.0 99.00
2006 01 05 23 00 223  3.2  4.0  1.57 12.90  8.17 999 1006.5   7.7   8.3   6.9 99.0 99.00
2006 01 06 00 00 269  3.0  4.1  1.51 12.12  8.50 999 1007.3   7.6   8.1   6.9 99.0 99.00
2006 01 06 01 00 312  4.9  5.8  1.50 11.43  8.71 999 1007.2   8.1   8.0   4.4 99.0 99.00
2006 01 06 02 00 328  5.8  7.5  1.38 12.12  8.41 999 1007.3   7.8   8.0   3.6 99.0 99.00
2006 01 06 03 00 330  4.6  5.2  1.39 12.12  7.50 999 1006.8   7.7   8.1   3.6 99.0 99.00
2006 01 06 04 00 336  5.2  6.5  1.52 12.12  8.32 999 1006.8   7.8   8.2   3.1 99.0 99.00
2006 01 06 05 00 329  5.1  6.6  1.54 12.12  8.37 999 1006.3   7.7   8.2   2.7 99.0 99.00
2006 01 06 06 00 327  6.9  8.1  1.26 12.12  6.87 999 1005.5   7.3   8.2   2.4 99.0 99.00
2006 01 06 07 00 339  7.7  9.5  1.40 12.90  6.87 999 1004.9   7.0   8.3   2.5 99.0 99.00
2006 01 06 08 00 337  7.8  9.5  1.30 12.12  5.57 999 1005.1   7.0   8.3   2.7 99.0 99.00
2006 01 06 09 00 343  8.1  9.5  1.40 12.12  5.55 999 1004.8   6.8   8.2   2.6 99.0 99.00
2006 01 06 10 00 340  7.1  8.3  1.31 11.43  5.12 999 1005.1   6.6   8.2   2.7 99.0 99.00
2006 01 06 11 00 345  7.1  8.2  1.27 12.12  5.23 999 1005.4   6.4   8.1   2.6 99.0 99.00
2006 01 06 12 00 348  7.8  9.8  1.32 12.12  5.23 999 1005.2   6.3   8.1   2.3 99.0 99.00
2006 01 06 13 00 344  7.6  9.0  1.29 12.12  5.18 999 1005.4   6.0   8.1   2.6 99.0 99.00
2006 01 06 14 00 344  8.4  9.8  1.25 11.43  5.06 999 1005.7   5.9   8.1   2.5 99.0 99.00
2006 01 06 15 00 352  9.3 10.9  1.53 10.81  4.98 999 1005.9   5.6   8.1   2.8 99.0 99.00
2006 01 06 16 00 346  9.2 10.8  1.64 11.43  5.14 999 1005.9   5.4   8.2   2.5 99.0 99.00
2006 01 06 17 00 334  8.2  9.6  1.57 10.81  5.12 999 1005.2   5.2   8.4   1.7 99.0 99.00
2006 01 06 18 00 338  9.2 11.4  1.48  4.55  4.72 999 1004.7   5.1   8.4   0.8 99.0 99.00
2006 01 06 19 00 326 10.7 13.1  1.55 10.81  4.60 999 1004.7   4.9   8.4   0.6 99.0 99.00
2006 01 06 20 00 318 11.1 13.1  1.87  4.55  4.73 999 1005.3   5.4   8.4   0.5 99.0 99.00
2006 01 06 21 00 324 11.3 13.2  1.58  5.00  4.37 999 1005.9   5.8   8.4   0.1 99.0 99.00
2006 01 06 22 00 328 12.9 15.0  1.73  4.76  4.43 999 1006.5   5.8   8.3  -2.3 99.0 99.00
2006 01 06 23 00 322 11.3 13.7  1.64  4.55  4.36 999 1007.8   5.6   8.2  -1.9 99.0 99.00
2006 01 07 00 00 311 11.0 12.8  1.63  4.76  4.35 999 1008.7   5.2   8.2  -0.1 99.0 99.00
2006 01 07 01 00 315 11.6 14.0  1.74  4.76  4.48 999 1009.2   4.8   8.1  -0.8 99.0 99.00
2006 01 07 02 00 319 11.2 14.0  1.76  5.00  4.47 999 1009.9   4.4   8.2  -1.2 99.0 99.00
2006 01 07 03 00 304  9.4 11.9  1.77  5.26  4.69 999 1010.9   3.9   8.2  -2.4 99.0 99.00
2006 01 07 04 00 311 10.7 12.7  1.64  5.26  4.56 999 1011.2   3.2   8.2  -3.0 99.0 99.00
2006 01 07 05 00 312 10.8 13.1  1.69  5.26  4.70 999 1011.3   2.5   8.3  -3.5 99.0 99.00
2006 01 07 06 00 312 10.6 12.2  1.65  5.26  4.62 999 1011.7   2.0   8.2  -3.7 99.0 99.00
2006 01 07 07 00 312 10.3 12.6  1.65  5.26  4.59 999 1012.3   1.7   8.3  -3.9 99.0 99.00
2006 01 07 08 00 308 10.1 12.4  1.47  5.00  4.35 999 1013.1   1.3   8.2  -4.1 99.0 99.00
2006 01 07 09 00 309 10.1 12.5  1.43  4.76  4.28 999 1013.5   1.0   8.2  -4.2 99.0 99.00
2006 01 07 10 00 313 10.4 12.8  1.54  4.76  4.32 999 1013.6   0.8   8.2  -4.5 99.0 99.00
2006 01 07 11 00 319  9.5 11.6  1.47  4.76  4.21 999 1014.4   0.5   8.2  -5.2 99.0 99.00
2006 01 07 12 00 326  9.1 11.4  1.45  5.00  4.27 999 1015.1   0.1   8.1  -6.1 99.0 99.00
2006 01 07 13 00 341  6.9  9.5  1.39  4.76  4.27 999 1016.0  -0.1   8.1  -5.8 99.0 99.00
2006 01 07 14 00 332  6.3  8.1  1.22  4.35  4.21 999 1016.8  -0.3   8.2  -7.5 99.0 99.00
2006 01 07 15 00 342  5.6  7.9  1.11  4.55  4.23 999 1017.6  -0.2   8.2  -6.0 99.0 99.00
2006 01 07 16 00 331  5.1  7.2  1.05  5.00  4.40 999 1017.0   0.0   8.2  -6.3 99.0 99.00
2006 01 07 17 00 321  4.5  5.9  0.99  5.26  4.57 999 1015.8   0.0   8.2  -7.4 99.0 99.00
2006 01 07 18 00 306  3.6  5.6  1.00  5.26  4.73 999 1014.9   0.3   8.2  -7.5 99.0 99.00
2006 01 07 19 00 258  3.9  5.6  0.89 10.00  4.66 999 1015.1   0.8   8.2  -7.7 99.0 99.00
2006 01 07 20 00 240  3.7  5.8  0.77 10.00  4.68 999 1014.7   1.3   8.2  -7.0 99.0 99.00
2006 01 07 21 00 229  4.2  6.2  0.68 10.81  4.95 999 1014.8   2.0   8.2  -6.3 99.0 99.00
2006 01 07 22 00 230  4.7  6.7  0.64  9.09  4.75 999 1015.2   2.2   8.2  -6.1 99.0 99.00
2006 01 07 23 00 241  7.5  9.4  0.70 10.00  3.92 999 1015.8   3.1   8.2  -5.4 99.0 99.00
2006 01 08 00 00 240  7.5  9.1  0.77  3.45  3.60 999 1016.4   3.0   8.2  -4.4 99.0 99.00
2006 01 08 01 00 230  7.7  9.1  0.83  3.57  3.71 999 1016.8   3.4   8.1  -2.3 99.0 99.00
2006 01 08 02 00 219  9.0 11.4  0.94  3.70  3.67 999 1016.8   3.9   8.1  -2.0 99.0 99.00
2006 01 08 03 00 218  8.9 10.4  1.02  4.00  3.74 999 1016.8   4.4   8.1  -0.6 99.0 99.00
2006 01 08 04 00 227  8.8 10.6  1.16  4.35  3.86 999 1016.5   5.1   8.1  -1.3 99.0 99.00
2006 01 08 05 00 230  9.1 10.8  1.16  4.55  3.83 999 1016.2   5.5   8.1  -1.2 99.0 99.00
2006 01 08 06 00 234  9.3 11.0  1.34  4.55  3.94 999 1015.9   5.6   8.1  -1.1 99.0 99.00
2006 01 08 07 00 227  9.7 11.7  1.24  4.55  3.86 999 1015.8   5.9   8.1  -0.5 99.0 99.00
2006 01 08 08 00 227 10.3 11.8  1.37  5.00  3.99 999 1015.8   6.2   8.1  -0.2 99.0 99.00
2006 01 08 09 00 225 10.0 11.8  1.38  5.56  4.11 999 1015.8   6.4   8.1   0.9 99.0 99.00
2006 01 08 10 00 234 10.3 12.3  1.53  5.56  4.34 999 1015.9   6.5   8.1   0.2 99.0 99.00
2006 01 08 11 00 232  9.9 12.3  1.58  5.56  4.39 999 1015.9   5.9   8.1   0.2 99.0 99.00
2006 01 08 12 00 239  9.5 11.6  1.44  5.56  4.29 999 1016.9   5.5   8.1   0.6 99.0 99.00
2006 01 08 13 00 234  9.1 10.3  1.25  5.26  4.06 999 1017.7   5.2   8.1   0.1 99.0 99.00
2006 01 08 14 00 252  7.8  9.4  1.26  5.56  4.19 999 1019.1   5.0   8.1   0.0 99.0 99.00
2006 01 08 15 00 250  6.8  8.3  1.18  5.88  4.32 999 1020.0   5.1   8.1  -0.3 99.0 99.00
2006 01 08 16 00 251  6.7  7.7  1.16  5.88  4.39 999 1020.5   5.3   8.1   0.0 99.0 99.00
2006 01 08 17 00 230  5.2  6.2  0.96  5.88  4.28 999 1019.6   5.7   8.1   0.7 99.0 99.00
2006 01 08 18 00 223  5.3  6.1  1.16  5.26  4.50 999 1019.4   6.1   7.5   1.5 99.0 99.00
2006 01 08 19 00 209  5.0  6.1  1.11  5.26  4.40 999 1019.2   6.4   7.4   2.6 99.0 99.00
2006 01 08 20 00 204  5.6  6.3  0.94  5.56  4.24 999 1019.6   6.6   7.6   3.3 99.0 99.00
2006 01 08 21 00 196  5.9  6.8  0.95  5.26  4.24 999 1019.9   6.6   7.8   3.1 99.0 99.00
2006 01 08 22 00 201  5.9  6.7  0.91  5.56  4.30 999 1020.3   6.8   7.6   3.6 99.0 99.00
2006 01 08 23 00 189  6.4  7.4  0.86  5.26  4.19 999 1020.0   6.9   7.4   4.1 99.0 99.00
2006 01 09 00 00 168  6.5  7.8  0.78 10.81  4.01 999 1019.4   7.2   7.4   4.7 99.0 99.00
2006 01 09 01 00 166  7.4  8.7  0.81 10.00  3.85 999 1019.2   7.7   7.5   4.9 99.0 99.00
2006 01 09 02 00 170  6.7  7.8  0.87  3.33  3.77 999 1019.2   7.9   7.6   5.7 99.0 99.00
2006 01 09 03 00 184  8.0  9.2  0.94  3.45  3.65 999 1018.8   8.5   7.6   5.5 99.0 99.00
2006 01 09 04 00 185  9.8 11.5  1.05  4.17  3.67 999 1017.3   8.8   7.8   5.6 99.0 99.00
2006 01 09 05 00 204  9.8 11.3  1.26  4.76  3.86 999 1017.0   8.9   8.0   5.3 99.0 99.00
2006 01 09 06 00 205  9.0 10.4  1.27  5.00  3.90 999 1017.1   8.9   7.1   4.8 99.0 99.00
2006 01 09 07 00 204 10.1 12.9  1.40  5.00  3.97 999 1016.6   8.7   6.9   4.8 99.0 99.00
2006 01 09 08 00 199 11.4 13.5  1.70  5.26  4.27 999 1015.9   8.6   7.0   4.8 99.0 99.00
2006 01 09 09 00 213 12.0 14.6  1.90  5.88  4.47 999 1015.4   8.9   7.2   4.1 99.0 99.00
2006 01 09 10 00 216 12.1 13.6  2.10  5.88  4.70 999 1015.2   8.6   7.1   4.3 99.0 99.00
2006 01 09 11 00 217 11.4 13.2  2.24  6.67  4.99 999 1015.7   8.4   7.1   4.5 99.0 99.00
2006 01 09 12 00 215 10.5 12.3  2.22  7.14  5.07 999 1016.2   8.3   7.0   5.0 99.0 99.00
2006 01 09 13 00 217  9.9 11.6  2.11  7.69  5.16 999 1017.0   8.2   7.0   5.3 99.0 99.00
2006 01 09 14 00 216  9.5 10.9  1.92  7.14  5.21 999 1017.8   8.2   6.9   5.7 99.0 99.00
2006 01 09 15 00 216  8.3  9.4  1.86  7.69  5.17 999 1018.5   8.1   6.9   6.0 99.0 99.00
2006 01 09 16 00 215  8.3 10.0  1.92  7.69  5.34 999 1018.4   8.1   6.9   6.2 99.0 99.00
2006 01 09 17 00 215  7.6  9.0  2.00  7.14  5.36 999 1017.5   8.1   6.9   6.5 99.0 99.00
2006 01 09 18 00 208  8.3  9.5  1.80  6.67  5.14 999 1016.8   8.3   7.0   6.8 99.0 99.00
2006 01 09 19 00 214  7.5  8.7  1.78  7.14  5.09 999 1016.6   8.6   7.0   6.9 99.0 99.00
2006 01 09 20 00 209  7.2  8.3  1.66  7.14  5.07 999 1017.2   8.7   7.0   7.1 99.0 99.00
2006 01 09 21 00 213  6.9  7.7  1.78  7.69  5.13 999 1018.1   8.8   7.0   7.1 99.0 99.00
2006 01 09 22 00 216  6.3  7.1  1.79  7.14  5.42 999 1018.9   9.0   7.0   7.2 99.0 99.00
2006 01 09 23 00 218  5.3  6.0  1.67  6.67  5.40 999 1020.0   8.9   7.0   7.2 99.0 99.00
2006 01 10 00 00 220  6.0  6.7  1.60  7.69  5.29 999 1020.8   9.0   7.0   7.3 99.0 99.00
2006 01 10 01 00 227  5.7  6.4  1.53  7.14  5.42 999 1021.7   9.0   7.0   7.3 99.0 99.00
2006 01 10 02 00 235  4.6  5.2  1.40  7.14  5.38 999 1022.4   8.8   7.0   7.3 99.0 99.00
2006 01 10 03 00 252  4.5  5.7  1.32  7.69  5.51 999 1023.3   8.8   7.0   7.3 99.0 99.00
2006 01 10 04 00 274  3.7  4.4  1.29  7.14  5.46 999 1024.0   9.4   6.9   7.5 99.0 99.00
2006 01 10 05 00 329  5.1  5.7  1.27  6.67  5.57 999 1025.0   9.2   6.8   6.6 99.0 99.00
2006 01 10 06 00 339  4.8  5.5  1.28  7.14  5.64 999 1025.8   8.7   6.8   5.8 99.0 99.00
2006 01 10 07 00 342  4.7  5.4  1.12  7.14  5.48 999 1026.8   8.4   6.8   4.9 99.0 99.00
2006 01 10 08 00 343  5.5  6.4  1.08  7.14  5.38 999 1027.5   8.1   6.8   4.6 99.0 99.00
2006 01 10 09 00 347  6.1  7.3  1.01  7.14  5.39 999 1028.0   7.9   6.9   4.2 99.0 99.00
2006 01 10 10 00 344  5.9  7.2  0.94  6.67  4.17 999 1029.0   7.9   7.0   3.3 99.0 99.00
2006 01 10 11 00 342  5.2  6.1  0.90  7.14  4.47 999 1029.9   7.5   7.0   3.4 99.0 99.00
2006 01 10 12 00 346  4.0  4.6  0.81  6.67  4.65 999 1031.0   7.2   7.0   3.8 99.0 99.00
2006 01 10 13 00 353  5.0  5.9  0.84  7.14  4.73 999 1031.5   7.0   7.0   3.2 99.0 99.00
