#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 01 03 21 50  35  7.7  9.3  0.58  3.23  3.24  60 1020.3   2.8   7.3 999.0 99.0 99.00
2018 01 03 22 50  27  8.8 10.5  0.71  3.57  3.46  60 1019.1   3.5   7.9 999.0 99.0 99.00
2018 01 03 23 50  27  8.7 10.7  0.82  4.00  3.60  48 1018.5   4.4   8.6 999.0 99.0 99.00
2018 01 04 00 50  29  9.8 11.9  0.92  4.00  3.79  56 1016.7   5.6   8.6 999.0 99.0 99.00
2018 01 04 01 50  26 10.2 12.2  1.18  4.76  4.02  59 1014.9   6.0   8.7 999.0 99.0 99.00
2018 01 04 02 50  14 11.7 13.9  1.31  4.55  4.24  60 1012.9   6.4   8.7 999.0 99.0 99.00
2018 01 04 03 50 356 13.0 15.7  1.47  5.26  4.37  65 1010.6   5.4   8.7 999.0 99.0 99.00
2018 01 04 04 50 349 15.4 18.7  1.85  5.56  4.59  65 1007.5   4.0   8.7 999.0 99.0 99.00
2018 01 04 05 50 350 17.0 21.4  2.14  5.26  4.85  39 1004.6   3.8   8.7 999.0 99.0 99.00
2018 01 04 06 50 343 17.6 21.6  2.84  5.88  5.36  51 1002.1   2.8   8.7 999.0 99.0 99.00
2018 01 04 07 50 345 18.0 22.4  2.98  6.67  5.36  42  999.4   2.6   8.5 999.0 99.0 99.00
2018 01 04 08 50 336 18.1 21.7  3.52  7.14  5.75  47  997.2   0.9   8.3 999.0 99.0 99.00
2018 01 04 09 50 330 18.4 21.7  3.61  7.69  5.87  47  995.6  -0.1   8.2 999.0 99.0 99.00
2018 01 04 10 50 330 20.8 25.6  4.22  6.67  6.24  18  993.1  -1.1   8.0 999.0 99.0 99.00
2018 01 04 11 50 324 21.1 26.9  4.39  8.33  6.44  60  991.2  -0.9   7.7 999.0 99.0 99.00
2018 01 04 12 50 322 22.2 26.9  4.76  7.69  6.54  27  991.1  -1.7   7.5 999.0 99.0 99.00
2018 01 04 13 50 319 22.1 29.4  4.63  8.33  6.73  24  990.5  -1.3   7.3 999.0 99.0 99.00
2018 01 04 14 50 313 22.3 27.8  4.82  8.33  6.87  15  990.6  -1.2   7.3 999.0 99.0 99.00
2018 01 04 15 50 307 21.2 25.9  4.79  7.69  6.82 348  991.0  -1.3   7.9 999.0 99.0 99.00
2018 01 04 16 50 300 20.8 25.8  4.14  9.09  6.56  49  991.2  -2.0   7.9 999.0 99.0 99.00
2018 01 04 17 50 297 20.5 27.0  4.27  9.09  6.59  48  992.0  -2.6   7.8 999.0 99.0 99.00
2018 01 04 18 50 294 19.7 24.0  4.29 10.81  6.78  47  993.6  -2.7   7.6 999.0 99.0 99.00
2018 01 04 19 50 292 19.1 25.0  4.60 11.43  7.22  61  995.6  -2.8   7.5 999.0 99.0 99.00
2018 01 04 20 50 294 18.4 24.1  3.97 11.43  6.76  58  997.8  -3.0   7.5 999.0 99.0 99.00
2018 01 04 21 50 286 17.7 21.9  3.58 12.12  6.63  85  999.4  -3.0   7.5 999.0 99.0 99.00
2018 01 04 22 50 288 17.4 21.4  3.66 11.43  6.91  60 1000.7  -3.3   7.6 999.0 99.0 99.00
2018 01 04 23 50 288 16.4 20.4  3.86 11.43  7.12  69 1002.1  -3.2   7.6 999.0 99.0 99.00
2018 01 05 00 50 281 15.0 19.9  3.11 11.43  6.56  85 1003.2  -3.1   7.7 999.0 99.0 99.00
2018 01 05 01 50 287 16.8 20.6  3.02 12.12  6.35  65 1003.9  -3.8   7.7 999.0 99.0 99.00
2018 01 05 02 50 287 18.4 21.9  3.04 11.43  6.13  75 1004.7  -4.6   7.6 999.0 99.0 99.00
2018 01 05 03 50 286 16.7 21.8  2.86  6.67  5.91 340 1006.2  -5.0   7.6 999.0 99.0 99.00
2018 01 05 04 50 285 17.8 22.8  2.86  6.67  5.92 337 1007.1  -5.6   7.6 999.0 99.0 99.00
2018 01 05 05 50 289 16.6 21.6  2.82  6.25  5.49 337 1008.1  -6.0   7.6 999.0 99.0 99.00
2018 01 05 06 50 288 16.5 21.3  2.55  6.67  5.35 335 1009.0  -6.6   7.5 999.0 99.0 99.00
2018 01 05 07 50 285 16.0 19.9  2.35  5.56  5.23 323 1010.3  -6.8   7.6 999.0 99.0 99.00
2018 01 05 08 50 278 15.9 20.4  2.49  5.88  5.36 331 1010.9  -7.1   7.8 999.0 99.0 99.00
2018 01 05 09 50 281 16.4 20.3  2.20  6.25  5.06 337 1011.8  -7.7   7.8 999.0 99.0 99.00
2018 01 05 10 50 281 15.7 20.0  2.23  5.88  5.17 327 1013.1  -8.0   7.7 999.0 99.0 99.00
2018 01 05 11 50 284 15.2 18.6  2.52  5.88  5.30 325 1014.1  -8.0   7.4 999.0 99.0 99.00
2018 01 05 12 50 278 16.6 21.6  2.22  5.88  5.24 334 1014.7  -8.4   7.4 999.0 99.0 99.00
2018 01 05 13 50 275 15.4 19.7  2.23  5.88  5.26 325 1015.9  -8.4   7.5 999.0 99.0 99.00
2018 01 05 14 50 277 14.2 17.9  2.24  6.25  5.22 341 1016.7  -8.0   7.5 999.0 99.0 99.00
2018 01 05 15 50 282 14.9 19.1  2.25  6.25  5.08 334 1016.6  -7.7   7.9 999.0 99.0 99.00
2018 01 05 16 50 275 15.5 19.5  2.26  6.25  5.04 334 1016.2  -7.4   7.9 999.0 99.0 99.00
2018 01 05 17 50 278 14.5 17.9  2.22  6.25  5.12 327 1016.2  -6.9   7.9 999.0 99.0 99.00
2018 01 05 18 50 275 15.5 19.2  2.31  5.88  5.00 325 1016.3  -6.5   7.9 999.0 99.0 99.00
2018 01 05 19 50 275 14.6 18.3  2.07  5.56  4.81 322 1017.2  -5.7   7.9 999.0 99.0 99.00
2018 01 05 20 50 269 14.1 16.7  1.98  6.25  4.78 334 1018.3  -5.7   7.8 999.0 99.0 99.00
2018 01 05 21 50 270 14.1 17.5  1.90  5.00  4.70 306 1019.3  -5.9   7.7 999.0 99.0 99.00
2018 01 05 22 50 279 13.4 16.2  1.93  5.88  4.71 329 1020.3  -5.6   7.7 999.0 99.0 99.00
2018 01 05 23 50 274 14.3 20.5  1.84  5.56  4.78 328 1021.1  -5.6   7.5 999.0 99.0 99.00
2018 01 06 00 50 276 14.9 19.8  1.90  5.56  4.84 333 1021.8  -6.0   7.4 999.0 99.0 99.00
2018 01 06 01 50 276 14.7 18.9  2.04  5.88  5.00 321 1022.7  -6.5   7.3 999.0 99.0 99.00
2018 01 06 02 50 284 14.9 18.4  2.01  6.25  5.01 338 1023.5  -6.9   7.0 999.0 99.0 99.00
2018 01 06 03 50 283 14.8 19.1  2.05  6.25  4.98 337 1024.2  -7.0   6.6 999.0 99.0 99.00
2018 01 06 04 50 279 14.1 17.6  2.02  5.88  5.00 338 1024.5  -7.5   6.3 999.0 99.0 99.00
2018 01 06 05 50 281 14.1 17.5  1.92  5.88  4.88 343 1025.1  -7.6   6.3 999.0 99.0 99.00
2018 01 06 06 50 281 12.6 16.0  1.90  5.88  4.77 347 1025.8  -8.1   6.3 999.0 99.0 99.00
2018 01 06 07 50 282 12.9 16.0  1.63  5.88  4.55 342 1026.4  -8.4   6.3 999.0 99.0 99.00
2018 01 06 08 50 281 13.6 16.2  1.55  5.88  4.42 337 1026.4  -8.3   6.3 999.0 99.0 99.00
2018 01 06 09 50 289 13.4 16.8  1.65  5.56  4.50 338 1026.7  -8.4   6.2 999.0 99.0 99.00
2018 01 06 10 50 287 14.5 18.2  1.67  5.56  4.68 336 1027.2  -8.4   6.2 999.0 99.0 99.00
2018 01 06 11 50 286 13.9 16.7  1.92  5.88  4.91 340 1027.9  -8.6   6.3 999.0 99.0 99.00
2018 01 06 12 50 286 13.9 18.5  1.79  5.88  4.96 331 1028.3  -8.9   6.4 999.0 99.0 99.00
2018 01 06 13 50 284 13.7 17.2  2.01  6.25  5.15 337 1028.9  -8.7   6.5 999.0 99.0 99.00
2018 01 06 14 50 290 13.7 18.1  2.03  5.88  5.17 327 1029.2  -8.8   6.4 999.0 99.0 99.00
2018 01 06 15 50 294 13.0 18.3  1.90  6.25  5.21 339 1029.2  -8.5   6.6 999.0 99.0 99.00
2018 01 06 16 50 295 13.1 16.7  1.82  6.25  5.04 343 1028.1  -8.6   6.7 999.0 99.0 99.00
2018 01 06 17 50 292 11.6 15.8  1.71  5.88  4.79 344 1027.9  -8.3   6.7 999.0 99.0 99.00
2018 01 06 18 50 299 13.2 17.8  1.85  6.25  4.87 343 1027.7  -7.8   6.6 999.0 99.0 99.00
2018 01 06 19 50 293 12.6 16.1  1.84  5.88  4.89 337 1028.3  -7.5   6.4 999.0 99.0 99.00
2018 01 06 20 50 284 11.7 15.2  1.54  5.88  4.51 338 1028.8  -7.1   6.2 999.0 99.0 99.00
2018 01 06 21 50 288 11.7 15.5  1.65  5.56  4.61 335 1029.5  -7.1   6.1 999.0 99.0 99.00
2018 01 06 22 50 295 12.9 17.5  1.69  5.88  4.67 337 1030.4  -7.1   6.1 999.0 99.0 99.00
2018 01 06 23 50 297 13.5 16.9  1.66  5.56  4.76 329 1031.3  -7.0   6.0 999.0 99.0 99.00
2018 01 07 00 50 300 13.6 18.4  1.63  6.25  4.73 341 1032.1  -7.4   6.1 999.0 99.0 99.00
2018 01 07 01 50 295 13.1 17.6  1.92  5.88  5.05 340 1032.7  -7.3   6.0 999.0 99.0 99.00
2018 01 07 02 50 298 13.0 16.2  1.81  6.25  5.02 338 1033.1  -7.6   6.0 999.0 99.0 99.00
2018 01 07 03 50 302 12.7 17.2  1.73  6.25  5.05 336 1033.6  -7.9   6.1 999.0 99.0 99.00
2018 01 07 04 50 303 12.1 17.2  1.76  5.88  4.85 342 1033.8  -8.4   6.1 999.0 99.0 99.00
2018 01 07 05 50 304 11.3 15.0  1.64  6.25  4.74 344 1033.9  -8.3   5.8 999.0 99.0 99.00
2018 01 07 06 50 305 11.6 14.2  1.66  5.88  4.61 336 1034.4  -8.3   5.8 999.0 99.0 99.00
2018 01 07 07 50 320 11.8 16.3  1.64  5.56  4.64 336 1035.0  -8.1   5.8 999.0 99.0 99.00
2018 01 07 08 50 311 11.4 15.1  1.62  5.88  4.49 336 1035.5  -8.3   5.7 999.0 99.0 99.00
2018 01 07 09 50 321 12.4 15.4  1.68  5.56  4.49 336 1035.6  -8.1   5.8 999.0 99.0 99.00
2018 01 07 10 50 327 12.1 15.0  1.64  5.56  4.51 328 1036.4  -8.9   6.0 999.0 99.0 99.00
2018 01 07 11 50 326  9.2 12.5  1.52  5.56  4.49 329 1037.1  -9.0   6.1 999.0 99.0 99.00
2018 01 07 12 50 326  8.7 11.2  1.46  5.56  4.58 356 1037.6  -9.4   6.0 999.0 99.0 99.00
2018 01 07 13 50 326  7.6 11.0  1.54  5.26  4.67 358 1038.3  -9.4   6.1 999.0 99.0 99.00
2018 01 07 14 50 326  6.9  9.4  1.40  5.88  4.61  22 1039.1  -9.3   6.0 999.0 99.0 99.00
2018 01 07 15 50 326  6.7  9.2  1.24  5.00  4.46   6 1038.6  -9.0   5.9 999.0 99.0 99.00
2018 01 07 16 50 328  6.1  8.6  1.19  5.56  4.57  21 1037.5  -8.4   5.9 999.0 99.0 99.00
2018 01 07 17 50 318  4.8  7.7  1.03  5.56  4.54  32 1036.9  -8.2   5.8 999.0 99.0 99.00
2018 01 07 18 50 295  5.0  7.2  0.95  5.26  4.14  23 1036.6  -8.2   5.9 999.0 99.0 99.00
2018 01 07 19 50 239  3.0  6.4  0.82  5.56  4.12  19 1036.3  -7.8   5.9 999.0 99.0 99.00
2018 01 07 20 50 227  4.2  5.9  0.65  5.88  4.12  40 1035.9  -7.3   5.8 999.0 99.0 99.00
2018 01 07 21 50 222  3.6  5.2  0.56  5.56  4.12  49 1035.9  -6.4   6.1 999.0 99.0 99.00
2018 01 07 22 50 224  4.6  6.3  0.48  5.00  3.69  38 1035.3  -5.7   6.2 999.0 99.0 99.00
2018 01 07 23 50 225  5.6  7.9  0.49  5.26  3.65  54 1035.4  -5.3   6.1 999.0 99.0 99.00
2018 01 08 00 50 227  6.3  8.2  0.43  2.86  3.55 237 1034.7  -5.0   5.6 999.0 99.0 99.00
2018 01 08 01 50 219  6.9  8.6  0.50  3.13  3.56 234 1033.9  -4.5   5.5 999.0 99.0 99.00
2018 01 08 02 50 229  7.0  9.3  0.56  3.13  3.58 221 1033.7  -4.3   5.5 999.0 99.0 99.00
2018 01 08 03 50 231  7.3  9.5  0.61  3.45  3.40 228 1033.1  -3.8   5.5 999.0 99.0 99.00
2018 01 08 04 50 228  9.1 10.9  0.71  3.45  3.44 235 1032.5  -3.4   5.6 999.0 99.0 99.00
2018 01 08 05 50 232  9.6 11.3  0.95  4.17  3.60 237 1031.8  -2.9   5.9 999.0 99.0 99.00
2018 01 08 06 50 222  8.4 11.1  1.01  4.35  3.80 227 1031.0  -2.3   5.9 999.0 99.0 99.00
2018 01 08 07 50 219  8.5 10.2  1.01  4.17  3.87 229 1030.4  -1.7   5.9 999.0 99.0 99.00
2018 01 08 08 50 224  8.0  9.4  0.99  4.55  3.96 222 1030.0  -1.4   5.9 999.0 99.0 99.00
2018 01 08 09 50 223  8.4 10.1  1.04  4.76  4.01 209 1029.6  -1.2   5.9 999.0 99.0 99.00
2018 01 08 10 50 223  8.3  9.9  1.02  5.00  4.04 223 1029.1  -1.0   5.6 999.0 99.0 99.00
2018 01 08 11 50 217  7.7  9.5  1.04  5.26  4.09 216 1028.8  -0.5   5.5 999.0 99.0 99.00
2018 01 08 12 50 213  8.6 10.4  1.06  5.26  4.11 212 1027.8   0.1   5.4 999.0 99.0 99.00
2018 01 08 13 50 215  9.2 10.7  1.21  5.26  4.30 211 1027.5   0.4   5.4 999.0 99.0 99.00
2018 01 08 14 50 215  9.7 11.4  1.12  5.26  4.08 215 1027.1   0.9   5.7 999.0 99.0 99.00
2018 01 08 15 50 210 10.4 12.3  1.15  5.00  4.10 227 1026.5   1.3   5.8 999.0 99.0 99.00
2018 01 08 16 50 210 10.6 12.7  1.26  5.56  4.22 206 1025.2   1.9   5.9 999.0 99.0 99.00
2018 01 08 17 50 206 12.2 14.1  1.46  5.26  4.31 217 1023.8   2.3   5.9 999.0 99.0 99.00
2018 01 08 18 50 205 12.1 14.2  1.54  5.56  4.42 213 1022.9   3.0   6.0 999.0 99.0 99.00
2018 01 08 19 50 210 11.7 13.8  1.70  5.26  4.63 208 1022.4   3.3   6.2 999.0 99.0 99.00
2018 01 08 20 50 213 11.0 13.4  1.69  6.25  4.57 204 1022.2   3.4   4.5 999.0 99.0 99.00
2018 01 08 21 50 211 10.1 11.9  1.57  6.25  4.61 198 1022.1   3.4   4.3 999.0 99.0 99.00
2018 01 08 22 50 215 10.7 13.0  1.50  5.88  4.55 195 1021.9   3.7   4.2 999.0 99.0 99.00
2018 01 08 23 50 218 10.0 12.1  1.41  5.56  4.40 215 1021.9   3.7   3.9 999.0 99.0 99.00
2018 01 09 00 50 216 10.1 11.8  1.42  5.26  4.52 219 1021.6   3.5   3.9 999.0 99.0 99.00
2018 01 09 01 50 221 10.6 12.6  1.29  5.56  4.29 196 1020.9   3.6   4.1 999.0 99.0 99.00
2018 01 09 02 50 225 11.0 13.2  1.40  5.56  4.25 194 1020.6   3.3   4.1 999.0 99.0 99.00
2018 01 09 03 50 226 10.6 12.8  1.50  5.56  4.37 197 1020.2   3.5   3.9 999.0 99.0 99.00
2018 01 09 04 50 225  9.9 12.0  1.34  5.56  4.22 196 1019.8   3.3   3.5 999.0 99.0 99.00
2018 01 09 05 50 216  8.9 10.5  1.18  5.88  4.28 190 1019.2   3.4   3.5 999.0 99.0 99.00
2018 01 09 06 50 229  8.7 10.1  1.09  5.56  4.14 200 1019.8   3.6   3.5 999.0 99.0 99.00
2018 01 09 07 50 245  7.4  8.4  1.11  5.26  4.21 197 1020.8   3.4   3.4 999.0 99.0 99.00
2018 01 09 08 50 249  7.5  9.1  0.98  5.26  4.26 194 1021.0   3.2   3.3 999.0 99.0 99.00
2018 01 09 09 50 255  5.7  6.7  0.96  5.56  4.26 184 1021.7   2.8   3.3 999.0 99.0 99.00
2018 01 09 10 50 274  5.7  6.8  0.83  5.26  4.17 184 1022.0   2.4   3.4 999.0 99.0 99.00
2018 01 09 11 50 276  4.7  5.9  0.77  5.56  4.00 168 1022.8   1.7   3.3 999.0 99.0 99.00
2018 01 09 12 50 290  4.9  6.0  0.84  5.26  4.30 183 1023.5   1.3   3.2 999.0 99.0 99.00
2018 01 09 13 50 302  4.5  5.4  0.83  5.56  4.21 177 1024.1   1.3   3.3 999.0 99.0 99.00
2018 01 09 14 50 296  3.8  4.5  0.69  5.26  4.38 183 1024.4   2.7   3.4 999.0 99.0 99.00
2018 01 09 15 50 273  3.0  3.4  0.61  5.26  4.43 184 1024.7   2.9   3.5 999.0 99.0 99.00
2018 01 09 16 50 231  3.5  4.1  0.62  5.00  4.41 195 1024.3   3.0   3.7 999.0 99.0 99.00
2018 01 09 17 50 248  2.3  2.9  0.50  4.76  4.34 198 1023.8   3.9   3.8 999.0 99.0 99.00
2018 01 09 18 50 232  1.6  1.9  0.47  4.76  4.44 197 1023.6   4.5   4.0 999.0 99.0 99.00
2018 01 09 19 50 267  0.7  0.9  0.43 10.81  4.67 266 1023.9   5.0   4.1 999.0 99.0 99.00
2018 01 09 20 50 327  4.4  5.2  0.42  4.55  4.60 186 1024.2   4.9   3.9 999.0 99.0 99.00
2018 01 09 21 50 329  3.9  4.7  0.36  4.76  3.99 173 1025.2   4.7   3.8 999.0 99.0 99.00
2018 01 09 22 50 307  1.9  2.3  0.35 10.00  4.24   2 1026.6   4.4   3.8 999.0 99.0 99.00
2018 01 09 23 50 217  1.0  1.2  0.33 11.43  4.30   7 1027.4   4.0   3.7 999.0 99.0 99.00
2018 01 10 00 50 223  1.4  1.9  0.29 10.81  4.78 145 1028.2   4.2   3.7 999.0 99.0 99.00
2018 01 10 01 50 215  1.4  1.7  0.29 10.00  5.51 160 1028.6   4.1   3.6 999.0 99.0 99.00
2018 01 10 02 50 224  2.3  2.5  0.27 10.81  5.49 171 1028.9   4.3   3.5 999.0 99.0 99.00
2018 01 10 03 50 242  2.8  3.1  0.29 10.81  6.00 148 1029.4   4.1   3.5 999.0 99.0 99.00
2018 01 10 04 50 282  2.1  2.7  0.27 10.81  6.03 151 1029.9   3.9   3.6 999.0 99.0 99.00
2018 01 10 05 50 314  3.2  4.0  0.28 10.00  6.23  42 1029.7   3.8   3.6 999.0 99.0 99.00
2018 01 10 06 50 334  4.7  5.4  0.28 10.00  6.70 157 1029.6   4.2   3.6 999.0 99.0 99.00
2018 01 10 07 50 357  6.7  8.1  0.31 10.00  4.72 122 1029.9   4.0   3.7 999.0 99.0 99.00
2018 01 10 08 50  14  3.8  4.4  0.39 10.00  3.51 141 1030.7   4.2   3.8 999.0 99.0 99.00
