model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method
gpt-4o-mini,Volume I 1-6,Offshore,43,5,Technical,Project Capacity: Up to 2.2 GW.,Overall Project Capacity,2.2,GW,,energy production; capacity planning,0.20542080554184175,0.0058876097311624555,0.41855253883125587,0.020833333333333332,0.7333333333333333,15,distance to substation (partial); planning; project name (partial); power production (partial); distance to railway (partial); electric capacity (partial); turbine position y (partial); capacity; distance to road (partial); distance to grid (partial),True,2.2 GW,comprehensive_scientific
claude-3-haiku-20240307,,Onshore,77,5,Technical,There are a total of seven (7) terrestrial water crossings along Onshore Export Cable Corridor 1b.,Onshore Export Cable Corridor 1b,7,,Document,Technical,0.2034645802193586,0.004912480330997865,0.5165162421326832,0.024390243902439025,0.4166666666666667,37,coral id (partial); distance to substation (partial); hurricane id (partial); turbine id (partial); cable type (partial); lease id (partial); temperature at 2m (partial); wind resource id (partial); num of transformers (partial); wind speed at 10m (partial),True,7,comprehensive_scientific
gpt-4o-mini,Section 4.1.3.4 and Section 4.1.3.5.2,Offshore,381,23,Land Use,The selection of Alternative C would reduce the need for coastal infrastructure in those states for survey vessels by approximately 82%.,Land use and coastal infrastructure related to wind farm activities.,82,%,,land use planning; coastal infrastructure,0.1992660638771107,0.004992739826998085,0.46989918449295415,0.031496062992125984,0.5,41,wind class (partial); distance to substation (partial); planning; rated wind speed (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial); num of transformers (partial); wind speed at 10m (partial); distance to railway (partial),True,82 %,comprehensive_scientific
gpt-4o-mini,,Offshore,15,4,Jurisdictional,All structures within this area are under BSEE / BOEM jurisdiction.,Outer Continental Shelf (OCS),3,nautical miles,Outer Continental Shelf Lands Act (OCSLA),regulatory oversight; jurisdictional authority,0.19868286602953997,0.00808115304180087,0.48626578533990167,0.023715415019762844,0.4482758620689655,38,pacific fishery management council (partial); distance to substation (partial); area name (partial); area; torpedo testing area (partial); test area (partial); temperature at 2m (partial); impact area uri (partial); num of transformers (partial); wind speed at 10m (partial),True,3 nautical miles,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,18,49,Technical,The SRWEC would be one 320-kilovolt (kV) DC export cable bundle,Offshore export cable,320,kV,,Technical,0.19549966512668235,0.0058444022779918755,0.4592057045048491,0.012295081967213115,0.5294117647058824,13,cable type (partial); num of transformers (partial); number of turbines (partial); max kilovolt (partial); cable; export cable; min kilovolt (partial); export cable corridor (partial); number of blades (partial); turbine position x (partial),True,320 kV,comprehensive_scientific
gemini-1.5-pro,"DNV GL – Document No.: 10039663-HOU-01, Issue: D, Status: FINAL
www.dnvgl.com
Page 26",Offshore,44,21,Technical,"For design, the wind climate is represented by the long-term 10-minute mean wind speed U 10 and the standard deviation σ U of the wind speed.",Wind turbine design,10.0,minutes,,wind resource assessment; structural design,0.19495813554405048,0.019272174484167112,0.3596726359512626,0.03187250996015936,0.7297297297297297,49,wind class (partial); turbine id (partial); design; rated wind speed (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial); num of transformers (partial); wind speed at 10m (partial); min depth (partial),True,10.0 minutes,comprehensive_scientific
gpt-4o-mini,,Offshore,74,3,Spatial,There is a gap of around 50m between the cables from the two projects.,Cable installation at coastal landfalls.,50,meters,,cable installation; marine spatial planning,0.19494299331223855,0.006969740434512507,0.40279341322567275,0.036585365853658534,0.64,23,installation; planning; project name (partial); cable type (partial); temperature at 2m (partial); num of transformers (partial); wind speed at 10m (partial); number of turbines (partial); cable; export cable (partial),True,50 meters,comprehensive_scientific
gemini-2.5-flash,,Offshore,150,21,Technical,"According to DNVGL-RP-C205, this vertical mean wind speed profile is applicable for extreme wind speed with recurrence in excess of approximately 50 years, where the mean wind speed has the same return period as U 0 .","Wind farm design and assessment, specifically for extreme wind speed calculations using the specified vertical mean wind speed profile.",50.0,years,DNVGL-RP-C205,wind resource assessment; structural design; extreme weather conditions,0.1936686950156291,0.016875124728434325,0.4243659594761964,0.03717472118959108,0.5217391304347826,49,wind class (partial); distance to substation (partial); cable type (partial); design; rated wind speed (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial); num of transformers (partial); wind speed at 10m (partial),True,50.0 years,comprehensive_scientific
gemini-1.5-pro,,Offshore,12,19,Spatial,Minimum area of 25 km² for the wind farm.,Offshore wind farm size,25.0,km²,MEC 18,project planning; capacity,0.1925887371989091,0.012767108348327132,0.3924654566093948,0.03292181069958848,0.631578947368421,51,wind class (partial); planning; project name (partial); area name (partial); area; torpedo testing area (partial); rated wind speed (partial); test area (partial); temperature at 2m (partial); wind resource id (partial),True,25.0 km²,comprehensive_scientific
gemini-1.5-pro,3-163,Offshore,401,20,Technical,An estimated 10 percent of the inter-array cable route will also require cable protection.,Inter-array cable route,10.0,percent,,cable protection; subsea cable installation,0.19159227827780934,0.005770704768222464,0.4334837665791974,0.016194331983805668,0.56,23,installation; cable type (partial); temperature at 2m (partial); num of transformers (partial); wind speed at 10m (partial); number of turbines (partial); turbine position y (partial); cable; export cable (partial); turbine installation (partial),True,10.0 percent,comprehensive_scientific
gpt-4o-mini,LEC,Unspecified,10,19,Technical,Wind power density 2 225 W/m [2] 200/250 W/m [2],Wind power generation,225.0,W/m²,,energy generation; technical standards,0.1914899739337801,0.010303973408599737,0.42588837011346814,0.012295081967213115,0.5714285714285714,38,wind class (partial); population density (partial); rated wind speed (partial); power monitoring (partial); temperature at 2m (partial); wind resource id (partial); rated electrical power (partial); power output (partial); wind zone (partial); wind speed at 10m (partial),True,225.0 W/m²,comprehensive_scientific
gpt-4o-mini,,Offshore,74,3,Spatial,The jointing pits are spaced at around 5m.,Cable installation at coastal landfalls.,5,meters,,cable installation; marine spatial planning,0.1914274286550519,0.006702936765440876,0.4021669586903173,0.024691358024691357,0.631578947368421,17,installation; planning; cable type (partial); temperature at 2m (partial); wind speed at 10m (partial); cable; export cable (partial); turbine installation (partial); land use (partial); installation method (partial),True,5 meters,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,43,5,Spatial,"The Project has an upward limit of 121 WTGs, up to four OSSs, and one Met Tower located in the Lease area",Offshore wind farm project,126,Total structures,Project description,Technical,0.1911344096912257,0.009453866214442646,0.3729539884626066,0.044,0.6666666666666666,58,wind class (partial); lease date (partial); distance to substation (partial); project name (partial); area name (partial); area; lease id (partial); torpedo testing area (partial); rated wind speed (partial); test area (partial),True,126 Total structures,comprehensive_scientific
gemini-1.5-pro,,Offshore,61,12,Spatial,A second viewshed is run from the height of the top of the nacelle of the proposed project turbines for assessment of nighttime impacts. Neither viewshed shall exceed 74 km (40 nm).,"Visual Impact Assessment (VIA) for offshore wind projects less than 43 km from shore, nighttime impacts",74.0,km,BOEM,visual impact assessment; environmental impact assessment,0.19018715609725342,0.006077475909239949,0.4202983302229692,0.041666666666666664,0.5333333333333333,65,pacific fishery management council (partial); wind class (partial); distance to substation (partial); project name (partial); turbine id (partial); rated wind speed (partial); temperature at 2m (partial); wind resource id (partial); impact area uri (partial); wind zone (partial),True,74.0 km,comprehensive_scientific
gemini-1.5-pro,Page 17 of 93,Offshore,60,26,Technical,"The use of cable protection measures must not exceed 10 percent of the total export and inter-array cable length, excluding cable crossings and approaches to foundations.",Cable protection measures,10,percent,Section 2.15.1,cable protection,0.19014019691032832,0.005931229959286931,0.4003124391360978,0.027559055118110236,0.6216216216216216,27,distance to substation (partial); cable type (partial); temperature at 2m (partial); num of transformers (partial); wind speed at 10m (partial); distance to railway (partial); foundation; length; number of turbines (partial); turbine position y (partial),True,10 percent,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,277,48,Spatial,"No surface occupancy along the northeastern boundary of the Ocean Wind 1 Lease Area through the exclusion of eight WTG positions (A02 to A09), relocation of up to eight WTG positions to the northern portion of the Ocean Wind 1 Lease Area, or some combination of exclusion and relocation of WTG positions, to allow for a 0.81-nm to 1.08-nm buffer between WTGs in the Ocean Wind 1 Lease Area and WTGs in the Atlantic Shores South Lease Area.",Ocean Wind 1 Lease Area,0.81-nm to 1.08-nm,nautical mile,Alternative C-1,"Spatial, Environmental",0.18889587902197386,0.016726506158726246,0.3554990700097593,0.044444444444444446,0.6666666666666666,70,surface pressure (partial); wind class (partial); lease date (partial); distance to substation (partial); area name (partial); turbine id (partial); area; lease id (partial); torpedo testing area (partial); rated wind speed (partial),True,0.81-nm to 1.08-nm nautical mile,comprehensive_scientific
gpt-4o-mini,COP Section 3.3.7; Sunrise Wind 2022,Offshore,36,49,Technical,"Cable protection would be necessary for the IAC, and Sunrise Wind assumes that up to 15 percent of the entire cable network may require secondary cable protection.",Inter-array cable installation,15,percent,,cable protection; installation standards,0.1888549761720806,0.008351739753191702,0.41757074905082797,0.0234375,0.5555555555555556,43,installation; wind class (partial); distance to substation (partial); cable type (partial); rated wind speed (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial); num of transformers (partial); wind speed at 10m (partial),True,15 percent,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,31,45,Environmental,All turbine foundations must avoid designated marine protected areas by at least 5 km.,North Sea offshore wind projects,5,km,Marine Spatial Planning Directive 2023,environmental; spatial,0.188796236455143,0.007218341079318635,0.38293806977140116,0.04032258064516129,0.6296296296296297,65,coral id (partial); wind class (partial); planning; project name (partial); area name (partial); hurricane id (partial); turbine id (partial); area; design; lease id (partial),True,5 km,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,22,5,Environmental,Turbine foundations must not disturb marine protected areas within a 5 km radius.,Marine protected areas in the North Sea,5,km,Marine Environmental Protection Agency (MEPA),environmental; spatial,0.1886336987095527,0.0054466337582368555,0.3653943683746013,0.044897959183673466,0.6785714285714286,38,area name (partial); turbine id (partial); area; torpedo testing area (partial); protected areas; test area (partial); temperature at 2m (partial); impact area uri (partial); wind speed at 10m (partial); turbine design (partial),True,5 km,comprehensive_scientific
gemini-1.5-pro,"DNV GL – Document No.: 10039663-HOU-01, Issue: D, Status: FINAL
www.dnvgl.com
Page 59",Offshore,92,21,Technical,"An offshore wind measurement campaign at minimum should include measurements of horizontal wind speed and wind direction from blade tip to at least hub height, 3-second maximum wind gust at hub height, and measurements of temperature and pressure at ideally hub height.",Offshore wind measurement campaign,3.0,seconds,,wind resource assessment; instrumentation; meteorological data,0.18862820594084134,0.014518003078967506,0.38419115767282314,0.05078125,0.5740740740740741,62,surface pressure (partial); coral id (partial); wind class (partial); distance to substation (partial); max diameter (partial); hub diameter (partial); hurricane id (partial); turbine id (partial); lease id (partial); rated wind speed (partial),True,3.0 seconds,comprehensive_scientific
deepseek-chat,OWF-REG-2023,Offshore,180,32,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,Marine protected areas in North Sea,1,km,Marine Spatial Planning Directive 2022,environmental; spatial,0.1882307994366558,0.005817003256625381,0.37223756637154726,0.048582995951417005,0.6451612903225806,66,coral id (partial); wind class (partial); planning; area name (partial); hurricane id (partial); turbine id (partial); area; lease id (partial); torpedo testing area (partial); protected areas,True,1 km,comprehensive_scientific
deepseek-chat,EWF-2023-001,Offshore,473,22,Environmental,All wind turbines must maintain a minimum clearance of 500 meters from marine protected areas.,European Union territorial waters,500,meters,EU Marine Spatial Planning Directive 2021,Environmental protection; Spatial planning,0.1879871991109489,0.005906028883005323,0.42541595852582265,0.04,0.5,64,wind class (partial); distance to substation (partial); planning; area name (partial); turbine id (partial); area; torpedo testing area (partial); protected areas; rated wind speed (partial); test area (partial),True,500 meters,comprehensive_scientific
gemini-1.5-pro,261,Offshore,330,10,Technical,"After the first adjustment, BOEM may adjust the capacity factor (to accurately represent a comparison of actual generation over a given period of time with the amount of power a facility would have generated if it had run at full capacity) no earlier than in 5-year intervals from the most recent year that BOEM adjusts the capacity factor.",Lease Area,5.0,years,,capacity factor adjustment,0.18789016659377192,0.010222630108783805,0.4094068846545009,0.051470588235294115,0.5068493150684932,69,pacific fishery management council (partial); lease date (partial); distance to substation (partial); area name (partial); area; lease id (partial); torpedo testing area (partial); rated wind speed (partial); power monitoring (partial); test area (partial),True,5.0 years,comprehensive_scientific
gemini-1.5-pro,68,Offshore,143,12,Technical,"All viewshed analyses conducted for SLVIAs considered by BOEM incorporate a viewer height of 1.8 m (5.9 ft), and use accurate elevations for viewpoints used in the SLVIA.","Seascape, Landscape, and Visual Impact Assessment (SLVIA)",1.8,m,,visual impact assessment; environmental impact assessment,0.18783679500623834,0.004100156156702867,0.4338633223150021,0.03018867924528302,0.5,39,coral id (partial); pacific fishery management council (partial); hurricane id (partial); turbine id (partial); lease id (partial); temperature at 2m (partial); wind resource id (partial); impact area uri (partial); num of transformers (partial); wind speed at 10m (partial),True,1.8 m,comprehensive_scientific
gemini-1.5-pro,68,Offshore,143,13,Technical,"All viewshed analyses conducted for SLVIAs considered by BOEM incorporate a viewer height of 1.8 m (5.9 ft), and use accurate elevations for viewpoints used in the SLVIA.","Seascape, Landscape, and Visual Impact Assessment (SLVIA)",1.8,m,,visual impact assessment; environmental impact assessment,0.18783679500623834,0.004100156156702867,0.4338633223150021,0.03018867924528302,0.5,39,coral id (partial); pacific fishery management council (partial); hurricane id (partial); turbine id (partial); lease id (partial); temperature at 2m (partial); wind resource id (partial); impact area uri (partial); num of transformers (partial); wind speed at 10m (partial),True,1.8 m,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,35,26,Spatial,"The Lessee may construct and install on the Outer Continental Shelf (OCS) up to 114 wind turbine generators (WTGs), up to 4 offshore substations (OSSs), up to 1 permanent meteorological (met) tower, interarray and interlink cables, and up to 4 export cables within an export cable corridor of up to 35 km (21.7 mi) in length on the OCS.",Outer Continental Shelf (OCS),114,wind turbine generators,Record of Decision (ROD),"Technical, Spatial",0.1875342680721207,0.009560068690447574,0.34279981396881404,0.05223880597014925,0.704225352112676,66,coral id (partial); wind class (partial); distance to substation (partial); hurricane id (partial); turbine id (partial); cable type (partial); lease id (partial); rated wind speed (partial); temperature at 2m (partial); wind resource id (partial),True,114 wind turbine generators,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,277,48,Spatial,No surface occupancy along the northeastern boundary of the Ocean Wind 1 Lease Area to allow for an 0.81-nm to 1.08-nm buffer from the boundary between the Ocean Wind 1 Lease Area and the Atlantic Shores South Lease Area.,Ocean Wind 1 Lease Area,0.81-nm to 1.08-nm,nautical mile,Alternative C-2,"Spatial, Environmental",0.1871247444486619,0.013445758243351615,0.3541705948225208,0.03488372093023256,0.6851851851851852,58,surface pressure (partial); wind class (partial); lease date (partial); distance to substation (partial); area name (partial); area; lease id (partial); torpedo testing area (partial); rated wind speed (partial); test area (partial),True,0.81-nm to 1.08-nm nautical mile,comprehensive_scientific
gpt-4o-mini,10039663-HOU-01,Offshore,48,21,Technical,An appropriate interval of wind speed bin and wind direction sectors used in the above should be chosen.,Wind turbine site measurements,2,m/s,DNVGL-ST-0437 and IEC 61400-3,wind speed measurement; wind direction measurement,0.18678458313582672,0.017101921272069606,0.3963268766433732,0.027450980392156862,0.5555555555555556,52,wind class (partial); distance to substation (partial); turbine id (partial); site; rated wind speed (partial); site name (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial); num of transformers (partial),True,2 m/s,comprehensive_scientific
gpt-4o-mini,M10PC00105,Offshore,81,17,Technical,"The size of 140 m is about 10% larger than the rotor diameter, which is 126 m.",Wind turbine rotor diameter consideration,126,meters,,structural integrity; wind load analysis,0.18678273453672303,0.01294564726324515,0.3988720616285595,0.024,0.5714285714285714,66,coral id (partial); wind class (partial); distance to substation (partial); max diameter (partial); hub diameter (partial); hurricane id (partial); turbine id (partial); lease id (partial); rated wind speed (partial); temperature at 2m (partial),True,126 meters,comprehensive_scientific
gpt-4o-mini,.011,Offshore,43,6,Technical,A Class I turbine has a V ref 10-minute average value of 50 m/s at hub height.,Wind turbine design standards for offshore projects.,50,m/s,IEC 61400-1,structural integrity; wind turbine design,0.18602253685571837,0.01229858246303974,0.3706237916131595,0.03529411764705882,0.6285714285714286,49,wind class (partial); hub diameter (partial); project name (partial); turbine id (partial); design; rated wind speed (partial); hub overhang (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial),True,50 m/s,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,10,40,Environmental,All turbines must maintain a minimum clearance of 1 km from marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive 2022,environmental; spatial,0.18504408136342282,0.00571374711169928,0.38197480222796915,0.044534412955465584,0.5925925925925926,60,wind class (partial); planning; project name (partial); area name (partial); turbine id (partial); area; torpedo testing area (partial); protected areas; rated wind speed (partial); test area (partial),True,1 km,comprehensive_scientific
deepseek-chat,OWF-REG-2023-001,Offshore,444,11,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive 2023,environmental; spatial,0.18486869972597375,0.008326969075006182,0.3658411579614883,0.048582995951417005,0.6206896551724138,72,coral id (partial); wind class (partial); distance to substation (partial); planning; project name (partial); area name (partial); hurricane id (partial); turbine id (partial); area; lease id (partial),True,1 km,comprehensive_scientific
gemini-1.5-pro,Page 17 of 93,Offshore,60,26,Technical,"In areas where the final cable burial depth is less than 1.0 m below seabed, excluding cable crossings and within the vicinity of WTG/OSS foundations where cables are enclosed within a cable protection system, the Lessee must install secondary protection such as concrete mattresses, rock bags, or rock placement and must adhere to the scour and cable protection measures in Section 5.3.7.",Cable burial depth and protection,1.0,m,Section 2.15,cable protection; scour protection,0.18434619941184827,0.008939781943641922,0.3950319983713041,0.043010752688172046,0.5365853658536586,72,wind class (partial); distance to substation (partial); area name (partial); turbine id (partial); area; cable type (partial); torpedo testing area (partial); protected areas (partial); rated wind speed (partial); test area (partial),True,1.0 m,comprehensive_scientific
gpt-4o-mini,,Offshore,142,32,Technical,The new 500 meters section of dynamic power cable was spliced to the export cable on the installation vessel.,Dynamic power cable installation phase.,500,meters,,cable installation; marine operations,0.1842978345034142,0.009604995044347283,0.3499541806788185,0.032520325203252036,0.6896551724137931,40,installation; distance to substation (partial); cable type (partial); power monitoring (partial); temperature at 2m (partial); rated electrical power (partial); power output (partial); num of transformers (partial); wind speed at 10m (partial); power production (partial),True,500 meters,comprehensive_scientific
deepseek-chat,OWF-2023-NS-001,Offshore,379,22,Environmental,All wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive (EU 2021/123),environmental; spatial,0.1836930077784053,0.008150178319145074,0.3580739458752508,0.04838709677419355,0.6333333333333333,65,wind class (partial); distance to substation (partial); planning; project name (partial); area name (partial); turbine id (partial); area; torpedo testing area (partial); protected areas; rated wind speed (partial),True,1 km,comprehensive_scientific
deepseek-chat,OWF-REG-2023-004,Offshore,365,10,Environmental,Wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive 2023,environmental; spatial,0.18355351829371028,0.008326969075006182,0.3658411579614883,0.04878048780487805,0.6071428571428571,72,coral id (partial); wind class (partial); distance to substation (partial); planning; project name (partial); area name (partial); hurricane id (partial); turbine id (partial); area; lease id (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,,Offshore,190,48,Environmental,Cable protection may be required for up to 10% of the route.,Cable protection for the array and substation interconnection cables.,24,acres,Inspire 2021,environmental impact assessment; benthic habitat protection,0.1834398730994391,0.006292965704034844,0.34564590385058197,0.03614457831325301,0.7,32,distance to substation (partial); cable type (partial); temperature at 2m (partial); impact area uri (partial); num of transformers (partial); wind speed at 10m (partial); substation; distance to railway (partial); number of turbines (partial); turbine position y (partial),True,24 acres,comprehensive_scientific
deepseek-chat,NS-OWF-2023-001,Offshore,325,32,Spatial,No construction within 5km of designated marine protected areas,North Sea marine sanctuaries,5,kilometers,EU Maritime Spatial Planning Directive,environmental; planning,0.18282569170456256,0.0036799237523346623,0.34455924575292307,0.03278688524590164,0.7142857142857143,36,planning; area name (partial); area; design; torpedo testing area (partial); protected areas; test area (partial); temperature at 2m (partial); impact area uri (partial); num of transformers (partial),True,5 kilometers,comprehensive_scientific
gpt-4o-mini,1.1.1,Offshore,35,26,Technical,"The Lessee may construct and install on the Outer Continental Shelf (OCS) up to 114 wind turbine generators (WTGs), up to 4 offshore substations (OSSs), up to 1 permanent meteorological (met) tower, interarray and interlink cables, and up to 4 export cables within an export cable corridor of up to 35 km (21.7 mi) in length on the OCS.",Outer Continental Shelf (OCS),114,WTGs,Record of Decision (ROD),construction; installation; offshore infrastructure,0.18206856931268875,0.009699508048454902,0.3356503601723452,0.05185185185185185,0.6712328767123288,67,coral id (partial); installation; wind class (partial); distance to substation (partial); hurricane id (partial); turbine id (partial); cable type (partial); lease id (partial); rated wind speed (partial); temperature at 2m (partial),True,114 WTGs,comprehensive_scientific
gemini-1.5-pro,140M0120F0021,Offshore,182,32,Technical,Turbine design criteria outlined by the International Electrotechnical Commission do not encompass the extreme wind speeds and directional shifts of hurricanes stronger than category 2.,Turbine design,2.0,,International Electrotechnical Commission,turbine design; structural integrity; safety,0.18200962435133683,0.00865879913426999,0.43666961686461975,0.015503875968992248,0.4444444444444444,48,wind class (partial); hurricane; hurricane name (partial); hurricane id (partial); turbine id (partial); design; rated wind speed (partial); temperature at 2m (partial); wind resource id (partial); wind zone (partial),True,2.0,comprehensive_scientific
gpt-4o-mini,,Offshore,30,9,Environmental,The Frank Lautenberg Deep Sea Coral Protection Area overlaps all of Call Area E and a northern portion (~20%) of Call Area F.,Call Area E and Call Area F,20.0,%,Frank Lautenberg Deep Sea Coral Protection Area regulations,environmental impact assessment; marine biodiversity,0.18190229056589555,0.010474627312677974,0.3638293442572933,0.036,0.6136363636363636,36,coral id (partial); coral; area name (partial); area; regulation; torpedo testing area (partial); test area (partial); temperature at 2m (partial); regulation name (partial); impact area uri (partial),True,20.0 %,comprehensive_scientific
gemini-1.5-pro,,Offshore,90,1,Technical,"After the first adjustment, BOEM may adjust the capacity factor (to accurately represent a comparison of actual generation over a given period of time with the amount of power a facility would have generated if it had run at full capacity) no earlier than in 5-year intervals from the most recent year that BOEM adjusts the capacity factor.",Capacity Factor Adjustment,5.0,years,,performance assessment; power generation,0.1817388670730328,0.00929923244712546,0.39720677079013256,0.047619047619047616,0.49333333333333335,53,pacific fishery management council (partial); distance to substation (partial); rated wind speed (partial); power monitoring (partial); temperature at 2m (partial); rated electrical power (partial); power output (partial); num of transformers (partial); wind speed at 10m (partial); year established (partial),True,5.0 years,comprehensive_scientific
