model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gpt-4o-mini,"§ 585.530, § 585.531",Offshore,350,10,Financial,"If your surety is decertified by the Treasury, becomes bankrupt or insolvent, or if your surety's charter or license is suspended or revoked, or if any other approved financial assurance expires for any reason, you must: Inform BOEM within 3 business days about the financial assurance lapse.",Financial assurance for offshore wind farm operations,3.0,business days,BOEM regulations § 585.530,financial assurance; regulatory compliance
gemini-2.5-pro,Section 3.2,Offshore,37,13,Technical,"The Construction and Operations Plan (COP) must provide a detailed description of the project, including its location, components, and physical properties sufficient to identify all possible sources of seascape/landscape and visual impacts and to determine the geographic scope of the impact assessment.",Construction and Operations Plan (COP) submission for all project phases.,,,BOEM,environmental impact assessment; project planning; visual impact assessment
gemini-2.5-pro,Section 4,Offshore,45,13,Environmental,mitigation measures must be used in order to reduce the potential impacts of the project to a level acceptable for approval of the project.,"Project-level impacts, including seascape/landscape or visual resources, for both offshore and onshore components of offshore wind energy facilities.",,,Unnamed project approval authority,environmental impact assessment; project permitting; visual impact; mitigation
gpt-4o-mini,,Offshore,348,10,Jurisdictional,"If you fail, or your operator or operating rights owner fails, to comply with any law, term, or regulation, your guarantor must either take corrective action or provide, within 7 days or other agreed upon time period, sufficient funds for BOEM to complete corrective action.","Compliance with laws, terms, or regulations",7.0,days,Bureau of Ocean Energy Management (BOEM),regulatory compliance; financial assurance
gemini-2.5-pro,30 CFR 585.626(b),Offshore,17,16,Jurisdictional,"For all construction and operations activities you propose to conduct under your COP, you must provide the information listed under the “Project Information” column in table 1 pursuant to 30 CFR 585.626(b).",Construction and Operations Plan (COP) for all proposed construction and operations activities.,,,30 CFR 585.626(b),project planning; regulatory compliance; environmental impact assessment
gemini-2.5-pro,19,Offshore,31,16,Jurisdictional,"Pursuant to 30 CFR 585.627(a) for construction and operations activities on a commercial lease, you must submit with your COP detailed information that describes resources, conditions, and activities that could be affected by your proposed project.",Construction and operations activities on a commercial lease,,,30 CFR 585.627(a),environmental impact assessment; permitting; project planning; NEPA compliance
gemini-2.5-pro,19,Offshore,31,16,Safety,"Pursuant to 30 CFR 585.627(c), you are required to submit an OSRP to Bureau of Safety and Environmental Enforcement (BSEE), in accordance with 30 CFR part 254.",Offshore commercial lease activities,,,30 CFR 585.627(c); 30 CFR part 254,oil spill response; safety management; environmental protection; operational planning
gpt-4o-mini,,Offshore,348,10,Jurisdictional,"The agreement must provide that your guarantor will either bring your lease(s) or grant(s) into compliance or provide, within 7 days, sufficient funds to permit BOEM to complete corrective action.",Lease(s) or grant(s) covered by the agreement,7.0,days,Bureau of Ocean Energy Management (BOEM),compliance; financial assurance
gemini-2.5-pro,23,Offshore,36,16,Jurisdictional,"If you are issued a plan, permit, or other authorization from BOEM with a condition of approval or a lease with a stipulation requiring compliance with this guidance document or identified portions thereof, you must implement those portions or all aspects of this guidance document... Under such circumstances, you must implement and comply with this guidance document (or identified portions thereof) regardless of whether the terms within the guidance document would otherwise be a recommendation or request (e.g., use of the term “should” in the guidance document will be considered “must” if required by the lease stipulation or condition of approval).","Projects under a BOEM-issued plan, permit, authorization, or lease containing a specific stipulation or condition of approval.",,,lease stipulation or condition of approval from BOEM,legal compliance; permitting; project development
gpt-4o-mini,§ 585.409,Offshore,309,10,Jurisdictional,"You must request approval of each assignment on a form approved by BOEM, and submit originals of each instrument that creates or transfers ownership of record title or certified copies thereof within 90 days after the last party executes the transfer agreement.",Lease or grant assignment process,90.0,days,BOEM regulations § 585.409,regulatory compliance; lease management
gemini-2.5-flash,,Offshore,111,20,Environmental,Emissions must not exceed the National Ambient Air Quality Standards (NAAQS).,"Project emissions, primarily during construction and decommissioning phases.",,,National Ambient Air Quality Standards (NAAQS),air quality; environmental impact assessment; emissions control
gpt-4o-mini,§ 585.640,Offshore,387,10,Jurisdictional,"You must notify the BSEE, within 5 business days, any time you cease commercial operations, without an approved suspension, under your approved COP.",Commercial operations under the approved COP,5.0,business days,BSEE regulations § 585.635,regulatory compliance; operational oversight
gpt-4o-mini,§ 285.1000,Offshore,233,10,Jurisdictional,"BSEE may suspend an Alternate Use RUE if: (1) Necessary to comply with judicial decrees; (2) Continued activities pursuant to the Alternate Use RUE pose an imminent threat of serious or irreparable harm or damage to natural resources; life (including human and wildlife); property; the marine, coastal, or human environment; or sites, structures, or objects of historical or archaeological significance.",Activities pursuant to the Alternate Use RUE,,,§ 285.1014,environmental protection; natural resource management; judicial compliance
gemini-2.5-flash,,Offshore,252,22,Environmental,"BOEM would require a 200-m exclusion zone for sea turtles during deep hole boring activity, ensuring that no sea turtles would be exposed to sound levels greater than 120 dB (marine mammal harassment threshold from a continuous acoustic source).",Offshore wind farm deep hole boring activity (construction phase),200.0,m,BOEM,environmental protection; marine life protection; acoustic management; construction methodology
gpt-4o-mini,§ 285.913,Offshore,232,10,Jurisdictional,"You must submit a written report to BSEE that includes a summary of the removal activities, a description of any mitigation measures you took, and a statement signed by your authorized representative if you used explosives.",Decommissioning phase of offshore facilities,60.0,days,BSEE regulations,decommissioning; regulatory compliance
gpt-4o-mini,"§ 285.910, § 285.911, § 285.912",Offshore,231,10,Technical,"Within 60 days after you remove a facility, you must verify to BSEE that you have cleared the site.","Decommissioning phase, offshore facilities",60.0,days,§ 285.910,decommissioning; site clearance
gpt-4o-mini,§§ 285.905-.907,Offshore,230,10,Jurisdictional,You must submit a decommissioning notice at least 60 days before you plan to begin decommissioning activities.,Decommissioning phase,60.0,days,BSEE regulations,decommissioning; regulatory compliance
gemini-2.5-flash,136,Offshore,311,22,Environmental,The lessee would also be required to ensure that its employees and contractors are made aware of the environmental and socioeconomic impacts associated with marine trash and debris and their responsibilities for ensuring that trash and debris are not intentionally or accidentally discharged into the marine environment.,"Offshore operations (lessee, employees, contractors)",,,Terms of a lease or SAP approval,environmental protection; waste management; personnel training; operational responsibility
gpt-4o-mini,§ 285.905,Offshore,226,10,Jurisdictional,"You must submit your decommissioning application upon the earliest of the following dates: (a) 2 years before the expiration of your lease. (b) 90 days after completion of your commercial activities on a commercial lease. (c) 90 days after completion of your approved activities under a limited lease on a ROW grant or RUE grant. (d) 90 days after cancellation, relinquishment, or other termination of your lease or grant.",Decommissioning application submission timeline,90.0,days,§ 285.905,decommissioning; regulatory compliance; lease management
gemini-2.5-flash,,Offshore,356,22,Technical,"Lessees would be require to control their own electromagnetic emissions and those of its agents, employees, invitees, independent contractors, and subcontractors emanating from individual designated defense warning areas in accordance with requirements specified by the appropriate command headquarters to the degree necessary to prevent issues with DOD flight, testing, or operational activities conducted within individual designated warning areas.","Individual designated defense warning areas, during DOD flight, testing, or operational activities.",,,appropriate command headquarters,electromagnetic compatibility; military operations; operational safety
gpt-4o-mini,§ 285.903,Offshore,225,10,Jurisdictional,You must submit a decommissioning notice under § 285.908 to BSEE at least 60 days before commencing decommissioning activities.,Decommissioning activities,60.0,days,§ 285.908,decommissioning; regulatory compliance
gpt-4o-mini,§ 285.833,Offshore,222,10,Safety,"For any incident covered under § 285.831, you must submit a written report within 15 days after the incident to BSEE.",Operational phase,15.0,days,"BSEE regulations, § 285.833",incident reporting; safety management
gpt-4o-mini,§ 285.832,Offshore,221,10,Safety,You must provide a written report of the following incidents to us within 15 days after the incident.,Operational phase,15.0,days,§ 285.832,incident reporting; workplace safety
gpt-4o-mini,§ 285.831,Offshore,220,10,Safety,"You must report the following incidents to us immediately via oral communication, and provide a written follow-up report (paper copy or electronically transmitted) within 15-business days after the incident.",Operational phase,15.0,business days,§ 285.831,incident reporting; safety management
gemini-2.5-flash,B.1.1,Offshore,477,22,Environmental,"All vessels and aircraft whose operations are authorized under or regulated by the terms of a BOEM-issued renewable energy lease would be required to abide by the NOAA Fisheries Northeast Regional Viewing Guidelines, as updated through the life of the project.","All phases of site characterization and site assessment activities on a lease, specifically for vessels and aircraft operating under a BOEM-issued renewable energy lease.",,,BOEM (imposing authority); NOAA Fisheries Northeast Regional Viewing Guidelines (specific standard),environmental protection; marine mammal protection; sea turtle protection; vessel operations; aircraft operations
gemini-2.5-flash,Sections 4.1.1.1.1 and 4.1.1.1.2 (Pages 51-53),Offshore,525,22,Environmental,A General Conformity analysis must be performed upon the submission of a Site Assessment Plan (SAP) by a lessee if the SAP activities would emit over 100 tons per year of a criteria pollutant that is in non-attainment or maintenance. This analysis pertains only to the specific criteria pollutant that is in nonattainment for maintenance areas onshore and in state waters and has the potential to exceed the 100 tons per year threshold associated with the activities proposed in that SAP.,"Site Assessment Plan (SAP) activities, including site characterization, construction, servicing, maintenance, and decommissioning of met towers and buoys, specifically for emissions affecting non-attainment or maintenance areas onshore and in state waters.",100.0,tons per year,Section 4.1.1.1.2,environmental impact assessment; air quality; permitting
gemini-2.5-flash,"Page 92, 303",Offshore,547,22,Environmental,Thresholds established in BOEM’s mandatory project design criteria for marine mammals are deemed adequate by NMFS to protect sea turtles and must be applied for sea turtle protection.,"Offshore wind farm projects, specifically regarding noise impacts on sea turtles.",,,"BOEM’s mandatory project design criteria; NMFS determination (USDOC, NOAA, NMFS, 2011c)",environmental impact assessment; wildlife protection; noise pollution
gemini-2.5-flash,324,Offshore,585,22,Environmental,"monitoring of the 7-km buffer zone is required for pile driving, and how such monitoring must be conducted is specified.","Pile driving activities, 7-km buffer zone.",7.0,km,"Appendix B (edits made to clarify requirements), BOEM (as the responding authority).",marine mammal protection; noise management; construction phase; environmental monitoring
gemini-2.5-flash,BOEM 2012-003,Offshore,1,23,Environmental,"An environmental assessment (EA) must be prepared to determine whether issuance of leases and approval of site assessment plans within the Wind Energy Areas (WEAs) offshore New Jersey, Delaware, Maryland and Virginia would have a significant effect on the environment and whether an environmental impact statement (EIS) must be prepared.","Wind Energy Areas (WEAs) offshore New Jersey, Delaware, Maryland and Virginia, specifically for lease issuance and site assessment plan approval.",,,"National Environmental Policy Act (NEPA), 42 U.S.C. §§ 4321-4370f, and the Council on Environmental Quality (CEQ) regulations at 40 CFR 1501.3",environmental impact assessment; leasing; site assessment
gemini-2.5-flash,,Offshore,24,23,Safety,Lease issuance and approval of site assessment activities are prohibited in two full and five partial OCS blocks within the Virginia Wind Energy Area (WEA) due to identified navigational safety issues.,Two full and five partial OCS blocks in the Virginia Wind Energy Area (WEA) offshore Virginia.,,,American Waterways Operators and USCG,navigational safety; spatial planning
gemini-2.5-flash,1,Offshore,36,23,Jurisdictional,"The lease does not grant the lessee the right to construct any facilities; rather, the lease grants the right to use the leased area to develop its plans, which must be approved by BOEM before the lessee can move on to the next stage of the process.",Offshore wind energy development on OCS leaseholds,,,30 CFR 585.600 and 30 CFR 585.601,permitting; project development phases; legal rights
gemini-2.5-flash,2.5 Alternative E,Offshore,65,23,Environmental,Vessel activity must be limited by excluding high resolution geological surveys and the construction and decommissioning of meteorological towers and buoys during the peak migration of right whales (between November and April).,Vessels engaged in site characterization and site assessment activities in all four Mid-Atlantic WEAs.,,,Alternative D,environmental protection; marine mammal protection; site characterization; vessel operations
gpt-4o-mini,§ 285.813,Offshore,214,10,Safety,"If you provide an oral notification, you must submit a written confirmation of this notice within 3-business days.",Operational phase,3.0,business days,§ 285.813,equipment maintenance; operational safety
gpt-4o-mini,§ 285.813,Offshore,214,10,Safety,You must report within 24 hours when equipment necessary for implementing your approved plan is removed from service for more than 12 hours.,Operational phase,12.0,hours,§ 285.813,equipment maintenance; operational safety
gemini-2.5-flash,3.1.2.1,Offshore,79,23,Technical,Side-scan sonar/sub-bottom profilers must be flown at 150-meter line spacing over the lease area for the collection of geophysical data for shallow hazards assessments.,"Lease area, shallow hazards assessments",150.0,meters,GGARCH guidelines (to meet 30 CFR 585.626(a)),geophysical survey; site characterization; shallow hazards
gemini-2.5-flash,3.1.2.1,Offshore,79,23,Technical,"Magnetometers, side-scan sonar and all sub-bottom profilers must be flown at 30 meter line spacing for collecting geophysical data for archaeological resources assessments.","Lease area, archaeological resources assessments",30.0,meters,GGARCH guidelines (to meet 30 CFR 585.626(a)),geophysical survey; site characterization; archaeological resources
gpt-4o-mini,§ 285.810,Offshore,213,10,Safety,"Your safety management system must be fully functional when you begin activities described in your approved COP, SAP, or GAP.",Operational phase of wind farm activities,,,§ 285.811,safety management; operational safety
gemini-2.5-flash,57,Offshore,140,23,Environmental,The total amount of all criteria pollutant emissions associated with constructing and decommissioning (including vessel traffic) anticipated meteorological towers must be less than the de minimus permit level of 100 tons per year.,Construction and decommissioning of meteorological towers (including vessel traffic) offshore New Jersey.,100.0,tons per year,,air quality; environmental permitting; emissions
gemini-2.5-flash,106,Offshore,251,22,Environmental,this exclusion zone be monitored for at least 30 minutes prior to ramp up of the survey equipment,HRG Surveys exclusion zone,30.0,minutes,BOEM,environmental monitoring; marine mammal protection; survey operations
gpt-4o-mini,Section 585,Offshore,236,10,Jurisdictional,Decommissioning activities must be completed within 1 year of termination of the Alternate Use RUE.,Outer Continental Shelf,1.0,year,BOEM regulations,decommissioning; regulatory compliance
gemini-2.5-flash,,Offshore,111,20,Environmental,Impacts on water quality must not exceed water quality standards.,Project impacts on water quality.,,,Water quality standards,water quality; environmental impact assessment; pollution control
gpt-4o-mini,585,Offshore,241,10,Financial,I must provide financial assurance when I obtain my commercial lease.,Commercial leases under BOEM jurisdiction.,,,Section 585.515,financial assurance; leasing
gpt-4o-mini,236,Offshore,306,10,Jurisdictional,"If there is a change in the designated operator, you must provide written notice to BOEM and identify the new designated operator within 72 hours on a form approved by BOEM.",Operational phase,72.0,hours,BOEM regulations,regulatory compliance; operator designation
