model_type,model_name,document_id,constraint_id,category,description,value,unit,source_section_number,geographic_scope,context_quote,component_name
gemini,gemini-1.5-pro,27,C-014,Operational Parameter,The Wave and Met Buoy will transmit data every 30 minutes.,30.0,minutes,5.1,Wave and Met Buoy,"Wave and met parameters, including 30 minute wave spectrum and 3 x 10 minute met parameter data, will be transmitted ... every 30 minutes.",RPS Wave and Met Buoy
gemini,gemini-1.5-pro,27,C-015,Safety Standard,Vessels must maintain a 1NM buffer from Traffic Separation Schemes.,1.0,NM,1,Lease Area,taking into consideration the required buffer of 1NM from Traffic Separation Schemes (TSS).,RPS FLiDAR Buoy
gemini,gemini-1.5-pro,27,C-016,Operational Parameter,Planned maintenance for the FLiDAR buoys is scheduled at 6-month intervals.,6.0,months,5.2.1,FLiDAR Buoys,Planned on-site maintenance for the RPS FLiDAR Buoys is scheduled at 6-month intervals,RPS FLiDAR Buoy
gemini,gemini-1.5-pro,27,C-017,Operational Parameter,Planned maintenance for the Wave and Met Buoy is scheduled every 6 months.,6.0,months,5.2.2,Wave and Met Buoy,Planned on-site maintenance for the Wave and Met Buoy is scheduled every 6 months,RPS Wave and Met Buoy
gemini,gemini-1.5-pro,27,C-018,Operational Parameter,Planned maintenance for the CM/CT Mooring is scheduled every 6 months.,6.0,months,5.2.3,CM/CT Mooring,Planned on-site maintenance for the CM/CT Mooring is scheduled every 6 months,CM/CT Mooring
gemini,gemini-1.5-pro,27,C-019,Operational Parameter,Vessels conducting activities must comply with vessel-strike avoidance measures.,,,4.2.1,Lease Area,"The Lessee must ensure that all vessels conducting activities in support of the plan submittal, including those transiting to and from local ports and the lease area, comply with the vessel-strike avoidance measures specified in stipulations 4.2",RPS FLiDAR Buoy
gemini,gemini-1.5-pro,27,C-020,Operational Parameter,Vessels 65 ft or greater operating from November 1 through April 30 must operate at speeds of 10 knots or less.,10.0,knots,4.2.4,Lease Area,"The Lessee must ensure that vessels 65 ft (19.8 m) in length or greater, operating from November 1 through April 30, operate at speeds of 10 knots (<18.5 km/hr) or less.",RPS FLiDAR Buoy
gemini,gemini-1.5-pro,27,C-021,Operational Parameter,"All vessels must maintain a separation distance of 1,640 ft or greater from any sighted North Atlantic right whale.",1640.0,ft,4.2.6.1,Lease Area,"The Lessee must ensure all survey vessels maintain a separation distance of 1,640 ft (500 m) or greater from any sighted North Atlantic right whale.",RPS FLiDAR Buoy
gemini,gemini-1.5-pro,27,C-022,Operational Parameter,All vessels must maintain a separation distance of 328 ft or greater from any sighted non-delphinoid cetacean.,328.0,ft,4.2.7.1,Lease Area,The Lessee must ensure all vessels maintain a separation distance of 328 ft (100 m) or greater from any sighted non-delphinoid cetacean.,RPS FLiDAR Buoy
gemini,gemini-1.5-pro,27,C-023,Operational Parameter,All vessels must maintain a separation distance of 164 ft or greater from any sighted sea turtle.,164.0,ft,4.2.9.1,Lease Area,The Lessee must ensure all vessels maintain a separation distance of 164 ft (50 m) or greater from any sighted sea turtle.,RPS FLiDAR Buoy
