document_id,page_number,content,ollama_output
17,35,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 22 2.1.4 Existing Design Standards and Their Applicability to Hurricane Conditions A number of design guidelines and regulations for offshore wind turbines have been developed over the last ten years. Table 2.1 lists some of the commonly referenced design standards and regulations. A brief description of each standard or regulation is also provided in the table. Several attempts have been made to adapt IEC 61400-3 for application in US waters. One of the major concerns is whether the current IEC design criteria can adequately take into account the risk imposed by hurricane conditions on the US OCS. IEC 61400-3, which represents the industry’s state-of-the-art knowledge of offshore wind turbines, is developed primarily based on the experience from designing offshore wind turbines for European coastal areas. Although a framework to define the site-specific Class S wind turbines is included in IEC 61400-1 for land-based turbines and further referred to by IEC 61400- 3 for offshore applications, the applicability of IEC standards to the hurricane-prone offshore sites remains unanswered. A statement is also made in the guides published by DNV (2010) [2.21] and GL (2005) [2.32], calling for the discretion of those using their guides to design offshore wind turbine in hurricane-prone regions. The study carried out by MMI Engineering (2009) [2.53] concludes that the turbine support structure designed using IEC 61400-3 and ISO 19902 are comparable in terms of strength to those designed to API RP 2A-WSD. It also implies that the “normal” and “abnormal” turbine operating conditions defined in IEC 61400-3 may be considered equivalent to the “operational” and “extreme” conditions defined in API RP 2A-WSD. In their study, the IEC/ISO scheme is based on 50-year return environmental conditions with the load factors from IEC 61400-3 and the resistance factors from ISO 19902, while the API scheme is based on 100-year return conditions along with the safety factors defined in API RP 2A-WSD.","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,36,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 23 Table 2.1 Commonly Referenced Design Standards/Regulations for Offshore Wind Turbines Standards / Regulations Brief Descriptions The International Electrotechnical Commission (IEC), 2005. IEC 61400-1 Ed.3: Wind turbines – Part 1: Design Requirements. • International standard for land based turbines. Many contents, and most importantly, the design philosophy, are adopted by IEC 61400-3 for offshore wind turbines. • Requirements for environmental conditions, design load cases, structural and foundation design criteria are specified. • References are made to other standards within the IEC 61400 series for the turbine and rotor design requirements. The International Electrotechnical Commission (IEC), 2009. IEC 61400-3 Ed.1: Wind turbines – Part 3: Design Requirements for Offshore Wind Turbines. • International standard, but mainly based on the experience from designing offshore wind turbines for North European shallow waters. • Significant amount of references are made to IEC 61400-1, which is for land based turbines. • Requirements for environmental conditions and design load cases are specified. • Refer to other recognized standards for offshore oil and gas platforms for structural or foundation design criteria American Bureau of Shipping (ABS), 2010. Guide for Building and Classing Offshore Wind Turbine Installations. • Environmental conditions and load cases are based on IEC 61400-3 but with additional requirements to account for hurricane/tropical cyclone conditions • Working Stress Design (WSD) based criteria are specified in addition to Load and Resistance Design (LRFD) based criteria • Also include criteria for material selection, fabrication, installation and inspections during service life • Applicable to offshore wind turbine support structures including tower, substructure and foundation. Germanischer Lloyd (GL), 2005. Guideline for the Certification of Offshore Wind Turbines. • Environmental conditions and load cases are similar to those in IEC 61400-3 with some modifications • Structural design criteria and inspection requirements are specified. • Both turbines (rotor nacelle assembly) and turbine support structures are covered. Det Norske Veritas (DNV), 2010. Design of Offshore Wind Turbine Structures. • IEC environmental conditions and load cases are adopted with minor modifications • Structural and foundation design criteria mostly refer to other DNV design guidelines for offshore structures. • Applicable to offshore wind turbine support structures including tower, substructure and foundation. US Department of Interior, 30 CFR Part 285, 2009. Renewable Energy Alternate Uses of Existing Facilities on the Outer Continental Shelf. • US regulation • Reference is made to API RP 2A-WSD for the design and inspection • Environmental conditions and design load cases for offshore wind turbines are not specifically covered. German Federal Maritime and Hydrographic Agency (BSH), 2007. Standard Design of Offshore Wind Turbines. • German regulation on design, certification and operation Danish Energy Agency, 2001. Recommendation for Technical Approval of Offshore Wind Turbines. • Annex to Danish regulation for land-based turbines. • Covers environmental conditions, loads and structural design requirements","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,37,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 24 As a part of the recent calibration study carried out by ABS (Yu et al., 2011 [2.86]), the nominal reliability analysis is performed using a formulation similar to Tarp-Johansen’s model (2005) [2.67] and environmental conditions for several locations on the US Atlantic Coast and Gulf Coast. Both “normal” and “abnormal” turbine operating conditions are considered in the study. The results for the “normal” load cases agree well with MMI’s results, but are interpreted in a different way. In addition to comparing the ABS and IEC design guides, the focus is also placed on whether the direct application of IEC 61400-3 to the US OCS can result in the comparable level of safety that can be anticipated from a design in European waters. The results are presented in Figure 2.3 and Figure 2.4, which are adapted from Yu et al. (2011) [2.86]. The blue “benchmark” lines represent the values of reliability index obtained using IEC 61400-3 design criteria and the North Sea wind or wave conditions. The purple squares are the values of reliability index obtained using IEC 61400-3 design criteria and the wind or wave data at different US offshore locations, while the green diamonds are those obtained using ABS design criteria. The effect of wave slamming (impact) is not taken into account. It is shown in these plots that applying IEC 61400-3 strength design criteria in combination with the US metocean conditions could result in a design having much lower reliability than what is anticipated from a design in European waters, assuming that the design of turbine support structure is governed by the strength criteria. It is also likely that other design considerations such as resonance avoidance, wave slamming, and fatigue resistance may dominate and thus determine the actual structural reliability level. 1.50 2.00 2.50 3.00 3.50 4.00 4.50 GoM Atlantic 1 Atlantic 2 Atlantic 3 Atlantic 4 MA TX Location on the US OCS βnormal (Wind) ABS (100yr) IEC (50-yr) IEC (50-yr North Sea) 1.50 2.00 2.50 3.00 3.50 4.00 4.50 GoM Atlantic 1 Atlantic 2 Atlantic 3 Atlantic 4 MA TX Location on the US OCS βnormal (Wave) ABS (100yr) IEC (50-yr) IEC (50-yr North Sea) Figure 2.3 Reliability Index for Normal Conditions under Wind or Wave Loads (Yu et al., 2011)","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,38,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 25 1.50 2.00 2.50 3.00 3.50 4.00 4.50 GoM Atlantic 1 Atlantic 2 Atlantic 3 Atlantic 4 MA TX Location on the US OCS βabnormal (Wind) ABS (100yr) IEC (50-yr) IEC (50-yr North Sea) 1.50 2.00 2.50 3.00 3.50 4.00 4.50 GoM Atlantic 1 Atlantic 2 Atlantic 3 Atlantic 4 MA TX Location on the US OCS βabnormal (Wave) ABS (100yr) IEC (50-yr) IEC (50-yr North Sea) Figure 2.4 Reliability Index for Abnormal Conditions under Wind or Wave Loads (Yu et al., 2011) Yu et al. (2011) [2.86] also present the case study results for a tripod supported reference offshore wind turbine subjected to the site specific environmental conditions in the GOM offshore Texas. The consequence of the failure of yaw control system is considered by assuming omni-directional hurricane winds. It is shown that the magnitude of relative increase in structural response due to the change of return period from 50-year to 100-year is approximately 60%, which is in contrast to a typical 20%~30% increase for an fixed offshore platform designed to API RP 2A-WSD in the GOM. It appears that the combined effect of strong hurricane wind and most unfavorable yaw misalignment could amplify the level of load increase. Such a relative magnitude of load increase becomes less significant when the wind condition turns weaker. This observation highlights the importance of including the turbine operating conditions in the design load case definition and taking this into account when establishing the design criteria. 2.1.5 Simulation Software Modern wind turbine analysis software provides capabilities of modeling aerodynamic (aero), control system (servo), and structural-dynamic (elastic) behavior of a wind turbine in the time domain. Numerous wind tunnel tests and field measurements have been performed for land-based turbines. The collected data have been used to calibrate and enhance the simulation tools. In recent years, some of these simulation tools are extended to include the additional dynamics, such as responses due to hydrodynamic loads and foundation dynamics, pertinent to offshore wind turbines. A brief survey of available offshore wind turbine design tools can be found in Ashuri and Zaaijer (2007) [2.9]. The sophistication of these aero-hydro-servo-elastic simulation tools and the fact that there are limited data available for verification prompted the researchers to launch an international","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,39,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 26 collaborative project, “The Offshore Code Comparison Collaboration” (OC3), which operates under Subtask 2 of the International Energy Agency (IEA) Wind Task 23. The primary focus is to verify the accuracy and correctness of participating simulation software through code-to-code comparisons. The final report (Jonkman and Musial, 2010 [2.45]), as well as the publications referred in the report, provides a valuable source of information about the background and performance of the simulation software. In the new IEA Wind Task 30 initiated in 2010 as an extension of OC3, more simulation tools are involved and model test data will be used in the software verification.","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,40,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 27 2.2 Technical Approach for Case Studies In addition to the design standard gap analysis, which has been conducted in a number of studies, it is believed that case studies using typical designs and latest simulation technologies will provide more insights into the actual behavior of offshore wind turbines subjected to hurricanes on the US OCS. Several case studies have been performed to assess a hurricane’s effects on the design of offshore wind turbine support structures (see e.g. Yu et al. [2.86], 2010; MMI, 2008 [2.53]). This project extends the scope and the level of detail of previous studies, with the aim of providing a thorough understanding of the effects of various design parameters that are potentially important to the design of offshore wind turbines for hurricane-prone regions on the US OCS. 2.2.1 Problem Definition The objective of the case studies is to assess the applicability of relevant load cases originally defined in IEC 61400-3 for bottom-founded offshore wind turbines and explore other potentially critical load cases for offshore wind turbines in the hurricane prone areas on the US OCS. The characteristic global and local responses of offshore wind turbines under hurricane environmental conditions are calculated with the consideration of the dynamic interaction among the turbine’s Rotor Nacelle Assembly (RNA), support structure and foundation. The correlations between those responses and various design parameters are of particular interest. The design parameters considered in the studies are listed as follows: • Wind models • Normal and abnormal turbine operating modes • Design environmental conditions • Site conditions • Support structure configurations To assess the characteristic responses for different configurations of turbine support structure, the conceptual designs of a monopile, a tripod and a jacket type support structure, respectively, are selected in the case studies. Efforts have been made to keep these conceptual designs as realistic as possible. It is not, however, the focus of the case studies to produce optimized designs.","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,41,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 28 The turbine is selected based on the data available in the public domain. The same turbine is used for the all three different types of support structures. Regional site conditions in the West Central region of the Gulf of Mexico as well as the Mid- Atlantic and South Atlantic regions of the US East Coast are used in the case studies. Site conditions at one specific location near the Texas coastline in the Gulf of Mexico are also selected for the monopile case studies. A general description of the load cases considered in the case studies is summarized in Table 2.2 below. Detailed summaries of the analysis load cases for each conceptual design are listed in Section 2.6 for the monopile, Section 2.7 for the tripod and Section 2.8 for the jacket. Table 2.2 General Load Cases Descriptions for the Case Studies Wind condition Wave Wind and wave directionality Current Water level Yaw Control Turbine Operating Mode Extreme turbulent wind Vhub = V10min,50-yr 50-yr return wave Collinear ±300 cross waves ±900 cross waves 50-yr Currents 50-yr Water Level Yaw misalignment ϕ=±80 Normal Extreme turbulent wind Vhub = V10min,100-yr 100-yr return wave Collinear ±300 cross waves ±900 cross waves 100-yr Currents 100-yr Water Level Yaw misalignment ϕ=±80 Normal Extreme turbulent wind Vhub = V10min,50-yr 50-yr return wave Collinear ±300 cross waves ±900 cross waves 50-yr Currents 50-yr Water Level Yaw misalignment -1800≤ϕ <1800 Abnormal Extreme turbulent wind Vhub = V10min,100-yr 100-yr return wave Collinear ±300 cross waves ±900 cross waves 100-yr Currents 100-yr Water Level Yaw misalignment -1800≤ϕ <1800 Abnormal Notes: 1. Vhub is the mean wind speed at hub height 2. V10min,50-yr is the 50-year return 10-minute average wind speed at hub height. 3. V10min,100-yr is the 100-year return 10-minute average wind speed at hub height. 4. The normal and abnormal turbine operating modes correspond to the different safety factors as defined in IEC 61400-3 (2009) for the LRFD design approach and the ABS Guide (2010) for the WSD design approach.","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,42,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 29 2.2.2 Modeling and Analysis Procedures 2.2.2.1 Overall Approach and Analysis Tools Figure 2.5 shows a schematic plot of the overall modeling and dynamic analysis procedure. Structural responses due to the static wind drag loads on the nacelle and support structure as well as the wave slamming loads, where applicable, are computed in separate structural analyses and then superimposed on those calculated following the procedure depicted in Figure 2.5. More details on the load and structural analysis methods can be found in Section 2.2.2.3 and Section 2.2.2.4. To perform the coupled aerodynamic and hydrodynamic load analyses, the FAST program suite (v7.00.01a-bjj), which includes the aerodynamic load analysis program AeroDyn and the hydrodynamic load analysis program HydroDyn, is employed along with the turbulent wind field simulator TurbSim (v1.5). Both the FAST and TurbSim programs are developed and maintained by the National Renewable Energy Laboratory (NREL) (Jonkman and Buhl, 2005 [2.46]). Modifications have been made to the NREL’s TurbSim program to include the wind models recommended in API RP-2A-WSD (2007). For the structural analysis, the general purpose finite element program ANSYS (R11) is used for both static and dynamic analysis. A number of in-house tools, including the stream function wave generator, which is based on the subroutines developed by Dalrymple at the University of Delaware, are also used to derive the input data and post process the analysis results. The case studies include the evaluation of loads on the wind turbine support structure for a range of yaw misalignment angles with respect to the incoming wind direction. Yaw misalignment may occur on various occasions such as • Fault in yaw control system • Loss of grid connection and lack of sufficient back-up battery power supply • Rapid change of local hurricane wind direction The effect of blade pitch angle locking on the loads on turbine support structure is evaluated in the case studies, although the pitch control failure and angle locking are not specifically included in the IEC abnormal load cases. The direct consequence of a malfunction of pitch angle control is","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,43,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 30 over-speeding of the rotor under strong winds that can potentially cause damage to turbine blades and power drive trains. The turbine blades are normally feathered during the storm condition to minimize the load. Since the pitch control for each blade normally operates independently, the possibility of having failure in all pitch controllers is very low. Main assumptions made in the case studies are summarized as follows: • The wind turbine selected for the case studies is the NREL 5-MW baseline offshore wind turbine (see Section 2.3.2), which is a three-blade horizontal axis wind turbine. Note that all existing design guidelines are developed for horizontal axis wind turbines and may not be applicable to other turbine configurations. • The FAST program is limited to modeling monopiles. In order to solve for the loads on a tripod or jacket support structure, an “equivalent” monopile design is derived to simulate the structural properties (natural period, mass, stiffness, wave load) of the actual tripod or jacket design. While the wind and wave misalignment are considered in the case studies, it is assumed that the damping ratios employed in the FAST program analysis model are not sensitive to the misalignment of wind and wave directions. See Section 2.3.3 for details. • Multiple realizations are calculated in the load analysis for each load case involving turbulent wind conditions. The maximum tower base shear and overturning moment of the equivalent monopile are obtained from their time histories for each realization. The mean of these maxima is calculated over the multiple realizations and used in the subsequent structural finite element analysis. See Section 2.3.4 for more details. • The mean maximum tower base shear and overturning moment calculated by the FAST program are applied as quasi-static loads to the same location in the finite element model. The time history of non-linear regular wave generated based on the stream function theory is applied to the finite element model at the same time. The maximum responses from the dynamic structural finite element analysis under this combined loading are calculated as an approximation of the maximum responses to aerodynamic and hydrodynamic loading. See Section 2.2.2.4 for more details. • Structural analysis results for individual members are processed and presented in terms of unity check results. See Section 2.2.2.5 for more details.","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,44,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 31 ANSYS Cdi, Cmi Equivalent Monopile Actual Support Structure  Mass, D, EI, EA, Cd, Cm, Equivalent Fixity, Modal Shapes ANSYS Cdi, Cmi Equivalent Monopile Actual Support Structure  Mass, D, EI, EA, Cd, Cm, Equivalent Fixity, Modal Shapes FAST Tower Base Load (F, M) Equivalent Monopile Turbulent Wind Stream Function Nonlinear Wave FAST Tower Base Load (F, M) Equivalent Monopile Turbulent Wind Stream Function Nonlinear Wave Cdi, Cmi Actual Support Structure Stream Function Nonlinear Wave Tower Base Load (F, M) Structural Responses ANSYS Cdi, Cmi Actual Support Structure Stream Function Nonlinear Wave Tower Base Load (F, M) Structural Responses ANSYS (Note: Structural responses to the static wind drag load on the nacelle and support structure as well as the wave slamming load where applicable are computed in separate analyses and then superimposed on those responses calculated following the procedure shown above.) Figure 2.5 Modeling and Dynamic Analysis Procedure","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,45,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 32 2.2.2.2 Site Conditions The regional metocean data for the US Atlantic Coast and the Gulf of Mexico are applied in the case studies. Three different water depths are assumed for each site location to accommodate the conceptual designs of monopile, tripod and jacket, respectively. For the US Atlantic Coast, a gridded wind map was acquired by ABS to support its internal research projects. The site assessment for the US Atlantic Coast is performed for the purpose of providing a set of “indicative” metocean data for the calibration of design standards. The effect of water depth on the significant wave height is not included. Although this set of metocean data has shown reasonably good agreement with other metocean data available in the public domain, including API standards, ASCE-7 (2010), and NOAA NDBC buoy database, it is not meant to be used in the actual design of an offshore wind farm. Instead, a site assessment should always be carried out to establish site specific design environmental conditions. The wind map is derived using NOAA North Atlantic Basin Tropical Storm and Hurricane Database (HURDAT), also known as the “best-track” hurricane database, and covers about 30 miles offshore Atlantic Coast. The target area is discretized into small cells each with size of 4 km by 4 km. In the simulation of each hurricane wind field, all information is stored cell by cell and finally used to derive the wind map. The 1-minute mean wind speeds at 10 m above surface with 10-year, 50-year and 100-year return periods are calculated in each cell. The Atlantic Coast is then divided into four regions based on the four-scale magnitudes of 100-year return wind speeds as shown in Figure 2.6. The associated significant wave height in each cell is calculated using the parametric model developed by Young (1988) [2.83] for the hurricane generated waves (see also Section 2.1.2.3). Surface current is roughly estimated to be 2 to 3 % of the one-hour sustained wind speed during a tropical storm according to API RP 2A-WSD (2007). Storm surge heights are derived using the SLOSH program, which is developed by the Federal Emergency Management Agency (FEMA), United States Army Corps of Engineers (USACE), and the National Weather Service (NWS). Using the metocean data in each cell, the exceedance probability curves for the wind speed, significant wave height, current speed and surge height are also developed for four regions along the US Atlantic Coast. See Figure 2.6 for an example. For the Gulf of Mexico, the regional metocean data are extracted from API Bulletin 2INT-MET (2007) for the West Central region (Figure 2.7).","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,46,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 33 Region 2 Wind Speed Annual EP Curve 0.001 0.01 0.1 1 0 5 10 15 20 25 30 35 40 45 50 1-min Average Wind Speed (m/s) Annual Exceedance Probability Avg-Sigma Avg+Sigma Avg Figure 2.6 Regional Wind Conditions in the US Atlantic Coast Figure 2.7 Gulf of Mexico West Central Region Figure 2.8 Site Location in the GOM (NOAA NDBC Station 42035) 25° 25° 26° 26° 27° 27° 28° 28° 29° 29° 30° 30° -98° -98° -96° -96° -94° -94° -92° -92° -90° -90° -88° -88° -86° -86° -84° -84° -82° -82° West West Central Central East Buoy 42035,"Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,47,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 34 A site location near Galveston Bay is also selected for the site specific assessment. The NOAA NDBC buoy station 42035 as shown in Figure 2.8 is located about 22 nautical miles east of Galveston. The extreme wind speed and significant wave height at the site are derived using the buoy measurements between 1993 and 2010. The annual maxima of 8-minute wind speeds at 5 m above the water surface and the significant wave height during the hurricane season are extracted from the measurements. Gumbel curve fitting is used to determine the 50-year and 100-year return wind speeds and wave height as shown in Figure 2.9 and Figure 2.10. The correlation between wave spectrum peak period and significant wave height is derived using the binned buoy data as shown in Figure 2.11. The current speed and surge height at this site are calculated based on the recommendations in API Bulletin 2INT-MET (2007). y = 0.22936x - 3.60610 R2 = 0.84828 -1.5 -1.0 -0.5 0.0 0.5 1.0 1.5 2.0 2.5 3.0 3.5 10 15 20 25 30 Wind Speed (8min Average at 5m above surface) (m/s) -LN(-LN(F)) Data Point Linear (Data Point) 0.01 0.1 1 10 15 20 25 30 35 40 45 50 Wind Speed (8min Average at 5m above surface) (m/s) Exceedance Probability Data Curve Fitting Figure 2.9 Gumbel Curve Fitting for the Buoy Wind Data in Hurricane Seasons y = 1.05770x - 3.32554 R2 = 0.97998 -1.5 -1 -0.5 0 0.5 1 1.5 2 2.5 3 3.5 1 2 3 4 5 6 7 Hs (m) -LN(-LN(F)) Data Point Linear (Data Point) 0.01 0.1 1 0 1 2 3 4 5 6 7 8 Hs (m) Exceedance Probability Data Curve Fitting Figure 2.10 Gumbel Curve Fitting for the Buoy Wave Data in Hurricane Seasons,"Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,48,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 35 2.0 4.0 6.0 8.0 10.0 12.0 14.0 16.0 18.0 0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 Hs (m) Tp (s) Data Points Fitted Curve Figure 2.11 Correlation of Tp and Hs Using the Binned Buoy Data in Hurricane Seasons 2.2.2.3 Load Analysis The coupled aero-hydro-servo-elastic analyses are carried out using the FAST program developed by NREL. The theory background and user’s guide for the FAST program and other relevant references can be found in Jonkman and Buhl (2005) [2.46]. Both turbine rotor-nacelle-assembly (RNA) and its support structure are modeled in the FAST model. Since the modeling capability in the FAST program is currently limited to the monopile type of turbine support structure with a clamped foundation and constant drag and inertia coefficients, an equivalent monopile emulating the first four natural frequencies and mode shapes as well as the mass, stiffness and wave drag and inertial loads of the actual structure is derived for the load analysis using the FAST program. The flexible foundation, which is characterized by the nonlinear soil-structure interaction, is approximated in the FAST model as an extended section of equivalent monopile beyond the mudline. The end of this extended section is clamped while its length is determined in such a way that the displacements at the mudline under a given lateral force match those obtained from the finite element analysis of the full model. This approach is also referred to as the “equivalent fixity” approach. The 3D turbulent wind field is generated using the TurbSim program. The Kaimal wind spectrum and the exponential coherence function referred in IEC 61400-1 (2005) are applied to all the site locations. Sensitivity analyses are also performed to find the optimal domain and grid size for the Tp=2.0707*Hs 0.8688+3.7035","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,49,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 36 wind field simulation. The applicability of the wind model recommended in API Bulletin 2INT- MET (2007) is also evaluated. The nonlinear shallow water waves are defined through the user defined wave option in the FAST program. The wave profile and kinematics for each site condition are calculated using an ABS in- house program, which is partially based on the work at the University of Delaware on the stream function theory and numerical algorithm. This in-house program is capable of generating the stream function waves up to the wave breaking. The combination of various environmental parameters as well as the turbine operating modes used in the FAST simulation is on the basis of the load case definitions. Multiple realizations with different random seeds are calculated in the load analysis for each load case involving turbulent wind conditions. The output of the FAST simulation used in the structural analysis is the forces and moments at the interface between the tower and substructure, which is also called tower base loads, as well as the forces and moments at the mudline. The time series of load components (Fx, Fy, Mx and My) at the tower base and the mudline are calculated. Four global responses, which include the shear force, (Fx 2+Fy 2)1/2, and overturning moment, (Mx 2+My 2)1/2, at the tower base and the mudline, are used to define the design loads in the case studies. For each realization, the moment when a global response reaches its maximum is identified from its time history, and the values of the concurrent load components Fx, Fy, Mx and My at the tower base and the mudline are also recorded at that moment. The same process is applied to each global response and finally each resultant load component set is averaged over multiple realizations. The final output of this process yields four load combinations consisting of both the tower base and mudline load components. These four load combinations are used to determine the load set applied in the subsequent structural finite element analysis using the full support structure model in ANSYS. The static wind drag load on the nacelle and the support structure above the still water level is calculated by 2 2 1 AV C F wind d wind d − − = ρ , where Fd-wind is the wind drag force per unit length, ρ is the air density, Cd-wind is the wind drag coefficient, A is the projected area normal to the wind direction, and V is the wind speed.","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,50,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 37 When applicable, the breaking wave slamming load is also considered. The slamming load calculation follows the guidance given in IEC 61400-3 Annex D. The formulation is referenced in Section 3.3.1.1. 2.2.2.4 Structural Analysis The static and dynamic structural analyses as well as the modal analysis are carried out using the general purpose finite element software ANSYS. • Structural Model The turbine RNA is modeled as a lumped mass element (MASS21 element) placed at its center of gravity. The mass inertia of turbine RNA is also defined as mass element property. The support structure subjected to hydrodynamic loads is modeled using the PIPE59 element, which is capable of accounting for the wave drag and inertia loads (Morison forces), the marine growth and the internal fluid content of flooded members. The stream function wave under a given site condition is calculated by an ABS in-house program and used as input to the dynamic structural analysis. The soil-structure interaction is simulated by the lateral bearing (p-y), shaft friction (t-z) and end bearing (Q-z) relationships. The nonlinear spring element COMBIN39 in ANSYS is used to model these soil-pile interactions. • Modal Analysis – For calculating modal shapes to be used as the input to the FAST simulation The modal analysis is carried out to calculate the modal shapes and natural frequencies of each offshore wind turbine at a specific site. The natural frequencies are compared against the turbine Campbell chart in order to verify that there is no resonance between the turbine RNA and turbine’s support structure. The mode shapes are used as part of the input to the FAST analysis. They are also employed to verify the equivalent monopile model for the FAST simulation. Figure 2.12 shows an example of the comparison of the first four modal shapes of a jacket-type support structure with those of the equivalent monopile. • Dynamic Analysis #1 – For calculating the equivalent monopile properties to be used as the input to the FAST simulation","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
17,51,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report 38 The dynamic analysis is performed using the finite element model of both the actual support structure and its equivalent monopile to determine the uniform drag and inertia coefficients, i.e. Cd and Cm, of the equivalent monopile. As indicated in Section 2.2.2.3, the FAST program currently only accepts the uniform Cd and Cm of the equivalent monopile as inputs, while an actual support structure could have different configurations, such as a tripod or a jacket, and varying Cd and Cm values for different locations on the structure. Figure 2.13 depicts a verification example showing that under the same wave condition, the base shear and overturning moment at the mudline of an actual turbine support structure are comparable to those of its equivalent monopile. -150 -100 -50 0 50 100 150 -2.0E-04 0.0E+00 2.0E-04 4.0E-04 6.0E-04 8.0E-04 1.0E-03 1.2E-03 1.4E-03 1.6E-03 Jacket_1st_S-S Mode Eq.Monopile_1st_S-S Mode -150 -100 -50 0 50 100 150 -6.0E-04 -4.0E-04 -2.0E-04 0.0E+00 2.0E-04 4.0E-04 6.0E-04 8.0E-04 1.0E-03 1.2E-03 Jacket_2nd_F-A Mode Eq.Monopile_2nd_F-A Mode Figure 2.12 Verification of Modal Shapes of Equivalent Monopile for FAST Input -1.0E+06 -8.0E+05 -6.0E+05 -4.0E+05 -2.0E+05 0.0E+00 2.0E+05 4.0E+05 6.0E+05 8.0E+05 1.0E+06 1.2E+06 0 5 10 15 20 25 30 Time (s) Base Shear Force (N) Ref. Value of BS Equivalent Cd & Cm Cd=1, Cm=0 Cd=0, Cm=1 -5.0E+07 -4.0E+07 -3.0E+07 -2.0E+07 -1.0E+07 0.0E+00 1.0E+07 2.0E+07 3.0E+07 4.0E+07 5.0E+07 0 5 10 15 20 25 30 Time (s) Base Over Turning Moment (Nm) Ref. Value of OTM Equivalent Cd & Cm Cd=1, Cm=0 Cd=0, Cm=1 Figure 2.13 Verification of Cd and Cm of Equivalent Monopile for FAST Input","Error: Failed to connect to Ollama. Please check that Ollama is downloaded, running and accessible. https://ollama.com/download"
