model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gpt-4.1-mini,,Offshore,5,18,Technical,All COPs must include the information outlined in 30 CFR §§ 585.626-.628 to be deemed sufficient for commencing the necessary technical and environmental reviews.,"Construction and Operations Plan (COP) submissions for offshore wind farms, specifically phase 1 if phased development is proposed.",,,30 CFR §§ 585.626-.628,environmental impact assessment; technical review; permitting process
gpt-4.1-mini,,Offshore,5,18,Jurisdictional,"BOEM will rely on its existing COP requirement regulations to determine whether a submitted COP contains the information needed to commence environmental and technical reviews necessary to satisfy obligations under NEPA, OCSLA, and other applicable statutes.",COP submissions under BOEM jurisdiction for offshore wind projects.,,,BOEM regulations at 30 CFR §§ 585.626-.628; NEPA; Outer Continental Shelf Lands Act (OCSLA),environmental impact assessment; jurisdictional compliance; regulatory permitting
gpt-4.1-mini,,Offshore,5,18,Procedural,A Coordinated Project Plan (CPP) must be developed within 60 days of posting a project to the Permitting Dashboard after submission of a FAST-41 initiation notice.,Projects designated as 'covered projects' under FAST-41 and posted to the Permitting Dashboard.,60.0,days,FAST-41 regulations and Federal Permitting Improvement Steering Council (FPISC) requirements,project coordination; permitting timeline; regulatory process
gpt-4.1-mini,4,Offshore,6,18,Jurisdictional,"A CPP is a “concise plan for coordinating public and agency participation in, and completion of, any required Federal environmental review and authorization for the project.”",Federal environmental review and authorization phase,,,42 U.S.C. § 4370m-2(c)(1)(A),environmental impact assessment; regulatory compliance; public participation
gpt-4.1-mini,4,Offshore,6,18,Jurisdictional,Submit information and certifications with the COP to assist BOEM in complying with NEPA and other relevant laws.,Construction and Operations Plan (COP) submission phase,,,30 CFR § 585.627,environmental impact assessment; regulatory compliance
gpt-4.1-mini,,Offshore,7,18,Jurisdictional,BOEM will not make a “covered project” determination if a COP does not meet the information requirements in 30 CFR §§ 585.626-.628.,Offshore wind projects subject to BOEM review during COP approval,,,30 CFR §§ 585.626-.628,permitting; regulatory compliance; project qualification
gpt-4.1-mini,,Offshore,7,18,Technical,"The project description must include a complete, well-defined, and illustrated description of the project, including the Project Design Envelope (PDE) and the action area, covering all facilities planned for construction and use, including onshore and support facilities and all anticipated project easements, as well as connected actions under NEPA.",Project Design Envelope and associated facilities in COP,,,30 CFR § 585.626 and BOEM NOI Checklist,environmental impact assessment; project planning; regulatory compliance
gpt-4.1-mini,,Offshore,7,18,Technical,"All designs, layouts, and technologies proposed within the PDE must be described in sufficient detail for BOEM to assess during the NEPA review and be consistent throughout all COP volumes and appendices.",Project Design Envelope documentation in COP,,,30 CFR § 585.626 and BOEM NOI Checklist,environmental impact assessment; project documentation; regulatory compliance
gpt-4.1-mini,,Offshore,7,18,Spatial,BOEM will generally allow narrowing of the PDE for up to 6 months after the NOI is published to incorporate changes into the EIS and consultation documents.,Project Design Envelope after NOI publication,6.0,months,BOEM NOI Checklist,environmental review; project planning; regulatory process
gpt-4.1-mini,,Offshore,7,18,Spatial,"Expansion of the PDE after the NOI is published is likely to cause delays and disruption to the NEPA review process, which may include re-scoping.",Project Design Envelope after NOI publication,,,BOEM NOI Checklist,environmental review; project planning; regulatory process
gpt-4.1-mini,,Offshore,8,18,Jurisdictional,A project determined not to be ripe for NEPA review and/or a project with incomplete information relevant to its technical feasibility cannot be a covered project under FAST-41.,Federal infrastructure projects subject to FAST-41,,,"FAST-41 Guidance §§ 4.6 and 4.7 (Jan. 13, 2017)",environmental review; permitting; project feasibility
gpt-4.1-mini,,Offshore,8,18,Jurisdictional,Determining that a project with an incomplete Construction and Operations Plan (COP) can be a covered project under FAST-41 is impermissible as it would negate BOEM’s regulations at §§ 585.626-628 and interfere with BOEM’s permitting program.,Offshore wind projects under BOEM jurisdiction,,,FAST-41 Guidance § 3.9 and BOEM regulations §§ 585.626-628,permitting; regulatory compliance; project administration
gpt-4.1-mini,,Offshore,8,18,Environmental,The 'action area' for Endangered Species Act purposes includes all areas to be affected directly or indirectly by the federal action and not merely the immediate area involved in the action.,Federal actions subject to the Endangered Species Act,,,50 CFR § 402.02,environmental impact assessment; species protection; habitat conservation
gpt-4.1-mini,5,Offshore,9,18,Jurisdictional,Compliance with 30 CFR § 585.620(a) is mandatory.,Offshore renewable energy projects under BOEM jurisdiction,,,30 CFR § 585.620(a),permitting; regulatory compliance
gpt-4.1-mini,5,Offshore,9,18,Environmental,Compliance with 40 CFR § 1501.9(e)(1) is mandatory.,Environmental review process for offshore renewable energy projects,,,40 CFR § 1501.9(e)(1),environmental impact assessment; environmental oversight
gpt-4.1-mini,,Offshore,10,18,Jurisdictional,"Applicants should identify scheduling constraints and obligations related to offtake agreements, points of interconnection, electricity tariffs, and any other critical timeline obligations for BOEM’s consideration.",BOEM review process for offshore wind projects,,,BOEM NEPA review process,project scheduling; regulatory compliance; energy market integration
gpt-4.1-mini,,Offshore,10,18,Jurisdictional,An applicant should submit a complete description of the preliminary area of potential effect (PAPE) before BOEM will initiate the section 106 process.,Section 106 process under NHPA for offshore wind projects,,,National Historic Preservation Act (NHPA) section and BOEM requirements,cultural resource protection; environmental review; historic preservation
gpt-4.1-mini,,Offshore,10,18,Environmental,The discussion of environmental resources and impact producing factors (IPFs) in the COP submission must be informative rather than analytical and include sufficient detail to support the environmental analyses required by NEPA and other relevant environmental laws.,Construction and Operations Plan (COP) submission for offshore wind projects,,,NEPA and BOEM COP submission requirements,environmental impact assessment; regulatory compliance; marine ecology
gpt-4.1-mini,,Offshore,10,18,Environmental,COPs must include any environmental protection measures and monitoring activities proposed by the applicant.,COP submission phase for offshore wind projects,,,BOEM COP submission requirements,environmental protection; monitoring; marine and coastal resource management
gpt-4.1-mini,,Offshore,10,18,Environmental,"For each biological, physical, and socioeconomic resource, applicants must identify all IPFs and provide a detailed assessment including description of each IPF, spatial delineation of affected area, quantified inventory of affected resources, and narrative describing effects.",Environmental resource assessment in COP for offshore wind projects,,,BOEM COP submission requirements,environmental impact assessment; marine biology; socioeconomic impact
gpt-4.1-mini,,Offshore,10,18,Spatial,"Applicants should identify layout and design options considered for the proposed action for resources anticipated to be significantly impacted and of known concern to stakeholders, including proposing feasible alternative routes to reduce impacts to sensitive habitats if reasonably identifiable.",Project layout and design phase in COP for offshore wind projects,,,BOEM COP submission requirements,spatial planning; environmental impact mitigation; stakeholder engagement
gpt-4.1-mini,,Offshore,10,18,Technical,"Applicants must document all layout and design options considered but not proposed, including technical, practical, and economic reasoning for elimination, and describe coordination with Federal and State agencies, Tribal and local governments, and other stakeholders.",Design option evaluation and stakeholder coordination in COP for offshore wind projects,,,BOEM COP submission requirements,project design; regulatory coordination; stakeholder engagement
gpt-4.1-mini,,Offshore,12,18,Environmental,"For activities requiring a permit under section 404 of the Clean Water Act, the description should include sufficient information for the U.S. Army Corps of Engineers to conduct its dredged or fill material analysis under 40 CFR part 230.",Activities requiring a permit under section 404 of the Clean Water Act,,,Clean Water Act section 404; 40 CFR part 230,environmental impact assessment; wetlands protection; marine habitat
gpt-4.1-mini,,Offshore,12,18,Environmental,The proposed action and the alternatives should address restrictions on discharge under 40 CFR § 230.10.,Proposed action and alternatives involving discharge,,,40 CFR § 230.10,water quality; environmental compliance
gpt-4.1-mini,,Offshore,12,18,Jurisdictional,"The applicant should provide a list of agencies it has consulted with prior to submission of the COP, including agency points of contact, dates of meetings, and outcome of meetings, and a listing of all Federal, State, and local authorizations, approvals, consultations, or permits required to conduct the proposed activities.",Pre-submittal phase of the Construction and Operations Plan (COP),,,BOEM guidance,permitting; agency coordination; regulatory compliance
gpt-4.1-mini,,Offshore,12,18,Jurisdictional,The applicant must meet with all agencies that must either permit or be consulted regarding the proposed action at least once prior to the submittal of the COP.,Pre-submittal phase of the COP,1.0,meeting,BOEM guidance,agency coordination; permitting process
gpt-4.1-mini,7,Offshore,13,18,Environmental,Compliance with environmental studies as specified in BOEM-2021-032.,Offshore wind farm environmental assessment,,,BOEM Environmental Studies Report BOEM-2021-032,environmental impact assessment; marine ecology; regulatory compliance
gpt-4.1-mini,7,Offshore,13,18,Technical,Adherence to requirements specified in 30 CFR § 585.626(a)(3) and 585.627(a)(5).,Offshore wind farm construction and operation,,,30 CFR § 585.626(a)(3) and 585.627(a)(5),construction standards; operational compliance
gpt-4.1-mini,7,Offshore,13,18,Technical,Adherence to requirements specified in 30 CFR § 585.626(b)(14).,Offshore wind farm operations,,,30 CFR § 585.626(b)(14),operational standards
gpt-4.1-mini,7,Offshore,13,18,Technical,Adherence to requirements specified in 30 CFR § 585.626(b)(17).,Offshore wind farm operations,,,30 CFR § 585.626(b)(17),operational standards
gpt-4.1-mini,7,Offshore,13,18,Technical,Adherence to requirements specified in 30 CFR § 585.627(a)(7).,Offshore wind farm operations,,,30 CFR § 585.627(a)(7),operational standards
gpt-4.1-mini,,Offshore,14,18,Environmental,"COP submittals shall include a benthic habitat assessment providing the information described in BOEM’s Guidelines for Providing Benthic Habitat Survey Information for Renewable Energy Development on the Atlantic Outer Continental Shelf Pursuant to 30 CFR Part 585 and Guidelines for Providing Geophysical, Geotechnical, and Geohazard Information Pursuant to 30 CFR Part 585.","Atlantic Outer Continental Shelf project area, all offshore, inshore, estuarine, and riverine areas within the project area, during COP submittal phase.",,,BOEM Guidelines pursuant to 30 CFR Part 585,environmental impact assessment; benthic habitat; marine ecology
gpt-4.1-mini,,Offshore,14,18,Environmental,"The benthic habitat assessment shall include multibeam and side scan sonar data for 100 percent of the project area; if 100 percent coverage is impracticable, modeled bathymetry and modeled surface feature classes may be accepted for project areas without geophysical survey data based on available acoustic surveys and grab sample survey results.",Entire project area during benthic habitat assessment for COP submittal.,100.0,percent,BOEM Guidelines pursuant to 30 CFR Part 585,environmental impact assessment; geophysical survey; marine habitat mapping
gpt-4.1-mini,,Offshore,14,18,Environmental,Benthic habitat data provided with the COP shall be characterized according to the Coastal and Marine Ecological Classification Standard (CMECS) to identify and describe physical and biological components of benthic habitats and features.,Project area benthic habitat data during COP submittal.,,,BOEM Guidelines pursuant to 30 CFR Part 585,environmental impact assessment; habitat classification; marine ecology
gpt-4.1-mini,,Offshore,14,18,Environmental,"Benthic flora and fauna shall be classified to the most precise taxonomic unit practicable, at least to family level.",Benthic habitat biological data during COP submittal.,,,BOEM Guidelines pursuant to 30 CFR Part 585,marine biology; environmental impact assessment
gpt-4.1-mini,,Offshore,14,18,Environmental,"Sediment grain size analysis shall differentiate silt and clay in addition to sand, and use the Wentworth scale classification system to report percent sample composition of cobble, pebble, granule, sand, silt, and clay.",Sediment analysis in benthic habitat assessment during COP submittal.,,,BOEM Guidelines pursuant to 30 CFR Part 585,sedimentology; environmental impact assessment
gpt-4.1-mini,,Offshore,14,18,Environmental,"Benthic habitat assessment maps shall enumerate and delineate sensitive habitats, soft sediment habitats, complex habitats, and benthic features consistent with CMECS, derived from acoustic survey and benthic sampling data as modified by NMFS fish habitat mapping recommendations.",Benthic habitat mapping for COP submittal.,,,BOEM Guidelines pursuant to 30 CFR Part 585; NMFS fish habitat mapping recommendations,habitat mapping; environmental impact assessment; marine ecology
gpt-4.1-mini,,Offshore,14,18,Environmental,Applicants shall identify all essential fish habitat and habitat areas of particular concern (HAPC) in the project area and delineate areas consistent with HAPC designations as appropriate.,Project area benthic habitat assessment during COP submittal.,,,BOEM Guidelines pursuant to 30 CFR Part 585,fisheries habitat; environmental impact assessment; marine ecology
gpt-4.1-mini,,Offshore,14,18,Environmental,"Applicants shall include a description of the habitat mapping methodology employed, including explanations of how survey data were collected and analyzed and how maps were developed.",COP submittal benthic habitat assessment documentation.,,,BOEM Guidelines pursuant to 30 CFR Part 585,environmental reporting; data analysis; marine habitat mapping
gpt-4.1-mini,,Offshore,14,18,Environmental,Map products delineating benthic habitats shall include appropriately scaled (zoomed in) maps of areas of sensitive or complex habitat.,Benthic habitat mapping products for COP submittal.,,,BOEM Guidelines pursuant to 30 CFR Part 585,marine habitat mapping; environmental impact assessment
gpt-4.1-mini,8,Offshore,15,18,Spatial,"Habitat maps that display the characterized delineations and benthic features should be provided at a landscape scale of 1:25,000.",Habitat mapping for offshore wind energy development,25000.0,scale ratio,https://www.fisheries.noaa.gov/new-england-mid-atlantic/science-data/technical-guidance-offshore-wind-energyprojects-greater-atlantic-region,environmental impact assessment; habitat mapping; marine ecology
gpt-4.1-mini,8,Offshore,15,18,Spatial,"Maps that display complex habitats (i.e. complex, heterogeneous, large grained) should be provided at a larger scale (i.e. 1:1,000 or 1:5,000).",Habitat mapping for complex benthic habitats in offshore wind energy development,,,https://www.fisheries.noaa.gov/new-england-mid-atlantic/science-data/technical-guidance-offshore-wind-energyprojects-greater-atlantic-region,environmental impact assessment; habitat mapping; marine ecology
gpt-4.1-mini,8,Offshore,15,18,Spatial,"Maps that display extensive areas of homogeneous can be provided at a smaller scale (i.e. 1:50,000 or 1:100,000).",Habitat mapping for homogeneous benthic areas in offshore wind energy development,,,https://www.fisheries.noaa.gov/new-england-mid-atlantic/science-data/technical-guidance-offshore-wind-energyprojects-greater-atlantic-region,environmental impact assessment; habitat mapping; marine ecology
gpt-4.1-mini,8,Offshore,15,18,Jurisdictional,Compliance with 30 CFR §§ 585.626(a) and 585.627(a)(1) is mandatory.,Offshore renewable energy projects under BOEM jurisdiction,,,30 CFR §§ 585.626(a); 585.627(a)(1),permitting; environmental oversight; operational compliance
gpt-4.1-mini,,Offshore,16,18,Technical,"The MSIR included with the COP submission should include information on project-specific geologic conditions, shallow hazards, and a site investigation report based on site-specific data.",Offshore wind farm site investigation phase,,,"BOEM’s guidance document Guidelines for Providing Geophysical, Geotechnical, and Geohazard Information",geotechnical assessment; site investigation; risk analysis
gpt-4.1-mini,,Offshore,16,18,Technical,"The MSIR should include information and supporting data that describes the geological ground model (including for cable routings), geohazard analysis, sediment mobility estimates, and man-made risks.",Offshore wind farm site investigation phase,,,"BOEM’s guidance document Guidelines for Providing Geophysical, Geotechnical, and Geohazard Information",geotechnical assessment; geohazard analysis; cable routing
gpt-4.1-mini,,Offshore,16,18,Technical,The MSIR should meet the 'Part 1: Evaluation Criteria' listed and defined in the BOEM-sponsored report Data Gathering Process - Geotech Departures for Offshore Wind Energy.,Offshore wind farm site investigation phase,,,BOEM-sponsored report Data Gathering Process - Geotech Departures for Offshore Wind Energy,data quality; site investigation
gpt-4.1-mini,,Offshore,16,18,Technical,"Information included in the COP to describe the PDE for the subsea cable routings should include: maximum and minimum number of export cables; maximum length of cable; easement width estimates and location if known; minimum and maximum cable burial depths; minimum amount of the cable routings that will meet the minimum burial depth; estimate of the stable seabed depth in relation to the surveyed seabed; and maximum amount of cable protection needed, and information on where cable protection may be necessary and how the determination was made.",Subsea cable routing and installation phase,,,BOEM Conditions of Approval Process (COP) requirements,cable installation; geotechnical assessment; risk management
gpt-4.1-mini,,Offshore,16,18,Safety,"The COP should include an analysis of the risks that project subsea cables may present to other maritime users in the vicinity (e.g., shipping, fishing, dredging, and sand borrow activities), including information on the vertical and horizontal extents of subsea cable risks and how the submarine cable PDE takes into consideration such risks over the project lifetime.",Subsea cable routing and operational phase,,,BOEM Conditions of Approval Process (COP) requirements,maritime safety; risk assessment; operational safety
gpt-4.1-mini,,Offshore,16,18,Technical,"The COP should include a description of all subsea cable installation methods and equipment types; seabed preparation activities; and potential mitigation methodologies for unexploded ordinance, where applicable.",Subsea cable installation phase,,,BOEM Conditions of Approval Process (COP) requirements,installation methods; unexploded ordinance mitigation; seabed preparation
gpt-4.1-mini,,Offshore,16,18,Safety,The COP should include a Navigation Safety Risk Assessment (NSRA) that contains all the information required under the U.S. Coast Guard’s Navigation and Vessel Inspection Circular (NVIC) 01-19 for developing a navigation safety risk assessment of an offshore wind energy project.,Offshore wind farm navigation safety assessment,,,U.S. Coast Guard Navigation and Vessel Inspection Circular (NVIC) 01-19,navigational safety; risk assessment; maritime operations
gpt-4.1-mini,9,Offshore,17,18,Jurisdictional,Compliance with 30 CFR § 585.626(b)(7).,Offshore renewable energy leases and operations under BOEM jurisdiction,,,30 CFR § 585.626(b)(7),permitting; legal compliance
gpt-4.1-mini,9,Offshore,17,18,Jurisdictional,Compliance with 30 CFR § 627(a)(8).,Offshore renewable energy leases and operations under BOEM jurisdiction,,,30 CFR § 627(a)(8),permitting; legal compliance
gpt-4.1-mini,9,Offshore,17,18,Safety,Adherence to the United States Coast Guard Navigation and Vessel Inspection Circular (NVIC) 01-19 requirements.,Offshore wind farm navigation and vessel operations,,,NVIC 01-19 COMDTPUB P16700.4 dated 01-Aug-2019,navigational safety; maritime operations
gpt-4.1-mini,,Offshore,18,18,Safety,"NVIC requires include a comprehensive traffic survey, an assessment of navigation within the project area and within close proximity to a structure, effects of meteorological and oceanographic conditions on navigation risks within vicinity of the project, risk of incidents (collision, allision, and grounding), and impacts to vessel-based navigation aids.",Project area and vicinity to structures during planning and scoping process,,,NVIC,navigational safety; risk assessment; maritime traffic management
gpt-4.1-mini,,Offshore,18,18,Safety,"The document should be clear and understandable by the public, and the data and analysis should be of sufficient quality for the public to adequately provide comment to BOEM during the scoping process.",Public documentation during scoping process,,,NVIC,public consultation; regulatory compliance; stakeholder engagement
gpt-4.1-mini,,Offshore,18,18,Technical,The radar assessment should include all land-based radar systems potentially impacted by the project and identify the owners and users of those systems.,Land-based radar systems potentially impacted by the wind farm,,,NVIC - Radar Assessment [31],radar interference; technical assessment; stakeholder consultation
gpt-4.1-mini,,Offshore,18,18,Technical,"During the site assessment phase of the project, the applicant should consult with owners, users, and operators of the identified land-based radar systems to mitigate impacts.",Site assessment phase,,,NVIC - Radar Assessment [31],stakeholder consultation; impact mitigation; radar systems
gpt-4.1-mini,10,Offshore,19,18,Environmental,"Before publication of the NOI, the applicant should submit general descriptions and volume estimates of solid and chemical waste to be generated and chemical products to be used during the project’s construction and operations.",Project construction and operations phases,,,"30 CFR § 626(b)(9),(10)",waste management; environmental impact assessment; chemical safety
gpt-4.1-mini,10,Offshore,19,18,Environmental,The applicant needs not submit specific product identification until the final design report and facility installation report.,Project construction and operations phases,,,"30 CFR § 626(b)(9),(10)",waste management; environmental impact assessment; chemical safety
gpt-4.1-mini,10,Offshore,19,18,Jurisdictional,"The COP should include information for initiation of consultation under section 106 of NHPA, which typically occurs concurrently with issuance of the NOI under the “NEPA substitution” process at 36 CFR § 800.8(c).",Consultation phase concurrent with NOI issuance,,,30 CFR §§ 626(a)(5); 627(a)(6); 36 CFR § 800.8(c),historic preservation; regulatory consultation; environmental compliance
gpt-4.1-mini,10,Offshore,19,18,Spatial,"The COP must include a complete, well-defined, and clearly illustrated project description and presentation of the Preliminary Area of Potential Effect (PAPE), including the viewshed PAPE developed through GIS-based viewshed modeling.",Project area and viewshed analysis,,,30 CFR §§ 626(a)(5); 627(a)(6),spatial planning; visual impact assessment; historic preservation
gpt-4.1-mini,,Offshore,20,18,Spatial,The applicant should consider developing a broad enough PAPE to allow flexibility for the development of alternatives and potential revisions to the specific siting of structures.,Areas potentially impacted by ground disturbing activities (terrestrial and marine) for offshore wind projects,,,,site assessment; archaeological impact; project planning
gpt-4.1-mini,,Offshore,20,18,Environmental,The applicant should submit a stand-alone report identifying and presenting an assessment of visual effects to onshore historic properties per 36 CFR § 800.5.,Onshore historic properties within the PAPE,,,36 CFR § 800.5,historic preservation; visual impact assessment
gpt-4.1-mini,,Offshore,20,18,Environmental,The applicant should submit a stand-alone report identifying and presenting an assessment of effects to terrestrial archaeological resources per 36 CFR § 800.5.,Terrestrial archaeological resources within the PAPE,,,36 CFR § 800.5,archaeological assessment; historic preservation
gpt-4.1-mini,,Offshore,20,18,Environmental,"If an applicant requests to delay submission of the TARA and related proposed mitigation measures, the COP should include a schedule committing to when this information will be provided to BOEM.",Terrestrial archaeological resources assessment submission schedule,,,,project scheduling; regulatory compliance
gpt-4.1-mini,,Offshore,20,18,Environmental,The applicant should submit a stand-alone report identifying and presenting an assessment of effects to marine archaeological resources per 36 CFR § 800.5 and submission of supporting geophysical and geotechnical survey data.,Marine archaeological resources within the PAPE,,,36 CFR § 800.5,marine archaeology; environmental impact assessment
gpt-4.1-mini,,Offshore,20,18,Environmental,"The applicant must propose mitigations with sufficient detail as to how and the degree to which adverse effects to identified historic properties could be avoided, minimized, or mitigated.",Historic properties identified within the PAPE,,,,mitigation planning; historic preservation
gpt-4.1-mini,,Offshore,20,18,Environmental,"Reports should indicate whether any identified property is a National Historic Landmark, which may necessitate additional analysis under section 110(f) of NHPA.",Historic properties within the PAPE,,,Section 110(f) of NHPA,historic preservation; regulatory compliance
gpt-4.1-mini,,Offshore,20,18,Technical,The COP should include a complete and sufficient marine acoustic modeling submission in support of BOEM’s completion of an Endangered Species Act effects analysis.,Offshore wind project pile driving construction phase,,,BOEM’s DRAFT Nationwide Recommendations for Impact Pile Driving Sound Exposure Modeling and Sound Field Measurement for Offshore Wind Construction and Operations Plans (Docket # BOEM-2022-0057),marine acoustics; environmental impact assessment; endangered species protection
gpt-4.1-mini,,Offshore,22,18,Environmental,The applicant should include a description of critical habitat in the action area.,Action area during project planning and effects analysis,,,Endangered Species Act (ESA) and NEPA Information,environmental impact assessment; species protection; habitat conservation
gpt-4.1-mini,,Offshore,22,18,Environmental,The applicant should include seasonal abundance and distribution of ESA-listed species in the action area.,Action area during project planning and effects analysis,,,Endangered Species Act (ESA) and NEPA Information,environmental impact assessment; species protection; habitat conservation
gpt-4.1-mini,,Offshore,22,18,Environmental,The applicant should identify IPFs in sufficient detail for BOEM to scope and conduct an effects analysis that includes a description of baseline conditions in the action area that impact endangered and threatened species.,Action area during project planning and effects analysis,,,Endangered Species Act (ESA) and NEPA Information,environmental impact assessment; species protection; ecosystem assessment
gpt-4.1-mini,,Offshore,22,18,Environmental,"For each IPF, a description of each stressor and how it may affect protected species, including a description of any differences in exposure to different life history stages.",Action area during project planning and effects analysis,,,Endangered Species Act (ESA) and NEPA Information,environmental impact assessment; species protection; life cycle analysis
gpt-4.1-mini,,Offshore,22,18,Environmental,A qualitative assessment of the duration and intensity of exposure to each species or species group and to each life history stage likely to be exposed.,Action area during project planning and effects analysis,,,Endangered Species Act (ESA) and NEPA Information,environmental impact assessment; species protection; exposure assessment
gpt-4.1-mini,,Offshore,22,18,Environmental,An analysis and description of the expected response to the exposure for species and life history stages.,Action area during project planning and effects analysis,,,Endangered Species Act (ESA) and NEPA Information,environmental impact assessment; species protection; impact analysis
gpt-4.1-mini,,Offshore,22,18,Environmental,An assessment of the IPF stressors to potentially affect the physical and biological features of any designated critical habitat in the action area.,Action area during project planning and effects analysis,,,Endangered Species Act (ESA) and NEPA Information,environmental impact assessment; habitat conservation; species protection
gpt-4.1-mini,,Offshore,22,18,Environmental,"A description of the effect to the physical and biological features, including duration and extent, and whether adverse modification and destruction of critical habitat may occur.",Action area during project planning and effects analysis,,,Endangered Species Act (ESA) and NEPA Information,environmental impact assessment; habitat conservation; species protection
gpt-4.1-mini,,Offshore,22,18,Environmental,The applicant should include in its COP the abundance and distribution of marine mammals in the action area.,Action area during project planning and effects analysis,,,Marine Mammal Protection Act and NEPA Information,environmental impact assessment; marine mammal protection; habitat conservation
gpt-4.1-mini,,Offshore,22,18,Environmental,"The applicant should include a description of important habitat, such as biologically-important areas, for all marine mammals.",Action area during project planning and effects analysis,,,Marine Mammal Protection Act and NEPA Information,environmental impact assessment; marine mammal protection; habitat conservation
gpt-4.1-mini,,Offshore,22,18,Environmental,"The applicant should identify in its COP IPFs in sufficient detail for BOEM to scope and conduct an effects analysis that includes a description of the marine mammals that may be exposed to the effects and stressors of the proposed action, including a description of the life history stages.",Action area during project planning and effects analysis,,,Marine Mammal Protection Act and NEPA Information,environmental impact assessment; marine mammal protection; life cycle analysis
gpt-4.1-mini,,Offshore,22,18,Environmental,A qualitative assessment of marine mammal life history stages likely to be exposed and the duration and intensity of that exposure.,Action area during project planning and effects analysis,,,Marine Mammal Protection Act and NEPA Information,environmental impact assessment; marine mammal protection; exposure assessment
gpt-4.1-mini,,Offshore,22,18,Environmental,A description of whether the stressor may result in any impacts to marine mammal habitat.,Action area during project planning and effects analysis,,,Marine Mammal Protection Act and NEPA Information,environmental impact assessment; marine mammal protection; habitat conservation
gpt-4.1-mini,36-38,Offshore,23,18,Environmental,Compliance with incidental take authorizations under the Marine Mammal Protection Act as specified in 50 CFR § 216.31 et seq.,Operational and construction phases affecting marine mammals within the U.S. jurisdictional waters,,,50 CFR § 216.31 et seq.; Marine Mammal Protection Act,marine mammal protection; environmental impact assessment; wildlife conservation
