model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,NSOW-REG-2023-0042,Offshore,73,11,Environmental,All wind farm developments must conduct a full environmental impact assessment prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; permitting
deepseek-chat,NSOW-REG-2023-0042,Offshore,73,11,Technical,Turbine foundations must withstand wave heights of at least 25 meters,All offshore structures in North Sea,25,meters,IEC 61400-3-1,structural engineering; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,73,11,Safety,All vessels operating within 500m of turbines must maintain continuous radio contact,Wind farm operational areas,500,meters,IMO Resolution MSC.348(91),maritime safety; operations
deepseek-chat,NSOWF-2023-001,Offshore,80,11,Environmental,All wind farm developments must conduct a full environmental impact assessment (EIA) prior to construction approval,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; permitting
deepseek-chat,NSOWF-2023-001,Offshore,80,11,Technical,Wind turbine foundations must withstand 100-year extreme wave conditions with a safety factor of 1.5,All offshore structures,1.5,safety factor,IEC 61400-3,structural engineering; safety
deepseek-chat,NSOWF-2023-001,Offshore,80,11,Spatial,Minimum 1km spacing required between turbines in array,Offshore wind farms in German EEZ,1,km,German Offshore Wind Ordinance,array optimization; wake effects
deepseek-chat,30 CFR Part 585,Offshore,84,11,Environmental,Developers must conduct an Environmental Impact Assessment (EIA) before construction.,U.S. federal waters,,,BOEM 30 CFR § 585.627,Environmental; Legal
deepseek-chat,30 CFR Part 585,Offshore,84,11,Technical,Wind turbine foundations must withstand a 1-in-50-year extreme wave event.,Offshore structures in the Atlantic OCS,50,years,BOEM Structural Standards,Engineering; Safety
deepseek-chat,30 CFR Part 585,Offshore,84,11,Safety,All personnel must be equipped with personal locator beacons (PLBs) when working offshore.,All offshore wind operations,,,ISO 12401:2009,Occupational Safety; Marine Operations
deepseek-chat,NSOW-REG-2023-0042,Offshore,87,11,Environmental,All turbine foundations must undergo marine mammal impact assessment prior to installation,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex VII,environmental; construction
deepseek-chat,NSOW-REG-2023-0042,Offshore,87,11,Technical,Substation platforms must withstand wave heights with 100-year return period,All offshore installations in Dogger Bank area,16.2,meters,ISO 19901-1:2015,structural engineering; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,87,11,Spatial,Minimum 1km spacing required between turbine arrays in shipping lanes,Designated shipping routes in German Bight,1,kilometers,German Maritime and Hydrographic Agency,navigation safety; project layout
deepseek-chat,NOW-2023-001,Offshore,105,11,Environmental,Wind farms must conduct a full Environmental Impact Assessment (EIA) before construction begins.,All offshore wind projects in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,NOW-2023-001,Offshore,105,11,Technical,Turbine foundations must withstand a 1-in-50-year extreme wave event.,Fixed-bottom offshore wind turbines,50,years,International Electrotechnical Commission (IEC) 61400-3,structural engineering; safety
deepseek-chat,NOW-2023-001,Offshore,105,11,Spatial,Wind turbines must maintain a minimum distance of 1 nautical mile from shipping lanes.,All offshore wind farms in designated maritime zones,1,nautical mile,International Maritime Organization (IMO),navigation safety; maritime law
deepseek-chat,NOW-REG-2023-001,Offshore,108,11,Environmental,All offshore wind farms must conduct a full environmental impact assessment (EIA) prior to construction,All offshore wind projects in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,NOW-REG-2023-001,Offshore,108,11,Technical,Wind turbine foundations must withstand a 1-in-100-year extreme wave event,Fixed-bottom turbines in >30m water depth,100,years,ISO 19901-1:2015,structural engineering; safety
deepseek-chat,NOW-REG-2023-001,Offshore,108,11,Spatial,Minimum 1 nautical mile separation between turbines,All offshore wind projects,1,nautical miles,Federal Aviation Administration (FAA) Regulation Part 77,aviation safety; layout planning
deepseek-chat,OWF-REG-2023-001,Offshore,138,11,Environmental,All offshore wind projects must conduct an Environmental Impact Assessment prior to construction,All offshore wind developments in US federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-REG-2023-001,Offshore,138,11,Technical,Wind turbine foundations must withstand 1-in-50-year extreme wave conditions,Fixed-bottom offshore wind turbines in North Sea,50,year return period,DNV-ST-0145,structural engineering; safety
deepseek-chat,OWF-REG-2023-001,Offshore,138,11,Safety,Minimum clearance of 22 meters must be maintained between lowest blade tip and highest astronomical tide,All offshore wind turbines in UK waters,22,meters,UK Marine and Coastal Access Act 2009,navigation safety; technical
deepseek-chat,EWF-2023-001,Offshore,146,11,Environmental,Turbine foundations must avoid coral reefs within a 500-meter buffer zone.,North Sea offshore projects,500,meters,EU Marine Strategy Framework Directive,ecological conservation; construction
deepseek-chat,EWF-2023-001,Offshore,146,11,Technical,Substation transformers must comply with IEC 61400-22 corrosion resistance standards.,All offshore installations,,,International Electrotechnical Commission (IEC),electrical safety; infrastructure
deepseek-chat,OWF-REG-2023,Offshore,152,11,Environmental,All wind turbine foundations must incorporate marine life enhancement features,All projects in North Sea,,,OSPAR Commission Decision 2022/1,environmental; structural
deepseek-chat,OWF-REG-2023,Offshore,152,11,Technical,Wind turbines must withstand extreme wind speeds of,All offshore installations,70,m/s,IEC 61400-3,structural; safety
deepseek-chat,OWF-REG-2023,Offshore,152,11,Spatial,Minimum 1km separation required between turbines,US Outer Continental Shelf,1,km,BOEM 2021 Guidelines,layout; safety
deepseek-chat,NSW-REG-2023-004,Offshore,155,11,Spatial,Wind turbines must maintain a minimum clearance of 1 km from designated shipping lanes,North Sea Exclusive Economic Zone,1,km,IMO Resolution MSC.345(91),navigation safety; turbine placement
deepseek-chat,NSW-REG-2023-004,Offshore,155,11,Technical,All substations shall comply with IEC 61400-3 for offshore wind turbine structures,Offshore electrical infrastructure,,,International Electrotechnical Commission,electrical systems; structural engineering
deepseek-chat,NSW-REG-2023-004,Offshore,155,11,Environmental,Underwater noise during pile driving shall not exceed 160 dB re 1 μPa at 750 m from source,All construction phases,160,dB,OSPAR Commission Decision 2022/1,marine mammals; construction impacts
deepseek-chat,OWF-REG-2023-001,Offshore,168,11,Environmental,All projects must conduct a full Environmental Impact Assessment (EIA) prior to construction,All offshore wind developments in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-REG-2023-001,Offshore,168,11,Technical,Turbine foundations must withstand 1-in-50-year extreme wave conditions,Fixed-bottom offshore wind turbines,50,year return period,International Electrotechnical Commission (IEC) 61400-3,structural engineering; safety
deepseek-chat,OWF-REG-2023-001,Offshore,168,11,Spatial,Minimum 1 nautical mile separation between turbines,Wind farm arrays in North Sea development zones,1,nautical mile,North Sea Offshore Wind Consortium Agreement,layout optimization; naval safety
deepseek-chat,EWEA-OSW-2020,Offshore,171,11,Environmental,All turbine foundations must undergo Environmental Impact Assessment (EIA) prior to installation,All offshore wind projects in EU waters,,,EU Directive 2014/52/EU,environmental; permitting
deepseek-chat,EWEA-OSW-2020,Offshore,171,11,Technical,Substation platforms shall be designed to withstand 1-in-50-year wave conditions,North Sea offshore installations,50,years,DNV-ST-0145,structural engineering; safety
deepseek-chat,EWEA-OSW-2020,Offshore,171,11,Safety,Minimum clearance of 22 meters must be maintained between lowest blade tip and highest astronomical tide,UK offshore wind farms,22,meters,UK Marine and Coastal Access Act 2009,navigation safety; turbine design
deepseek-chat,EWEA-2023-001,Offshore,196,11,Environmental,All offshore wind turbines must maintain a minimum clearance of 25 meters between the lowest blade tip and highest astronomical tide level,All offshore wind turbines in European waters,25,meters,EU Maritime Spatial Planning Directive,safety; navigation
deepseek-chat,EWEA-2023-001,Offshore,196,11,Technical,Substation platforms must be designed to withstand wave heights with a 100-year return period,Offshore electrical substations,,,IEC 61400-3,structural engineering; safety
deepseek-chat,NSOW-2023-0042,Offshore,205,11,Environmental,All turbine foundations must maintain a minimum clearance of 15 meters from the seabed to allow for marine life passage,North Sea development zone,15,meters,OSPAR Convention Annex VII,environmental; structural
deepseek-chat,NSOW-2023-0042,Offshore,205,11,Technical,Wind turbines must comply with IEC 61400-3 design requirements for offshore wind turbines,All offshore installations,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NSOW-2023-0042,Offshore,205,11,Spatial,Minimum spacing between turbines shall be 5 times the rotor diameter in predominant wind direction,North Sea wind farm arrays,5,rotor diameters,North Sea Wind Power Hub Agreement,technical; energy production
deepseek-chat,NS-OWF-REG-2023-004,Offshore,206,11,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,North Sea Environmental Protection Agency,environmental; structural design
deepseek-chat,NS-OWF-REG-2023-004,Offshore,206,11,Technical,Wind turbines must comply with IEC 61400-3 design requirements for offshore wind turbines,All offshore installations,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NS-OWF-REG-2023-004,Offshore,206,11,Spatial,Minimum spacing between turbines shall be 5 times the rotor diameter in predominant wind direction,North Sea wind energy areas,5,rotor diameters,North Sea Wind Energy Authority,technical; energy efficiency
deepseek-chat,NSOW-REG-2023-0042,Offshore,208,11,Environmental,Turbine foundations must be designed to minimize seabed disturbance within protected marine habitats,North Sea designated conservation areas,,,OSPAR Convention Annex V,environmental; technical
deepseek-chat,NSOW-REG-2023-0042,Offshore,208,11,Technical,All electrical systems must comply with IEC 61400-24 for lightning protection,All offshore wind turbines,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,208,11,Spatial,Minimum 1 nautical mile separation between turbine arrays and shipping lanes,North Sea exclusive economic zone,1,nautical mile,IMO COLREG Annex I,safety; jurisdictional
deepseek-chat,NS-OWF-2023-0042,Offshore,221,11,Environmental,All turbine foundations must maintain a minimum clearance of 15 meters from the seabed to protect benthic habitats,North Sea Exclusive Economic Zone,15,meters,OSPAR Convention Annex VII,environmental; structural
deepseek-chat,NS-OWF-2023-0042,Offshore,221,11,Technical,Substation platforms shall comply with IEC 61400-3 for offshore wind turbine support structures,All offshore installations,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NS-OWF-2023-0042,Offshore,221,11,Safety,Helicopter landing zones on OSS platforms must have a minimum diameter of 25m,Offshore substations,25,meters,UK CAA CAP 437,aviation; emergency
deepseek-chat,NSOWDG-2023-0042,Offshore,248,11,Environmental,All turbine foundations must include marine growth-friendly surfaces to promote biodiversity,North Sea region,,,OSPAR Convention Annex VII,environmental; construction
deepseek-chat,NSOWDG-2023-0042,Offshore,248,11,Technical,Substation platforms must withstand wave heights with a 100-year return period,All offshore installations,18.5,meters,IEC 61400-3-1,safety; engineering
deepseek-chat,NSOWDG-2023-0042,Offshore,248,11,Spatial,Minimum 1 km separation between turbines in array,Wind farm layout,1,kilometers,North Sea Wind Power Hub Agreement,layout; safety
deepseek-chat,NS-OWF-2023-0042,Offshore,265,11,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,OSPAR Convention Annex VII,environmental; structural design
deepseek-chat,NS-OWF-2023-0042,Offshore,265,11,Technical,Substation platforms shall comply with IEC 61400-3 standards for offshore wind turbine structures,All offshore installations,,,International Electrotechnical Commission,electrical systems; structural engineering
deepseek-chat,OWF-REG-2023-001,Offshore,288,11,Environmental,All wind turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine mammal passage,Turbine foundations in North Atlantic waters,25,meters,Marine Mammal Protection Act (MMPA) Section 101(a)(5)(D),environmental; structural design
deepseek-chat,OWF-REG-2023-001,Offshore,288,11,Technical,Offshore substations shall comply with IEC 61400-3 design requirements for offshore wind turbine structures,All offshore wind projects in international waters,,,International Electrotechnical Commission Standard 61400-3,electrical systems; structural engineering
deepseek-chat,OWF-REG-2023-001,Offshore,288,11,Safety,Helicopter landing areas on offshore platforms must have a minimum diameter of 20 meters,All offshore wind O&M platforms,20,meters,"ICAO Annex 14, Volume II",aviation safety; platform design
deepseek-chat,NOW-REG-2023-001,Offshore,292,11,Environmental,All offshore wind projects must conduct a full environmental impact assessment (EIA) prior to construction,All US territorial waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,NOW-REG-2023-001,Offshore,292,11,Technical,Offshore wind turbines must be designed to withstand 1-minute sustained wind speeds of 50 m/s,All turbine structures in hurricane-prone regions,50,m/s,International Electrotechnical Commission (IEC) 61400-3,structural engineering; safety
deepseek-chat,NOW-REG-2023-001,Offshore,292,11,Spatial,Wind farms must maintain a minimum 1 nautical mile clearance from shipping lanes,All offshore wind energy areas,1,nautical mile,International Maritime Organization (IMO),navigation safety; maritime operations
deepseek-chat,DOC-2023-001,Offshore,309,11,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind projects,1,km,EU Marine Spatial Planning Directive 2021,environmental; wildlife protection
deepseek-chat,DOC-2023-001,Offshore,309,11,Technical,Substation foundations must comply with ISO 19902 for fixed steel offshore structures.,Global offshore wind installations,,,ISO 19902,structural engineering; safety
deepseek-chat,OWED-2023-001,Offshore,335,11,Environmental,Wind turbines must maintain a minimum distance of 500 meters from known marine mammal migration routes.,North Atlantic offshore wind lease areas,500,meters,Marine Mammal Protection Act (MMPA),Environmental impact; Wildlife protection
deepseek-chat,OWED-2023-001,Offshore,335,11,Technical,All offshore wind turbine foundations must comply with ISO 19902 standards for fixed steel offshore structures.,Global offshore wind projects,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,OWED-2023-001,Offshore,335,11,Spatial,No wind turbine may be installed within 1 nautical mile of a designated shipping lane.,U.S. federal waters,1,nautical mile,Bureau of Ocean Energy Management (BOEM),Maritime navigation; Safety
deepseek-chat,NS-OWF-2023-001,Offshore,343,11,Environmental,All wind farm developments must conduct an Environmental Impact Assessment (EIA) prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; permitting
deepseek-chat,NS-OWF-2023-001,Offshore,343,11,Technical,Turbine foundations must withstand 1-in-50-year wave conditions with a safety factor of 1.5,All fixed-bottom offshore wind structures,1.5,safety factor,IEC 61400-3,structural engineering; safety
deepseek-chat,DOC-2023-OWF-001,Offshore,354,11,Environmental,All offshore wind projects must conduct a full environmental impact assessment prior to construction,All offshore wind facilities in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,DOC-2023-OWF-001,Offshore,354,11,Technical,Wind turbine foundations must withstand 1-in-50-year extreme wave conditions,Fixed-bottom offshore wind turbines,50,years,International Electrotechnical Commission (IEC) 61400-3,structural engineering; safety
deepseek-chat,DOC-2023-OWF-001,Offshore,354,11,Safety,All electrical systems must comply with IEC 61400-24 lightning protection standards,Offshore wind energy conversion systems,,,International Electrotechnical Commission,electrical safety; operations
deepseek-chat,NS-OWF-2023-01,Offshore,368,11,Environmental,All turbine foundations must undergo environmental impact assessment for seabird collisions,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; wildlife protection
deepseek-chat,NS-OWF-2023-01,Offshore,368,11,Technical,"Substation platforms shall be designed to withstand 1,000-year return period wave loads",All offshore installations in Category 1 wind zones,1000,year return period,IEC 61400-3-1,structural engineering; safety
deepseek-chat,NS-OWF-2023-01,Offshore,368,11,Spatial,Minimum 1km spacing between turbines in array layout,All new offshore wind developments,1,kilometer,North Sea Wind Power Hub Agreement,array optimization; wake effects
deepseek-chat,OWER-2023-001,Offshore,374,11,Environmental,All wind turbine foundations must incorporate marine life enhancement features,North Atlantic development zone,,,Marine Energy Act Section 5.2,environmental; structural
deepseek-chat,OWER-2023-001,Offshore,374,11,Technical,Substation platforms must withstand wave heights of,All offshore installations,25,meters,ISO 19901-4:2022,structural; safety
deepseek-chat,OWER-2023-001,Offshore,374,11,Safety,Minimum clearance between turbine blades and sea surface at lowest astronomical tide must be,All rotating components,22,meters,International Electrotechnical Commission 61400-3,aviation; navigation
deepseek-chat,OWF-REG-2023,Offshore,389,11,Environmental,All wind turbine foundations must undergo environmental impact assessment prior to installation,All offshore wind projects in US federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; construction
deepseek-chat,OWF-REG-2023,Offshore,389,11,Technical,Tower structures shall be designed to withstand 1-year return period loads with a safety factor of 1.5,Fixed-bottom offshore wind turbines in North Sea,1.5,safety factor,DNV-ST-0143,structural engineering; safety
deepseek-chat,OWF-REG-2023,Offshore,389,11,Spatial,Minimum distance between turbines shall be 5 times the rotor diameter,All offshore wind farms in EU waters,5,rotor diameters,EU Offshore Renewable Energy Strategy,layout planning; wake effects
deepseek-chat,EWEA-2023-OSTD-001,Offshore,394,11,Environmental,All turbine foundations must undergo environmental impact assessment for seabed disturbance,North Sea development zones,,,OSPAR Convention Annex V,environmental; construction
deepseek-chat,EWEA-2023-OSTD-001,Offshore,394,11,Technical,Substation platforms shall withstand wave heights with 100-year return period,All offshore installations,16.2,meters,IEC 61400-3-1,structural engineering; safety
deepseek-chat,,Offshore,398,11,,,,,,,
deepseek-chat,BOEM-2023-005,Offshore,402,11,Environmental,All offshore wind projects must conduct a full environmental impact assessment prior to construction,U.S. federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,BOEM-2023-005,Offshore,402,11,Technical,"Wind turbine foundations must be designed to withstand a 1,000-year return period storm event",All offshore structures in North Atlantic,1000,year return period,International Electrotechnical Commission (IEC) 61400-3,structural engineering; safety
deepseek-chat,BOEM-2023-005,Offshore,402,11,Spatial,Minimum 1 nautical mile spacing between turbines,U.S. offshore wind lease areas,1,nautical mile,BOEM Lease Stipulations,navigation safety; wake effects
deepseek-chat,Document identifier if available,Offshore,403,11,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from marine protected areas.,European Union waters,500,meters,EU Marine Strategy Framework Directive (MSFD),environmental; spatial
deepseek-chat,Document identifier if available,Offshore,403,11,Technical,Offshore wind turbine foundations must comply with ISO 19901-5 for structural integrity.,Global offshore wind projects,,,ISO 19901-5,technical; safety
deepseek-chat,Document identifier if available,Offshore,403,11,Safety,All personnel working on offshore wind farms must undergo GWO-certified safety training.,Global offshore wind operations,,,Global Wind Organisation (GWO),safety; personnel
deepseek-chat,NS-OWF-2023-0042,Offshore,406,11,Environmental,All turbine foundations must undergo marine mammal impact assessment prior to installation,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; construction
deepseek-chat,NS-OWF-2023-0042,Offshore,406,11,Technical,Substation platforms must withstand wave heights with 100-year return period,All offshore installations,16.2,meters,IEC 61400-3-1,engineering; safety
deepseek-chat,NS-OWF-2023-0042,Offshore,406,11,Spatial,Minimum 1km spacing between turbines in array,Wind farm layout,1,kilometers,North Sea Wind Power Hub Agreement,layout; energy yield
deepseek-chat,OWED-2023-001,Offshore,408,11,Environmental,Wind turbines must maintain a minimum clearance of 1 km from identified marine mammal habitats.,North Sea offshore wind projects,1,km,Marine Mammal Protection Act (MMPA),Environmental; Safety
deepseek-chat,OWED-2023-001,Offshore,408,11,Technical,All offshore wind turbine foundations must comply with ISO 19901-5 for structural integrity.,Global offshore wind projects,,,International Organization for Standardization (ISO),Technical; Safety
deepseek-chat,OWED-2023-001,Offshore,408,11,Spatial,No offshore wind farm shall be constructed within 12 nautical miles of a designated shipping lane.,U.S. Exclusive Economic Zone (EEZ),12,nautical miles,Bureau of Ocean Energy Management (BOEM),Jurisdictional; Safety
deepseek-chat,NSW-REG-2023-004,Offshore,424,11,Environmental,Wind turbines must maintain a minimum distance of 1 km from protected marine habitats.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Marine biology
deepseek-chat,NSW-REG-2023-004,Offshore,424,11,Technical,All turbine foundations must comply with ISO 19902 standards for offshore structures.,Fixed-bottom and floating wind turbines,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,NSW-REG-2023-004,Offshore,424,11,Safety,Helicopter landing zones on offshore substations must have a minimum diameter of 25 meters.,Offshore substations in European waters,25,meters,European Maritime Safety Agency (EMSA),Aviation safety; Emergency response
deepseek-chat,BOEM-2023-005,Offshore,427,11,Environmental,All projects must conduct a full Environmental Impact Assessment (EIA) prior to construction,U.S. Outer Continental Shelf,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,BOEM-2023-005,Offshore,427,11,Technical,Wind turbine foundations must withstand 1-in-50-year extreme wave conditions,North Atlantic offshore projects,50,year return period,ISO 19901-1,structural engineering; safety
deepseek-chat,OWF-REG-2023,Offshore,430,11,Environmental,All projects must conduct a full Environmental Impact Assessment (EIA) prior to construction,All offshore wind projects in US waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-REG-2023,Offshore,430,11,Technical,Turbine foundations must withstand 1-in-50-year storm events,Fixed-bottom offshore wind turbines in North Sea,50,years,ISO 19901-1,structural engineering; safety
deepseek-chat,OWF-REG-2023-001,Offshore,444,11,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive 2023,environmental; spatial
deepseek-chat,OWF-REG-2023-001,Offshore,444,11,Technical,Substation foundations must comply with ISO 19902 for fixed steel offshore structures.,Offshore wind substations,,,International Organization for Standardization (ISO),technical; safety
deepseek-chat,BOEM-2023-001,Offshore,448,11,Technical,Offshore wind turbines must maintain a minimum clearance of 22 meters above Mean High Water (MHW).,U.S. federal waters,22,meters,Bureau of Ocean Energy Management (BOEM),Safety; Navigational
deepseek-chat,BOEM-2023-001,Offshore,448,11,Technical,Electrical systems must comply with IEC 61400-24 standards for lightning protection.,Offshore wind turbines,,,IEC 61400-24,Electrical Safety
deepseek-chat,OWED-2023-001,Offshore,454,11,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migration routes.,North Atlantic offshore wind lease areas,500,meters,Bureau of Ocean Energy Management (BOEM),wildlife protection; marine ecology
deepseek-chat,OWED-2023-001,Offshore,454,11,Technical,All offshore wind turbine foundations must comply with ISO 19902 standards for fixed steel offshore structures.,Global offshore wind projects,,,International Organization for Standardization (ISO),structural engineering; safety
deepseek-chat,BOEM-2023-001,Offshore,473,11,Technical,Offshore wind turbines must maintain a minimum clearance of 22 meters above mean high water.,U.S. federal waters,22,meters,Bureau of Ocean Energy Management (BOEM),Safety; Navigational
deepseek-chat,BOEM-2023-001,Offshore,473,11,Technical,Electrical systems must comply with IEC 61400-24 standards for lightning protection.,Offshore wind turbines,,,International Electrotechnical Commission (IEC),Electrical Safety; Technical Standards
deepseek-chat,30 CFR Part 585,Offshore,480,11,Environmental,Projects must conduct an Environmental Impact Assessment (EIA) before construction begins.,U.S. Outer Continental Shelf,,,BOEM 30 CFR § 585.601,Environmental; Permitting
deepseek-chat,30 CFR Part 585,Offshore,480,11,Technical,Wind turbine foundations must withstand a 100-year return period storm event.,Fixed-bottom offshore wind turbines,100,years,BOEM Technical Requirements,Structural Engineering; Safety
deepseek-chat,30 CFR Part 585,Offshore,480,11,Spatial,No construction within 1 nautical mile of designated shipping lanes.,U.S. Atlantic Wind Energy Areas,1,nautical mile,BOEM & U.S. Coast Guard Joint Regulation,Navigation Safety; Maritime Operations
deepseek-chat,NSOWDG-2023-0042,Offshore,481,11,Environmental,Turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea region,25,meters,North Sea Marine Protection Authority,environmental; structural
