model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,OWED-2023-001,Offshore,30,47,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migration routes.,All offshore wind projects in U.S. federal waters,500,meters,Bureau of Ocean Energy Management (BOEM),environmental; wildlife protection
deepseek-chat,OWED-2023-001,Offshore,30,47,Technical,All offshore wind turbine foundations must comply with ISO 19902 standards for fixed steel offshore structures.,Global offshore wind projects,,,International Organization for Standardization (ISO),structural engineering; safety
deepseek-chat,OWED-2023-001,Offshore,30,47,Spatial,No wind farm development is permitted within 12 nautical miles of designated shipping lanes.,North Sea offshore wind zones,12,nautical miles,European Maritime Safety Agency (EMSA),maritime navigation; safety
deepseek-chat,NSW-2023-001,Offshore,43,47,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),environmental; spatial
deepseek-chat,NSW-2023-001,Offshore,43,47,Technical,Substation foundations must comply with ISO 19902 for offshore structures.,All offshore wind farm substations,,,International Organization for Standardization (ISO),technical; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,44,47,Environmental,Turbine foundations must maintain a minimum clearance of 25 meters above seabed to allow for marine life passage,North Sea Exclusive Economic Zones,25,meters,OSPAR Commission Annex VII,environmental; technical
deepseek-chat,NSOW-REG-2023-0042,Offshore,44,47,Technical,All electrical systems must comply with IEC 61400-24 for lightning protection,All offshore wind installations,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NSOWDF-2023-0042,Offshore,54,47,Environmental,All turbine foundations must maintain a minimum clearance of 500m from identified marine mammal migration routes,North Sea Exclusive Economic Zone,500,meters,OSPAR Convention Annex VII,environmental; siting
deepseek-chat,NSOWDF-2023-0042,Offshore,54,47,Technical,Substation platforms shall comply with IEC 61400-3 design requirements for offshore wind turbine structures,All offshore electrical infrastructure,,,International Electrotechnical Commission,structural engineering; electrical systems
deepseek-chat,NSOWDF-2023-0042,Offshore,54,47,Safety,Helicopter landing platforms must provide 360° obstacle-free approach paths meeting ICAO Annex 14 Volume II standards,All offshore wind farm helidecks,,,International Civil Aviation Organization,aviation safety; operations
deepseek-chat,30 CFR Part 585,Offshore,55,47,Environmental,Lessees must submit a Site Assessment Plan (SAP) for BOEM approval before conducting any site characterization activities.,U.S. federal waters,,,30 CFR § 585.605,permitting; environmental impact
deepseek-chat,30 CFR Part 585,Offshore,55,47,Technical,Wind turbine foundations must comply with the American Society of Civil Engineers (ASCE) Standard 7-22 for minimum design loads.,All U.S. offshore wind projects,,,ASCE 7-22,structural engineering; safety
deepseek-chat,30 CFR Part 585,Offshore,55,47,Spatial,No construction within 1 nautical mile of shipping lanes designated by the U.S. Coast Guard.,U.S. offshore wind leases,1,nautical mile,BOEM Navigation Safety Policy,maritime safety; zoning
deepseek-chat,OWED-2023-001,Offshore,58,47,Environmental,Turbine foundations must avoid coral reef habitats within a 500-meter buffer zone.,All offshore wind projects in designated marine protected areas,500,meters,Marine Protection Act (2020),Environmental impact; Marine biology
deepseek-chat,OWED-2023-001,Offshore,58,47,Technical,Wind turbines must comply with IEC 61400-3 standards for offshore structural integrity.,All offshore wind turbines,,,International Electrotechnical Commission (IEC),Structural engineering; Safety
deepseek-chat,OWED-2023-001,Offshore,58,47,Safety,Helicopter landing zones on offshore substations must be at least 25m × 25m.,Offshore substations in the North Sea region,25,meters,North Sea Offshore Safety Directive,Aviation safety; Emergency response
deepseek-chat,NSOW-2023-REG12,Offshore,60,47,Environmental,All turbine foundations must maintain a minimum 500m clearance from identified marine mammal migration routes,North Sea Exclusive Economic Zone,500,meters,OSPAR Convention Annex VII,environmental; siting
deepseek-chat,NSOW-2023-REG12,Offshore,60,47,Technical,Substation platforms shall comply with ISO 19901-4 for structural design,All offshore installations,,,International Organization for Standardization,structural engineering; safety
