model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-2.5-pro,115,Offshore,184,10,Jurisdictional,You must comply with the terms of a suspension order upon receipt and take any action prescribed within the time set forth therein.,Holder of a lease or grant upon receipt of a suspension order.,,,§ 285.419,legal compliance; project suspension; enforcement action
gemini-2.5-pro,154 / § 285.833,Offshore,222,10,Safety,"For any incident covered under § 285.831, you must submit a written report within 15 days after the incident to BSEE.",Incidents on Outer Continental Shelf (OCS) leases,15.0,days,§ 285.833 (a),incident reporting; safety management; operational safety
gemini-2.5-pro,154 / § 285.833,Offshore,222,10,Safety,"A written incident report must contain the following information: (1) Date and time of occurrence; (2) Identification and contact information for each lessee, grant holder, or operator; (3) Name and telephone number of the contractor and the contractor's representative, if a contractor is involved in the incident or injury; (4) Lease number, OCS area, and block.",Written incident reports for Outer Continental Shelf (OCS) leases,,,§ 285.833 (a),incident reporting; documentation; safety management
gemini-2.5-pro,155,Offshore,223,10,Jurisdictional,"Lessees are jointly and severally responsible for meeting decommissioning obligations for facilities on their leases, including all obstructions, as the obligations accrue and until each obligation is met.","Facilities on leases, during the decommissioning phase.",,,§ 285.900,decommissioning; legal liability; asset retirement
gemini-2.5-pro,155,Offshore,223,10,Safety,"You must submit a written report of all incidents. The report must contain: (5) Platform/facility name and number, or cable or pipeline segment number; (6) Type of incident or injury; (7) Activity at time of incident; (8) Description of incident, damage, or injury (including days away from work, restricted work, or job transfer), and any corrective action taken; and (9) Property or equipment damage estimate (in U.S. dollars).","All incidents on offshore platforms, facilities, cables, or pipelines.",,,§ 285 Subpart I (inferred from context),incident reporting; health and safety; operational safety
gemini-2.5-pro,162,Offshore,230,10,Jurisdictional,You must submit a decommissioning notice at least 60 days before you plan to begin decommissioning activities.,Decommissioning phase,60.0,days,§§ 285.905-.907,decommissioning; project management; regulatory compliance
gemini-2.5-pro,162,Offshore,230,10,Jurisdictional,"Your decommissioning notice must include: (1) A description of any changes to the approved removal methods and procedures in your approved decommissioning application, including changes to the types of vessels and equipment you will use; and (2) An updated decommissioning schedule.",Decommissioning notice submission,,,§§ 285.905-.907,decommissioning; regulatory reporting; project planning
gemini-2.5-pro,§ 585.107,Offshore,255,10,Jurisdictional,You may hold a lease or grant under this part if you can demonstrate that you have the technical and financial capabilities to conduct the activities authorized by the lease or grant.,Entities seeking to hold a lease or grant for activities on the Outer Continental Shelf (OCS).,,,§ 585.107 (a),financial capability; technical capability; lease eligibility
gemini-2.5-pro,§ 585.107,Offshore,255,10,Jurisdictional,"A lease or grant holder must be a: (1) Citizen or national of the United States; (2) Alien lawfully admitted for permanent residence in the United States; (3) Corporation organized under the laws of any State of the United States, the District of Columbia, or any territory or insular possession subject to U.S. jurisdiction; (4) Association of such citizens, nationals, resident aliens, or corporations; or (5) Executive agency of the United States.",Entities seeking to hold a lease or grant for activities on the Outer Continental Shelf (OCS).,,,§ 585.107 (a),corporate structure; nationality requirements; lease eligibility
gemini-2.5-pro,§ 585.112,Offshore,261,10,Jurisdictional,"Unless otherwise stated, you must submit one paper copy and one electronic copy of all plans, applications, reports, or notices required by this part.","Submission of all plans, applications, reports, or notices for offshore renewable energy projects under this part.",1.0,copy,30 CFR Part 585,application submission; permitting; regulatory compliance
gemini-2.5-pro,191,Offshore,262,10,Jurisdictional,"Ask for our approval to perform, or to directly pay a contractor to perform, all or part of any document, study, or other activity according to standards we specify...",Application processing,,,BOEM,application processing; technical studies; regulatory approval
gemini-2.5-pro,191,Offshore,262,10,Jurisdictional,Payment is due to us 30 days after you receive your bill.,Application processing fees,30.0,days,BOEM,application processing; financial obligations; permitting
gemini-2.5-pro,191,Offshore,262,10,Jurisdictional,We will stop processing your document if you do not pay the bill by the date payment is due.,Application processing,,,BOEM,application processing; permitting; enforcement
gemini-2.5-pro,194,Offshore,265,10,Safety,"Use the best available and safest technologies that BOEM determines to be economically feasible wherever failure of equipment would have a significant effect on safety, health, or the environment.","Equipment whose failure would have a significant effect on safety, health, or the environment.",,,BOEM,equipment selection; risk management; safety engineering; environmental protection
gemini-2.5-pro,194,Offshore,265,10,Technical,"A Certified Verification Agent (CVA) must conduct specified third-party reviews, inspections, and verifications.","Design, fabrication, and installation of offshore marine facilities or structures.",,,part 285 of this title,third-party verification; structural integrity; quality assurance; design review; installation oversight
gemini-2.5-pro,198,Offshore,269,10,Jurisdictional,"All submerged lands lying seaward and outside of the area of lands beneath navigable waters, as defined in section 2 of the Submerged Lands Act (43 U.S.C. 1301), whose subsoil and seabed appertain to the United States and are subject to its jurisdiction and control.",Outer Continental Shelf (OCS),,,Submerged Lands Act (43 U.S.C. 1301),jurisdiction; offshore development; permitting
gemini-2.5-pro,199,Offshore,270,10,Spatial,"To avoid distortions in the calculation of the geometric center of the project area, project easements issued under this part are not considered part of the qualified project’s area.",The calculation of the geometric center of a qualified project's area on the OCS.,,,BOEM regulation (as cited in document),project area definition; spatial planning; lease administration
gemini-2.5-pro,210,Offshore,281,10,Jurisdictional,The comment period following issuance of a Call will be 45 days.,Call for Information and Nominations phase,45.0,days,BOEM,leasing process; public consultation; regulatory procedure
gemini-2.5-pro,215,Offshore,285,10,Jurisdictional,"Except as provided in § 585.231, we will hold competitive auctions to award renewable energy leases and will use one of the following auction formats, as determined through the lease sale process and specified in the Proposed Sale Notice and in the Final Sale Notice.",Award of offshore renewable energy leases,,,§ 585.220 (a),lease acquisition; competitive bidding; auction process
gemini-2.5-pro,233,Offshore,303,10,Jurisdictional,"You will be responsible for submitting any required consistency certification and necessary data and information pursuant to 15 CFR part 930, subpart D to the applicable State CZMA agency or agencies and BOEM.",ROW grant or RUE grant applications determined to have no competitive interest.,,,"15 CFR part 930, subpart D",coastal zone management; permitting; inter-agency coordination
gemini-2.5-pro,233,Offshore,303,10,Jurisdictional,Interested persons [must be allowed] 30 days to comment on a published notice of each grant auction.,ROW grant and RUE grant auctions with competitive interest.,30.0,days,§ 585.308 (a) (1),public comment; auction procedures; permitting
gemini-2.5-pro,"§ 585.415, § 585.416, Page 241",Offshore,311,10,Jurisdictional,Activities may not be conducted on your lease or grant during the period of a suspension except as expressly authorized under the terms of the lease or grant suspension.,Lease or grant area during a period of suspension.,,,§ 585.415(c),lease management; operational activities; project scheduling
gemini-2.5-pro,"§ 585.415, § 585.416, Page 241",Offshore,311,10,Jurisdictional,You must submit a written request to BOEM [for a lease or grant suspension]... no later than 90 days prior to the expiration of your appropriate lease or grant term.,Requests for lease or grant suspension.,90.0,days,§ 585.416,lease management; regulatory compliance; project scheduling
gemini-2.5-pro,248,Offshore,318,10,Jurisdictional,"Your lease or grant terminates on whichever of the following dates occurs first: (a) The expiration of the applicable term of your lease or grant, unless your term is automatically extended under §§ 585.235 or 585.236, a request for renewal of your lease or grant is pending a decision by BOEM, or your lease or grant is suspended or renewed as provided in this subpart; (b) A cancellation, as set forth in § 585.422; or (c) Relinquishment, as set forth in § 585.435.",Lease or grant termination,,,§ 585.432,lease management; legal compliance; project lifecycle
gemini-2.5-pro,252,Offshore,321,10,Jurisdictional,"When submitting an application to relinquish a lease or grant, you must include a statement that you will adhere to the requirements of part 285, subpart I of this title.",Application for lease or grant relinquishment.,,,"part 285, subpart I",lease management; regulatory compliance; decommissioning
gemini-2.5-pro,252,Offshore,321,10,Spatial,BOEM may review your lease or grant area to determine whether the lease or grant area is larger than needed to develop the project and manage activities.,Lease or grant area,5.0,years,§ 585.436,lease management; spatial planning; project development
gemini-2.5-pro,260,Offshore,329,10,Jurisdictional,"Unless BOEM specifies otherwise, in the operating fee rate, “r” is 0.02 for each year the operating fee applies when you begin commercial generation of electricity.","Commercial leases, operational phase (from start of commercial generation)",0.02,rate,BOEM,financial regulation; lease management; project economics
gemini-2.5-pro,260,Offshore,329,10,Jurisdictional,"The power price “P,” for each year when the operating fee applies, will be determined annually.","Commercial leases, operational phase",,,BOEM,financial regulation; lease management; project economics
gemini-2.5-pro,260,Offshore,329,10,Jurisdictional,"BOEM... Will use the most recent annual average wholesale power price in the State in which a project's transmission cables make landfall, as published by the DOE...","Commercial leases, operational phase (for annual operating fee calculation)",,,BOEM (using data from DOE),financial regulation; lease management; data reporting
gemini-2.5-pro,261,Offshore,330,10,Jurisdictional,"After the first adjustment, BOEM may adjust the capacity factor (to accurately represent a comparison of actual generation over a given period of time with the amount of power a facility would have generated if it had run at full capacity) no earlier than in 5-­year intervals from the most recent year that BOEM adjusts the capacity factor.","Operational phase, lease management",5.0,year,BOEM,lease management; financial modeling; operational reporting
gemini-2.5-pro,261,Offshore,330,10,Jurisdictional,"The process by which BOEM will adjust the capacity factor, including any calculations (incorporating an average capacity factor reflecting actual operating experience), will be specified in the lease.",Lease agreement,,,BOEM,lease management; legal agreements; financial modeling
gemini-2.5-pro,270,Offshore,338,10,Jurisdictional,"Before a limited lease, ROW grant, or RUE grant is issued, the applicant or a proposed assignee must guarantee compliance with all terms and conditions by providing either a minimum lease- or grant-specific bond or another approved financial assurance instrument.","Limited leases, ROW grants, and RUE grants prior to issuance.",300000.0,$,§ 585.520 (a),financial assurance; lease compliance; permitting
gemini-2.5-pro,278,Offshore,346,10,Jurisdictional,A third-party guaranty agreement must guarantee compliance with the obligations of all lessees and operators and grant holders.,"Third-party guaranty agreements for all project phases (SAP, COP, and decommissioning).",,,BOEM,financial assurance; legal compliance; decommissioning liability
gemini-2.5-pro,278,Offshore,346,10,Jurisdictional,"If the guarantor's financial information is not publicly available, it must be submitted and updated annually within 90 days of the end of the fiscal year (FY).",Guarantors providing non-public financial information.,90.0,days,BOEM,financial reporting; compliance monitoring; corporate governance
gemini-2.5-pro,§ 585.535 / Page 286,Offshore,354,10,Jurisdictional,"After notice and demand for performance, you refuse or fail, within the timeframe prescribed, to comply with any term or condition of your lease or grant, other authorization or approval, or applicable regulations.","Holder of a lease, grant, Right-of-Way (ROW), or Right-of-Use and Easement (RUE) under BOEM jurisdiction.",,,§ 585.535 (a)(1),regulatory compliance; lease management; financial assurance
gemini-2.5-pro,§ 585.535 / Page 286,Offshore,354,10,Jurisdictional,You default on one of the conditions under which we accepted your bond.,Holder of a bond accepted by BOEM for a lease or grant.,,,§ 585.535 (a)(2),financial assurance; regulatory compliance
gemini-2.5-pro,"§ 585.536, § 585.537, Page 287",Offshore,355,10,Jurisdictional,"To avoid forfeiture, you must, within 10 business days, agree to and demonstrate in writing to BOEM that you will bring your lease or grant into compliance within the timeframe we prescribe, and you do so.",Lease or grant holder in a state of non-compliance.,10.0,business days,§ 585.536(b)(1),legal compliance; financial assurance; enforcement
gemini-2.5-pro,"§ 585.536, § 585.537, Page 287",Offshore,355,10,Jurisdictional,"To avoid forfeiture, your surety must, within 10 business days, agree to and demonstrate that it will bring your lease or grant into compliance within the timeframe we prescribe, even if the cost of compliance exceeds the face amount of the bond.",Surety providing financial assurance for a lease or grant in a state of non-compliance.,10.0,business days,§ 585.536(b)(2),legal compliance; financial assurance; surety obligations; enforcement
gemini-2.5-pro,308,Offshore,376,10,Technical,"The results of the shallow hazards survey with supporting data must be submitted, providing information sufficient to determine the presence and likely effects of shallow faults, gas seeps or shallow gas, slump blocks or slump sediments, hydrates, or ice scour of seabed sediments.",Proposed facility site,,,,geotechnical analysis; site investigation; hazard assessment; facility siting
gemini-2.5-pro,308,Offshore,376,10,Technical,"The results of the geological survey with supporting data must be submitted, including an assessment of: (i) Seismic activity at your proposed site; (ii) Fault zones; (iii) The possibility and effects of seabed subsidence; and (iv) The extent and geometry of faulting attenuation effects of geologic conditions near your site.",Facility design and siting,,,,geological survey; seismic hazard analysis; structural design; site investigation
gemini-2.5-pro,308,Offshore,376,10,Environmental,"The results of the biological survey with supporting data must be submitted, including a description of the results of biological surveys used to determine the presence of live bottoms, hard bottoms, and topographic features, and surveys of other marine resources such as fish populations.",Proposed facility site and surrounding marine environment,,,,environmental impact assessment; marine biology; benthic habitat survey; fisheries assessment
gemini-2.5-pro,335,Offshore,402,10,Jurisdictional,include in your plan any information required for BOEM to make the appropriate air quality determinations for your project.,Projects located in the Gulf of Mexico west of 87.5° west longitude (western Gulf of Mexico),87.5,° west longitude,BOEM,air quality; environmental impact assessment; permitting
gemini-2.5-pro,335,Offshore,402,10,Environmental,follow the appropriate implementing regulations as promulgated by the EPA under 40 CFR part 55.,"Projects located anywhere on the OCS (Outer Continental Shelf), except for the Gulf of Mexico west of 87.5° west longitude",55.0,part (of 40 CFR),EPA under 40 CFR part 55,air quality; environmental compliance
gemini-2.5-pro,356,Offshore,423,10,Jurisdictional,Payment is due to us 30 days after you receive your bill.,Application processing fee payment,30.0,days,BOEM,application processing; financial compliance; permitting
gemini-2.5-pro,356,Offshore,423,10,Jurisdictional,We will stop processing your document if you do not pay the bill by the date payment is due.,Application processing,,,BOEM,application processing; financial compliance; permitting; enforcement
gemini-2.5-pro,356,Offshore,423,10,Jurisdictional,Do not deduct any amount from a payment without our prior written approval.,Application processing fee payment,,,BOEM,application processing; financial compliance; permitting
gemini-2.5-pro,356,Offshore,423,10,Jurisdictional,You must pay the entire fee before we will issue the final document or take final action on your application or request.,Final stage of application processing / permit issuance,,,BOEM,application processing; financial compliance; permitting
gemini-2.5-pro,"§ 586.113, p. 357",Offshore,424,10,Jurisdictional,"We will not process the document further until the appeal is resolved, unless you pay the fee under protest while the appeal is pending.",Appeals of estimated processing costs for documents submitted under this part.,,,43 CFR part 4,administrative procedure; permitting; project finance
gemini-2.5-pro,§ 586.114,Offshore,429,10,Environmental,"A significant archaeological resource is one that meets the criteria of significance for eligibility for listing in the National Register of Historic Places, as defined in 36 CFR 60.4 or its successor.",Archaeological resources,,,36 CFR 60.4,archaeological assessment; cultural heritage
gemini-2.5-pro,364,Offshore,431,10,Jurisdictional,Alternate Use RUE grant holders and operators are required to respond to the information collection in this part.,Alternate Use RUE grant holders and operators on the OCS.,,,subsection 8(p) of the OCS Lands Act,regulatory compliance; information reporting
gemini-2.5-pro,364,Offshore,431,10,Jurisdictional,A response to a collection of information is not required unless it displays a currently valid OMB control number.,Information collection from OCS operators by a federal agency.,,,Paperwork Reduction Act of 1995 (44 U.S.C. 3501 et seq.),regulatory compliance; information reporting
