model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
claude-3-haiku-20240307,N/A,Onshore,79,31,Visual,Associated substations and transmission lines can add to the visual impact of a wind project.,Onshore and offshore wind farms,,,N/A,Visual
claude-3-haiku-20240307,N/A,Onshore,79,31,Visual,Mitigation for visual impacts typically includes painting turbines a neutral color that blends into the landscape.,Onshore and offshore wind farms,,,N/A,Visual
claude-3-haiku-20240307,,Offshore,86,31,Jurisdictional,Each state bordering the Atlantic Ocean or Pacific Ocean has jurisdiction over submerged lands out to three nautical miles offshore pursuant to the Submerged Lands Act of 1953.,Offshore wind farms in state waters,3,nautical miles,Submerged Lands Act of 1953,Jurisdictional
claude-3-haiku-20240307,,Offshore,86,31,Jurisdictional,"Texas, Florida, and Louisiana have jurisdiction over submerged lands in the Gulf of Mexico out to nine nautical miles offshore.",Offshore wind farms in state waters in the Gulf of Mexico,9,nautical miles,Submerged Lands Act of 1953,Jurisdictional
claude-3-haiku-20240307,,Offshore,86,31,Jurisdictional,"Beyond the state jurisdictional borders, jurisdiction to grant leases, rights-of-way (ROWs), and rights-of-use and easements (RUEs) on the Outer Continental Shelf (OCS) for most energy projects lies with the Bureau of Ocean Energy Management (BOEM), a division of the U.S. Department of the Interior, pursuant to the Outer Continental Shelf Lands Act as amended by the Energy Policy Act of 2005 (EPAct).",Offshore wind farms in federal waters,,,"Outer Continental Shelf Lands Act, Energy Policy Act of 2005",Jurisdictional
claude-3-haiku-20240307,,Offshore,86,31,Jurisdictional,"In the Great Lakes, each state has jurisdiction over submerged lands out to the center of each lake.",Offshore wind farms in the Great Lakes,,,,Jurisdictional
claude-3-haiku-20240307,,Offshore or Onshore,122,31,Jurisdictional,"The PPA may require the seller to deliver energy to a specific point some distance from the plant, in which case the seller will be responsible for securing the required transmission to the delivery point, and the buyer will be responsible for obtaining the transmission required to take the energy at the delivery point.",Wind farm project,,,,"Transmission, Energy Delivery"
claude-3-haiku-20240307,,Offshore or Onshore,122,31,Technical,Transmission ancillary services can be fairly costly and should be specifically allocated in the agreement.,Wind farm project,,,,"Transmission, Energy Delivery"
claude-3-haiku-20240307,,Offshore or Onshore,122,31,Technical,"In a VPPA, energy is not actually delivered to the offtaker. Instead, energy is typically sold into the energy market with which the project is interconnected at such point of interconnection. The settlement under the VPPA is typically at a different point on the system (often a hub or collection of nodes), which exposes Seller to basis risk between the point of interconnection and hub.",Virtual Power Purchase Agreement (VPPA),,,,"Energy Delivery, Pricing"
claude-3-haiku-20240307,,Offshore or Onshore,122,31,Technical,"The PPA may require the purchaser to buy power from the turbines as they are installed, connected to the transmission grid, and made operational, even though the project as a whole has not achieved commercial operation.",Wind farm project,,,,"Energy Delivery, Commissioning"
claude-3-haiku-20240307,,Offshore,134,31,Technical,The hedge does not always cover 100 percent of the energy anticipated to be produced by the wind,Offshore wind farms,,,,"Energy production, Financial"
claude-3-haiku-20240307,,Offshore,134,31,Technical,"Transmission considerations can still play a key role, as the location of the wind plant may be such that it is on the wrong side of a grid congestion point, thus adversely affecting the market price of the power and thereby affecting the economics (and perhaps even the availability) of the hedge",Offshore wind farms,,,,"Transmission, Grid integration, Financial"
claude-3-haiku-20240307,,Onshore,143,31,Jurisdictional,"The high-voltage work including the project substation, transmission lines, and in some cases interconnection facilities under a self-build election pursuant to the interconnection agreement, may be included in or part of a separate high-voltage contract.",High-voltage components of the wind farm project,,,,"Electrical, Interconnection"
claude-3-haiku-20240307,,Onshore,170,31,Jurisdictional,Federal tax law requires that investors put their dollars at risk in the project in order to claim the Production Tax Credit (PTC) benefits.,Wind projects seeking to utilize the PTC,,,Federal tax law,Taxation
claude-3-haiku-20240307,,Offshore,172,31,Jurisdictional,"Tax equity structures rely largely on the principle of bifurcation, where the tax items of a partnership are allocated separately from the partner's respective cash flows and management rights.",Wind project partnerships,,,STOEL RIVES LLP,"Tax, Finance"
claude-3-haiku-20240307,,Offshore,172,31,Jurisdictional,"In a partnership flip transaction, the allocation of cash and tax benefits under the operating agreement is structured such that the tax equity investor receives the majority of the tax benefits until they reach a target internal rate of return, at which point the allocation 'flips' and the sponsor receives the majority of the cash distributions.",Wind project partnerships,,,STOEL RIVES LLP,"Tax, Finance"
claude-3-haiku-20240307,,Offshore,172,31,Jurisdictional,An investor cannot claim any PTCs to offset taxable income if the PTCs in question were generated prior to the investor being an equity owner of the project. Such pre-investment PTCs are thus 'lost' in the sense that they have no value to the tax equity investors and hence are not part of the tax benefits monetized through the tax equity financing.,Wind project tax equity financing,,,STOEL RIVES LLP,"Tax, Finance"
claude-3-haiku-20240307,,Offshore,176,31,Jurisdictional,"There is no established market for a typical development-stage loan, and terms vary widely among what are fundamentally bespoke deals.",Development-stage financing for renewable energy projects,,,,"Financing, Project Development"
claude-3-haiku-20240307,,Offshore,176,31,Jurisdictional,"Many entities act as development financiers in order to claim a seat at the project table, for instance, entities interested in buying or funding the project if early-stage development proceeds to full construction, contractors looking to secure the project's EPC work, or turbine manufacturers looking to ensure their product is used in the project.",Development-stage financing for renewable energy projects,,,,"Financing, Project Development, Procurement"
claude-3-haiku-20240307,,Offshore,176,31,Jurisdictional,"In certain instances, development loans can also be a bridge to future funding, providing a quick, relatively low-cost transaction with minimal documentation; a very short tenor; little borrower flexibility without lender consent; a high interest rate; and a promise to grant the lender a right of first refusal to the next round of larger financing or, in the case of a strategic investor, the option to buy the project.",Development-stage financing for renewable energy projects,,,,"Financing, Project Development"
claude-3-haiku-20240307,,Offshore,176,31,Jurisdictional,Many early-stage investments involve collateral security and operational covenants securing a future payment (and are thus debt-like in their protections) without the payment obligation actually constituting indebtedness on the obligor's balance sheet.,Early-stage financing for renewable energy projects,,,,"Financing, Accounting"
claude-3-haiku-20240307,,Offshore,180,31,Jurisdictional,"Lenders typically require lien waivers from contractors, subcontractors, and major equipment suppliers as a condition to each construction loan used to pay such counterparties, and the title company will require such lien waivers in order to issue a customary date-down endorsement to the title policy insuring the lender's security interest in the project.",Wind projects with construction loans,,,,"Legal, Financial"
claude-3-haiku-20240307,,Offshore,180,31,Jurisdictional,"A breach or default under any tax equity transaction document (in addition to a breach or default under any loan document or material project document, or any other event reasonably likely to have a material adverse effect on the project) will typically prevent the borrower from accessing any further construction loans.",Wind projects with tax equity financing,,,,"Financial, Legal"
claude-3-haiku-20240307,,Offshore,180,31,Technical,"Construction loans are often earmarked by tranches to refer to the expected source of repayment (for instance tax equity bridge loans as the bridge to a tax equity commitment). These tranches may have different features, including different interest rates or disbursement requirements.",Wind projects with construction loans and tax equity financing,,,,"Financial, Technical"
claude-3-haiku-20240307,,Offshore,180,31,Technical,"Following achievement of COD and completion of construction of a wind project, a sponsor will typically trade its restrictive and expensive construction debt for (or convert it into) permanent financing, allowing recoupment of invested capital.",Wind projects after commercial operation date (COD),,,,"Financial, Technical"
claude-3-haiku-20240307,,,185,31,Jurisdictional,Tax equity will seek to avoid taking any sponsor risk to the extent it can be avoided.,,,,STOEL RIVES LLP © 2022 Ch. 9 – Pg. 15,Tax equity investment
claude-3-haiku-20240307,,Offshore or Onshore,193,31,Technical,The property must be equipment that is used to produce electricity from wind. The property must be (1) tangible personal property or (2) other tangible property (not including a building or its structural components) that is an integral part of the wind facility.,Wind facilities,,,Internal Revenue Code,Technical
claude-3-haiku-20240307,,Offshore or Onshore,193,31,Technical,The property must be eligible for depreciation or amortization deductions for federal income tax purposes.,Wind facilities,,,Internal Revenue Code,Technical
claude-3-haiku-20240307,,Offshore or Onshore,193,31,Jurisdictional,"The property must be part of a qualified facility that is located in the United States, is owned by the taxpayer seeking to claim the ITC, and the construction of which began before January 1, 2022.",Wind facilities,,,Internal Revenue Code,Jurisdictional
claude-3-haiku-20240307,,Offshore or Onshore,193,31,Technical,The property cannot be part of a facility for which the PTC has been allowed.,Wind facilities,,,Internal Revenue Code,Technical
claude-3-haiku-20240307,,Offshore or Onshore,193,31,Technical,The owner of the property must make an irrevocable election to claim the ITC.,Wind facilities,,,Internal Revenue Code,Technical
claude-3-haiku-20240307,,Offshore or Onshore,193,31,Technical,"The amount of the ITC is reduced by 20 percent in the case of any facility the construction of which began after December 31, 2016 and before January 1, 2018, 40 percent in the case of any facility the construction of which began after December 31, 2017 and before January 1, 2019, 60 percent in the case of any facility the construction of which began after December 31, 2018 and before January 1, 2020, and 40 percent in the case of any facility the construction of which began after December 31, 2019 and before January 1, 2022.",Wind facilities,"[20, 40, 60, 40]",Percent,Internal Revenue Code,Technical
claude-3-haiku-20240307,,Offshore,204,31,Jurisdictional,The ownership of the project assets in a single-purpose subsidiary enables a project lender to protect its collateral package from other creditors.,Wind power projects,,,Chapter 9,Financing
claude-3-haiku-20240307,,Offshore,204,31,Jurisdictional,The isolation of the assets in a subsidiary simplifies the transaction when selling all or portions of the wind project.,Wind power projects,,,,Exit Strategy
claude-3-haiku-20240307,,Offshore and Onshore,219,31,Jurisdictional,"Most transmission providers are subject to jurisdiction by FERC, and therefore transmission service agreements and generation interconnection agreements are generally subject to regulation by FERC.",Transmission service agreements and generation interconnection agreements,,,FERC Order No. 2003 and FERC Order No. 2006,"Transmission, Interconnection"
claude-3-haiku-20240307,,Offshore and Onshore,219,31,Jurisdictional,"Interconnection to utilities exempt from FERC interconnection rules raises unique questions, which should be considered when selecting project sites.",Interconnection to utilities exempt from FERC interconnection rules,,,,Interconnection
claude-3-haiku-20240307,,Offshore and Onshore,219,31,Technical,"FERC Order No. 2003 established standard interconnection procedures and a standard interconnection agreement for generators larger than 20 MW (""Large Generators"").",Generators larger than 20 MW,20,MW,FERC Order No. 2003,Interconnection
claude-3-haiku-20240307,,Offshore and Onshore,219,31,Technical,FERC Order No. 2006 established standard interconnection procedures and a standard interconnection agreement for generators smaller than 20 MW.,Generators smaller than 20 MW,20,MW,FERC Order No. 2006,Interconnection
claude-3-haiku-20240307,,Onshore,231,31,Jurisdictional,"The permitting process provides many opportunities to challenge a project. However, post-construction challengers must demonstrate that the operation of the wind power project violates some state or federal law and that a private lawsuit is authorized.",Onshore wind power projects,,,,Legal
claude-3-haiku-20240307,,Onshore,231,31,Nuisance,"The theory behind a nuisance lawsuit in the context of a wind power project is that the project operator is using its land in a manner that 'substantially and unreasonably' interferes with a nearby property owner's ability to 'use and enjoy' his or her own property. Plaintiffs will allege that a wind power project creates too much noise, casts too much shadow or shadow flicker, or creates a visual impairment.",Onshore wind power projects,,,,"Environmental, Safety"
