model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-1.5-pro,,Onshore,50,6,Safety,Loads increased by a factor of 17.5% for blades,Blades,17.5,%,GL Typhoon Class Internal Criteria,structural integrity; safety
gemini-1.5-pro,,Onshore,50,6,Safety,Loads increased by a factor of 33% for towers,Towers,33.0,%,GL Typhoon Class Internal Criteria,structural integrity; safety
gemini-1.5-pro,,Onshore,50,6,Safety,Tower mass increased by 12%,Towers,12.0,%,GL Typhoon Class Internal Criteria,structural integrity; safety
gemini-1.5-pro,30,Offshore,51,6,Technical,"A minor change to the power production DLC 1.2, 1.6a, and 1.6b require the addition of using the normal wind profile in addition to the normal turbulence model.","Power production, Design Load Cases (DLC) 1.2, 1.6a, and 1.6b",,,ABS Guideline publication 176 (ABS 2010),turbine design; structural integrity; power generation
gemini-1.5-pro,30,Offshore,51,6,Technical,"Site-specific extreme wind speeds with various combinations of return periods and averaging time durations are used to define the environmental conditions in DLC 6.1 to 6.4, DLC 7.1 and 7.2, and DLC 8.2 and 8.3.","Environmental conditions, Design Load Cases (DLC) 6.1 to 6.4, 7.1, 7.2, 8.2, and 8.3",,,ABS Guideline publication 176 (ABS 2010),turbine design; structural integrity; meteorological conditions
gemini-1.5-pro,30,Offshore,51,6,Technical,"DLCs 1.6, 6.1, and 6.2 are amended to require a return period of 100 years for the extreme storm conditions.","Extreme storm conditions, Design Load Cases (DLC) 1.6, 6.1, and 6.2",100.0,years,ABS Guideline publication 176 (ABS 2010),turbine design; structural integrity; risk assessment
gemini-1.5-pro,30,Offshore,51,6,Jurisdictional,"This return period is generally not to be shorter than 100 years, unless appropriate justifications (for example to use a 50-year return period per IEC 61400-3) are provided to ABS for a reduction and such reduction is acceptable to the governmental authorities having jurisdiction over permitting wind turbine installations.",Return period for extreme storm conditions,100.0,years,ABS Guideline publication 176 (ABS 2010),permitting; risk assessment; legal compliance
gemini-1.5-pro,30,Offshore,51,6,Technical,"Omnidirectional wind condition is required for turbines subject to tropical cyclones in DLC 6.2, part of the design load case in the event an offshore wind turbine loses its connection to the power grid during a hurricane.","Turbines subject to tropical cyclones, Design Load Case (DLC) 6.2, grid disconnection during hurricane",,,ABS Guideline publication 176 (ABS 2010),turbine design; grid stability; safety; emergency response
gemini-1.5-pro,32,Offshore,55,6,Technical,"Load cases were derived from IEC 61400-3, keeping in mind the API requirements for applications in U.S. waters.",Floating offshore wind turbines in U.S. waters,,,"IEC 61400-3, API requirements",structural integrity; loads analysis
gemini-1.5-pro,,Offshore,63,6,Technical,Design Requirements for Offshore Wind Turbines,Offshore wind turbines,,,IEC 61400-3 Ed. 1,structural integrity; electrical safety; mechanical safety
gemini-1.5-pro,,Offshore,63,6,Technical,Conformity Testing and Certification of Wind Turbines—Rules and Procedures,Wind turbines,,,IEC WT 01 Ed. 1,certification; testing; quality assurance
gemini-1.5-pro,,Offshore,63,6,Technical,Wind Turbines—Part 1: Design Requirements,Wind turbines,,,IEC 61400-1 Ed. 3,design; structural integrity; electrical safety; mechanical safety
gemini-1.5-pro,,Offshore,63,6,Technical,Wind Turbines—Part 22: Conformity Testing and Certification,Wind turbines,,,IEC 61400-22 Ed. 1,certification; testing; quality assurance
gemini-1.5-pro,,Offshore,63,6,Technical,Design Requirements for Floating Offshore Wind Turbines,Floating offshore wind turbines,,,IEC/TS 61400-3-2 Ed. 1.0,design; structural integrity; electrical safety; mechanical safety
gemini-1.5-pro,,Offshore,63,6,Technical,Guideline for the Certification of Offshore Wind Turbines,Offshore Wind Turbines,,,Germanischer Lloyd (GL),certification; design; safety
gemini-1.5-pro,40,Offshore,67,6,Technical,Specification for structural steel buildings—Allowable stress design and plastic design,Structural steel buildings,,,AISC 335-89,structural integrity; steel construction
gemini-1.5-pro,40,Offshore,67,6,Technical,5–46 kV Shielded power cable for use in the transmission and distribution of electric energy,Power cables,46.0,kV,ANSI/ICEA S-93-639/ NEMA WC 74,electrical infrastructure; power transmission
gemini-1.5-pro,40,Offshore,67,6,Technical,Standard for concentric neutral cables rated 5–46 kV,Concentric neutral cables,46.0,kV,ANSI/ICEA S-94-649,electrical infrastructure; power transmission
gemini-1.5-pro,40,Offshore,67,6,Technical,Standard for utility shielded power cables rated 5–46 kV,Utility shielded power cables,46.0,kV,ANSI/ICEA S-97-682,electrical infrastructure; power transmission
gemini-1.5-pro,40,Offshore,67,6,Safety,Guidance for Post-hurricane Structural Inspection of Offshore Structures,Offshore Structures,,,API Bull 2HINS,structural integrity; safety inspection; hurricane resilience
gemini-1.5-pro,40,Offshore,67,6,Safety,Interim Guidance for Design of Offshore Structures for Hurricane Conditions,Offshore Structures,,,API Bull 2INT-DG,structural design; hurricane resilience
gemini-1.5-pro,40,Offshore,67,6,Safety,Interim Guidance on Hurricane Conditions in the Gulf of Mexico,Gulf of Mexico,,,API Bull 2INT-MET,meteorological data; hurricane conditions
gemini-1.5-pro,40,Offshore,67,6,Technical,Stability Design of Cylindrical Shells,Cylindrical Shells,,,API Bull 2U,structural stability; cylindrical structures
gemini-1.5-pro,40,Offshore,67,6,Technical,Design of Flat Plate Structures,Flat Plate Structures,,,API Bull 2V,structural design
gemini-1.5-pro,40,Offshore,67,6,Technical,"Planning, Designing and Constructing Fixed Offshore Platforms— Working Stress Design",Fixed Offshore Platforms,,,API RP 2A-WSD,structural design; construction
gemini-1.5-pro,40,Offshore,67,6,Technical,"Recommended Practice for Planning, Designing, and Constructing Floating Production Systems",Floating Production Systems,,,API RP 2FPS,floating structures; design; construction
gemini-1.5-pro,40,Offshore,67,6,Technical,Geotechnical and Foundation Design Considerations,Offshore Structures,,,API RP 2GEO/ISO 19901-4,geotechnical engineering; foundation design
gemini-1.5-pro,40,Offshore,67,6,Safety,In-service Inspection of Mooring Hardware for Floating Structures,Mooring Hardware for Floating Structures,,,API RP 2I,mooring systems; safety inspection
gemini-1.5-pro,40,Offshore,67,6,Safety,"Marine Operations, Petroleum and natural gas industries specific requirements for offshore structures-Part 6: Marine Operations",Offshore Structures,,,API RP 2MOP/ISO 19901-6,marine operations; safety
gemini-1.5-pro,40,Offshore,67,6,Technical,"Planning, Designing and Constructing Structures and Pipelines for Arctic Conditions",Structures and Pipelines in Arctic Conditions,,,API RP 2N,arctic engineering; design; construction
gemini-1.5-pro,40,Offshore,67,6,Technical,Design and Analysis of Station-keeping Systems for Floating Structures,Station-keeping Systems for Floating Structures,,,API RP 2SK,station-keeping; floating structures; design
gemini-1.5-pro,42,Offshore,69,6,Technical,Design requirements for offshore wind turbines must comply with IEC 61400-3.,Offshore wind turbines,,,IEC 61400-3,design; structural integrity; safety
gemini-1.5-pro,42,Offshore,69,6,Technical,Acoustic noise measurement techniques for wind turbine generator systems must comply with IEC 61400-11.,Offshore wind turbines,,,IEC 61400-11,noise pollution; environmental impact assessment
gemini-1.5-pro,42,Offshore,69,6,Technical,Power performance measurements of electricity producing wind turbines must comply with IEC 61400-12-1.,Offshore wind turbines,,,IEC 61400-12-1,power performance; energy yield
gemini-1.5-pro,42,Offshore,69,6,Technical,Measurement of mechanical loads on wind turbine generator systems must comply with IEC/TS 61400-13.,Offshore wind turbines,,,IEC/TS 61400-13,structural integrity; mechanical loads
gemini-1.5-pro,42,Offshore,69,6,Technical,Declaration of apparent sound power level and tonality values for wind turbines must comply with IEC/TS 61400-14.,Offshore wind turbines,,,IEC/TS 61400-14,noise pollution; environmental impact assessment
gemini-1.5-pro,42,Offshore,69,6,Technical,Measurement and assessment of power quality characteristics of grid connected wind turbines must comply with IEC 61400-21.,Grid connected wind turbines,,,IEC 61400-21,power quality; grid connection
gemini-1.5-pro,42,Offshore,69,6,Technical,Conformity testing and certification of wind turbines must comply with IEC 61400-22.,Wind turbines,,,IEC 61400-22,certification; testing; quality assurance
gemini-1.5-pro,42,Offshore,69,6,Technical,Full-scale structural testing of rotor blades for wind turbine generator systems must comply with IEC/TS 61400-23.,Rotor blades,,,IEC/TS 61400-23,structural integrity; rotor blades
gemini-1.5-pro,42,Offshore,69,6,Safety,Lightning protection for wind turbines must comply with IEC 61400-24.,Wind turbines,,,IEC 61400-24,lightning protection; safety
gemini-1.5-pro,42,Offshore,69,6,Technical,Communications for monitoring and control of wind power plants must comply with IEC 61400-25 (parts 1-6).,Wind power plants,,,"IEC 61400-25-1, IEC 61400-25-2, IEC 61400-25-3, IEC 61400-25-4, IEC 61400-25-5, IEC 61400-25-6",communications; monitoring; control
gemini-1.5-pro,42,Offshore,69,6,Technical,Time-based availability for wind turbine generating systems must comply with IEC/TS 61400-26-1.,Wind turbine generating systems,,,IEC/TS 61400-26-1,availability; performance
