model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gpt-4.1,SECTION IV,Offshore,19,27,Technical,"The Permittee shall not cause, suffer, allow, or permit the operation of any OCS Source to emit any contaminant(s), exclusive of uncombined water or smoke subject to Section IV(A)(1) above, that exceed 20% opacity for a period or aggregate period of time in excess of two minutes during any one hour provided that, at no time during the said two minutes shall the opacity exceed 40%.",Any OCS Source at the facility; operational phase,20.0,percent opacity,310 CMR 7.06(1)(b),air quality; emissions control; operational compliance
gpt-4.1,SECTION IV,Offshore,19,27,Technical,All diesel-fueled compression ignition internal combustion engines subject to Subpart IIII with a displacement of less than 30 liters per cylinder shall be fired with diesel fuel not to exceed a maximum sulfur content of 15 ppm.,Diesel-fueled compression ignition internal combustion engines <30 liters/cylinder; operational phase,15.0,ppm sulfur,40 C.F.R. 60.4207(b),air quality; fuel specification; engine operation
gpt-4.1,SECTION IV,Offshore,19,27,Technical,"All diesel-fueled compression ignition internal combustion engines subject to Subpart IIII with a displacement of greater than or equal to 30 liters per cylinder shall be limited to using diesel fuel not to exceed a maximum per-gallon sulfur content of 1,000 parts per million (ppm).",Diesel-fueled compression ignition internal combustion engines ≥30 liters/cylinder; operational phase,1000.0,ppm sulfur,40 C.F.R. 60.4207(d),air quality; fuel specification; engine operation
gpt-4.1,SECTION IV,Offshore,19,27,Technical,"Emissions from the RW project will be limited by, and contribute to, the facility-wide emission limits on NO X and VOC identified in Section IV(A)(5). For purposes of compliance with the Facility-wide emission limits in Section IV(A)(5), actual emissions of NO X and VOC shall include emissions during operation from the following: engines located on the OSS and/or WTG(s), engines on vessels that meet the definition of an OCS source, and engines on vessels servicing or associated with the OCS Facility when those vessels are at the OCS Facility, or en route to or from the OCS Facility and are within 25 NM of the OCS Facility’s centroid.","Facility-wide; includes OSS, WTG(s), and vessels within 25 NM during operational phase",25.0,nautical miles,"40 C.F.R. Part 55 (§55.1–55.15, Appendix A to Part 55), 40 C.F.R. Part 124 (§124.1–124.21, Subpart A; §124.41–124.42, Subpart C)",air quality; emissions inventory; operational compliance
gpt-4.1,Page 13 of 29,Offshore,20,27,Environmental,"Beginning at the Operational Phase Start Date, each operating day, the Permittee shall calculate emissions of NO X and VOC from the emission sources defined in Specific Page 13 of 29",Operational phase,365.0,days,,emissions monitoring; environmental compliance; air quality
gpt-4.1,OCS-R1-05 Condition No. VI (A)(5),Offshore,21,27,Technical,"For diesel fired engines operating between 0%–20% engine load, the Permittee shall utilize guaranteed emission factors from engine manufacturer’s specifications (or engine specific test data) which indicate a representative emission factor for the lower load intervals for each engine type; or the maximum guaranteed emission factor in units of g/hp-hr (or g/kW-hr) multiplied by the engine-specific load adjustment factors based on known engine mfg. data; or for C3 propulsion engines the maximum guaranteed emission factor in units of g/hp-hr (or g/kW-hr) multiplied by the most representative low load adjustment factors (LLAFs) for the specific pollutant as contained in Table 3.10 of the Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022). The LLAFs shall be applied separately for each pollutant (and applied to the equation separately for NOx and HC (if HC used as a surrogate for VOC)).",Diesel fired engines operating between 0%–20% engine load on OCS sources,,,"Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5); Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022)",air emissions; engine operation; environmental compliance
gpt-4.1,OCS-R1-05 Condition No. VI (A)(5),Offshore,21,27,Technical,"Emissions of NOx and VOC shall be calculated by taking the product of the brake specific emission factor, the usage in hours (hours per day), the power available (rated power), and the load factor (the power used divided by the power available). For OCS sources, if actual fuel usage data and engine hours are not recorded for that operating day, Permittee shall assume 100% load (full rated hp (kW)) for the emission calculations.",OCS sources; calculation of NOx and VOC emissions,100.0,percent load,"Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Condition No. VI (A)(5)",air emissions; environmental compliance; operational monitoring
gpt-4.1,OCS-R1-05 Condition No. VI (A)(5),Offshore,21,27,Technical,"For transit emissions from support vessels servicing or associated with the OCS sources, if actual fuel usage data and engine hours are not recorded for that operating day, Permittee can utilize the most representative load factors contained in the Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022).",Support vessels servicing or associated with OCS sources,,,"Port Emissions Inventory Guidance (EPA-420-b-22-011, April 2022)",air emissions; vessel operations; environmental compliance
gpt-4.1,Page 15 of 29,Offshore,23,27,Technical,"For OCS sources, permittee shall utilize emission factors from: EPA issued Certificate of Conformity (COC) for each applicable engine containing the emission standards in 40 C.F.R. Part 60, NSPS IIII, Tier Marine Engine Standards at 40 C.F.R. Part 1042, or Nonroad Engine Standards at 40 C.F.R. Part 1039, engine manufacturer specifications, or site-specific testing derived factors.",OCS sources; engine emissions; operational phase,,,"40 C.F.R. Part 60, NSPS IIII; 40 C.F.R. Part 1042; 40 C.F.R. Part 1039",air emissions; engine compliance; environmental impact assessment
gpt-4.1,Page 15 of 29,Offshore,23,27,Technical,"If the Tier level combines both NO X and either HC or THC into one emission limit, then that emission limit shall be multiplied by 0.976 for NO X and 0.024 for either HC or THC (to determine the VOC ratio of the emissions which shall be calculated as 1.053 times the HC emission factors).",OCS sources; engine emissions; operational phase,,,,air emissions; engine compliance
gpt-4.1,Page 15 of 29,Offshore,23,27,Technical,"Manufacturers specifications that indicate specific NO X /HC ratios, or specific HC or VOC emission factors shall supersede any general assumptions presented here for purposes of the emission calculation demonstration.",OCS sources; engine emissions; operational phase,,,,air emissions; engine compliance
gpt-4.1,Page 15 of 29,Offshore,23,27,Technical,"For purposes of calculating emissions from vessels servicing or associated with an OCS source while at the source, and while enroute to or from the source when within 25 NM of the source, the permittee shall utilize emission factors from: an applicable Engine International Air Pollution Prevention (“EIAPP”) or International Air Pollution Prevention (“IAPP”) certificate, issued by EPA, containing associated engine Annex VI NO X standards, engine manufacturers specifications, or engine manufacturers testing data.",OCS sources; vessels servicing or associated; within 25 NM; operational phase,25.0,NM,EIAPP certificate; IAPP certificate; EPA; Annex VI NO X standards,air emissions; marine vessel compliance; environmental impact assessment
gpt-4.1,Page 15 of 29,Offshore,23,27,Technical,"For purposes of calculating emissions from vessels servicing or associated with an OCS source while at the source, and while enroute to or from the source when within 25 NM of the source without a Certificate of Conformity, EIAPP certificate, or IAPP certificate, the Permittee shall utilize the most representative NOx and VOC emission factors for the vessel utilized as contained in the EPA Port Emissions Inventory Guidance (EPA-420-B-22-011, April 2022).","OCS sources; vessels servicing or associated; within 25 NM; operational phase; vessels without COC, EIAPP, or IAPP certificate",25.0,NM,"EPA Port Emissions Inventory Guidance (EPA-420-B-22-011, April 2022)",air emissions; marine vessel compliance; environmental impact assessment
gpt-4.1,Page 15 of 29,Offshore,23,27,Technical,"When engine manufacturers specifications contain specific HC or VOC emission factors, they shall supersede any general assumptions presented here for purposes of the emission calculation demonstration. If the engine manufacturers’ specifications do not contain HC or VOC emission factors, Permittee shall then utilize the most representative VOC emissions factors for the vessel utilized as contained in the EPA Ports Emissions Inventory Guidance (EPA-420-B-22-011, April 2022).",OCS sources; vessels servicing or associated; operational phase,,,"EPA Ports Emissions Inventory Guidance (EPA-420-B-22-011, April 2022)",air emissions; marine vessel compliance
gpt-4.1,OCS-R1-05,Offshore,25,27,Technical,"Beginning at the Operational Phase Start Date, at the end of each operating day, the Permittee shall incorporate daily emissions calculated in Section IV(A)(5)(i) into the 365-day total (in units of tons) for NO X and VOC. These emissions shall be summed for all from the emission sources defined in Section IV(A)(5) for determining compliance with the facility-wide emissions cap.",Operational phase; all emission sources defined in Section IV(A)(5),,,"Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Section IV(A)(5)",air emissions monitoring; operational compliance
gpt-4.1,OCS-R1-05,Offshore,25,27,Technical,"EUG 1 - OCS Generator Engine(s) on the OSS(s) and/or WTG(s) shall not exceed the emission standards (in terms of g/kW-hr) for the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, dependent on the final selected engine size and associated displacement) contained in 40 C.F.R. Part 1042, or the EPA Tier 4 Nonroad Engine Standards contained in 40 C.F.R. Part 1039 (dependent on the final selected engine size and associated displacement).",All OCS generator engines located on the OSS(s) and/or WTG(s) during construction and operation phases,,,"40 C.F.R. Part 1042; 40 C.F.R. Part 1039; 40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8); 40 C.F.R. Part 52.21; 310 CMR 7.00 Appendix A",air emissions standards; engine compliance; environmental regulation
gpt-4.1,OCS-R1-05,Offshore,25,27,Technical,EUG 1 - OCS Generator Engine(s) on the OSS(s) and/or WTG(s) shall be operated in accordance with the Good Combustion and Operating Practices (“GCOP”) Plan for the facility. The plan shall be incorporated into the facility standard operating procedures (“SOPs”) and shall be made available for inspection.,All OCS generator engines located on the OSS(s) and/or WTG(s) during construction and operation phases,,,40 C.F.R. Part 52.21; 310 CMR 7.00 Appendix A,operational procedures; combustion optimization; compliance documentation
gpt-4.1,OCS-R1-05,Offshore,25,27,Technical,EUG 2 - Marine Engines on Vessels when Operating as OCS Source(s) shall be operated in accordance with the GCOP Plan for the facility. The plan shall be incorporated into the facility SOPs and shall be made available for inspection.,All marine engines on vessels when operating as OCS Source(s) during construction and operation phases,,,40 C.F.R. Part 52.21; 310 CMR 7.00 Appendix A,marine vessel operations; combustion optimization; compliance documentation
gpt-4.1,OCS-R1-05,Offshore,27,27,Technical,"The Marine Engines on the Charybdis Vessel(s) while operating as an OCS source ... shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NO X, HC, and CO emission standards specified within 40 C.F.R. Part 1042.",Charybdis Vessel(s) operating as an OCS source during WTG installation activities,,,"40 C.F.R. Part 1042; 40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8); 40 C.F.R. Part 52.21; 310 CMR 7.00 Appendix A",air emissions; marine vessel compliance; construction phase
gpt-4.1,OCS-R1-05,Offshore,27,27,Technical,"The Marine Engines on the Eco Edison Vessel, while operating as an OCS source, shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NO X, HC, and CO emission standards or Marine Tier 4 (Category 2 Marine Engines) NO X, HC, and CO emission standards specified within 40 C.F.R. Part 1042. Tier 4 emission standards apply to engine(s) at or above 600 kW, and Tier 3 emission standards apply to engine(s) below 600 kW.",Eco Edison Vessel operating as an OCS source,600.0,kW,"40 C.F.R. Part 1042; 40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8); 40 C.F.R. Part 52.21; 310 CMR 7.00 Appendix A",air emissions; marine vessel compliance; construction phase
gpt-4.1,OCS-R1-05,Offshore,27,27,Technical,"The Marine Engines on Primary Crew Transfer Vessel, while operating as an OCS source, shall be EPA certified to the Marine Tier 3 (Category 3 Marine Engines) NO X, HC, and CO emission standards or Marine Tier 4 (Category 2 Marine Engines) NO X, HC, and CO emission standards specified within 40 C.F.R. Part 1042. Tier 4 emission standards apply to engine(s) at or above 600 kW, and Tier 3 emission standards apply to engine(s) below 600 kW.",Primary Crew Transfer Vessel operating as an OCS source,600.0,kW,"40 C.F.R. Part 1042; 40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8); 40 C.F.R. Part 52.21; 310 CMR 7.00 Appendix A",air emissions; marine vessel compliance; construction phase
gpt-4.1,OCS-R1-05,Offshore,27,27,Technical,"Engines on vessels while operating as OCS sources that satisfy the definition of a tugboat, towboat, push boat, crew and supply vessel, dredge, or barge ... shall be certified by the manufacturer to meet or emit less than the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, depending on engine size) as contained within 40 C.F.R. Part 1042, except if one of the conditions in subparagraph (5)(i) or (5)(ii) ... is met, in which case the Permittee may use the next lower Tier engine (i.e., Tier 3).","Tugboat, towboat, push boat, crew and supply vessel, dredge, or barge operating as OCS sources (unless exempted as per Section III or IV(C)(5)(i) or (ii))",,,40 C.F.R. Part 1042,air emissions; marine vessel compliance; construction phase
gpt-4.1,Page 18 of 29,Offshore,29,27,Technical,"At a minimum, all applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than EPA Tier 2 marine engine emission standards contained within 40 C.F.R. Part 1042.",All applicable engines on vessels used for the project when operating as OCS sources,,,"40 C.F.R. Part 1042; 40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8); 40 C.F.R. Part 52.21; 310 CMR 7.00 Appendix A",air emissions; marine vessel compliance; environmental impact assessment
gpt-4.1,Page 18 of 29,Offshore,29,27,Technical,"All applicable engines on U.S.-flagged vessels when operating as OCS source(s), and otherwise not subject to Section IV(C)(2)-(5), shall be certified to the highest applicable EPA Tier Marine Engine Standards (i.e., Tier 3 or 4, depending on engine size) as contained within 40 C.F.R. Part 1042, except if one of the conditions in subparagraph (6)(i) or (6)(ii) is met, in which case the Permittee may use the next lower Tier engine.",All applicable engines on U.S.-flagged vessels operating as OCS sources,,,40 C.F.R. Part 1042,air emissions; marine vessel compliance; environmental impact assessment
gpt-4.1,Page 18 of 29,Offshore,29,27,Technical,"To use a lesser Tier engine, the Permittee shall ensure one of the following conditions is met: i. A vessel with a higher Tier engine is not available within two hours of when the vessel must be deployed; or ii. The total emissions associated with the use of a vessel with the higher Tier engine(s) would be greater than the total emissions associated with the use of the vessel with the next lower Tier engine(s). For purposes of this subparagraph, when determining the total emissions associated with the use of a vessel with a particular engine, the Permittee shall include the emissions of the vessel that would occur when the vessel would be in transit to the WDA from the vessel’s starting location.",All applicable engines on vessels used for the project when operating as OCS sources,2.0,hours,"Revolution Wind, LLC Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05 Section IV(C)(5) and (6)",air emissions; marine vessel compliance; environmental impact assessment; logistics
gpt-4.1,Page 19 of 29,Offshore,31,27,Technical,All applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than EPA Tier 1 marine engine emission standards contained within 40 C.F.R. Part 1042.,All applicable engines on vessels operating as an OCS source,,,"40 C.F.R. Part 1042; 40 C.F.R. Part 60 Subpart IIII (§60.4200–60.4219, Table 1–Table 8); 40 C.F.R. Part 52.21; 310 CMR 7.00 Appendix A",air emissions; marine vessel compliance; environmental impact assessment
gpt-4.1,Page 19 of 29,Offshore,31,27,Technical,"All applicable engines on U.S.-flagged or foreign-flagged vessels while those vessels are operating as an OCS source within the ECA shall be certified to meet or emit less than the MARPOL Annex VI Tier III NOX emission standards (in terms of g/kW-hr), except if one of the conditions in Section IV(C)(7)(i) or (ii) is met, in which case the Permittee may use the next lower Tier engine.",All applicable engines on U.S.-flagged or foreign-flagged vessels operating as an OCS source within the ECA,,,MARPOL Annex VI Tier III; 40 C.F.R. Part 1043 (§1043.1–1043.100); 40 C.F.R. Part 52.21; 310 CMR 7.00 Appendix A,air emissions; marine vessel compliance; environmental impact assessment
gpt-4.1,Page 19 of 29,Offshore,31,27,Technical,"To use a lesser Tier engine, Permittee shall ensure one of the following conditions is met: i. A vessel with a higher Tier is not available within two hours of when the vessel must be deployed; or ii. The total emissions associated with the use of a vessel with the higher Tier engine(s) would be greater than the total emissions associated with the use of the vessel with the next lower Tier engine(s).",Permittee use of lower Tier engines on vessels operating as OCS sources within the ECA,2.0,hours,Section IV(C)(7)(i)-(ii) of the Permit; 40 C.F.R. Part 1043; 40 C.F.R. Part 52.21; 310 CMR 7.00 Appendix A,air emissions; marine vessel compliance; environmental impact assessment
gpt-4.1,Page 19 of 29,Offshore,31,27,Technical,"At a minimum, all applicable engines subject to this condition shall comply with emission standards (in terms of g/kW-hr) equal to or cleaner than MARPOL Annex VI Tier I NOX emission standards contained within 40 C.F.R. Part 1043.",All applicable engines on vessels operating as OCS sources,,,MARPOL Annex VI Tier I; 40 C.F.R. Part 1043 (§1043.1–1043.100); 40 C.F.R. Part 52.21; 310 CMR 7.00 Appendix A,air emissions; marine vessel compliance; environmental impact assessment
gpt-4.1,Page 19 of 29,Offshore,31,27,Technical,"Permittee shall install sealed leak detection systems on the MV, and HV GIS on the OSS equipment with alarms. Compliance shall be demonstrated with a copy of the manufacturer's specifications onsite and periodic alarm testing procedures in the frequency specified within those specifications.",MV and HV GISs on the OSS,,,40 C.F.R. Part 52.21,equipment integrity; leak detection; operational safety; environmental protection
gpt-4.1,Page 19 of 29,Offshore,31,27,Technical,Leak detection shall be repaired within five (5) days of discovery. Permittee shall document and maintain records of the equipment repaired including but not limited to the estimated time of leakage and volume of gas leaked during that time.,MV and HV GISs on the OSS,5.0,days,40 C.F.R. Part 52.21,equipment integrity; leak detection; operational safety; environmental protection
gpt-4.1,OCS-R1-05,Offshore,32,27,Technical,Leak rate of SF6 shall not exceed 0.5% per year from the MV and HV SWGs on the OSS. The facility shall demonstrate compliance with this requirement by mass balance and account for leakage periods.,"Offshore Substation (OSS) Medium Voltage (MV) and High Voltage (HV) Switchgears (SWGs), operational phase",0.5,percent per year,40 C.F.R. Part 52.21,air emissions; equipment integrity; environmental compliance
gpt-4.1,OCS-R1-05,Offshore,32,27,Technical,Permittee must maintain emissions of sulfur hexafluoride (SF6) emissions from GIS below 1.0% maximum annual leak rate. Permittee may demonstrate compliance with this requirement by complying with Section IV(D)(3) (the more stringent requirement).,"Gas Insulated Switchgear (GIS) equipment, operational phase",1.0,percent per year,310 CMR 7.72(4)(a),air emissions; equipment integrity; environmental compliance
gpt-4.1,OCS-R1-05,Offshore,32,27,Technical,Permittee shall comply with any manufacturer-recommended maintenance procedures or industry best practices that have the effect of reducing leakage of SF6. Permittee may demonstrate compliance with this requirement by complying with Section IV(D)()(1) and (2).,"All SF6-containing equipment, operational phase",,,310 CMR 7.72 (4)(b),maintenance; equipment integrity; environmental compliance
gpt-4.1,OCS-R1-05,Offshore,32,27,Environmental,"The facility will be required to comply with all annual reporting requirements, including but not limited, the number of pounds of SF6 emitted from GIS equipment owned, leased, operated, or controlled by the federal reporting GIS owner and located in Massachusetts during the year, using the equation specified in 40 C.F.R. §98.303.","GIS equipment located in Massachusetts, operational phase, annual reporting",,,310 CMR 7.72 (6); 40 C.F.R. §98.303,reporting; air emissions; regulatory compliance
