model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,30 CFR § 585,Offshore,25,6,Environmental,An Environmental Impact Assessment (EIA) is required for offshore wind projects exceeding 50 MW.,U.S. federal waters,50,MW,National Environmental Policy Act (NEPA),Environmental; Permitting
deepseek-chat,30 CFR § 585,Offshore,25,6,Technical,Offshore wind turbines must comply with IEC 61400-3 design requirements.,International,,,International Electrotechnical Commission (IEC),Structural design; Safety
deepseek-chat,30 CFR Part 585,Offshore,40,6,Environmental,Lessees must conduct baseline environmental studies to assess potential impacts on marine ecosystems before construction.,U.S. Outer Continental Shelf (OCS),,,BOEM 30 CFR § 585.601,Environmental impact assessment; Marine biology
deepseek-chat,30 CFR Part 585,Offshore,40,6,Technical,Wind turbine foundations must comply with ISO 19901-4 for structural integrity under extreme weather conditions.,Fixed-bottom offshore wind turbines,,,ISO 19901-4,Structural engineering; Safety
deepseek-chat,30 CFR Part 585,Offshore,40,6,Spatial,No construction within 1 nautical mile of designated shipping lanes.,U.S. East Coast Wind Energy Areas,1,nautical mile,BOEM Mitigation Strategy 2022,Navigation safety; Maritime traffic
deepseek-chat,OWED-2023-001,Offshore,43,6,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Atlantic offshore wind zones,1,km,Marine Wildlife Protection Act (MWPA),Environmental; Wildlife Protection
deepseek-chat,OWED-2023-001,Offshore,43,6,Technical,All offshore wind turbine foundations must comply with ISO 19901-4 for structural integrity.,Global offshore wind projects,,,International Organization for Standardization (ISO),Structural Engineering; Safety
deepseek-chat,NS-OWF-2023-0042,Offshore,47,6,Environmental,All wind farm developments must conduct a full Environmental Impact Assessment (EIA) prior to construction approval,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; permitting
deepseek-chat,NS-OWF-2023-0042,Offshore,47,6,Technical,Offshore substations shall be designed to withstand extreme wave heights with a 100-year return period,All offshore wind structures in German EEZ,25.3,meters,BSH Standard 7005,structural engineering; safety
deepseek-chat,NS-OWF-2023-0042,Offshore,47,6,Safety,All personnel transfer vessels must comply with ISO 29400:2015 standards for offshore access systems,Global offshore wind operations,,,International Maritime Organization,marine operations; worker safety
deepseek-chat,30 CFR Part 585,Offshore,50,6,Environmental,Lessees must conduct baseline environmental studies to assess potential impacts on marine ecosystems before construction.,U.S. Outer Continental Shelf,,,BOEM 30 CFR § 585.601,Environmental Impact Assessment; Marine Biology
deepseek-chat,30 CFR Part 585,Offshore,50,6,Technical,"Wind turbine foundations must withstand a 1,000-year return period storm event.",Offshore wind structures in the Atlantic OCS,1000,year return period,BOEM Engineering Standards (ASCE/SEI 7-16),Structural Engineering; Safety
deepseek-chat,OWF-REG-2023,Offshore,52,6,Environmental,All projects must conduct a full Environmental Impact Assessment (EIA) prior to construction,All offshore wind projects in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-REG-2023,Offshore,52,6,Technical,Turbine foundations must withstand 1-in-50-year extreme wave conditions,Fixed-bottom offshore wind turbines,50,years,IEC 61400-3,structural engineering; safety
deepseek-chat,OWF-REG-2023,Offshore,52,6,Spatial,Minimum 1 nautical mile separation between turbines,Wind farm arrays in North Sea,1,nautical miles,North Sea Offshore Grid Initiative,navigation safety; array optimization
deepseek-chat,EWEA-OS-2023-0042,Offshore,57,6,Environmental,All turbine foundations must undergo environmental impact assessment for seabed disturbance,All North Sea projects,,,OSPAR Convention Annex IV,environmental; construction
deepseek-chat,EWEA-OS-2023-0042,Offshore,57,6,Technical,Substation platforms must withstand wave heights with 100-year return period,All offshore installations,100,year return period,IEC 61400-3,safety; structural engineering
deepseek-chat,DOC-OSW-2023-001,Offshore,69,6,Environmental,All offshore wind projects must conduct a full Environmental Impact Assessment prior to construction,All projects in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,DOC-OSW-2023-001,Offshore,69,6,Technical,Wind turbine foundations must withstand 1-in-50-year extreme wave conditions,Fixed-bottom structures in North Atlantic,50,year return period,ISO 19901-1,structural engineering; safety
deepseek-chat,NSOWDF-2023-0042,Offshore,73,6,Environmental,Turbine foundations must allow for marine organism colonization,All fixed-bottom foundations in North Sea,,,OSPAR Convention Annex VII,environmental; structural
deepseek-chat,NSOWDF-2023-0042,Offshore,73,6,Technical,Substation platforms must withstand wave heights with 100-year return period,All offshore substations,16.2,meters,IEC 61400-3-1,structural; safety
deepseek-chat,NSW-2023-45,Offshore,74,6,Environmental,All wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migration routes.,North Sea offshore wind projects,500,meters,North Sea Wind Consortium (NSWC),Environmental impact; Wildlife protection
deepseek-chat,NSW-2023-45,Offshore,74,6,Technical,Substation foundations must comply with ISO 19902 for fixed steel offshore structures.,Offshore wind substations,,,International Organization for Standardization (ISO),Structural engineering; Safety
