model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
deepseek-chat,30 CFR Part 585,Offshore,39,23,Environmental,Pre-construction surveys must assess potential impacts on marine mammals and seabirds.,U.S. offshore wind lease areas,,,BOEM Environmental Compliance Guidelines,Environmental; Permitting
deepseek-chat,30 CFR Part 585,Offshore,39,23,Technical,Substation foundations must comply with ISO 19901-4 for geotechnical design.,Offshore wind substations,,,ISO 19901-4,Structural Engineering
deepseek-chat,BOEM-2023-001,Offshore,51,23,Environmental,Developers must conduct a full Environmental Impact Assessment (EIA) prior to construction.,U.S. federal waters,,,"BOEM-2023-001, Section 4.2",environmental; permitting
deepseek-chat,BOEM-2023-001,Offshore,51,23,Technical,Turbine foundations must comply with ISO 19901-4 for offshore structures.,All offshore wind projects,,,"BOEM-2023-001, Appendix B",structural engineering; safety
deepseek-chat,BOEM-2023-001,Offshore,51,23,Spatial,Wind turbines must maintain a minimum clearance of 1 nautical mile from shipping lanes.,U.S. coastal waters,1,nautical mile,"BOEM-2023-001, Section 5.3",navigation safety; maritime operations
deepseek-chat,OWF-REG-2023-001,Offshore,53,23,Environmental,All turbine foundations must undergo a seabed impact assessment prior to installation,All North Sea projects,,,OSPAR Convention Annex IV,marine ecology; construction
deepseek-chat,OWF-REG-2023-001,Offshore,53,23,Technical,Substation platforms must withstand wave heights with a 100-year return period,Atlantic offshore projects,18.5,meters,IEC 61400-3-1,structural engineering; safety
deepseek-chat,OWF-REG-2023-001,Offshore,53,23,Spatial,Minimum 1 km spacing between turbines in array layout,US Outer Continental Shelf,1,kilometers,BOEM 2022 Wind Energy Area Guidelines,energy yield; wake effects
deepseek-chat,DOC-2023-OWF-001,Offshore,57,23,Environmental,All turbine foundations must undergo environmental impact assessment for marine habitats,All North Sea projects,,,OSPAR Convention,environmental; construction
deepseek-chat,DOC-2023-OWF-001,Offshore,57,23,Technical,Wind turbines must withstand 1-year return period wave heights with 1.5 safety factor,Atlantic Ocean projects,1.5,safety factor,BSEE 30 CFR 585,structural engineering; safety
deepseek-chat,DOC-2023-OWF-001,Offshore,83,23,Environmental,All projects must conduct a full environmental impact assessment prior to construction,North Sea development zone,,,Marine Management Organisation (MMO),environmental; permitting
deepseek-chat,DOC-2023-OWF-001,Offshore,83,23,Technical,Turbine foundations must withstand 1-in-50-year storm wave conditions,All offshore installations,50,year return period,ISO 19901-1,structural engineering; safety
deepseek-chat,30 CFR Part 585,Offshore,87,23,Environmental,Projects must conduct an Environmental Impact Assessment (EIA) before construction.,U.S. federal waters,,,BOEM 30 CFR § 585.627,environmental; permitting
deepseek-chat,30 CFR Part 585,Offshore,87,23,Technical,Wind turbine foundations must withstand a 1-in-50-year extreme wave event.,All offshore wind structures in the North Atlantic,50,years,IEC 61400-3,structural engineering; safety
deepseek-chat,30 CFR Part 585,Offshore,87,23,Spatial,No construction within 15 nautical miles of designated marine protected areas.,U.S. Exclusive Economic Zone (EEZ),15,nautical miles,BOEM Mitigation Guidelines,marine conservation; zoning
deepseek-chat,OWED-2023-001,Offshore,92,23,Environmental,Wind turbines must maintain a minimum distance of 500 meters from known marine mammal migration routes.,North Atlantic offshore wind zones,500,meters,Marine Mammal Protection Act (MMPA),wildlife protection; project siting
deepseek-chat,OWED-2023-001,Offshore,92,23,Technical,All offshore wind turbine foundations must comply with ISO 19901-4 for structural integrity.,Global offshore wind projects,,,International Organization for Standardization (ISO),structural engineering; safety
deepseek-chat,NSOWF-2023-0042,Offshore,103,23,Environmental,Turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea development zone,25,meters,North Sea Offshore Wind Consortium,environmental; structural
deepseek-chat,NSOWF-2023-0042,Offshore,103,23,Technical,All electrical systems must comply with IEC 61400-24 for lightning protection,All offshore installations,,,International Electrotechnical Commission,electrical; safety
deepseek-chat,NOW-2023-001,Offshore,108,23,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,U.S. federal waters,1,km,Bureau of Ocean Energy Management (BOEM),wildlife protection; project siting
deepseek-chat,NOW-2023-001,Offshore,108,23,Technical,Substation foundations must comply with ISO 19902 for fixed steel offshore structures.,Global,,,International Organization for Standardization (ISO),structural engineering; safety
deepseek-chat,OWED-2023-001,Offshore,124,23,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from protected marine habitats.,EU territorial waters,1,km,EU Marine Strategy Framework Directive (MSFD),Environmental; Spatial
deepseek-chat,OWED-2023-001,Offshore,124,23,Technical,Wind turbine foundations must comply with ISO 19902 standards for offshore structures.,Global offshore wind projects,,,International Organization for Standardization (ISO),Technical; Safety
deepseek-chat,DOC-2023-001,Offshore,131,23,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from marine protected areas.,European Union waters,1,km,EU Marine Spatial Planning Directive (2021),Environmental; Spatial
deepseek-chat,DOC-2023-001,Offshore,131,23,Technical,Turbine foundations must comply with ISO 19901-4 for offshore structural design.,Global,,,ISO 19901-4,Technical; Safety
deepseek-chat,30 CFR Part 585,Offshore,134,23,Environmental,Projects must conduct an Environmental Impact Assessment (EIA) before construction begins.,U.S. Outer Continental Shelf (OCS),,,BOEM 30 CFR § 585.627,Environmental compliance; Permitting
deepseek-chat,30 CFR Part 585,Offshore,134,23,Technical,Wind turbine foundations must withstand a 100-year storm event.,All offshore wind structures in U.S. waters,100,years,BOEM 30 CFR § 585.701,Structural engineering; Safety
deepseek-chat,30 CFR Part 585,Offshore,134,23,Spatial,Wind farms must maintain a 1 nautical mile buffer from shipping lanes.,Designated U.S. navigational corridors,1,nautical mile,U.S. Coast Guard Navigation Rules,Maritime safety; Zoning
deepseek-chat,,Offshore,135,23,Safety,Offshore wind turbines must maintain a minimum clearance of 22 meters above Mean High Water.,Offshore wind turbines in U.S. federal waters,22,meters,Bureau of Ocean Energy Management (BOEM),Navigational safety; Technical
deepseek-chat,NSW-2023-001,Offshore,138,23,Environmental,All wind farm developments must conduct an Environmental Impact Assessment (EIA) prior to construction,North Sea region,,,OSPAR Convention,"environmental, planning"
deepseek-chat,NSW-2023-001,Offshore,138,23,Technical,Wind turbine foundations must be designed to withstand a 1-in-50-year extreme wave event,All offshore structures,50,years,ISO 19901-1,"structural engineering, safety"
deepseek-chat,NSW-2023-001,Offshore,138,23,Spatial,Turbines must be spaced at least 5 rotor diameters apart in the prevailing wind direction,Wind farm layout,5,rotor diameters,IEC 61400-3,"energy production, technical"
deepseek-chat,OWF-2023-001,Offshore,160,23,Environmental,All wind turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine organism passage,Turbine foundations in North Atlantic waters,25,meters,Marine Renewable Energy Act (2022),environmental; structural
deepseek-chat,OWF-2023-001,Offshore,160,23,Technical,Offshore substations must comply with IEC 61400-3 design requirements for offshore wind turbines,All offshore electrical infrastructure,,,International Electrotechnical Commission Standard 61400-3,electrical; safety
deepseek-chat,OWF-2023-001,Offshore,160,23,Spatial,No turbine may be erected within 15 nautical miles of designated shipping lanes,US Exclusive Economic Zone,15,nautical miles,Bureau of Ocean Energy Management (BOEM) Regulation §285.230,navigation; safety
deepseek-chat,OWF-REG-2023-001,Offshore,173,23,Environmental,All turbine foundations must undergo marine mammal impact assessment prior to installation,North Sea development zones,,,OSPAR Commission,environmental; safety
deepseek-chat,OWF-REG-2023-001,Offshore,173,23,Technical,Substation platforms shall withstand wave heights with 100-year return period,All offshore installations,,,IEC 61400-3,technical; safety
deepseek-chat,NSW-REG-2023-001,Offshore,192,23,Environmental,Wind turbines must maintain a minimum distance of 1 km from designated marine protected areas.,North Sea offshore wind projects,1,km,Marine Environmental Protection Agency (MEPA),Environmental; Spatial
deepseek-chat,NSW-REG-2023-001,Offshore,192,23,Technical,All offshore wind turbine foundations must comply with ISO 19902 standards for structural integrity.,Fixed-bottom offshore wind turbines,,,International Organization for Standardization (ISO),Technical; Safety
deepseek-chat,NSW-REG-2023-001,Offshore,192,23,Safety,Helicopter landing zones on offshore substations must have a minimum diameter of 25 meters.,Offshore substations in EU waters,25,meters,European Maritime Safety Agency (EMSA),Safety; Technical
deepseek-chat,,Offshore,201,23,Technical,Offshore wind turbines must maintain a minimum clearance of 22 meters between the lowest blade tip and sea level,Offshore wind turbines,22,meters,,technical; safety
deepseek-chat,OWF-2023-001,Offshore,206,23,Environmental,All wind turbine foundations must incorporate measures to minimize seabed disturbance,North Sea development zones,,,OSPAR Convention Annex IV,environmental; construction
deepseek-chat,OWF-2023-001,Offshore,206,23,Technical,Tower structures must withstand 1-hour mean wind speeds of 50 m/s,All offshore installations,50,m/s,IEC 61400-3,structural engineering; safety
deepseek-chat,OWF-REG-2023,Offshore,208,23,Environmental,All projects must conduct a full environmental impact assessment prior to construction,All offshore wind projects in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-REG-2023,Offshore,208,23,Technical,Turbine foundations must withstand 1-in-50-year storm events,Fixed-bottom offshore wind turbines,50,year return period,International Electrotechnical Commission (IEC) 61400-3,structural engineering; safety
deepseek-chat,OWF-REG-2023,Offshore,208,23,Spatial,Minimum 1 nautical mile separation between turbines,Wind farm layout in lease areas,1,nautical mile,Federal Aviation Administration (FAA) Advisory Circular 70/7460-1L,aviation safety; turbine siting
deepseek-chat,OWF-2023-001,Offshore,209,23,Environmental,All wind turbine foundations must be designed to minimize seabed disturbance during installation,North Sea development zones,,,OSPAR Commission Decision 2022/5,environmental; technical
deepseek-chat,OWF-2023-001,Offshore,209,23,Technical,Tower structures must withstand extreme wind speeds of,All offshore installations,70,m/s,IEC 61400-3,technical; safety
deepseek-chat,,Offshore,210,23,Technical,All offshore wind turbines must maintain a minimum clearance between the lowest blade tip and highest astronomical tide,UK offshore wind farms,22,meters,UK Offshore Wind Sector Deal 2023,technical; safety
deepseek-chat,,Offshore,210,23,Technical,All substations must comply with IEC 61400-3 standards,Offshore wind farm substations,,,IEC 61400-3,technical; safety
deepseek-chat,OWED-2023-001,Offshore,215,23,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Atlantic offshore wind lease areas,1,km,Bureau of Ocean Energy Management (BOEM),wildlife protection; marine ecosystems
deepseek-chat,OWED-2023-001,Offshore,215,23,Technical,All offshore wind turbine foundations must comply with ISO 19901-4 for structural integrity.,Global offshore wind projects,,,International Organization for Standardization (ISO),structural engineering; safety
deepseek-chat,OWED-2023-001,Offshore,215,23,Safety,Emergency response vessels must be stationed within 30 minutes of any offshore wind construction site.,U.S. federal waters,30,minutes,U.S. Coast Guard (USCG),worker safety; emergency response
deepseek-chat,NSOW-2023-0042,Offshore,224,23,Environmental,All pile driving operations must implement soft-start procedures with gradual ramping up of energy over 20 minutes,North Sea wind farm construction,20,minutes,OSPAR Commission Decision 2022/1,construction; marine mammals
deepseek-chat,NSOW-2023-0042,Offshore,224,23,Technical,Offshore substations must comply with IEC 61400-3 design requirements for offshore wind turbines,All offshore wind projects,,,International Electrotechnical Commission,electrical systems; safety
deepseek-chat,NSOW-2023-0042,Offshore,224,23,Spatial,Minimum 1 km separation required between turbine foundations,German Exclusive Economic Zone,1,km,BSH Standard 7005,layout; navigation safety
deepseek-chat,DOC-2023-001,Offshore,226,23,Environmental,All turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind farms,1,km,EU Directive 2022/114,wildlife protection; siting
deepseek-chat,DOC-2023-001,Offshore,226,23,Technical,Substation foundations must comply with ISO 19902 for offshore structures.,Global offshore projects,,,ISO 19902,structural engineering; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,227,23,Environmental,All wind farm developments must conduct a full Environmental Impact Assessment (EIA) prior to construction approval,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; permitting
deepseek-chat,NSOW-REG-2023-0042,Offshore,227,23,Technical,Offshore substations must be designed to withstand wave heights with a 100-year return period,All offshore installations,16.2,meters,IEC 61400-3-1,structural engineering; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,227,23,Spatial,Turbines must maintain a minimum clearance of 1 nautical mile from designated shipping lanes,North Sea traffic separation schemes,1,nautical miles,IMO COLREG Annex I,maritime safety; navigation
deepseek-chat,NSOW-REG-2023-0042,Offshore,245,23,Environmental,All turbine foundations must undergo marine mammal impact assessment prior to installation,North Sea Exclusive Economic Zone,,,OSPAR Convention Annex VII,environmental; construction
deepseek-chat,NSOW-REG-2023-0042,Offshore,245,23,Technical,Substation platforms shall withstand wave heights with 100-year return period,All offshore installations,16.2,meters,IEC 61400-3-1,structural engineering; safety
deepseek-chat,NSW-2023-45,Offshore,256,23,Environmental,Wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea offshore wind projects,1,km,North Sea Wind Regulatory Authority (NSWRA),environmental; spatial
deepseek-chat,NSW-2023-45,Offshore,256,23,Technical,Turbine foundations must comply with ISO 19902 standards for offshore structures.,All fixed-bottom offshore wind turbines,,,International Organization for Standardization (ISO),technical; safety
deepseek-chat,NSW-2023-001,Offshore,288,23,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea marine protected zones,1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Spatial planning
deepseek-chat,NSW-2023-001,Offshore,288,23,Technical,Substation platforms must comply with ISO 19901-4 for structural design requirements.,Offshore substations,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,NSW-2023-001,Offshore,288,23,Safety,Helicopter landing pads on offshore installations must adhere to a minimum size of 20m x 20m.,Offshore wind farm installations with helicopter access,20,m,International Civil Aviation Organization (ICAO),Aviation safety; Emergency response
deepseek-chat,NSOW-2023-001,Offshore,291,23,Environmental,All wind farm developments must conduct a full environmental impact assessment prior to construction,North Sea region,,,OSPAR Convention,environmental; permitting
deepseek-chat,NSOW-2023-001,Offshore,291,23,Technical,Turbine foundations must withstand 1-in-50-year storm wave conditions,All offshore structures,50,year return period,IEC 61400-3,structural engineering; safety
deepseek-chat,NSOW-2023-001,Offshore,291,23,Safety,Minimum clearance of 22 meters between lowest blade tip and highest astronomical tide,Rotating turbine components,22,meters,DNV-ST-0145,navigation safety; operations
deepseek-chat,EWF-2023-001,Offshore,307,23,Environmental,All turbine foundations must undergo an environmental impact assessment (EIA) before construction.,North Sea offshore wind projects,,,EU Offshore Renewable Energy Directive,Environmental; Legal
deepseek-chat,EWF-2023-001,Offshore,307,23,Technical,Wind turbines must comply with IEC 61400-3 design standards for offshore structures.,Global offshore wind farms,,,International Electrotechnical Commission (IEC),Technical; Safety
deepseek-chat,NS-OWF-2023-REG12,Offshore,310,23,Spatial,Wind turbines must maintain a minimum spacing of 1.5 times the rotor diameter between adjacent units,North Sea Exclusive Economic Zone,1.5,rotor diameters,OSPAR Commission Annex VII,technical; safety
deepseek-chat,NS-OWF-2023-REG12,Offshore,310,23,Environmental,Underwater noise during pile driving shall not exceed 160 dB re 1 μPa at 750 m from the source,All construction phases,160,dB re 1 μPa,EU Marine Strategy Framework Directive Art. 14(3),environmental; technical
deepseek-chat,NS-OWF-2023-REG12,Offshore,310,23,Technical,Substation platforms must comply with IEC 61400-3 for offshore wind turbine design requirements,Electrical infrastructure,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NSW-REG-2023-004,Offshore,314,23,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Regulatory Authority (NSOWRA),Environmental impact; Wildlife protection
deepseek-chat,NSW-REG-2023-004,Offshore,314,23,Technical,All offshore wind turbine foundations must comply with ISO 19902 standards for structural integrity.,Offshore wind turbine foundations,,,International Organization for Standardization (ISO),Structural engineering; Safety
deepseek-chat,NSW-REG-2023-004,Offshore,314,23,Safety,Helicopter landing zones on offshore substations must be at least 25 m in diameter.,Offshore substations in EU waters,25,m,European Maritime Safety Agency (EMSA),Aviation safety; Emergency response
deepseek-chat,DOC-2023-OWF-001,Offshore,317,23,Environmental,All construction activities must maintain a minimum 500m buffer from identified marine mammal habitats during breeding seasons,North Atlantic offshore wind lease areas,500,meters,Bureau of Ocean Energy Management (BOEM) 2022 Guidelines,environmental; safety
deepseek-chat,DOC-2023-OWF-001,Offshore,317,23,Technical,Turbine foundations must meet ISO 19901-4 for offshore structures,All floating offshore wind installations,,,International Organization for Standardization,technical; safety
deepseek-chat,EWF-2023-001,Offshore,330,23,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from known migratory bird pathways.,North Sea offshore wind projects,1,km,EU Marine Spatial Planning Directive 2021,environmental; safety
deepseek-chat,EWF-2023-001,Offshore,330,23,Technical,Substation foundations must comply with ISO 19902 for fixed steel offshore structures.,Global offshore wind installations,,,ISO 19902,technical; safety
deepseek-chat,NSW-REG-2023-001,Offshore,342,23,Environmental,All wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Authority (NSOWA),Environmental; Spatial
deepseek-chat,NSW-REG-2023-001,Offshore,342,23,Technical,Turbine foundations must comply with ISO 19902 standards for offshore structures.,All fixed-bottom offshore wind turbines,,,International Organization for Standardization (ISO),Technical; Safety
deepseek-chat,EWEA-2023-OSTD,Offshore,343,23,Environmental,All turbine foundations must undergo environmental impact assessment for marine mammal disturbance,North Sea projects,,,OSPAR Convention Annex IV,environmental; construction
deepseek-chat,EWEA-2023-OSTD,Offshore,343,23,Technical,Substation platforms shall withstand wave heights with 100-year return period,All offshore installations,,,IEC 61400-3,structural engineering; safety
deepseek-chat,EWEA-2023-OSTD,Offshore,343,23,Spatial,Minimum 1km spacing between turbines in array,US Outer Continental Shelf,1,km,BOEM 2022 Wind Energy Area Requirements,layout optimization; wake effects
deepseek-chat,NSOW-2023-0042,Offshore,351,23,Environmental,All wind farm developments must conduct a full environmental impact assessment prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; planning
deepseek-chat,NSOW-2023-0042,Offshore,351,23,Technical,"Substation platforms must be designed to withstand a 1,000-year return period wave height",All offshore structures,,,IEC 61400-3,structural engineering; safety
deepseek-chat,NSOW-2023-0042,Offshore,351,23,Spatial,Turbines must maintain a minimum spacing of 5 times the rotor diameter between adjacent units,Wind farm arrays,5,rotor diameters,DNVGL-ST-0437,energy yield; wake effects
deepseek-chat,NSOWDR-2023-0042,Offshore,352,23,Environmental,All wind farm developments must conduct a full environmental impact assessment prior to construction,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex IV,environmental; permitting
deepseek-chat,NSOWDR-2023-0042,Offshore,352,23,Technical,Offshore substations must be designed to withstand wave heights with a 100-year return period,All offshore wind installations,16.2,meters,IEC 61400-3,structural engineering; safety
deepseek-chat,NSOWDR-2023-0042,Offshore,352,23,Spatial,Turbines must maintain a minimum spacing of 5 times the rotor diameter between adjacent units,Wind farm arrays,5,rotor diameters,DNV-ST-0145,energy yield; wake effects
deepseek-chat,NSW-2023-0042,Offshore,355,23,Environmental,Turbine foundations must be designed to minimize seabed disturbance during installation,North Sea region,,,OSPAR Convention Annex V,environmental; technical
deepseek-chat,NSW-2023-0042,Offshore,355,23,Technical,All electrical systems must comply with IEC 61400-24 for lightning protection,All offshore wind farms,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NSW-2023-0042,Offshore,355,23,Spatial,Minimum 1km spacing between turbines in prevailing wind direction,North Sea region,1,km,North Sea Wind Power Consortium,technical; safety
deepseek-chat,OWF-2023-001,Offshore,356,23,Environmental,All projects must conduct a full environmental impact assessment (EIA) prior to construction,All offshore wind developments in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-2023-001,Offshore,356,23,Technical,Turbine foundations must withstand 1-in-50-year extreme wave conditions,Fixed-bottom offshore wind turbines in North Atlantic,50,year return period,ISO 19902:2020,structural engineering; safety
deepseek-chat,OWF-2023-001,Offshore,356,23,Spatial,Minimum 1 nautical mile separation between turbines,All offshore wind farms in U.S. territorial waters,1,nautical mile,BOEM 2022 Wind Energy Area Guidelines,navigation safety; array optimization
deepseek-chat,NS-OWF-2023-0042,Offshore,357,23,Environmental,All turbine foundations must undergo marine mammal impact assessments prior to installation,North Sea Exclusive Economic Zone,,,OSPAR Convention Annex IV,environmental; construction
deepseek-chat,NS-OWF-2023-0042,Offshore,357,23,Technical,Substation platforms shall withstand wave heights with 100-year return periods,All offshore installations,17.2,meters,IEC 61400-3-1,structural engineering; safety
deepseek-chat,[If available],Offshore,374,23,Environmental,All offshore wind projects must conduct a full environmental impact assessment prior to construction,North Sea development zone,,,OSPAR Convention Annex IV,environmental; permitting
deepseek-chat,[If available],Offshore,374,23,Technical,Substation foundations must withstand 100-year storm wave conditions,All offshore installations,16.2,meters,IEC 61400-3,structural engineering; safety
deepseek-chat,N/A,Offshore,379,23,Safety,Offshore wind turbines must maintain a minimum clearance of 22 meters above Mean High Water (MHW).,U.S. offshore wind projects,22,meters,U.S. Bureau of Ocean Energy Management (BOEM),Navigational safety; Structural design
deepseek-chat,N/A,Offshore,379,23,Technical,Offshore wind turbine foundations must be designed to withstand 50-year extreme wave loads.,North Sea region,50,years (return period),IEC 61400-3,Structural engineering; Offshore construction
deepseek-chat,OWF-REG-2023,Offshore,384,23,Environmental,All turbine foundations must undergo environmental impact assessments prior to installation,All offshore wind projects in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-REG-2023,Offshore,384,23,Technical,Turbine towers must withstand 1-minute sustained winds of 70 m/s,Hurricane-prone regions,70,m/s,IEC 61400-3,structural engineering; safety
deepseek-chat,NSOW-2023-0042,Offshore,392,23,Environmental,All turbine foundations must undergo marine mammal impact assessment prior to installation,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex VII,environmental; construction
deepseek-chat,NSOW-2023-0042,Offshore,392,23,Technical,"Substation platforms shall be designed to withstand 1,000-year return period wave loads",All offshore installations in >30m water depth,1000,year return period,IEC 61400-3-1,structural engineering; safety
deepseek-chat,NSOW-2023-0042,Offshore,392,23,Spatial,Minimum 1km separation required between turbine arrays and shipping lanes,All wind farms in designated navigation zones,1,kilometer,IMO COLREG Annex II,navigation safety; layout planning
deepseek-chat,30 CFR Part 585,Offshore,395,23,Spatial,Wind turbines must maintain a minimum spacing of 1 nautical mile between structures.,U.S. Outer Continental Shelf,1,nautical mile,BOEM 30 CFR § 585.701,Safety; Technical
deepseek-chat,30 CFR Part 585,Offshore,395,23,Environmental,Projects must conduct a NEPA-compliant environmental impact assessment (EIA) prior to construction.,All U.S. offshore wind leases,,,National Environmental Policy Act (NEPA),Environmental; Jurisdictional
deepseek-chat,30 CFR Part 585,Offshore,395,23,Technical,Substation foundations must comply with ISO 19901-4 for geotechnical design.,Global (applies to all BOEM-regulated projects),,,ISO 19901-4,Technical; Safety
deepseek-chat,NS-OWF-2023-001,Offshore,419,23,Environmental,All turbine foundations must maintain a minimum clearance of 500m from identified coral habitats,North Sea Exclusive Economic Zone,500,meters,OSPAR Convention Annex V,environmental; siting
deepseek-chat,NS-OWF-2023-001,Offshore,419,23,Technical,Substation platforms shall comply with IEC 61400-3 design requirements for offshore structures,All offshore electrical infrastructure,,,International Electrotechnical Commission,structural engineering; electrical systems
deepseek-chat,NSOWDG-2023-0042,Offshore,420,23,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,North Sea Environmental Protection Agency,environmental; construction
deepseek-chat,NSOWDG-2023-0042,Offshore,420,23,Technical,Wind turbines must comply with IEC 61400-3 design requirements for offshore wind turbines,All offshore installations,,,International Electrotechnical Commission,technical; safety
deepseek-chat,NSW-2023-001,Offshore,455,23,Environmental,All turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Regulation (NSOWR 2023),environmental; spatial
deepseek-chat,NSW-2023-001,Offshore,455,23,Technical,Substation foundations must comply with ISO 19902 for offshore structures.,Offshore wind substations,,,International Organization for Standardization (ISO),technical; safety
deepseek-chat,OWF-REG-2023,Offshore,460,23,Environmental,All wind farm developments must conduct an Environmental Impact Assessment (EIA) prior to construction,All offshore wind projects in federal waters,,,Bureau of Ocean Energy Management (BOEM),environmental; permitting
deepseek-chat,OWF-REG-2023,Offshore,460,23,Technical,Wind turbine foundations must be designed to withstand a 100-year storm event,All fixed-bottom offshore wind turbines,100,years,International Electrotechnical Commission (IEC) 61400-3,structural engineering; safety
deepseek-chat,OWF-REG-2023,Offshore,460,23,Safety,All electrical systems must comply with IEC 61400-24 for lightning protection,Offshore wind turbine electrical systems,,,International Electrotechnical Commission,electrical safety; operations
deepseek-chat,OWF-REG-2023,Offshore,471,23,Environmental,All pile driving operations must implement soft-start procedures with initial hammer energy not exceeding 10% of maximum,Offshore wind construction in US waters,10,%,BOEM 2023 Construction and Operations Plan Guidelines,marine mammals; construction safety
deepseek-chat,OWF-REG-2023,Offshore,471,23,Technical,"Substation foundations shall be designed to withstand a 1,000-year return period extreme environmental loading condition",Offshore electrical infrastructure in European waters,1000,year return period,IEC 61400-3-1,structural engineering; safety
deepseek-chat,NSOW-REG-2023-0042,Offshore,475,23,Environmental,All turbine foundations must undergo environmental impact assessment for marine mammal disturbance,North Sea Exclusive Economic Zones,,,OSPAR Convention Annex V,environmental; construction
deepseek-chat,NSOW-REG-2023-0042,Offshore,475,23,Technical,Substation platforms must withstand wave heights with 100-year return period,All offshore installations in North Sea,16.2,meters,IEC 61400-3-1,technical; safety
