model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-2.5-flash,2.5.2.3.,Offshore,58,48,Environmental,a minimum of 2 years of eDNA monitoring would be completed following offshore construction.,"Ocean Wind Offshore Windfarm Project, post-construction phase",2.0,years,,environmental monitoring; marine ecology; post-construction monitoring
gemini-2.5-flash,2-21,Offshore,60,48,Environmental,deployment would not occur if any ESA-listed species were to be observed.,"Project area, during deployment activities",,,Implied by reference to ESA-listed species (Endangered Species Act),environmental protection; wildlife protection; construction planning
gemini-2.5-flash,2-22,Offshore,61,48,Environmental,The benthic monitoring plan was developed in accordance with recommendations set forth in “Guidelines for Providing Benthic Habitat Survey Information for Renewable Energy Development on the Atlantic Outer Continental Shelf” (BOEM 2013).,Benthic monitoring plan for renewable energy development on the Atlantic Outer Continental Shelf (specifically the Ocean Wind Project area).,,,Guidelines for Providing Benthic Habitat Survey Information for Renewable Energy Development on the Atlantic Outer Continental Shelf (BOEM 2013),environmental monitoring; benthic ecology; survey methodology; habitat assessment
gemini-2.5-flash,,Offshore,69,48,Jurisdictional,HRG surveys must begin upon the issuance of a Letter of Authorization under the Marine Mammal Protection Act.,HRG surveys within the Project area (Ocean Wind project),,,Marine Mammal Protection Act,permitting; environmental protection; marine mammal protection
gemini-2.5-flash,,Offshore,69,48,Jurisdictional,Regulations promulgated for a Letter of Authorization are valid for 5 years.,Letter of Authorization for HRG surveys,5.0,years,Regulations promulgated for a Letter of Authorization,permitting; regulatory compliance; project planning
gemini-2.5-flash,3-7,Offshore,84,48,Environmental,"Sensitive benthic habitats, as defined by BOEM (2013), include exposed hard bottoms, algal beds, or the presence of anthozoan species.",Wind Farm Area (WFA) / Lease Area,,,BOEM (2013),environmental impact assessment; habitat protection; benthic ecology
gemini-2.5-flash,3-14,Offshore,91,48,Environmental,historical SAV areas must be considered current SAV habitat and are subject to NJDEP regulation.,"historical SAV areas along the New Jersey coast (from Sandy Hook to Cape May), specifically within estuarine waters of Inshore Cable Corridors",,,NJDEP,environmental impact assessment; habitat protection; permitting
gemini-2.5-flash,3-21,Offshore,100,48,Technical,The crossing of Oyster Creek would be conducted with HDD.,Crossing of Oyster Creek,,,,construction methods; environmental protection; cable installation
gemini-2.5-flash,,Offshore,148,48,Environmental,Ocean Wind has committed to an applicant proposed measures (APMs) to avoid anchoring on sensitive habitat during construction activities.,"Ocean Wind project, during construction activities, specifically regarding anchoring impacts on sensitive habitats (e.g., Essential Fish Habitat, Submerged Aquatic Vegetation beds).",,,Ocean Wind applicant proposed measures (APMs) (Section 6.1.1),environmental protection; habitat preservation; construction management; benthic ecology
gemini-2.5-flash,5-2,Offshore,149,48,Environmental,Avoidance of sensitive habitat when anchoring (as an Avoidance and Minimization Measure - APM),Anchoring activities during wind farm construction/installation,,,Essential Fish Habitat Assessment,environmental impact assessment; habitat protection; marine ecology
gemini-2.5-flash,5-5,Offshore,156,48,Environmental,"Vessels are required to adhere to existing state and federal regulations related to ballast and bilge water discharge, including U.S. Coast Guard ballast discharge regulations (33 CFR 151.2025) and U.S. Environmental Protection Agency National Pollutant Discharge Elimination System Vessel General Permit standards, both of which aim at least in part to prevent the release and movement of invasive species.",Vessel activities during the construction duration of the Project (Ocean Wind 1 Offshore Wind Farm),,,existing state and federal regulations; U.S. Coast Guard ballast discharge regulations (33 CFR 151.2025); U.S. Environmental Protection Agency National Pollutant Discharge Elimination System Vessel General Permit standards,environmental protection; invasive species management; maritime operations
gemini-2.5-flash,5-14,Offshore,179,48,Environmental,to avoid areas that would require extensive seabed alterations to the extent practicable,"Ocean Wind 1 Offshore Wind Farm, during seabed preparation prior to installation",,,"Ocean Wind (as a committed Avoidance and Minimization Measure (APM) within the Essential Fish Habitat Assessment, Section 6.1.1)",environmental impact assessment; habitat protection; seabed alteration; marine ecology
gemini-2.5-flash,5-17,Offshore,185,48,Environmental,An APM of a dual noise-mitigation system with a 10 dB attenuation will be implemented during all detonation events.,all detonation events (for Ocean Wind 1 Offshore Wind Farm),10.0,dB,Ocean Wind 1 Offshore Wind Farm Essential Fish Habitat Assessment,environmental impact assessment; noise mitigation; marine life protection; UXO clearance
gemini-2.5-flash,5-21,Offshore,195,48,Environmental,Monitoring benthic function around cable installations is included in the benthic monitoring plan,cable installations,,,benthic monitoring plan (GEN-06; COP Volume II Table 1.1-2; Ocean Wind 2022),environmental monitoring; benthic habitat protection; cable installation
gemini-2.5-flash,5-48,Offshore,254,48,Environmental,A separate EFH consultation would be conducted for the decommissioning phase of the Project.,decommissioning phase of the Ocean Wind 1 Offshore Wind Farm Project,,,Essential Fish Habitat (EFH) regulatory framework,environmental impact assessment; decommissioning; marine ecology; regulatory compliance
gemini-2.5-flash,6-2,Offshore,260,48,Environmental,"Site onshore, cable landfall and offshore facilities to avoid known locations of sensitive habitat (such as known nesting beaches) or species during sensitive periods (such as nesting season); important marine habitat (such as high density, high value fishing grounds as determined by fishing revenues estimate [BOEM Geographical Information System (GIS)]); and sensitive benthic habitat; to the extent practicable. Avoid hard-bottom habitats and seagrass communities, where practicable, and restore any damage to these communities.","Wind Farm Area (WFA), Offshore Export Cable Route Corridor (OECRC), Inter-Array Export Cable Route Corridor (IECRC), Onshore Cable",,,GEN-02 (Ocean Wind 1 Offshore Wind Farm Essential Fish Habitat Assessment),environmental impact assessment; habitat protection; species protection; marine ecology; benthic ecology; fisheries management
gemini-2.5-flash,6-2,Offshore,260,48,Environmental,Avoid areas that would require extensive seabed or onshore alterations to the extent practicable.,"Wind Farm Area (WFA), Offshore Export Cable Route Corridor (OECRC), Inter-Array Export Cable Route Corridor (IECRC), Onshore Cable",,,GEN-03 (Ocean Wind 1 Offshore Wind Farm Essential Fish Habitat Assessment),environmental impact assessment; habitat protection; seabed integrity; onshore impact mitigation
gemini-2.5-flash,Section 6.4.5,Offshore,285,48,Environmental,equipment shut down or other active mitigation measures must be applied once a source is active if a protected species is sighted inside the corresponding zone.,"Shutdown zones during HRG surveys, pile driving, and UXO detonation activities for the Ocean Wind Project.",,,,environmental protection; marine mammal protection; noise mitigation; operational safety
gemini-2.5-flash,,Offshore,292,48,Environmental,Project decommissioning would occur at the end of the 35-year planned lifetime of the Project and would be subject to separate EFH consultation at that time.,"Project decommissioning phase, at the end of the 35-year planned lifetime of the Project",,,,environmental impact assessment; habitat protection; decommissioning
gemini-2.5-flash,10-1,Offshore,318,48,Environmental,"Submission of documents including the Ocean Wind 1 Construction and Operations Plan (June 2022) and the Benthic Habitat Report (Appendix E, Ocean Wind COP) to NMFS, either concurrently with the Essential Fish Habitat assessment through file transfer (Teams or Kiteworks) or as hyperlinks.","Ocean Wind 1 Offshore Wind Farm, during the Essential Fish Habitat assessment process.",,,"Ocean Wind 1 Offshore Wind Farm Essential Fish Habitat Assessment, Section 10.1",environmental impact assessment; regulatory compliance; documentation
gemini-2.5-flash,10-46,Offshore,370,48,Environmental,Delineations must be of a size appropriate both to the resolution of the data and to the subject of interpretation.,Benthic habitat mapping for offshore wind farm projects (specifically Ocean Wind 1),,,Ocean Wind 1 Offshore Wind Farm Essential Fish Habitat Assessment,environmental impact assessment; habitat mapping; data quality
